Date	Ind	Twet
1/1/2011	53	-5.9
1/1/2011	153	-6.1
1/1/2011	253	-6.9
1/1/2011	353	-6.9
1/1/2011	453	-6.3
1/1/2011	553	-6.8
1/1/2011	653	-6
1/1/2011	753	-6.4
1/1/2011	853	-5.5
1/1/2011	953	-3.6
1/1/2011	1053	-2
1/1/2011	1153	-0.8
1/1/2011	1253	-0.2
1/1/2011	1353	-0.5
1/1/2011	1453	-0.5
1/1/2011	1553	-2
1/1/2011	1653	-2.9
1/1/2011	1753	-3.2
1/1/2011	1853	-3.2
1/1/2011	1953	-3.6
1/1/2011	2053	-3.6
1/1/2011	2153	-3.9
1/1/2011	2253	-4.3
1/1/2011	2353	-5
1/2/2011	53	-4.7
1/2/2011	153	-5.2
1/2/2011	253	-6.1
1/2/2011	353	-6.1
1/2/2011	453	-5.7
1/2/2011	553	-5.6
1/2/2011	653	-5.6
1/2/2011	753	-5.6
1/2/2011	853	-4.7
1/2/2011	953	-2.7
1/2/2011	1053	-1.3
1/2/2011	1153	-0.7
1/2/2011	1253	0
1/2/2011	1353	0.4
1/2/2011	1453	0.4
1/2/2011	1553	-0.3
1/2/2011	1653	-2.8
1/2/2011	1753	-2.8
1/2/2011	1853	-3.1
1/2/2011	1953	-3.3
1/2/2011	2053	-2.9
1/2/2011	2153	-4.5
1/2/2011	2253	-4.5
1/2/2011	2353	-4.5
1/3/2011	53	-4.5
1/3/2011	153	-4.2
1/3/2011	253	-4.5
1/3/2011	353	-4.5
1/3/2011	453	-4.4
1/3/2011	553	-5.3
1/3/2011	653	-5.8
1/3/2011	753	-5.1
1/3/2011	853	-5.1
1/3/2011	953	-2.4
1/3/2011	1053	-0.7
1/3/2011	1153	0.3
1/3/2011	1253	1.1
1/3/2011	1353	1.4
1/3/2011	1453	1.2
1/3/2011	1553	-0.3
1/3/2011	1653	-2.2
1/3/2011	1753	-2.8
1/3/2011	1853	-2.2
1/3/2011	1953	-2.4
1/3/2011	2053	-2.4
1/3/2011	2153	-2.6
1/3/2011	2253	-3.5
1/3/2011	2353	-2.4
1/4/2011	53	-1.9
1/4/2011	153	-3.5
1/4/2011	253	-2.9
1/4/2011	353	-4
1/4/2011	453	-4
1/4/2011	553	-3.8
1/4/2011	653	-2.2
1/4/2011	753	-2.2
1/4/2011	853	-1.9
1/4/2011	953	-1.1
1/4/2011	1053	-0.2
1/4/2011	1153	1.2
1/4/2011	1253	1.8
1/4/2011	1353	0.9
1/4/2011	1453	1.2
1/4/2011	1553	0.7
1/4/2011	1653	0.3
1/4/2011	1753	0.3
1/4/2011	1853	0.7
1/4/2011	1953	0.7
1/4/2011	2053	0.3
1/4/2011	2153	0.3
1/4/2011	2253	0.3
1/4/2011	2351	0.2
1/4/2011	2353	0.2
1/5/2011	19	0.2
1/5/2011	37	0.2
1/5/2011	53	0.2
1/5/2011	153	0.4
1/5/2011	253	0.7
1/5/2011	353	1
1/5/2011	453	1
1/5/2011	553	1
1/5/2011	653	1.2
1/5/2011	753	3.2
1/5/2011	800	3.1
1/5/2011	831	3.8
1/5/2011	853	3.5
1/5/2011	953	4.1
1/5/2011	1053	4.9
1/5/2011	1153	5.4
1/5/2011	1253	5.4
1/5/2011	1353	5.7
1/5/2011	1453	6.2
1/5/2011	1512	6
1/5/2011	1519	6
1/5/2011	1553	6.5
1/5/2011	1653	6.8
1/5/2011	1753	6.7
1/5/2011	1853	7
1/5/2011	1953	7
1/5/2011	2053	7
1/5/2011	2122	6.9
1/5/2011	2153	7
1/5/2011	2251	6.9
1/5/2011	2253	6.7
1/5/2011	2308	6.9
1/5/2011	2353	6.9
1/6/2011	53	6.9
1/6/2011	151	6.9
1/6/2011	153	6.9
1/6/2011	253	6.7
1/6/2011	353	6.9
1/6/2011	434	6.9
1/6/2011	453	6.4
1/6/2011	502	6.7
1/6/2011	522	6.9
1/6/2011	553	6.9
1/6/2011	606	6.9
1/6/2011	627	6.9
1/6/2011	644	6.6
1/6/2011	653	6.6
1/6/2011	753	6.6
1/6/2011	811	6.6
1/6/2011	819	6.1
1/6/2011	832	5.6
1/6/2011	853	5.6
1/6/2011	949	5.1
1/6/2011	951	5.1
1/6/2011	953	5.3
1/6/2011	1014	5.1
1/6/2011	1053	5.3
1/6/2011	1102	5.1
1/6/2011	1153	5.6
1/6/2011	1156	5.1
1/6/2011	1253	5
1/6/2011	1306	5.1
1/6/2011	1353	5
1/6/2011	1420	5.1
1/6/2011	1453	7.5
1/6/2011	1550	5.1
1/6/2011	1553	4.8
1/6/2011	1653	4.7
1/6/2011	1751	5.1
1/6/2011	1753	4.8
1/6/2011	1810	5.1
1/6/2011	1853	7.5
1/6/2011	1953	6.1
1/6/2011	2027	5.6
1/6/2011	2053	8
1/6/2011	2153	8
1/6/2011	2253	5.6
1/6/2011	2346	8
1/6/2011	2351	7.5
1/6/2011	2353	7.7
1/7/2011	53	7.5
1/7/2011	153	7.5
1/7/2011	253	7.5
1/7/2011	353	8.3
1/7/2011	453	8.3
1/7/2011	553	8.3
1/7/2011	653	8.3
1/7/2011	753	8.1
1/7/2011	853	7.8
1/7/2011	953	7.8
1/7/2011	1051	7.5
1/7/2011	1053	7.5
1/7/2011	1130	7.5
1/7/2011	1153	7.5
1/7/2011	1201	6.9
1/7/2011	1248	6.9
1/7/2011	1253	7
1/7/2011	1353	7.3
1/7/2011	1453	5.9
1/7/2011	1553	5.4
1/7/2011	1653	4.7
1/7/2011	1753	3.8
1/7/2011	1851	4
1/7/2011	1853	4
1/7/2011	1928	3.8
1/7/2011	1953	3.5
1/7/2011	2053	2
1/7/2011	2151	3.8
1/7/2011	2153	3.5
1/7/2011	2221	3.1
1/7/2011	2253	2
1/7/2011	2353	2
1/8/2011	53	2
1/8/2011	153	2
1/8/2011	253	0.4
1/8/2011	353	1.3
1/8/2011	453	1
1/8/2011	553	1.3
1/8/2011	653	0.4
1/8/2011	753	0.4
1/8/2011	853	1
1/8/2011	953	2.1
1/8/2011	1053	3.2
1/8/2011	1153	3.5
1/8/2011	1253	3.5
1/8/2011	1353	3.4
1/8/2011	1453	3.3
1/8/2011	1553	3.2
1/8/2011	1653	2.9
1/8/2011	1753	1
1/8/2011	1853	1.2
1/8/2011	1953	1.2
1/8/2011	2007	1.7
1/8/2011	2039	1.7
1/8/2011	2053	1
1/8/2011	2151	0.6
1/8/2011	2153	0.6
1/8/2011	2212	0.6
1/8/2011	2223	0.2
1/8/2011	2231	0.6
1/8/2011	2253	0.6
1/8/2011	2325	0.2
1/8/2011	2336	0.2
1/8/2011	2353	0.4
1/9/2011	27	0.2
1/9/2011	34	0.2
1/9/2011	38	0.2
1/9/2011	50	0.2
1/9/2011	53	0.4
1/9/2011	59	0.2
1/9/2011	112	0.2
1/9/2011	130	0.2
1/9/2011	151	0.2
1/9/2011	153	0.4
1/9/2011	211	0.2
1/9/2011	253	-0.1
1/9/2011	322	-0.1
1/9/2011	339	0.2
1/9/2011	351	0.2
1/9/2011	353	0.4
1/9/2011	412	0.2
1/9/2011	421	M
1/9/2011	425	M
1/9/2011	437	-0.3
1/9/2011	444	-0.3
1/9/2011	453	-0.6
1/9/2011	526	-0.7
1/9/2011	536	-1
1/9/2011	553	-1.4
1/9/2011	608	-0.7
1/9/2011	638	-0.7
1/9/2011	653	-1.5
1/9/2011	751	-1.4
1/9/2011	753	-1.9
1/9/2011	841	-2.4
1/9/2011	853	-2.4
1/9/2011	953	-2.2
1/9/2011	1053	-2.2
1/9/2011	1153	-2
1/9/2011	1253	-2
1/9/2011	1353	-1.6
1/9/2011	1453	-2
1/9/2011	1553	-2.5
1/9/2011	1653	-3.2
1/9/2011	1753	-3.4
1/9/2011	1853	-3.4
1/9/2011	1953	-3.8
1/9/2011	2053	-3.8
1/9/2011	2153	-3.9
1/9/2011	2253	-3.4
1/9/2011	2353	-3.4
1/10/2011	53	-3.4
1/10/2011	153	-3.4
1/10/2011	253	-3.4
1/10/2011	353	-3.8
1/10/2011	453	-3.8
1/10/2011	553	-3.9
1/10/2011	653	-3.9
1/10/2011	753	-3.9
1/10/2011	853	-3.9
1/10/2011	953	-3.6
1/10/2011	1053	-3.1
1/10/2011	1153	-1.9
1/10/2011	1253	-2.2
1/10/2011	1353	-2.6
1/10/2011	1453	-2.9
1/10/2011	1553	-2.9
1/10/2011	1653	-2.9
1/10/2011	1753	-2.8
1/10/2011	1853	-3
1/10/2011	1953	-3
1/10/2011	2053	-3
1/10/2011	2153	-3
1/10/2011	2253	-3.4
1/10/2011	2353	-3.4
1/11/2011	53	-3.4
1/11/2011	153	-3.7
1/11/2011	253	-3.6
1/11/2011	353	-3.8
1/11/2011	453	-3.6
1/11/2011	553	-3.2
1/11/2011	653	-3.4
1/11/2011	753	-3.7
1/11/2011	853	-3
1/11/2011	953	-2.3
1/11/2011	1053	-2.1
1/11/2011	1153	-1.6
1/11/2011	1253	-1.4
1/11/2011	1353	-1.4
1/11/2011	1453	-1.6
1/11/2011	1553	-1.6
1/11/2011	1634	-1.4
1/11/2011	1653	-1
1/11/2011	1736	-0.7
1/11/2011	1753	-0.8
1/11/2011	1853	-1.3
1/11/2011	1953	-1.2
1/11/2011	2017	-0.7
1/11/2011	2026	-0.7
1/11/2011	2033	-0.3
1/11/2011	2038	-1
1/11/2011	2051	-1.5
1/11/2011	2053	-1.1
1/11/2011	2121	-1.5
1/11/2011	2130	-1.5
1/11/2011	2153	-1.5
1/11/2011	2244	-1.5
1/11/2011	2251	-1.5
1/11/2011	2253	-1.5
1/11/2011	2305	-1.5
1/11/2011	2320	-1.5
1/11/2011	2339	-1.5
1/11/2011	2353	-1.1
1/12/2011	51	-0.8
1/12/2011	53	-0.6
1/12/2011	116	-0.8
1/12/2011	122	-0.8
1/12/2011	148	-0.8
1/12/2011	153	-0.4
1/12/2011	218	0.2
1/12/2011	251	0.2
1/12/2011	253	0
1/12/2011	353	1.5
1/12/2011	417	3.3
1/12/2011	451	4.4
1/12/2011	453	3.8
1/12/2011	507	4.4
1/12/2011	532	4.6
1/12/2011	553	4.3
1/12/2011	606	4.6
1/12/2011	630	4.6
1/12/2011	653	4.8
1/12/2011	753	4.8
1/12/2011	853	5.3
1/12/2011	923	5.7
1/12/2011	953	5.9
1/12/2011	1031	6.1
1/12/2011	1053	6.1
1/12/2011	1153	6.7
1/12/2011	1253	7.2
1/12/2011	1309	6.9
1/12/2011	1353	6.7
1/12/2011	1438	6.4
1/12/2011	1453	6.4
1/12/2011	1553	6
1/12/2011	1653	5.8
1/12/2011	1753	5.1
1/12/2011	1853	5.1
1/12/2011	1951	5.1
1/12/2011	1953	5.1
1/12/2011	2038	5.1
1/12/2011	2053	4.8
1/12/2011	2144	5.1
1/12/2011	2153	5.3
1/12/2011	2201	5.6
1/12/2011	2221	5.6
1/12/2011	2230	5.6
1/12/2011	2253	6.1
1/12/2011	2312	6.1
1/12/2011	2328	5.1
1/12/2011	2338	5.1
1/12/2011	2351	5.1
1/12/2011	2353	5
1/13/2011	4	5.1
1/13/2011	19	4.5
1/13/2011	36	5.1
1/13/2011	53	4.5
1/13/2011	153	3.9
1/13/2011	253	4.1
1/13/2011	338	3.8
1/13/2011	353	4.1
1/13/2011	453	4.1
1/13/2011	548	3.8
1/13/2011	553	4.4
1/13/2011	613	3.8
1/13/2011	653	5
1/13/2011	751	5
1/13/2011	753	5
1/13/2011	823	9.4
1/13/2011	853	9.7
1/13/2011	953	9.4
1/13/2011	1053	9.4
1/13/2011	1153	9.9
1/13/2011	1253	8.8
1/13/2011	1353	9.7
1/13/2011	1453	9.1
1/13/2011	1539	9.9
1/13/2011	1553	9.7
1/13/2011	1653	9.4
1/13/2011	1720	9.4
1/13/2011	1753	9.7
1/13/2011	1853	9.7
1/13/2011	1953	9.9
1/13/2011	2024	9.9
1/13/2011	2053	9.1
1/13/2011	2153	9.1
1/13/2011	2211	8.8
1/13/2011	2219	8.8
1/13/2011	2253	8.8
1/13/2011	2353	8.8
1/14/2011	27	8
1/14/2011	53	8.6
1/14/2011	134	8.3
1/14/2011	153	8.3
1/14/2011	205	8
1/14/2011	249	8
1/14/2011	253	8
1/14/2011	300	8
1/14/2011	353	8.3
1/14/2011	451	8
1/14/2011	453	8.3
1/14/2011	553	8.3
1/14/2011	653	8.6
1/14/2011	719	8.6
1/14/2011	753	9.1
1/14/2011	853	9.4
1/14/2011	953	9.7
1/14/2011	1053	9.9
1/14/2011	1123	9.9
1/14/2011	1153	10.2
1/14/2011	1245	10.5
1/14/2011	1253	10.5
1/14/2011	1353	10.2
1/14/2011	1453	10.7
1/14/2011	1500	10.2
1/14/2011	1507	10.2
1/14/2011	1553	10.7
1/14/2011	1618	10.5
1/14/2011	1653	10.2
1/14/2011	1700	10.5
1/14/2011	1751	10.5
1/14/2011	1753	10.2
1/14/2011	1853	9.2
1/14/2011	1953	9.7
1/14/2011	2053	9.1
1/14/2011	2106	9.1
1/14/2011	2120	9.7
1/14/2011	2153	9.1
1/14/2011	2237	9.7
1/14/2011	2249	9.7
1/14/2011	2253	9.1
1/14/2011	2353	9.1
1/15/2011	53	8.6
1/15/2011	153	8.6
1/15/2011	253	8.9
1/15/2011	353	8.6
1/15/2011	453	8.9
1/15/2011	553	8.6
1/15/2011	653	8.4
1/15/2011	753	8.6
1/15/2011	853	8.9
1/15/2011	953	8.9
1/15/2011	1053	8.9
1/15/2011	1153	8.9
1/15/2011	1253	9.7
1/15/2011	1353	9.4
1/15/2011	1453	9.4
1/15/2011	1553	9.1
1/15/2011	1653	8.8
1/15/2011	1753	8.8
1/15/2011	1853	8
1/15/2011	1916	7.5
1/15/2011	1939	7.5
1/15/2011	1951	7.5
1/15/2011	1953	7.7
1/15/2011	2053	7.7
1/15/2011	2100	7.5
1/15/2011	2124	7.5
1/15/2011	2153	7.7
1/15/2011	2156	8
1/15/2011	2221	8
1/15/2011	2228	8.8
1/15/2011	2246	8.8
1/15/2011	2253	9.7
1/15/2011	2259	9.9
1/15/2011	2308	9.4
1/15/2011	2353	9.4
1/16/2011	26	9.9
1/16/2011	51	10.4
1/16/2011	53	10.2
1/16/2011	153	9.9
1/16/2011	207	9.9
1/16/2011	240	9.9
1/16/2011	251	9.9
1/16/2011	253	10.2
1/16/2011	353	10.7
1/16/2011	453	10.7
1/16/2011	553	9.9
1/16/2011	653	10.2
1/16/2011	753	10.5
1/16/2011	853	10.5
1/16/2011	910	9.9
1/16/2011	924	9.9
1/16/2011	953	10.7
1/16/2011	1001	9.9
1/16/2011	1053	10.2
1/16/2011	1153	10.7
1/16/2011	1253	11
1/16/2011	1301	11
1/16/2011	1312	10.4
1/16/2011	1353	10.5
1/16/2011	1453	10.7
1/16/2011	1505	10.4
1/16/2011	1531	10.7
1/16/2011	1553	10.4
1/16/2011	1617	9.4
1/16/2011	1653	9.4
1/16/2011	1753	9.9
1/16/2011	1757	9.9
1/16/2011	1804	9.9
1/16/2011	1837	11
1/16/2011	1849	11
1/16/2011	1853	10.2
1/16/2011	1953	9.7
1/16/2011	2014	9.9
1/16/2011	2053	9.7
1/16/2011	2153	9.6
1/16/2011	2253	9.7
1/16/2011	2353	9.1
1/17/2011	53	8.9
1/17/2011	153	8.6
1/17/2011	253	8.6
1/17/2011	353	8
1/17/2011	453	7.8
1/17/2011	553	7.3
1/17/2011	653	7.5
1/17/2011	753	7.5
1/17/2011	853	7.8
1/17/2011	953	7.8
1/17/2011	1053	8.1
1/17/2011	1153	7.6
1/17/2011	1253	6.8
1/17/2011	1353	7
1/17/2011	1453	7.1
1/17/2011	1553	6.5
1/17/2011	1653	5.8
1/17/2011	1753	5.1
1/17/2011	1853	4.5
1/17/2011	1953	4.8
1/17/2011	2053	4.9
1/17/2011	2153	4.9
1/17/2011	2240	5.2
1/17/2011	2253	4.9
1/17/2011	2353	4.9
1/18/2011	53	4.9
1/18/2011	153	4.6
1/18/2011	211	4.6
1/18/2011	253	4.4
1/18/2011	353	4.4
1/18/2011	407	4.4
1/18/2011	415	4.4
1/18/2011	453	4.4
1/18/2011	510	4.4
1/18/2011	553	4
1/18/2011	653	4
1/18/2011	734	4
1/18/2011	753	4.2
1/18/2011	832	4
1/18/2011	851	4
1/18/2011	853	4.2
1/18/2011	953	4.2
1/18/2011	1053	4.2
1/18/2011	1153	4.3
1/18/2011	1202	4
1/18/2011	1229	4.6
1/18/2011	1237	4.6
1/18/2011	1251	3.1
1/18/2011	1253	3.2
1/18/2011	1351	4
1/18/2011	1353	4
1/18/2011	1405	4
1/18/2011	1428	4
1/18/2011	1453	4
1/18/2011	1553	3.4
1/18/2011	1626	3.1
1/18/2011	1653	3.4
1/18/2011	1751	3.1
1/18/2011	1753	2.9
1/18/2011	1853	2.7
1/18/2011	1951	2
1/18/2011	1953	2.4
1/18/2011	2053	0.6
1/18/2011	2153	-0.4
1/18/2011	2228	-0.4
1/18/2011	2247	0.2
1/18/2011	2253	-0.4
1/18/2011	2305	-0.4
1/18/2011	2313	-0.4
1/18/2011	2324	0.2
1/18/2011	2330	0.6
1/18/2011	2338	1.7
1/18/2011	2351	0.6
1/18/2011	2353	0.6
1/18/2011	2358	0.6
1/19/2011	11	0.6
1/19/2011	18	0.6
1/19/2011	53	0.1
1/19/2011	102	-0.4
1/19/2011	127	-0.4
1/19/2011	139	-0.4
1/19/2011	151	0.2
1/19/2011	153	0.4
1/19/2011	219	0.2
1/19/2011	226	0.2
1/19/2011	253	-0.4
1/19/2011	258	-0.4
1/19/2011	300	0.2
1/19/2011	303	0.2
1/19/2011	313	-0.4
1/19/2011	323	-0.8
1/19/2011	333	-0.8
1/19/2011	344	-1.5
1/19/2011	351	-1.5
1/19/2011	353	-0.9
1/19/2011	358	0.2
1/19/2011	405	-0.4
1/19/2011	449	0.2
1/19/2011	453	0.1
1/19/2011	551	0.6
1/19/2011	553	0.6
1/19/2011	605	0.6
1/19/2011	635	0.6
1/19/2011	644	0.6
1/19/2011	653	1.2
1/19/2011	717	1.7
1/19/2011	753	0.6
1/19/2011	834	1.7
1/19/2011	853	1.7
1/19/2011	951	2.5
1/19/2011	953	2.3
1/19/2011	1053	3.1
1/19/2011	1153	3.5
1/19/2011	1253	3.3
1/19/2011	1335	3.9
1/19/2011	1353	3.1
1/19/2011	1453	2.9
1/19/2011	1553	3.1
1/19/2011	1653	3
1/19/2011	1753	2.7
1/19/2011	1853	2.6
1/19/2011	1953	1.5
1/19/2011	2053	2
1/19/2011	2153	2
1/19/2011	2253	1.5
1/19/2011	2353	1.7
1/20/2011	53	1.7
1/20/2011	153	1.7
1/20/2011	253	1.7
1/20/2011	353	1.7
1/20/2011	453	2.4
1/20/2011	553	2.7
1/20/2011	653	3
1/20/2011	715	2.7
1/20/2011	753	3
1/20/2011	853	2.7
1/20/2011	953	2.9
1/20/2011	1000	3.1
1/20/2011	1013	3.1
1/20/2011	1053	3.2
1/20/2011	1153	3
1/20/2011	1234	3.8
1/20/2011	1253	3.8
1/20/2011	1314	3.1
1/20/2011	1351	3.1
1/20/2011	1353	3.4
1/20/2011	1400	3.1
1/20/2011	1453	3.4
1/20/2011	1522	3.1
1/20/2011	1553	3.4
1/20/2011	1653	3.4
1/20/2011	1739	3.1
1/20/2011	1753	3.1
1/20/2011	1832	2.5
1/20/2011	1853	2.8
1/20/2011	1918	2.5
1/20/2011	1943	2.5
1/20/2011	1951	2.5
1/20/2011	1953	2.8
1/20/2011	2053	2.8
1/20/2011	2149	3.1
1/20/2011	2153	3.1
1/20/2011	2216	3.1
1/20/2011	2224	3.1
1/20/2011	2232	3.1
1/20/2011	2253	3.1
1/20/2011	2300	3.1
1/20/2011	2314	3.1
1/20/2011	2345	3.1
1/20/2011	2351	3.1
1/20/2011	2353	3.1
1/21/2011	8	3.4
1/21/2011	28	3.4
1/21/2011	50	3.4
1/21/2011	53	3.4
1/21/2011	151	3.1
1/21/2011	153	3.1
1/21/2011	200	3.1
1/21/2011	207	3.1
1/21/2011	253	3.1
1/21/2011	353	3.4
1/21/2011	425	3.1
1/21/2011	453	3.4
1/21/2011	536	3.4
1/21/2011	553	3.4
1/21/2011	614	3.4
1/21/2011	653	3.4
1/21/2011	723	3.4
1/21/2011	753	3.7
1/21/2011	829	3.4
1/21/2011	851	3.4
1/21/2011	853	3.4
1/21/2011	931	3.8
1/21/2011	953	4.5
1/21/2011	1000	4.5
1/21/2011	1018	3.4
1/21/2011	1041	4.5
1/21/2011	1053	4.8
1/21/2011	1133	7.5
1/21/2011	1151	7.5
1/21/2011	1153	7.5
1/21/2011	1251	8
1/21/2011	1253	7.8
1/21/2011	1316	8
1/21/2011	1351	8
1/21/2011	1353	8
1/21/2011	1451	8
1/21/2011	1453	7.8
1/21/2011	1550	6.9
1/21/2011	1553	7.2
1/21/2011	1607	6.9
1/21/2011	1614	6.9
1/21/2011	1622	6.9
1/21/2011	1638	6.9
1/21/2011	1653	6.6
1/21/2011	1735	6.6
1/21/2011	1753	6.4
1/21/2011	1806	6.6
1/21/2011	1815	6.1
1/21/2011	1844	5.7
1/21/2011	1853	5.6
1/21/2011	1929	6.1
1/21/2011	1953	5.9
1/21/2011	2013	5.7
1/21/2011	2051	5.6
1/21/2011	2053	5.6
1/21/2011	2153	5.6
1/21/2011	2241	6.1
1/21/2011	2251	6.1
1/21/2011	2253	5.9
1/21/2011	2302	6.1
1/21/2011	2308	6.1
1/21/2011	2353	5.3
1/22/2011	53	5.3
1/22/2011	153	5.6
1/22/2011	253	5.9
1/22/2011	353	5.6
1/22/2011	453	4.8
1/22/2011	553	3.1
1/22/2011	612	2.5
1/22/2011	625	2.5
1/22/2011	639	1.7
1/22/2011	651	1.7
1/22/2011	653	1.7
1/22/2011	740	1.7
1/22/2011	753	2
1/22/2011	853	2.5
1/22/2011	921	4.5
1/22/2011	953	5.3
1/22/2011	1027	6.2
1/22/2011	1053	6.4
1/22/2011	1153	6.5
1/22/2011	1253	6.5
1/22/2011	1353	6.7
1/22/2011	1453	6.7
1/22/2011	1553	5.7
1/22/2011	1653	4.8
1/22/2011	1753	4.5
1/22/2011	1853	4.2
1/22/2011	1953	4.8
1/22/2011	2053	4.8
1/22/2011	2153	4.5
1/22/2011	2253	4.8
1/22/2011	2353	5.1
1/23/2011	53	5.3
1/23/2011	153	5.3
1/23/2011	253	5.1
1/23/2011	353	5.1
1/23/2011	453	5.3
1/23/2011	553	5.3
1/23/2011	619	5.1
1/23/2011	630	5.6
1/23/2011	653	5.3
1/23/2011	740	5.1
1/23/2011	751	5.1
1/23/2011	753	5
1/23/2011	815	5.1
1/23/2011	844	5.1
1/23/2011	851	5.1
1/23/2011	853	5.3
1/23/2011	951	6.1
1/23/2011	953	5.9
1/23/2011	1031	6.1
1/23/2011	1053	6.7
1/23/2011	1104	6.9
1/23/2011	1113	6.9
1/23/2011	1130	6.4
1/23/2011	1144	6.4
1/23/2011	1153	6.7
1/23/2011	1213	6.9
1/23/2011	1234	7.5
1/23/2011	1251	7.5
1/23/2011	1253	7
1/23/2011	1300	7.5
1/23/2011	1353	7.3
1/23/2011	1400	7
1/23/2011	1417	7.5
1/23/2011	1453	7.3
1/23/2011	1500	7.5
1/23/2011	1513	7.5
1/23/2011	1551	6.4
1/23/2011	1553	6.7
1/23/2011	1653	5.9
1/23/2011	1708	6.4
1/23/2011	1753	5.9
1/23/2011	1853	6.4
1/23/2011	1953	6.4
1/23/2011	2053	6.1
1/23/2011	2132	6.7
1/23/2011	2148	6.7
1/23/2011	2153	6.1
1/23/2011	2217	6.7
1/23/2011	2232	6.7
1/23/2011	2243	6.7
1/23/2011	2253	6.4
1/23/2011	2305	6.7
1/23/2011	2314	6.7
1/23/2011	2323	6.7
1/23/2011	2335	6.7
1/23/2011	2353	6.1
1/24/2011	23	6.7
1/24/2011	53	6.1
1/24/2011	111	6.1
1/24/2011	133	6.1
1/24/2011	144	6.7
1/24/2011	153	5.9
1/24/2011	237	6.6
1/24/2011	253	5.9
1/24/2011	316	6.6
1/24/2011	334	6.1
1/24/2011	353	6.1
1/24/2011	407	6.6
1/24/2011	427	6.1
1/24/2011	439	6.6
1/24/2011	453	5.9
1/24/2011	517	6.1
1/24/2011	551	5.6
1/24/2011	553	5.6
1/24/2011	624	5.6
1/24/2011	632	6.1
1/24/2011	639	6.6
1/24/2011	641	6.1
1/24/2011	646	5.1
1/24/2011	651	5.6
1/24/2011	653	5.6
1/24/2011	700	6.1
1/24/2011	704	5.6
1/24/2011	711	5.6
1/24/2011	736	6.1
1/24/2011	743	6.1
1/24/2011	753	5.9
1/24/2011	845	5.6
1/24/2011	851	6.1
1/24/2011	853	5.9
1/24/2011	953	6.1
1/24/2011	955	6.6
1/24/2011	958	6.1
1/24/2011	1016	6.1
1/24/2011	1053	6.1
1/24/2011	1153	6.1
1/24/2011	1253	6.9
1/24/2011	1353	7.5
1/24/2011	1453	7.3
1/24/2011	1553	7.6
1/24/2011	1653	7
1/24/2011	1751	6.9
1/24/2011	1753	7
1/24/2011	1829	6.9
1/24/2011	1853	7
1/24/2011	1931	6.9
1/24/2011	1951	6.9
1/24/2011	1953	7.2
1/24/2011	2041	7.5
1/24/2011	2051	7.5
1/24/2011	2053	7.2
1/24/2011	2108	6.9
1/24/2011	2117	7.5
1/24/2011	2133	6.9
1/24/2011	2143	6.9
1/24/2011	2153	7.2
1/24/2011	2200	6.9
1/24/2011	2224	6.9
1/24/2011	2244	6.9
1/24/2011	2253	6.6
1/24/2011	2350	7.5
1/24/2011	2353	7.2
1/25/2011	22	7.5
1/25/2011	53	7.5
1/25/2011	137	7.5
1/25/2011	151	7.5
1/25/2011	153	7.2
1/25/2011	214	6.9
1/25/2011	253	6.9
1/25/2011	305	7.5
1/25/2011	329	6.9
1/25/2011	353	6.9
1/25/2011	453	6.9
1/25/2011	520	7.5
1/25/2011	553	7.5
1/25/2011	653	7.7
1/25/2011	709	8
1/25/2011	745	8
1/25/2011	751	7.5
1/25/2011	753	7.7
1/25/2011	802	7.5
1/25/2011	810	7.5
1/25/2011	851	8
1/25/2011	853	8
1/25/2011	951	8
1/25/2011	953	8
1/25/2011	1001	8
1/25/2011	1024	8.3
1/25/2011	1051	8.3
1/25/2011	1053	8
1/25/2011	1153	8
1/25/2011	1250	8
1/25/2011	1253	8
1/25/2011	1307	8
1/25/2011	1353	8
1/25/2011	1453	7.8
1/25/2011	1553	8.1
1/25/2011	1602	8
1/25/2011	1653	6.7
1/25/2011	1753	6.1
1/25/2011	1853	7.2
1/25/2011	1909	7.5
1/25/2011	1953	7.7
1/25/2011	2053	7.5
1/25/2011	2151	6.9
1/25/2011	2153	7.2
1/25/2011	2253	6.9
1/25/2011	2353	6.7
1/26/2011	53	6.9
1/26/2011	103	6.9
1/26/2011	111	7.5
1/26/2011	121	7.5
1/26/2011	153	7.2
1/26/2011	157	7.5
1/26/2011	237	7.5
1/26/2011	253	7.2
1/26/2011	309	7.5
1/26/2011	316	7.5
1/26/2011	324	7.5
1/26/2011	336	7.5
1/26/2011	343	6.9
1/26/2011	353	6.9
1/26/2011	356	6.9
1/26/2011	408	6.9
1/26/2011	453	7.2
1/26/2011	519	6.9
1/26/2011	533	6.7
1/26/2011	553	6.4
1/26/2011	602	6.7
1/26/2011	653	6.7
1/26/2011	748	6.7
1/26/2011	751	6.7
1/26/2011	753	6.1
1/26/2011	801	6.7
1/26/2011	845	6.7
1/26/2011	853	6.7
1/26/2011	855	6.7
1/26/2011	902	7.2
1/26/2011	905	6.7
1/26/2011	953	7.8
1/26/2011	1053	8.1
1/26/2011	1153	8.9
1/26/2011	1253	8.9
1/26/2011	1353	8.1
1/26/2011	1453	8.9
1/26/2011	1553	8.3
1/26/2011	1653	6.7
1/26/2011	1753	5.3
1/26/2011	1853	4.5
1/26/2011	1953	4.5
1/26/2011	2035	4.5
1/26/2011	2053	4.2
1/26/2011	2153	3.1
1/26/2011	2227	2.5
