	Twet	Load	Hour(s)	TimeStamp(s)
2012-04-03 02:00:00	1.2	659.6	7200	1333418400
2012-04-03 03:00:00	-1.0	669.3000000000002	10800	1333422000
2012-04-03 04:00:00	0.3	640.2	14400	1333425600
2012-04-03 05:00:00	-0.5	630.5	18000	1333429200
2012-04-03 06:00:00	1.3	649.9000000000002	21600	1333432800
2012-04-03 07:00:00	4.8	640.2	25200	1333436400
2012-04-03 08:00:00	5.2	649.9000000000002	28800	1333440000
2012-04-03 09:00:00	6.0	533.5	32400	1333443600
2012-04-03 10:00:00	7.1	562.6	36000	1333447200
2012-04-03 11:00:00	8.1	591.7	39600	1333450800
2012-04-03 12:00:00	8.3	766.3000000000002	43200	1333454400
2012-04-03 13:00:00	8.8	1202.8000000000004	46800	1333458000
2012-04-03 14:00:00	8.8	805.1	50400	1333461600
2012-04-03 15:00:00	9.1	873.0	54000	1333465200
2012-04-03 16:00:00	9.1	911.8	57600	1333468800
2012-04-03 17:00:00	9.0	940.9	61200	1333472400
2012-04-03 18:00:00	7.7	591.7	64800	1333476000
2012-04-03 19:00:00	7.5	494.7000000000001	68400	1333479600
2012-04-03 20:00:00	6.2	543.2	72000	1333483200
2012-04-03 21:00:00	5.9	514.1	75600	1333486800
2012-04-03 22:00:00	5.5	514.1	79200	1333490400
2012-04-03 23:00:00	5.9	514.1	82800	1333494000
2012-04-04 00:00:00	6.2	504.4	0	1333497600
2012-04-04 01:00:00	5.4	552.9000000000002	3600	1333501200
2012-04-04 02:00:00	5.6	717.8000000000002	7200	1333504800
2012-04-04 03:00:00	5.5	746.9	10800	1333508400
2012-04-04 04:00:00	6.3	776.0	14400	1333512000
2012-04-04 05:00:00	6.7	853.6	18000	1333515600
2012-04-04 06:00:00	8.7	902.1	21600	1333519200
2012-04-04 07:00:00	10.5	902.1	25200	1333522800
2012-04-04 08:00:00	11.7	58.2	28800	1333526400
2012-04-04 09:00:00	12.6	436.5	32400	1333530000
2012-04-04 10:00:00	14.5	717.8000000000002	36000	1333533600
2012-04-04 11:00:00	14.3	785.7	39600	1333537200
2012-04-04 12:00:00	14.7	805.1	43200	1333540800
2012-04-04 13:00:00	15.2	843.9	46800	1333544400
2012-04-04 14:00:00	15.2	824.5000000000001	50400	1333548000
2012-04-04 15:00:00	15.4	892.4000000000002	54000	1333551600
2012-04-04 16:00:00	14.7	921.5	57600	1333555200
2012-04-04 17:00:00	14.0	873.0	61200	1333558800
2012-04-04 18:00:00	10.2	543.2	64800	1333562400
2012-04-04 19:00:00	8.8	475.3	68400	1333566000
2012-04-04 20:00:00	8.4	455.89999999999986	72000	1333569600
2012-04-04 21:00:00	7.5	485.0	75600	1333573200
2012-04-04 22:00:00	7.3	475.3	79200	1333576800
2012-04-04 23:00:00	6.5	465.6	82800	1333580400
2012-04-05 00:00:00	5.9	465.6	0	1333584000
2012-04-05 01:00:00	4.9	446.2	3600	1333587600
2012-04-05 02:00:00	4.0	882.6999999999997	7200	1333591200
2012-04-05 03:00:00	3.9	543.2	10800	1333594800
2012-04-05 04:00:00	3.3	562.6	14400	1333598400
2012-04-05 05:00:00	2.8	572.3000000000002	18000	1333602000
2012-04-05 06:00:00	4.1	582.0000000000001	21600	1333605600
2012-04-05 07:00:00	4.9	940.9	25200	1333609200
2012-04-05 08:00:00	5.3	601.4	28800	1333612800
2012-04-05 09:00:00	5.9	58.2	32400	1333616400
2012-04-05 10:00:00	6.2	58.2	36000	1333620000
2012-04-05 11:00:00	6.2	58.2	39600	1333623600
2012-04-05 12:00:00	6.8	58.2	43200	1333627200
2012-04-05 13:00:00	7.4	58.2	46800	1333630800
2012-04-05 14:00:00	7.7	58.2	50400	1333634400
2012-04-05 15:00:00	7.4	58.2	54000	1333638000
2012-04-05 16:00:00	6.6	58.2	57600	1333641600
2012-04-05 17:00:00	6.6	58.2	61200	1333645200
2012-04-05 18:00:00	5.9	58.2	64800	1333648800
2012-04-05 19:00:00	5.1	58.2	68400	1333652400
2012-04-05 20:00:00	5.0	58.2	72000	1333656000
2012-04-05 21:00:00	4.2	58.2	75600	1333659600
2012-04-05 22:00:00	3.5	58.2	79200	1333663200
2012-04-05 23:00:00	4.7	58.2	82800	1333666800
2012-04-06 00:00:00	3.8	58.2	0	1333670400
2012-04-06 01:00:00	2.8	58.2	3600	1333674000
2012-04-06 02:00:00	2.3	58.2	7200	1333677600
2012-04-06 03:00:00	1.4	58.2	10800	1333681200
2012-04-06 04:00:00	0.9	58.2	14400	1333684800
2012-04-06 05:00:00	0.9	58.2	18000	1333688400
2012-04-06 06:00:00	1.7	58.2	21600	1333692000
2012-04-06 07:00:00	2.9	58.2	25200	1333695600
2012-04-06 08:00:00	3.9	58.2	28800	1333699200
2012-04-06 09:00:00	4.3	436.5	32400	1333702800
2012-04-06 10:00:00	5.0	552.9000000000002	36000	1333706400
2012-04-06 11:00:00	5.7	611.1	39600	1333710000
2012-04-06 12:00:00	6.0	649.9000000000002	43200	1333713600
2012-04-06 13:00:00	6.1	630.5	46800	1333717200
2012-04-06 14:00:00	6.6	679.0000000000001	50400	1333720800
2012-04-06 15:00:00	6.6	679.0000000000001	54000	1333724400
2012-04-06 16:00:00	6.3	688.7	57600	1333728000
2012-04-06 17:00:00	5.9	698.4000000000002	61200	1333731600
2012-04-06 18:00:00	5.2	669.3000000000002	64800	1333735200
2012-04-06 19:00:00	4.7	494.7000000000001	68400	1333738800
2012-04-06 20:00:00	4.0	446.2	72000	1333742400
2012-04-06 21:00:00	3.6	455.89999999999986	75600	1333746000
2012-04-06 22:00:00	2.9	455.89999999999986	79200	1333749600
2012-04-06 23:00:00	2.1	446.2	82800	1333753200
2012-04-07 00:00:00	1.6	446.2	0	1333756800
2012-04-07 01:00:00	1.4	455.89999999999986	3600	1333760400
2012-04-07 02:00:00	0.6	649.9000000000002	7200	1333764000
2012-04-07 03:00:00	-0.2	960.3	10800	1333767600
2012-04-07 04:00:00	0.0	514.1	14400	1333771200
2012-04-07 05:00:00	0.2	543.2	18000	1333774800
2012-04-07 06:00:00	1.9	533.5	21600	1333778400
2012-04-07 07:00:00	3.4	543.2	25200	1333782000
2012-04-07 08:00:00	4.6	562.6	28800	1333785600
2012-04-07 09:00:00	4.7	504.4	32400	1333789200
2012-04-07 10:00:00	5.5	1290.1	36000	1333792800
2012-04-07 11:00:00	6.3	1367.7	39600	1333796400
2012-04-07 12:00:00	6.3	1357.9999999999998	43200	1333800000
2012-04-07 13:00:00	7.7	1406.5	46800	1333803600
2012-04-07 14:00:00	7.4	1357.9999999999998	50400	1333807200
2012-04-07 15:00:00	7.7	1513.2	54000	1333810800
2012-04-07 16:00:00	7.3	1396.8	57600	1333814400
2012-04-07 17:00:00	6.9	1406.5	61200	1333818000
2012-04-07 18:00:00	5.6	1319.2	64800	1333821600
2012-04-07 19:00:00	5.2	679.0000000000001	68400	1333825200
2012-04-07 20:00:00	4.4	514.1	72000	1333828800
2012-04-07 21:00:00	4.0	552.9000000000002	75600	1333832400
2012-04-07 22:00:00	2.9	552.9000000000002	79200	1333836000
2012-04-07 23:00:00	3.7	533.5	82800	1333839600
2012-04-08 00:00:00	2.9	533.5	0	1333843200
2012-04-08 01:00:00	1.9	494.7000000000001	3600	1333846800
2012-04-08 02:00:00	1.9	708.0999999999998	7200	1333850400
2012-04-08 03:00:00	1.0	659.6	10800	1333854000
2012-04-08 04:00:00	1.0	688.7	14400	1333857600
2012-04-08 05:00:00	1.7	717.8000000000002	18000	1333861200
2012-04-08 06:00:00	3.7	746.9	21600	1333864800
2012-04-08 07:00:00	5.3	785.7	25200	1333868400
2012-04-08 08:00:00	6.5	999.1	28800	1333872000
2012-04-08 09:00:00	7.9	465.6	32400	1333875600
2012-04-08 10:00:00	8.4	766.3000000000002	36000	1333879200
2012-04-08 11:00:00	8.7	863.3000000000002	39600	1333882800
2012-04-08 12:00:00	9.8	911.8	43200	1333886400
2012-04-08 13:00:00	9.5	882.7	46800	1333890000
2012-04-08 14:00:00	9.4	970.0	50400	1333893600
2012-04-08 15:00:00	10.2	950.6	54000	1333897200
2012-04-08 16:00:00	10.6	999.1	57600	1333900800
2012-04-08 17:00:00	10.3	970.0	61200	1333904400
2012-04-08 18:00:00	9.7	776.0	64800	1333908000
2012-04-08 19:00:00	9.3	552.9000000000002	68400	1333911600
2012-04-08 20:00:00	8.5	494.7000000000001	72000	1333915200
2012-04-08 21:00:00	7.8	485.0	75600	1333918800
2012-04-08 22:00:00	6.5	475.3	79200	1333922400
2012-04-08 23:00:00	6.2	465.6	82800	1333926000
2012-04-09 00:00:00	5.0	465.6	0	1333929600
2012-04-09 01:00:00	4.7	485.0	3600	1333933200
2012-04-09 02:00:00	4.4	698.4000000000002	7200	1333936800
2012-04-09 03:00:00	4.0	620.8000000000002	10800	1333940400
2012-04-09 04:00:00	3.8	630.5	14400	1333944000
2012-04-09 05:00:00	4.4	611.1	18000	1333947600
2012-04-09 06:00:00	5.7	620.8000000000002	21600	1333951200
2012-04-09 07:00:00	6.9	620.8000000000002	25200	1333954800
2012-04-09 08:00:00	7.9	708.0999999999998	28800	1333958400
2012-04-09 09:00:00	8.0	514.1	32400	1333962000
2012-04-09 10:00:00	8.0	669.3000000000002	36000	1333965600
2012-04-09 11:00:00	8.8	582.0000000000001	39600	1333969200
2012-04-09 12:00:00	9.7	601.4	43200	1333972800
2012-04-09 13:00:00	9.5	649.9000000000002	46800	1333976400
2012-04-09 14:00:00	9.3	795.4000000000002	50400	1333980000
2012-04-09 15:00:00	8.8	824.5000000000001	54000	1333983600
2012-04-09 16:00:00	8.8	834.2	57600	1333987200
2012-04-09 17:00:00	8.5	805.1	61200	1333990800
2012-04-09 18:00:00	7.7	785.7	64800	1333994400
2012-04-09 19:00:00	7.4	533.5	68400	1333998000
2012-04-09 20:00:00	7.1	514.1	72000	1334001600
2012-04-09 21:00:00	6.8	475.3	75600	1334005200
2012-04-09 22:00:00	6.5	475.3	79200	1334008800
2012-04-09 23:00:00	6.2	475.3	82800	1334012400
2012-04-10 00:00:00	5.3	475.3	0	1334016000
2012-04-10 01:00:00	5.6	485.0	3600	1334019600
2012-04-10 02:00:00	4.7	688.7	7200	1334023200
2012-04-10 03:00:00	5.7	640.2	10800	1334026800
2012-04-10 04:00:00	6.0	649.9000000000002	14400	1334030400
2012-04-10 05:00:00	5.2	688.7	18000	1334034000
2012-04-10 06:00:00	6.6	679.0000000000001	21600	1334037600
2012-04-10 07:00:00	7.4	582.0000000000001	25200	1334041200
2012-04-10 08:00:00	7.6	601.4	28800	1334044800
2012-04-10 09:00:00	7.6	465.6	32400	1334048400
2012-04-10 10:00:00	7.0	533.5	36000	1334052000
2012-04-10 11:00:00	7.7	523.8000000000002	39600	1334055600
2012-04-10 12:00:00	7.9	523.8000000000002	43200	1334059200
2012-04-10 13:00:00	8.0	543.2	46800	1334062800
2012-04-10 14:00:00	8.6	552.9000000000002	50400	1334066400
2012-04-10 15:00:00	8.0	582.0000000000001	54000	1334070000
2012-04-10 16:00:00	7.4	562.6	57600	1334073600
2012-04-10 17:00:00	6.7	533.5	61200	1334077200
2012-04-10 18:00:00	5.9	514.1	64800	1334080800
2012-04-10 19:00:00	5.0	504.4	68400	1334084400
2012-04-10 20:00:00	4.0	465.6	72000	1334088000
2012-04-10 21:00:00	3.2	485.0	75600	1334091600
2012-04-10 22:00:00	3.0	465.6	79200	1334095200
2012-04-10 23:00:00	2.5	475.3	82800	1334098800
2012-04-11 00:00:00	2.2	465.6	0	1334102400
2012-04-11 01:00:00	1.3	465.6	3600	1334106000
2012-04-11 02:00:00	1.3	494.7000000000001	7200	1334109600
2012-04-11 03:00:00	1.3	485.0	10800	1334113200
2012-04-11 04:00:00	0.6	485.0	14400	1334116800
2012-04-11 05:00:00	1.1	485.0	18000	1334120400
2012-04-11 06:00:00	1.8	485.0	21600	1334124000
2012-04-11 07:00:00	2.9	494.7000000000001	25200	1334127600
2012-04-11 08:00:00	3.6	533.5	28800	1334131200
2012-04-11 09:00:00	4.7	475.3	32400	1334134800
2012-04-11 10:00:00	4.5	737.2	36000	1334138400
2012-04-11 11:00:00	4.8	688.7	39600	1334142000
2012-04-11 12:00:00	4.5	698.4000000000002	43200	1334145600
2012-04-11 13:00:00	5.5	717.8000000000002	46800	1334149200
2012-04-11 14:00:00	5.5	58.2	50400	1334152800
2012-04-11 15:00:00	5.9	58.2	54000	1334156400
2012-04-11 16:00:00	5.0	58.2	57600	1334160000
2012-04-11 17:00:00	5.1	58.2	61200	1334163600
2012-04-11 18:00:00	4.1	58.2	64800	1334167200
2012-04-11 19:00:00	3.9	58.2	68400	1334170800
2012-04-11 20:00:00	3.7	436.5	72000	1334174400
2012-04-11 21:00:00	3.4	58.2	75600	1334178000
2012-04-11 22:00:00	3.4	58.2	79200	1334181600
2012-04-11 23:00:00	3.4	58.2	82800	1334185200
2012-04-12 00:00:00	3.2	58.2	0	1334188800
2012-04-12 01:00:00	3.2	436.5	3600	1334192400
2012-04-12 02:00:00	2.4	601.4	7200	1334196000
2012-04-12 03:00:00	1.7	669.3000000000002	10800	1334199600
2012-04-12 04:00:00	1.7	679.0000000000001	14400	1334203200
2012-04-12 05:00:00	1.7	688.7	18000	1334206800
2012-04-12 06:00:00	4.1	649.9000000000002	21600	1334210400
2012-04-12 07:00:00	5.2	717.8000000000002	25200	1334214000
2012-04-12 08:00:00	6.1	717.8000000000002	28800	1334217600
2012-04-12 09:00:00	6.9	465.6	32400	1334221200
2012-04-12 10:00:00	6.8	426.8	36000	1334224800
2012-04-12 11:00:00	7.7	426.8	39600	1334228400
2012-04-12 12:00:00	7.3	446.2	43200	1334232000
2012-04-12 13:00:00	7.2	436.5	46800	1334235600
2012-04-12 14:00:00	7.1	446.2	50400	1334239200
2012-04-12 15:00:00	7.1	436.5	54000	1334242800
2012-04-12 16:00:00	6.8	436.5	57600	1334246400
2012-04-12 17:00:00	6.3	436.5	61200	1334250000
2012-04-12 18:00:00	5.5	436.5	64800	1334253600
2012-04-12 19:00:00	5.1	436.5	68400	1334257200
2012-04-12 20:00:00	4.9	465.6	72000	1334260800
2012-04-12 21:00:00	5.4	436.5	75600	1334264400
2012-04-12 22:00:00	5.5	436.5	79200	1334268000
2012-04-12 23:00:00	5.6	436.5	82800	1334271600
2012-04-13 00:00:00	5.3	58.2	0	1334275200
2012-04-13 01:00:00	4.7	446.2	3600	1334278800
2012-04-13 02:00:00	3.1	436.5	7200	1334282400
2012-04-13 03:00:00	2.2	446.2	10800	1334286000
2012-04-13 04:00:00	1.8	446.2	14400	1334289600
2012-04-13 05:00:00	2.1	436.5	18000	1334293200
2012-04-13 06:00:00	4.4	436.5	21600	1334296800
2012-04-13 07:00:00	5.6	417.1	25200	1334300400
2012-04-13 08:00:00	6.0	426.8	28800	1334304000
2012-04-13 09:00:00	6.4	58.2	32400	1334307600
2012-04-13 10:00:00	7.2	58.2	36000	1334311200
2012-04-13 11:00:00	7.7	533.5	39600	1334314800
2012-04-13 12:00:00	8.0	465.6	43200	1334318400
2012-04-13 13:00:00	8.3	494.7000000000001	46800	1334322000
2012-04-13 14:00:00	8.5	552.9000000000002	50400	1334325600
2012-04-13 15:00:00	8.6	562.6	54000	1334329200
2012-04-13 16:00:00	8.6	601.4	57600	1334332800
2012-04-13 17:00:00	8.5	591.7	61200	1334336400
2012-04-13 18:00:00	6.7	543.2	64800	1334340000
2012-04-13 19:00:00	5.8	552.9000000000002	68400	1334343600
2012-04-13 20:00:00	6.0	58.2	72000	1334347200
2012-04-13 21:00:00	4.4	543.2	75600	1334350800
2012-04-13 22:00:00	4.7	543.2	79200	1334354400
2012-04-13 23:00:00	4.6	543.2	82800	1334358000
2012-04-14 00:00:00	4.3	543.2	0	1334361600
2012-04-14 01:00:00	3.4	58.2	3600	1334365200
2012-04-14 02:00:00	3.1	58.2	7200	1334368800
2012-04-14 03:00:00	3.0	58.2	10800	1334372400
2012-04-14 04:00:00	3.8	58.2	14400	1334376000
2012-04-14 05:00:00	3.2	58.2	18000	1334379600
2012-04-14 06:00:00	5.7	58.2	21600	1334383200
2012-04-14 07:00:00	8.0	58.2	25200	1334386800
2012-04-14 08:00:00	9.4	58.2	28800	1334390400
2012-04-14 09:00:00	10.3	58.2	32400	1334394000
2012-04-14 10:00:00	11.2	58.2	36000	1334397600
2012-04-14 11:00:00	11.8	58.2	39600	1334401200
2012-04-14 12:00:00	12.1	58.2	43200	1334404800
2012-04-14 13:00:00	11.9	58.2	46800	1334408400
2012-04-14 14:00:00	12.1	58.2	50400	1334412000
2012-04-14 15:00:00	11.8	58.2	54000	1334415600
2012-04-14 16:00:00	11.8	58.2	57600	1334419200
2012-04-14 17:00:00	11.8	58.2	61200	1334422800
2012-04-14 18:00:00	11.7	58.2	64800	1334426400
2012-04-14 19:00:00	11.3	58.2	68400	1334430000
2012-04-14 20:00:00	11.7	58.2	72000	1334433600
2012-04-14 21:00:00	11.7	58.2	75600	1334437200
2012-04-14 22:00:00	11.5	58.2	79200	1334440800
2012-04-14 23:00:00	12.8	58.2	82800	1334444400
2012-04-15 00:00:00	13.1	58.2	0	1334448000
2012-04-15 01:00:00	12.6	58.2	3600	1334451600
2012-04-15 02:00:00	12.6	58.2	7200	1334455200
2012-04-15 03:00:00	12.9	58.2	10800	1334458800
2012-04-15 04:00:00	12.9	58.2	14400	1334462400
2012-04-15 05:00:00	13.1	58.2	18000	1334466000
2012-04-15 06:00:00	13.9	58.2	21600	1334469600
2012-04-15 07:00:00	14.1	58.2	25200	1334473200
2012-04-15 08:00:00	14.4	58.2	28800	1334476800
2012-04-15 09:00:00	15.5	543.2	32400	1334480400
2012-04-15 10:00:00	16.5	543.2	36000	1334484000
2012-04-15 11:00:00	17.3	543.2	39600	1334487600
2012-04-15 12:00:00	18.0	562.6	43200	1334491200
2012-04-15 13:00:00	18.0	552.9000000000002	46800	1334494800
2012-04-15 14:00:00	18.2	552.9000000000002	50400	1334498400
2012-04-15 15:00:00	18.0	582.0000000000001	54000	1334502000
2012-04-15 16:00:00	17.6	582.0000000000001	57600	1334505600
2012-04-15 17:00:00	17.4	591.7	61200	1334509200
2012-04-15 18:00:00	16.8	611.1	64800	1334512800
2012-04-15 19:00:00	16.2	591.7	68400	1334516400
2012-04-15 20:00:00	16.3	533.5	72000	1334520000
2012-04-15 21:00:00	15.5	562.6	75600	1334523600
2012-04-15 22:00:00	15.5	552.9000000000002	79200	1334527200
2012-04-15 23:00:00	17.1	562.6	82800	1334530800
2012-04-16 00:00:00	17.2	552.9000000000002	0	1334534400
2012-04-16 01:00:00	16.8	533.5	3600	1334538000
2012-04-16 02:00:00	16.4	533.5	7200	1334541600
2012-04-16 03:00:00	15.7	533.5	10800	1334545200
2012-04-16 04:00:00	15.5	533.5	14400	1334548800
2012-04-16 05:00:00	15.2	533.5	18000	1334552400
2012-04-16 06:00:00	16.8	533.5	21600	1334556000
2012-04-16 07:00:00	17.9	533.5	25200	1334559600
2012-04-16 08:00:00	18.5	533.5	28800	1334563200
2012-04-16 09:00:00	19.5	58.2	32400	1334566800
2012-04-16 10:00:00	19.8	766.3000000000002	36000	1334570400
2012-04-16 11:00:00	20.1	630.5	39600	1334574000
2012-04-16 12:00:00	20.6	863.3000000000002	43200	1334577600
2012-04-16 13:00:00	20.2	640.2	46800	1334581200
2012-04-16 14:00:00	19.6	649.9000000000002	50400	1334584800
2012-04-16 15:00:00	19.4	669.3000000000002	54000	1334588400
2012-04-16 16:00:00	19.4	659.6	57600	1334592000
2012-04-16 17:00:00	19.1	649.9000000000002	61200	1334595600
2012-04-16 18:00:00	18.5	620.8000000000002	64800	1334599200
2012-04-16 19:00:00	18.2	485.0	68400	1334602800
2012-04-16 20:00:00	17.8	58.2	72000	1334606400
2012-04-16 21:00:00	17.8	446.2	75600	1334610000
2012-04-16 22:00:00	17.9	446.2	79200	1334613600
2012-04-16 23:00:00	17.5	436.5	82800	1334617200
2012-04-17 00:00:00	17.0	436.5	0	1334620800
2012-04-17 01:00:00	16.2	58.2	3600	1334624400
2012-04-17 02:00:00	15.4	58.2	7200	1334628000
2012-04-17 03:00:00	14.8	58.2	10800	1334631600
2012-04-17 04:00:00	14.1	58.2	14400	1334635200
2012-04-17 05:00:00	13.4	58.2	18000	1334638800
2012-04-17 06:00:00	13.4	58.2	21600	1334642400
2012-04-17 07:00:00	12.9	58.2	25200	1334646000
2012-04-17 08:00:00	13.1	58.2	28800	1334649600
2012-04-17 09:00:00	12.9	552.9000000000002	32400	1334653200
2012-04-17 10:00:00	13.4	1367.7	36000	1334656800
2012-04-17 11:00:00	13.2	1357.9999999999998	39600	1334660400
2012-04-17 12:00:00	13.3	1425.9	43200	1334664000
2012-04-17 13:00:00	13.3	1552.0	46800	1334667600
2012-04-17 14:00:00	13.3	1581.1	50400	1334671200
2012-04-17 15:00:00	12.8	1377.4	54000	1334674800
2012-04-17 16:00:00	12.3	1493.8	57600	1334678400
2012-04-17 17:00:00	10.8	1503.5000000000002	61200	1334682000
2012-04-17 18:00:00	10.0	1425.9	64800	1334685600
2012-04-17 19:00:00	9.3	727.5	68400	1334689200
2012-04-17 20:00:00	8.6	562.6	72000	1334692800
2012-04-17 21:00:00	8.2	572.3000000000002	75600	1334696400
2012-04-17 22:00:00	8.4	572.3000000000002	79200	1334700000
2012-04-17 23:00:00	8.4	572.3000000000002	82800	1334703600
2012-04-18 00:00:00	8.9	562.6	0	1334707200
2012-04-18 01:00:00	9.2	552.9000000000002	3600	1334710800
2012-04-18 02:00:00	8.8	1484.1	7200	1334714400
2012-04-18 03:00:00	8.2	1290.1	10800	1334718000
2012-04-18 04:00:00	8.2	1212.5	14400	1334721600
2012-04-18 05:00:00	8.2	1183.4	18000	1334725200
2012-04-18 06:00:00	7.9	1202.8000000000004	21600	1334728800
2012-04-18 07:00:00	7.9	1270.7	25200	1334732400
2012-04-18 08:00:00	8.5	1299.7999999999995	28800	1334736000
2012-04-18 09:00:00	8.8	446.2	32400	1334739600
2012-04-18 10:00:00	8.5	58.2	36000	1334743200
2012-04-18 11:00:00	8.5	368.6	39600	1334746800
2012-04-18 12:00:00	8.4	669.3000000000002	43200	1334750400
2012-04-18 13:00:00	9.1	1949.7	46800	1334754000
2012-04-18 14:00:00	8.9	1585.9499999999996	50400	1334757600
2012-04-18 15:00:00	9.1	1178.5500000000004	54000	1334761200
2012-04-18 16:00:00	9.4	1105.8	57600	1334764800
2012-04-18 17:00:00	9.9	1149.45	61200	1334768400
2012-04-18 18:00:00	9.7	1062.15	64800	1334772000
2012-04-18 19:00:00	9.7	756.6	68400	1334775600
2012-04-18 20:00:00	9.9	436.5	72000	1334779200
2012-04-18 21:00:00	9.9	669.3000000000002	75600	1334782800
2012-04-18 22:00:00	9.9	669.3000000000002	79200	1334786400
2012-04-18 23:00:00	9.9	669.3000000000002	82800	1334790000
2012-04-19 00:00:00	10.2	625.65	0	1334793600
2012-04-19 01:00:00	9.9	436.5	3600	1334797200
2012-04-19 02:00:00	10.2	514.1	7200	1334800800
2012-04-19 03:00:00	9.4	552.9000000000002	10800	1334804400
2012-04-19 04:00:00	8.6	58.2	14400	1334808000
2012-04-19 05:00:00	7.7	58.2	18000	1334811600
2012-04-19 06:00:00	9.4	58.2	21600	1334815200
2012-04-19 07:00:00	10.8	58.2	25200	1334818800
2012-04-19 08:00:00	11.3	58.2	28800	1334822400
2012-04-19 09:00:00	12.0	572.3000000000002	32400	1334826000
2012-04-19 10:00:00	12.5	1387.1	36000	1334829600
2012-04-19 11:00:00	12.2	1474.4	39600	1334833200
2012-04-19 12:00:00	12.9	1474.4	43200	1334836800
2012-04-19 13:00:00	13.4	1513.2	46800	1334840400
2012-04-19 14:00:00	13.6	1513.2	50400	1334844000
2012-04-19 15:00:00	13.6	1561.6999999999996	54000	1334847600
2012-04-19 16:00:00	13.1	1561.6999999999996	57600	1334851200
2012-04-19 17:00:00	12.2	1522.9	61200	1334854800
2012-04-19 18:00:00	11.5	1338.6	64800	1334858400
2012-04-19 19:00:00	11.0	756.6	68400	1334862000
2012-04-19 20:00:00	10.2	582.0000000000001	72000	1334865600
2012-04-19 21:00:00	9.9	591.7	75600	1334869200
2012-04-19 22:00:00	9.4	591.7	79200	1334872800
2012-04-19 23:00:00	9.1	572.3000000000002	82800	1334876400
2012-04-20 00:00:00	8.3	572.3000000000002	0	1334880000
2012-04-20 01:00:00	8.0	572.3000000000002	3600	1334883600
2012-04-20 02:00:00	7.7	1357.9999999999998	7200	1334887200
2012-04-20 03:00:00	7.2	1212.5	10800	1334890800
2012-04-20 04:00:00	7.2	58.2	14400	1334894400
2012-04-20 05:00:00	6.9	58.2	18000	1334898000
2012-04-20 06:00:00	9.9	1241.5999999999995	21600	1334901600
2012-04-20 07:00:00	12.1	1309.5	25200	1334905200
2012-04-20 08:00:00	13.6	1338.6	28800	1334908800
2012-04-20 09:00:00	14.2	640.2	32400	1334912400
2012-04-20 10:00:00	14.2	1018.5	36000	1334916000
2012-04-20 11:00:00	15.1	1091.25	39600	1334919600
2012-04-20 12:00:00	15.3	1164.0	43200	1334923200
2012-04-20 13:00:00	15.3	1222.2	46800	1334926800
2012-04-20 14:00:00	15.8	1207.65	50400	1334930400
2012-04-20 15:00:00	15.8	1236.75	54000	1334934000
2012-04-20 16:00:00	15.6	960.3	57600	1334937600
2012-04-20 17:00:00	14.9	1644.15	61200	1334941200
2012-04-20 18:00:00	14.7	1731.4499999999996	64800	1334944800
2012-04-20 19:00:00	14.3	814.8000000000002	68400	1334948400
2012-04-20 20:00:00	14.1	640.2	72000	1334952000
2012-04-20 21:00:00	13.6	698.4000000000002	75600	1334955600
2012-04-20 22:00:00	13.4	683.85	79200	1334959200
2012-04-20 23:00:00	12.9	683.85	82800	1334962800
2012-04-21 00:00:00	12.1	683.85	0	1334966400
2012-04-21 01:00:00	11.8	669.3000000000002	3600	1334970000
2012-04-21 02:00:00	11.8	1309.4999999999998	7200	1334973600
2012-04-21 03:00:00	11.6	945.75	10800	1334977200
2012-04-21 04:00:00	12.1	916.65	14400	1334980800
2012-04-21 05:00:00	13.0	887.55	18000	1334984400
2012-04-21 06:00:00	14.2	931.2	21600	1334988000
2012-04-21 07:00:00	15.5	1003.95	25200	1334991600
2012-04-21 08:00:00	16.1	1033.05	28800	1334995200
2012-04-21 09:00:00	17.7	582.0000000000001	32400	1334998800
2012-04-21 10:00:00	17.9	1357.9999999999998	36000	1335002400
2012-04-21 11:00:00	18.3	1474.4	39600	1335006000
2012-04-21 12:00:00	18.1	1513.2	43200	1335009600
2012-04-21 13:00:00	17.9	1581.1	46800	1335013200
2012-04-21 14:00:00	18.5	1600.4999999999998	50400	1335016800
2012-04-21 15:00:00	18.6	1658.6999999999996	54000	1335020400
2012-04-21 16:00:00	18.5	1668.4	57600	1335024000
2012-04-21 17:00:00	16.8	1600.4999999999998	61200	1335027600
2012-04-21 18:00:00	16.3	1493.8	64800	1335031200
2012-04-21 19:00:00	13.7	834.2	68400	1335034800
2012-04-21 20:00:00	13.2	601.4	72000	1335038400
2012-04-21 21:00:00	12.6	591.7	75600	1335042000
2012-04-21 22:00:00	12.3	611.1	79200	1335045600
2012-04-21 23:00:00	12.0	611.1	82800	1335049200
2012-04-22 00:00:00	11.8	611.1	0	1335052800
2012-04-22 01:00:00	11.0	591.7	3600	1335056400
2012-04-22 03:00:00	9.4	1348.3000000000004	10800	1335063600
2012-04-22 04:00:00	8.9	1328.9	14400	1335067200
2012-04-22 05:00:00	8.9	1290.1	18000	1335070800
2012-04-22 06:00:00	8.3	1299.7999999999995	21600	1335074400
2012-04-22 07:00:00	8.0	1367.7	25200	1335078000
2012-04-22 08:00:00	8.3	1396.8	28800	1335081600
2012-04-22 09:00:00	8.0	669.3000000000002	32400	1335085200
