Date	Ind	Twet
2012/1/7	1854	8.1
2012/1/7	1954	6.6
2012/1/7	2054	4.9
2012/1/7	2154	4.1
2012/1/7	2254	3.2
2012/1/7	2354	2.8
2012/1/8	54	2.6
2012/1/8	154	3.1
2012/1/8	254	2.8
2012/1/8	354	2
2012/1/8	454	1.1
2012/1/8	554	1.4
2012/1/8	654	1.4
2012/1/8	754	1.3
2012/1/8	854	3.1
2012/1/8	954	3.8
2012/1/8	1054	3.9
2012/1/8	1154	4.2
2012/1/8	1254	4.9
2012/1/8	1354	5
2012/1/8	1454	4.5
2012/1/8	1554	3.4
2012/1/8	1654	3
2012/1/8	1754	2.5
2012/1/8	1854	1.9
2012/1/8	1954	1.6
2012/1/8	2054	0.6
2012/1/8	2154	0.1
2012/1/8	2254	-0.3
2012/1/8	2354	-2.2
2012/1/9	54	-2.6
2012/1/9	154	-2.6
2012/1/9	254	-1.7
2012/1/9	354	-3.1
2012/1/9	454	-3.3
2012/1/9	554	-3.1
2012/1/9	654	-2.4
2012/1/9	754	-1.7
2012/1/9	854	-0.3
2012/1/9	954	-0.2
2012/1/9	1054	0
2012/1/9	1154	0.2
2012/1/9	1254	0.1
2012/1/9	1354	0.2
2012/1/9	1454	0.4
2012/1/9	1554	0.1
2012/1/9	1605	0.3
2012/1/9	1614	0.5
2012/1/9	1654	0.1
2012/1/9	1717	0.2
2012/1/9	1741	0.2
2012/1/9	1754	0.1
2012/1/9	1800	0.2
2012/1/9	1818	0.2
2012/1/9	1836	0.2
2012/1/9	1851	0.2
2012/1/9	1854	0.1
2012/1/9	1954	0.1
2012/1/9	2054	0.3
2012/1/9	2135	0.6
2012/1/9	2154	0.3
2012/1/9	2244	0.6
2012/1/9	2254	0.3
2012/1/9	2323	0.6
2012/1/9	2346	1.1
2012/1/9	2354	0.8
2012/1/10	0	1.1
2012/1/10	19	1.1
2012/1/10	33	1.1
2012/1/10	46	1.1
2012/1/10	54	0.8
2012/1/10	103	1.1
2012/1/10	113	1.7
2012/1/10	154	1.2
2012/1/10	254	1.2
2012/1/10	342	0.6
2012/1/10	354	0.6
2012/1/10	454	0.6
2012/1/10	550	0.6
2012/1/10	554	0.3
2012/1/10	623	0.6
2012/1/10	651	-0.4
2012/1/10	654	-0.2
2012/1/10	700	-0.4
2012/1/10	731	-0.4
2012/1/10	754	-0.2
2012/1/10	801	-0.4
2012/1/10	854	0.7
2012/1/10	954	2.8
2012/1/10	1054	4.9
2012/1/10	1154	5.2
2012/1/10	1254	5.1
2012/1/10	1354	5.6
2012/1/10	1454	5.7
2012/1/10	1554	5.8
2012/1/10	1654	5
2012/1/10	1754	2.9
2012/1/10	1854	2
2012/1/10	1954	0.5
2012/1/10	2054	0.1
2012/1/10	2154	-0.4
2012/1/10	2254	-1.3
2012/1/10	2354	-1.7
2012/1/11	54	-1.3
2012/1/11	154	-1.9
2012/1/11	254	-2.2
2012/1/11	354	-2.6
2012/1/11	454	-2.8
2012/1/11	554	-2.8
2012/1/11	654	-1.5
2012/1/11	754	-2.2
2012/1/11	854	1.6
2012/1/11	954	3.2
2012/1/11	1054	4.6
2012/1/11	1154	6
2012/1/11	1254	5.9
2012/1/11	1332	6.1
2012/1/11	1354	6.4
2012/1/11	1454	6.4
2012/1/11	1554	6.1
2012/1/11	1654	6.1
2012/1/11	1754	6.1
2012/1/11	1848	5.6
2012/1/11	1854	5.6
2012/1/11	1945	5.1
2012/1/11	1954	5.3
2012/1/11	1959	5.1
2012/1/11	2054	5.6
2012/1/11	2154	5.8
2012/1/11	2237	6.6
2012/1/11	2254	6.4
2012/1/11	2300	6.6
2012/1/11	2347	7.2
2012/1/11	2354	6.9
2012/1/12	19	7.2
2012/1/12	27	7.2
2012/1/12	40	7.2
2012/1/12	54	7.5
2012/1/12	58	7.5
2012/1/12	100	7.5
2012/1/12	105	7.5
2012/1/12	150	7.7
2012/1/12	154	8
2012/1/12	247	8.3
2012/1/12	249	8.3
2012/1/12	254	9.1
2012/1/12	354	9.1
2012/1/12	439	9.4
2012/1/12	454	9.1
2012/1/12	504	8.8
2012/1/12	532	8.8
2012/1/12	539	8.8
2012/1/12	546	8.8
2012/1/12	554	8.8
2012/1/12	559	8.3
2012/1/12	607	8.8
2012/1/12	620	8.8
2012/1/12	644	7.7
2012/1/12	654	7.5
2012/1/12	754	6.6
2012/1/12	816	6.6
2012/1/12	854	6.1
2012/1/12	940	6.9
2012/1/12	954	7
2012/1/12	1054	7.5
2012/1/12	1154	8.3
2012/1/12	1254	8.9
2012/1/12	1354	10.2
2012/1/12	1454	10.2
2012/1/12	1554	10.7
2012/1/12	1654	10.2
2012/1/12	1754	8.8
2012/1/12	1854	8.8
2012/1/12	1946	9.4
2012/1/12	1954	9.1
2012/1/12	2054	8.6
2012/1/12	2154	8.6
2012/1/12	2254	9.4
2012/1/12	2354	9.6
2012/1/13	28	9.4
2012/1/13	54	9.1
2012/1/13	154	9.1
2012/1/13	247	7.5
2012/1/13	254	5.6
2012/1/13	354	4
2012/1/13	454	2
2012/1/13	554	1.2
2012/1/13	654	-0.7
2012/1/13	754	-2.8
2012/1/13	854	-2.5
2012/1/13	954	-2.1
2012/1/13	1054	-1.8
2012/1/13	1154	-1.6
2012/1/13	1254	-1.7
2012/1/13	1354	-1.5
2012/1/13	1454	-1.4
2012/1/13	1554	-1.4
2012/1/13	1654	-1.6
2012/1/13	1754	-2.1
2012/1/13	1854	-2.5
2012/1/13	1954	-3
2012/1/13	2054	-3.5
2012/1/13	2154	-4
2012/1/13	2254	-4.3
2012/1/13	2354	-4.7
2012/1/14	54	-4.7
2012/1/14	154	-4.7
2012/1/14	254	-5
2012/1/14	354	-4.7
2012/1/14	454	-5
2012/1/14	554	-5
2012/1/14	654	-5.4
2012/1/14	754	-5.4
2012/1/14	854	-4.3
2012/1/14	954	-3.5
2012/1/14	1054	-2.6
2012/1/14	1154	-2.3
2012/1/14	1254	-1.6
2012/1/14	1354	-1.2
2012/1/14	1454	-1.9
2012/1/14	1554	-1.9
2012/1/14	1654	-2.4
2012/1/14	1754	-3.1
2012/1/14	1854	-3.5
2012/1/14	1954	-4.2
2012/1/14	2054	-4.5
2012/1/14	2154	-4.3
2012/1/14	2254	-4.3
2012/1/14	2354	-4.3
2012/1/15	54	-4.7
2012/1/15	154	-4.7
2012/1/15	254	-5.2
2012/1/15	354	-5.2
2012/1/15	454	-5.8
2012/1/15	554	-6.2
2012/1/15	654	-6.2
2012/1/15	754	-6
2012/1/15	854	-4.9
2012/1/15	954	-4.4
2012/1/15	1054	-4.7
2012/1/15	1154	-4.6
2012/1/15	1254	-4.5
2012/1/15	1354	-4
2012/1/15	1454	-3.9
2012/1/15	1554	-3.8
2012/1/15	1654	-4.5
2012/1/15	1754	-4.6
2012/1/15	1854	-5.3
2012/1/15	1954	-5.7
2012/1/15	2054	-6.5
2012/1/15	2154	-6.9
2012/1/15	2254	-6.9
2012/1/15	2354	-7.5
2012/1/16	54	-7
2012/1/16	154	-7.8
2012/1/16	254	-7.9
2012/1/16	354	-8.7
2012/1/16	454	-8.6
2012/1/16	554	-8.6
2012/1/16	654	-8.3
2012/1/16	754	-7.7
2012/1/16	854	-5.5
2012/1/16	954	-3.5
2012/1/16	1054	-1.8
2012/1/16	1154	-1.6
2012/1/16	1254	-0.6
2012/1/16	1354	-0.5
2012/1/16	1454	-0.1
2012/1/16	1554	-0.3
2012/1/16	1654	-0.3
2012/1/16	1754	-0.8
2012/1/16	1854	-0.3
2012/1/16	1954	-0.2
2012/1/16	2054	0.4
2012/1/16	2154	1.4
2012/1/16	2254	1.9
2012/1/16	2354	2.3
2012/1/17	54	2.5
2012/1/17	154	3
2012/1/17	254	3
2012/1/17	354	3
2012/1/17	454	3.7
2012/1/17	554	4.4
2012/1/17	654	4.4
2012/1/17	754	4.7
2012/1/17	854	5.4
2012/1/17	954	5.8
2012/1/17	1054	6.7
2012/1/17	1154	7.8
2012/1/17	1254	8.3
2012/1/17	1354	9.1
2012/1/17	1454	10.4
2012/1/17	1554	10.4
2012/1/17	1654	10.2
2012/1/17	1754	10.4
2012/1/17	1854	10.4
2012/1/17	1954	10.9
2012/1/17	2054	11.2
2012/1/17	2154	11.2
2012/1/17	2254	11.5
2012/1/17	2354	11.8
2012/1/18	54	11.8
2012/1/18	154	7.5
2012/1/18	254	3.9
2012/1/18	354	2.6
2012/1/18	454	2.3
2012/1/18	554	1.8
2012/1/18	654	1
2012/1/18	754	0.9
2012/1/18	854	0.9
2012/1/18	954	0.7
2012/1/18	1054	0.7
2012/1/18	1154	0.2
2012/1/18	1254	-9.3
2012/1/18	1354	-0.6
2012/1/18	1454	-0.9
2012/1/18	1554	-1.3
2012/1/18	1654	-2
2012/1/18	1754	-3.1
2012/1/18	1854	-3.6
2012/1/18	1954	-4
2012/1/18	2054	-4.3
2012/1/18	2154	-4.7
2012/1/18	2254	-5
2012/1/18	2354	-5.3
2012/1/19	54	-5.9
2012/1/19	154	-5.5
2012/1/19	254	-5.9
2012/1/19	354	-6
2012/1/19	454	-6.3
2012/1/19	554	-6.2
2012/1/19	654	-7.2
2012/1/19	754	-6.2
2012/1/19	854	-4.9
2012/1/19	954	-4.3
2012/1/19	1054	-3.5
2012/1/19	1154	-2.5
2012/1/19	1254	-2
2012/1/19	1354	-1.4
2012/1/19	1454	-1
2012/1/19	1554	-0.6
2012/1/19	1654	-1
2012/1/19	1754	-1
2012/1/19	1854	-0.8
2012/1/19	1954	-0.8
2012/1/19	2054	-0.3
2012/1/19	2154	0.1
2012/1/19	2254	-0.3
2012/1/19	2354	-1
2012/1/20	54	-1
2012/1/20	154	-2.1
2012/1/20	254	-1.5
2012/1/20	354	-0.8
2012/1/20	454	-0.2
2012/1/20	554	0
2012/1/20	654	-1.8
2012/1/20	754	-2.7
2012/1/20	854	-4.4
2012/1/20	954	-5
2012/1/20	1054	-4.6
2012/1/20	1154	-4.8
2012/1/20	1254	-4.2
2012/1/20	1354	-3.4
2012/1/20	1454	-3.5
2012/1/20	1554	-3.9
2012/1/20	1654	-4.2
2012/1/20	1754	-3.6
2012/1/20	1854	-3.7
2012/1/20	1954	-3.7
2012/1/20	2054	-3.6
2012/1/20	2154	-3.8
2012/1/20	2254	-3.7
2012/1/20	2303	-4.1
2012/1/20	2336	-3.9
2012/1/20	2340	-3.8
2012/1/20	2350	-4.2
2012/1/20	2354	-3.8
2012/1/21	5	-3.8
2012/1/21	19	-3.5
2012/1/21	25	-3.5
2012/1/21	54	-3.7
2012/1/21	103	-3.1
2012/1/21	112	-3.1
2012/1/21	134	-3.1
2012/1/21	152	-3.1
2012/1/21	154	-3.1
2012/1/21	200	-3.1
2012/1/21	210	-3.1
2012/1/21	221	-3.1
2012/1/21	236	-3.1
2012/1/21	242	-3.1
2012/1/21	246	-3.1
2012/1/21	254	-2.6
2012/1/21	258	-2.7
2012/1/21	303	-2.4
2012/1/21	316	-2.4
2012/1/21	323	-2.4
2012/1/21	331	-2.4
2012/1/21	340	-2.4
2012/1/21	354	-2
2012/1/21	405	-2.4
2012/1/21	447	-2.4
2012/1/21	454	-2
2012/1/21	554	-2
2012/1/21	636	-2.4
2012/1/21	645	-2.4
2012/1/21	654	-2
2012/1/21	713	-2.4
2012/1/21	744	-2.4
2012/1/21	752	-2.4
2012/1/21	754	-2
2012/1/21	808	-2.4
2012/1/21	819	-1.5
2012/1/21	854	-1.5
2012/1/21	910	-1.5
2012/1/21	954	-0.9
2012/1/21	1027	-1.5
2012/1/21	1054	-0.9
2012/1/21	1128	-1.5
2012/1/21	1154	-1.1
2012/1/21	1254	-0.9
2012/1/21	1331	-0.8
2012/1/21	1354	-0.8
2012/1/21	1454	-1.1
2012/1/21	1554	-1.3
2012/1/21	1654	-1.9
2012/1/21	1733	-1.7
2012/1/21	1754	-1.9
2012/1/21	1812	-2
2012/1/21	1854	-2.4
2012/1/21	1954	-1.5
2012/1/21	2054	-1.5
2012/1/21	2154	-1.7
2012/1/21	2201	-2
2012/1/21	2254	-2
2012/1/21	2354	-2
2012/1/22	54	-2.4
2012/1/22	154	-2.8
2012/1/22	254	-2.9
2012/1/22	354	-2.9
2012/1/22	441	-3.5
2012/1/22	454	-3.3
2012/1/22	554	-3.3
2012/1/22	654	-3.5
2012/1/22	754	-3.8
2012/1/22	854	-3.8
2012/1/22	954	-3.8
2012/1/22	1054	-3.8
2012/1/22	1154	-3.3
2012/1/22	1254	-3.1
2012/1/22	1352	-3.1
2012/1/22	1354	-3.1
2012/1/22	1454	-2.6
2012/1/22	1554	-2.6
2012/1/22	1652	-2
2012/1/22	1654	-2.2
2012/1/22	1754	-2
2012/1/22	1854	-1.9
2012/1/22	1902	-1.7
2012/1/22	1954	-1.9
2012/1/22	2054	-1.7
2012/1/22	2154	-1.7
2012/1/22	2216	-1.7
2012/1/22	2252	-1.7
2012/1/22	2254	-1.3
2012/1/22	2354	-1.1
2012/1/23	54	-0.8
2012/1/23	154	-0.6
2012/1/23	254	-0.4
2012/1/23	354	-0.6
2012/1/23	454	-0.2
2012/1/23	545	0.2
2012/1/23	554	0.1
2012/1/23	618	0.2
2012/1/23	644	0.2
2012/1/23	654	0.1
2012/1/23	711	0.6
2012/1/23	735	0.6
2012/1/23	754	0.3
2012/1/23	758	1.1
2012/1/23	803	0.6
2012/1/23	842	1.1
2012/1/23	854	0.5
2012/1/23	919	1.1
2012/1/23	954	0.8
2012/1/23	1001	1.1
2012/1/23	1054	1.1
2012/1/23	1120	1.1
2012/1/23	1154	1.4
2012/1/23	1217	2.2
2012/1/23	1230	1.7
2012/1/23	1252	2.2
2012/1/23	1254	1.6
2012/1/23	1322	2.2
2012/1/23	1354	1.9
2012/1/23	1439	2.2
2012/1/23	1454	1.9
2012/1/23	1554	1.9
2012/1/23	1654	1.9
2012/1/23	1723	2.2
2012/1/23	1754	2.2
2012/1/23	1842	2.7
2012/1/23	1852	2.7
2012/1/23	1854	2.5
2012/1/23	1931	2.7
2012/1/23	1954	3.3
2012/1/23	2054	3.6
2012/1/23	2133	4.5
2012/1/23	2152	5.6
2012/1/23	2154	5.5
2012/1/23	2228	6.1
2012/1/23	2254	6.1
2012/1/23	2354	6.1
2012/1/24	54	6.1
2012/1/24	154	6.4
2012/1/24	254	6.4
2012/1/24	354	6.4
2012/1/24	454	6.4
2012/1/24	550	6.1
2012/1/24	554	5.8
2012/1/24	613	6.1
2012/1/24	638	6.1
2012/1/24	654	5.3
2012/1/24	749	5
2012/1/24	754	5
2012/1/24	813	5.6
2012/1/24	839	5.1
2012/1/24	849	5.6
2012/1/24	854	5.3
2012/1/24	914	5.6
2012/1/24	918	6.1
2012/1/24	954	6.4
2012/1/24	1054	7.3
2012/1/24	1154	8.2
2012/1/24	1254	8.3
2012/1/24	1354	8.6
2012/1/24	1454	7.9
2012/1/24	1554	7.6
2012/1/24	1654	6.6
2012/1/24	1754	5.4
2012/1/24	1854	4.5
2012/1/24	1954	3
2012/1/24	2054	2.1
2012/1/24	2154	2.4
2012/1/24	2254	3.1
2012/1/24	2354	2.6
2012/1/25	54	1.1
2012/1/25	154	1.2
2012/1/25	254	0.2
2012/1/25	354	0.5
2012/1/25	454	-1
2012/1/25	554	0.7
2012/1/25	654	-0.6
2012/1/25	754	-0.4
2012/1/25	854	1.3
2012/1/25	954	2.1
2012/1/25	1054	2.7
2012/1/25	1154	3.4
2012/1/25	1254	3.5
2012/1/25	1354	4.6
2012/1/25	1454	3.8
2012/1/25	1554	3.2
2012/1/25	1654	2.9
2012/1/25	1754	2.6
2012/1/25	1854	2.3
2012/1/25	1954	1.8
2012/1/25	2054	1.8
2012/1/25	2154	1.7
2012/1/25	2254	1.7
2012/1/25	2354	2
2012/1/26	54	2
2012/1/26	154	2.5
2012/1/26	254	2.8
2012/1/26	354	2.3
2012/1/26	454	2.5
2012/1/26	554	2.5
2012/1/26	623	2.7
2012/1/26	654	2.9
2012/1/26	754	2.9
2012/1/26	854	3.5
2012/1/26	954	3.8
2012/1/26	1054	4.1
2012/1/26	1140	5.2
2012/1/26	1154	5.4
2012/1/26	1254	6.8
2012/1/26	1354	6.5
2012/1/26	1430	7
2012/1/26	1454	7.3
2012/1/26	1554	8.1
2012/1/26	1654	7.3
2012/1/26	1715	7.5
2012/1/26	1735	7.5
2012/1/26	1754	7
2012/1/26	1821	6.9
2012/1/26	1854	7
2012/1/26	1931	6.9
2012/1/26	1954	7
2012/1/26	2044	6.9
2012/1/26	2054	7.2
2012/1/26	2100	6.9
2012/1/26	2128	6.9
2012/1/26	2154	7.5
2012/1/26	2254	7.2
2012/1/26	2354	7.7
2012/1/27	18	8.3
2012/1/27	47	8.3
2012/1/27	54	8.3
2012/1/27	112	8.3
2012/1/27	133	7.5
2012/1/27	139	7.5
2012/1/27	150	7.5
2012/1/27	154	7.7
2012/1/27	209	8.3
2012/1/27	254	8
2012/1/27	258	7.7
2012/1/27	305	7.7
2012/1/27	332	8.3
2012/1/27	354	8.6
2012/1/27	423	9.4
2012/1/27	454	9.7
2012/1/27	554	11.6
2012/1/27	654	15.3
2012/1/27	707	13.2
2012/1/27	735	12.7
2012/1/27	744	13.2
2012/1/27	747	13.2
2012/1/27	752	14.3
2012/1/27	754	14.1
2012/1/27	759	14.3
2012/1/27	803	14.8
2012/1/27	807	15.2
2012/1/27	815	15.2
2012/1/27	833	14.8
2012/1/27	854	14.3
2012/1/27	858	14.3
2012/1/27	905	14.3
2012/1/27	908	14.8
2012/1/27	923	14.3
2012/1/27	928	14.3
2012/1/27	933	14.3
2012/1/27	954	14.9
2012/1/27	1054	16
2012/1/27	1154	15.2
2012/1/27	1254	11.4
2012/1/27	1354	10
2012/1/27	1454	8
2012/1/27	1554	7.3
2012/1/27	1654	6.3
2012/1/27	1754	5.2
2012/1/27	1854	4.7
2012/1/27	1954	4.2
2012/1/27	2054	3.5
2012/1/27	2154	3.2
2012/1/27	2254	2
2012/1/27	2354	1.3
2012/1/28	54	0.9
2012/1/28	154	0.1
2012/1/28	254	-0.7
2012/1/28	354	-1.7
2012/1/28	454	-1.7
2012/1/28	554	-1.5
2012/1/28	654	-2.8
2012/1/28	754	-1.9
2012/1/28	854	1.3
2012/1/28	954	2.7
2012/1/28	1054	3
2012/1/28	1154	4.2
2012/1/28	1254	4.8
2012/1/28	1354	5.3
2012/1/28	1454	5.8
2012/1/28	1554	6.3
2012/1/28	1654	5.8
2012/1/28	1754	4.9
2012/1/28	1854	4
2012/1/28	1954	2.8
2012/1/28	2054	1.7
2012/1/28	2154	0.7
2012/1/28	2254	0
2012/1/28	2354	-0.7
2012/1/29	54	-1.6
2012/1/29	154	-2.2
2012/1/29	254	-2.1
2012/1/29	354	-3.1
2012/1/29	454	-3.2
2012/1/29	554	-3.1
2012/1/29	654	-3.2
2012/1/29	754	-2.9
2012/1/29	854	-1.3
2012/1/29	954	-0.1
2012/1/29	1054	0.9
2012/1/29	1154	1.3
2012/1/29	1254	0.6
2012/1/29	1354	1.4
2012/1/29	1454	1.4
2012/1/29	1554	1.4
2012/1/29	1654	1.3
2012/1/29	1754	0.3
2012/1/29	1854	-0.2
2012/1/29	1954	-0.5
2012/1/29	2054	-0.3
2012/1/29	2154	0
2012/1/29	2254	0.9
2012/1/29	2317	0.8
2012/1/29	2334	0.9
2012/1/29	2354	0.7
2012/1/30	54	-0.2
2012/1/30	154	-0.8
2012/1/30	254	-1.3
2012/1/30	354	-2.2
2012/1/30	454	-2.2
2012/1/30	554	-2.6
2012/1/30	654	-3.1
2012/1/30	754	-2.5
2012/1/30	854	-1.5
2012/1/30	954	-1.1
2012/1/30	1054	-0.7
2012/1/30	1154	-0.2
2012/1/30	1254	0
2012/1/30	1354	0.7
2012/1/30	1454	0.9
2012/1/30	1554	1.1
2012/1/30	1654	0.6
2012/1/30	1754	-0.5
2012/1/30	1850	-0.9
2012/1/30	1854	-0.5
2012/1/30	1954	-0.7
2012/1/30	2054	-0.6
2012/1/30	2154	-0.5
2012/1/30	2254	-1.5
2012/1/30	2354	-1.1
2012/1/31	54	-1.7
2012/1/31	154	-2.6
2012/1/31	254	-2.9
2012/1/31	354	-0.7
2012/1/31	454	0.9
2012/1/31	554	-1.2
2012/1/31	654	-2.1
2012/1/31	754	-0.7
2012/1/31	854	2.6
2012/1/31	954	4.7
2012/1/31	1054	5.8
2012/1/31	1154	7.2
2012/1/31	1254	8
2012/1/31	1354	8.8
2012/1/31	1454	8.8
2012/1/31	1554	8.8
2012/1/31	1654	8.1
2012/1/31	1754	7.3
2012/1/31	1854	6.8
2012/1/31	1954	6.5
2012/1/31	2054	6.2
2012/1/31	2154	6.1
2012/1/31	2254	6.6
2012/1/31	2354	6.9
2012/2/1	54	7.1
2012/2/1	154	7.3
2012/2/1	254	7.6
2012/2/1	354	7.3
2012/2/1	454	7
2012/2/1	511	7.1
2012/2/1	554	7.1
2012/2/1	654	7.1
2012/2/1	754	7.1
2012/2/1	854	7.7
2012/2/1	954	8.8
2012/2/1	1054	9.4
2012/2/1	1154	10.4
2012/2/1	1254	12.7
2012/2/1	1354	12.7
2012/2/1	1454	12.9
2012/2/1	1554	12.9
2012/2/1	1654	12.4
2012/2/1	1754	11.2
2012/2/1	1854	10.5
2012/2/1	1954	10.5
2012/2/1	2054	10
2012/2/1	2154	9.4
2012/2/1	2254	8.9
2012/2/1	2354	9.2
2012/2/2	54	8.7
2012/2/2	154	8.1
2012/2/2	254	8.1
2012/2/2	354	8.1
2012/2/2	454	8.3
2012/2/2	554	8.8
2012/2/2	654	8.6
2012/2/2	754	8
2012/2/2	854	7.1
2012/2/2	954	6.8
2012/2/2	1044	6.1
2012/2/2	1054	6.4
2012/2/2	1154	6.4
2012/2/2	1254	6.7
2012/2/2	1312	7.2
2012/2/2	1354	8.7
2012/2/2	1454	8.5
2012/2/2	1554	6.7
2012/2/2	1654	5.2
2012/2/2	1754	3.8
2012/2/2	1854	3.3
2012/2/2	1954	2.9
2012/2/2	2054	2.2
2012/2/2	2154	2.2
2012/2/2	2254	1.3
2012/2/2	2354	1.6
2012/2/3	54	0.4
2012/2/3	154	0
2012/2/3	254	0.3
2012/2/3	354	-1.2
2012/2/3	454	-0.8
2012/2/3	554	-1.3
2012/2/3	654	-1.7
2012/2/3	754	-1.3
2012/2/3	854	1.3
2012/2/3	954	2.1
2012/2/3	1054	2.7
2012/2/3	1154	3.6
2012/2/3	1254	3.9
2012/2/3	1354	4.7
2012/2/3	1454	4.4
2012/2/3	1554	4.7
2012/2/3	1654	4.1
2012/2/3	1754	3.5
2012/2/3	1854	1.9
2012/2/3	1954	1.6
2012/2/3	2054	0.6
2012/2/3	2154	-0.5
2012/2/3	2254	-0.8
2012/2/3	2354	-1.2
2012/2/4	54	-1.5
2012/2/4	154	-1.5
2012/2/4	254	-1.9
2012/2/4	354	-2.2
2012/2/4	454	-1.7
2012/2/4	554	-0.4
2012/2/4	654	0.7
2012/2/4	754	1.1
2012/2/4	854	1.8
2012/2/4	954	3.3
2012/2/4	1016	3.9
2012/2/4	1052	3.9
2012/2/4	1054	3.4
2012/2/4	1154	3.5
2012/2/4	1254	3.4
2012/2/4	1354	3.2
