Date	Ind	Twet
2013/1/12	652	6.1
2013/1/12	654	5.8
2013/1/12	754	5.8
2013/1/12	854	6.1
2013/1/12	954	6.9
2013/1/12	1025	6.9
2013/1/12	1054	7.2
2013/1/12	1154	8
2013/1/12	1254	9.4
2013/1/12	1354	10.2
2013/1/12	1454	10.4
2013/1/12	1554	9.9
2013/1/12	1654	8.9
2013/1/12	1754	8
2013/1/12	1854	7.2
2013/1/12	1954	6.6
2013/1/12	2054	6.1
2013/1/12	2145	6.6
2013/1/12	2154	6.1
2013/1/12	2254	5.8
2013/1/12	2354	5.3
2013/1/13	54	4.7
2013/1/13	154	4.7
2013/1/13	230	3.8
2013/1/13	252	5
2013/1/13	254	5
2013/1/13	301	6.1
2013/1/13	354	5.5
2013/1/13	452	5.6
2013/1/13	454	5.5
2013/1/13	552	6.1
2013/1/13	554	5.5
2013/1/13	602	6.1
2013/1/13	630	6.1
2013/1/13	654	5.5
2013/1/13	754	5.5
2013/1/13	854	6.1
2013/1/13	954	6.6
2013/1/13	1031	7.2
2013/1/13	1054	7.2
2013/1/13	1101	7.2
2013/1/13	1108	7.5
2013/1/13	1133	7.7
2013/1/13	1154	7.7
2013/1/13	1248	7.7
2013/1/13	1254	7.7
2013/1/13	1354	7.7
2013/1/13	1454	8
2013/1/13	1554	8.3
2013/1/13	1654	8.3
2013/1/13	1754	8.8
2013/1/13	1854	8.8
2013/1/13	1954	8.8
2013/1/13	2054	8.8
2013/1/13	2056	8.8
2013/1/13	2149	8.8
2013/1/13	2154	8.8
2013/1/13	2254	8.8
2013/1/13	2354	8.8
2013/1/14	54	8.8
2013/1/14	154	8.8
2013/1/14	233	8.8
2013/1/14	243	8.8
2013/1/14	254	8.8
2013/1/14	324	8.3
2013/1/14	346	8.3
2013/1/14	354	8.8
2013/1/14	412	8.8
2013/1/14	454	9.1
2013/1/14	519	8.8
2013/1/14	554	9.4
2013/1/14	654	8.8
2013/1/14	754	9.7
2013/1/14	845	10
2013/1/14	854	10.2
2013/1/14	931	12.7
2013/1/14	954	13.2
2013/1/14	1054	11.8
2013/1/14	1154	11
2013/1/14	1254	9.9
2013/1/14	1354	8.7
2013/1/14	1454	8.2
2013/1/14	1554	M
2013/1/14	1554	7.9
2013/1/14	1654	7.9
2013/1/14	1754	6.9
2013/1/14	1854	6
2013/1/14	1954	5.5
2013/1/14	2054	5
2013/1/14	2154	4.8
2013/1/14	2254	4
2013/1/14	2354	4.2
2013/1/15	54	3.7
2013/1/15	154	3.9
2013/1/15	254	3.9
2013/1/15	305	3.8
2013/1/15	313	3.8
2013/1/15	354	3.9
2013/1/15	419	3.4
2013/1/15	454	3.7
2013/1/15	506	3.4
2013/1/15	554	3.7
2013/1/15	634	3.4
2013/1/15	644	3.4
2013/1/15	654	3.9
2013/1/15	716	3.8
2013/1/15	752	3.4
2013/1/15	754	3.6
2013/1/15	854	4.2
2013/1/15	927	3.4
2013/1/15	952	3.4
2013/1/15	954	3.9
2013/1/15	1021	3.8
2013/1/15	1052	3.8
2013/1/15	1054	4.2
2013/1/15	1136	3.4
2013/1/15	1154	3.9
2013/1/15	1225	3.4
2013/1/15	1236	3.4
2013/1/15	1252	3.4
2013/1/15	1254	3.7
2013/1/15	1317	3.1
2013/1/15	1352	2.7
2013/1/15	1354	3
2013/1/15	1452	2.7
2013/1/15	1454	2.7
2013/1/15	1554	2.9
2013/1/15	1654	2.9
2013/1/15	1754	2.9
2013/1/15	1829	3.1
2013/1/15	1854	3
2013/1/15	1954	2.1
2013/1/15	2054	2
2013/1/15	2154	1.7
2013/1/15	2236	1.7
2013/1/15	2246	1.7
2013/1/15	2254	1.7
2013/1/15	2329	1.7
2013/1/15	2347	1.7
2013/1/15	2354	1.2
2013/1/16	10	1.7
2013/1/16	21	1.7
2013/1/16	29	1.7
2013/1/16	54	1.4
2013/1/16	131	1.7
2013/1/16	142	1.7
2013/1/16	154	1.1
2013/1/16	227	1.1
2013/1/16	254	1.4
2013/1/16	300	1.7
2013/1/16	310	1.7
2013/1/16	322	1.7
2013/1/16	327	1.7
2013/1/16	354	1.4
2013/1/16	449	1.7
2013/1/16	454	1.2
2013/1/16	513	1.7
2013/1/16	554	1.4
2013/1/16	654	1.4
2013/1/16	754	1.4
2013/1/16	854	1.9
2013/1/16	934	2.2
2013/1/16	954	1.9
2013/1/16	1016	2.2
2013/1/16	1054	2.5
2013/1/16	1154	2.5
2013/1/16	1254	3
2013/1/16	1354	3.6
2013/1/16	1454	3.9
2013/1/16	1554	3.7
2013/1/16	1654	3.6
2013/1/16	1754	3.9
2013/1/16	1854	3.9
2013/1/16	1954	3.9
2013/1/16	2054	3.9
2013/1/16	2154	4.1
2013/1/16	2254	4.1
2013/1/16	2354	4.1
2013/1/17	54	4.1
2013/1/17	154	4.1
2013/1/17	254	4.5
2013/1/17	354	4.5
2013/1/17	454	4.2
2013/1/17	554	3.6
2013/1/17	654	3.2
2013/1/17	754	2.4
2013/1/17	854	2.5
2013/1/17	954	2.7
2013/1/17	1054	3.4
2013/1/17	1154	3.9
2013/1/17	1254	3.1
2013/1/17	1354	2.6
2013/1/17	1454	2.1
2013/1/17	1554	2.1
2013/1/17	1654	2.1
2013/1/17	1754	1.8
2013/1/17	1854	1.8
2013/1/17	1954	1.5
2013/1/17	2054	1.5
2013/1/17	2154	1.3
2013/1/17	2254	1.3
2013/1/17	2354	1.2
2013/1/18	54	1
2013/1/18	154	0.8
2013/1/18	254	0.3
2013/1/18	354	-0.1
2013/1/18	454	-0.2
2013/1/18	554	-0.5
2013/1/18	654	-1.5
2013/1/18	754	-2.6
2013/1/18	854	-2.9
2013/1/18	954	-2.7
2013/1/18	1054	-2.5
2013/1/18	1154	-2.4
2013/1/18	1254	-2.6
2013/1/18	1354	-2.5
2013/1/18	1454	-2
2013/1/18	1554	-2.7
2013/1/18	1654	-3.4
2013/1/18	1754	-4.3
2013/1/18	1854	-4.7
2013/1/18	1954	-4.7
2013/1/18	2054	-4.6
2013/1/18	2154	-4.7
2013/1/18	2254	-4.4
2013/1/18	2354	-3.9
2013/1/19	54	-3.5
2013/1/19	154	-3.6
2013/1/19	254	-3.3
2013/1/19	354	-3.1
2013/1/19	454	-2.2
2013/1/19	554	-1.9
2013/1/19	654	-1.9
2013/1/19	754	-1.5
2013/1/19	854	-0.3
2013/1/19	954	0.6
2013/1/19	1054	1.7
2013/1/19	1154	2.8
2013/1/19	1254	3.6
2013/1/19	1354	4.5
2013/1/19	1454	5.2
2013/1/19	1554	5
2013/1/19	1654	4.6
2013/1/19	1754	3.7
2013/1/19	1854	3.4
2013/1/19	1954	3.1
2013/1/19	2054	2.9
2013/1/19	2154	3.1
2013/1/19	2254	2.8
2013/1/19	2354	2.7
2013/1/20	54	2.7
2013/1/20	154	2.8
2013/1/20	254	2.5
2013/1/20	354	2.2
2013/1/20	454	1.9
2013/1/20	554	1.9
2013/1/20	654	1.6
2013/1/20	754	1.9
2013/1/20	854	2.8
2013/1/20	954	4.1
2013/1/20	1054	5.4
2013/1/20	1154	6.4
2013/1/20	1254	6.5
2013/1/20	1354	5.8
2013/1/20	1454	5.1
2013/1/20	1554	4.4
2013/1/20	1654	2.4
2013/1/20	1754	1.4
2013/1/20	1854	0.5
2013/1/20	1954	-0.3
2013/1/20	2054	-1.1
2013/1/20	2154	-1.7
2013/1/20	2254	-2
2013/1/20	2354	-2.2
2013/1/21	54	-2.5
2013/1/21	154	-3
2013/1/21	254	-3.3
2013/1/21	354	-3.8
2013/1/21	454	-3.8
2013/1/21	554	-3.7
2013/1/21	654	-3.9
2013/1/21	754	-4
2013/1/21	854	-3.7
2013/1/21	954	-3
2013/1/21	1054	-2.3
2013/1/21	1154	-2
2013/1/21	1254	-1.6
2013/1/21	1354	-0.7
2013/1/21	1454	-0.3
2013/1/21	1554	0.7
2013/1/21	1654	1.4
2013/1/21	1754	0.9
2013/1/21	1854	0.2
2013/1/21	1954	-0.3
2013/1/21	2054	-2.2
2013/1/21	2154	-3.3
2013/1/21	2254	-4.1
2013/1/21	2354	-4.8
2013/1/22	54	-5.3
2013/1/22	154	-6.9
2013/1/22	254	-7.8
2013/1/22	354	-8.7
2013/1/22	454	-9
2013/1/22	554	-9.3
2013/1/22	654	-9.7
2013/1/22	754	-10.4
2013/1/22	854	-10.3
2013/1/22	954	-9.9
2013/1/22	1054	-10
2013/1/22	1154	-9.2
2013/1/22	1254	-9.2
2013/1/22	1354	-8.7
2013/1/22	1454	-8.3
2013/1/22	1554	-8.3
2013/1/22	1654	-9.2
2013/1/22	1754	-9.5
2013/1/22	1854	-9.8
2013/1/22	1954	-10.2
2013/1/22	2054	-10.2
2013/1/22	2154	-10.2
2013/1/22	2254	-11
2013/1/22	2354	-11.3
2013/1/23	54	-11.7
2013/1/23	154	-11.2
2013/1/23	254	-11.2
2013/1/23	354	-11.7
2013/1/23	454	-12
2013/1/23	554	-11.9
2013/1/23	654	-11.9
2013/1/23	754	-11.5
2013/1/23	854	-10.3
2013/1/23	954	-10.1
2013/1/23	1054	-9.3
2013/1/23	1154	-9
2013/1/23	1254	-8.6
2013/1/23	1354	-7.8
2013/1/23	1454	-8.2
2013/1/23	1554	-7.4
2013/1/23	1654	-7.7
2013/1/23	1754	-7.6
2013/1/23	1854	-7.8
2013/1/23	1954	-7.8
2013/1/23	2054	-8
2013/1/23	2154	-7.6
2013/1/23	2254	-7.9
2013/1/23	2354	-8.2
2013/1/24	41	-8.6
2013/1/24	54	-8.1
2013/1/24	103	-8.2
2013/1/24	117	-8.2
2013/1/24	150	-8.3
2013/1/24	154	-8.2
2013/1/24	225	-8
2013/1/24	234	-8
2013/1/24	254	-8.2
2013/1/24	302	-8
2013/1/24	306	-8
2013/1/24	320	-8
2013/1/24	354	-8.2
2013/1/24	428	-8.3
2013/1/24	454	-8.9
2013/1/24	554	-9.3
2013/1/24	617	-9.4
2013/1/24	622	-9.4
2013/1/24	654	-9.6
2013/1/24	740	-9.8
2013/1/24	754	-10.2
2013/1/24	854	-9
2013/1/24	954	-8.2
2013/1/24	1054	-7.4
2013/1/24	1154	-7.7
2013/1/24	1237	-7.3
2013/1/24	1254	-7
2013/1/24	1302	-7
2013/1/24	1354	-6.9
2013/1/24	1454	-6.9
2013/1/24	1554	-7.2
2013/1/24	1654	-7.5
2013/1/24	1754	-7.9
2013/1/24	1854	-8.5
2013/1/24	1954	-8.9
2013/1/24	2054	-9.6
2013/1/24	2154	-10.1
2013/1/24	2254	-10.6
2013/1/24	2354	-11
2013/1/25	54	-11.4
2013/1/25	154	-11.4
2013/1/25	254	-11.6
2013/1/25	354	-11.4
2013/1/25	454	-11.1
2013/1/25	554	-10.8
2013/1/25	654	-10.2
2013/1/25	754	-9.6
2013/1/25	854	-9.2
2013/1/25	954	-9.5
2013/1/25	1054	-8.9
2013/1/25	1154	-9.1
2013/1/25	1254	-8.6
2013/1/25	1354	-8.3
2013/1/25	1423	-8.6
2013/1/25	1448	-8.1
2013/1/25	1454	-7.9
2013/1/25	1522	-7.9
2013/1/25	1554	-7.8
2013/1/25	1604	-7.6
2013/1/25	1654	-7.6
2013/1/25	1705	-7.6
2013/1/25	1717	-7.6
2013/1/25	1741	-7.6
2013/1/25	1752	-7.6
2013/1/25	1754	-7.6
2013/1/25	1805	-8
2013/1/25	1854	-9.1
2013/1/25	1954	-8.6
2013/1/25	2020	-8
2013/1/25	2054	-7.7
2013/1/25	2154	-7.7
2013/1/25	2254	-7.1
2013/1/25	2354	-7.1
2013/1/26	54	-6.7
2013/1/26	154	-6.2
2013/1/26	254	-6.2
2013/1/26	354	-6.7
2013/1/26	454	-6.7
2013/1/26	514	-7.3
2013/1/26	554	-6.7
2013/1/26	654	-6.7
2013/1/26	754	-6.7
2013/1/26	854	-5.8
2013/1/26	954	-4.8
2013/1/26	1054	-4.2
2013/1/26	1154	-3.4
2013/1/26	1254	-2.1
2013/1/26	1354	-2.8
2013/1/26	1454	-2.1
2013/1/26	1554	-2.5
2013/1/26	1654	-3
2013/1/26	1754	-2.8
2013/1/26	1854	-3.4
2013/1/26	1954	-3.7
2013/1/26	2054	-4.2
2013/1/26	2154	-3.9
2013/1/26	2254	-4.6
2013/1/26	2354	-4.2
2013/1/27	54	-5
2013/1/27	154	-5.9
2013/1/27	254	-5.3
2013/1/27	354	-5
2013/1/27	454	-5
2013/1/27	554	-5.5
2013/1/27	654	-5.5
2013/1/27	754	-5.7
2013/1/27	854	-4.7
2013/1/27	954	-2.1
2013/1/27	1054	-1.6
2013/1/27	1154	-0.7
2013/1/27	1254	-0.4
2013/1/27	1354	0.3
2013/1/27	1454	0.5
2013/1/27	1554	0
2013/1/27	1654	-0.9
2013/1/27	1754	-1.2
2013/1/27	1854	-2.3
2013/1/27	1954	-2.9
2013/1/27	2054	-2.7
2013/1/27	2154	-3.1
2013/1/27	2254	-3.1
2013/1/27	2354	-2.2
2013/1/28	54	-2.4
2013/1/28	154	-2.6
2013/1/28	254	-2
2013/1/28	354	-1.5
2013/1/28	454	-1.5
2013/1/28	508	-1.3
2013/1/28	515	-1.3
2013/1/28	525	-1.3
2013/1/28	542	-1
2013/1/28	552	-1
2013/1/28	554	-1.3
2013/1/28	612	-1
2013/1/28	654	-1.1
2013/1/28	731	-0.8
2013/1/28	754	-0.8
2013/1/28	806	-0.4
2013/1/28	830	-0.4
2013/1/28	840	0.2
2013/1/28	854	-0.4
2013/1/28	920	0
2013/1/28	931	0.6
2013/1/28	954	0.1
2013/1/28	1054	0.3
2013/1/28	1152	0.6
2013/1/28	1154	0.6
2013/1/28	1254	1.5
2013/1/28	1354	2
2013/1/28	1454	2.6
2013/1/28	1543	2.5
2013/1/28	1554	3.4
2013/1/28	1654	4
2013/1/28	1754	3.8
2013/1/28	1854	3.4
2013/1/28	1954	3.4
2013/1/28	2054	2.7
2013/1/28	2154	3.4
2013/1/28	2254	3.4
2013/1/28	2354	4.5
2013/1/29	54	4.2
2013/1/29	154	3.1
2013/1/29	254	3.4
2013/1/29	354	4.1
2013/1/29	454	3
2013/1/29	546	2.5
2013/1/29	554	2.5
2013/1/29	654	2.8
2013/1/29	712	3.4
2013/1/29	740	5.6
2013/1/29	754	5.8
2013/1/29	854	6.6
2013/1/29	954	7.5
2013/1/29	1054	11.2
2013/1/29	1154	11.5
2013/1/29	1254	12.2
2013/1/29	1354	12.2
2013/1/29	1454	12.7
2013/1/29	1554	13.2
2013/1/29	1654	12.5
2013/1/29	1754	11.7
2013/1/29	1854	10.7
2013/1/29	1954	10.5
2013/1/29	2054	9.4
2013/1/29	2154	9.1
2013/1/29	2254	7.7
2013/1/29	2354	6.9
2013/1/30	54	6.4
2013/1/30	154	6.4
2013/1/30	254	5.5
2013/1/30	354	5.3
2013/1/30	454	5
2013/1/30	554	4.7
2013/1/30	654	5
2013/1/30	749	6.1
2013/1/30	754	6.1
2013/1/30	854	10.2
2013/1/30	954	15.8
2013/1/30	1012	15.5
2013/1/30	1054	16.4
2013/1/30	1107	16.3
2013/1/30	1154	17
2013/1/30	1254	17
2013/1/30	1310	17.4
2013/1/30	1354	17.2
2013/1/30	1454	17.4
2013/1/30	1554	17.4
2013/1/30	1626	13.7
2013/1/30	1635	14.3
2013/1/30	1644	13.8
2013/1/30	1654	14.1
2013/1/30	1658	13.8
2013/1/30	1714	13.2
2013/1/30	1754	13.8
2013/1/30	1854	13.2
2013/1/30	1954	14
2013/1/30	2020	13.7
2013/1/30	2026	13.2
2013/1/30	2052	12.7
2013/1/30	2054	13.5
2013/1/30	2113	12.7
2013/1/30	2141	12.7
2013/1/30	2152	12.7
2013/1/30	2154	13
2013/1/30	2220	12.7
2013/1/30	2252	12.7
2013/1/30	2254	13
2013/1/30	2302	12.7
2013/1/30	2327	12.7
2013/1/30	2354	12.4
2013/1/31	48	13.2
2013/1/31	54	13.5
2013/1/31	100	14.3
2013/1/31	108	14.8
2013/1/31	111	14.8
2013/1/31	123	14.8
2013/1/31	145	15.4
2013/1/31	149	16.5
2013/1/31	150	16.5
2013/1/31	154	16
2013/1/31	158	15.4
2013/1/31	254	14.3
2013/1/31	354	12
2013/1/31	454	7.4
2013/1/31	554	5
2013/1/31	654	3.9
2013/1/31	754	1.7
2013/1/31	854	1.3
2013/1/31	954	1.5
2013/1/31	1054	1.7
2013/1/31	1154	1.8
2013/1/31	1254	1.3
2013/1/31	1354	1.2
2013/1/31	1454	1.2
2013/1/31	1554	-0.6
2013/1/31	1654	-1.3
2013/1/31	1754	-1.7
2013/1/31	1854	-2
2013/1/31	1954	-3.2
2013/1/31	2054	-4.1
2013/1/31	2154	-4.2
2013/1/31	2254	-4.6
2013/1/31	2354	-4.1
2013/2/1	54	-4.5
2013/2/1	154	-4.7
2013/2/1	254	-4
2013/2/1	354	-3.8
2013/2/1	454	-3.4
2013/2/1	540	-3.1
2013/2/1	552	-2.8
2013/2/1	554	-2.8
2013/2/1	621	-2.4
2013/2/1	654	-2.6
2013/2/1	656	-3.1
2013/2/1	707	-2.8
2013/2/1	713	-2.4
2013/2/1	731	-3.1
2013/2/1	736	-3.5
2013/2/1	739	-3.5
2013/2/1	742	-3.5
2013/2/1	744	-3.8
2013/2/1	746	-3.8
2013/2/1	752	-3.8
2013/2/1	754	-3.7
2013/2/1	807	-3.8
2013/2/1	854	-4.1
2013/2/1	954	-5.5
2013/2/1	1054	-5.8
2013/2/1	1154	-5.8
2013/2/1	1254	-5.3
2013/2/1	1354	-5.5
2013/2/1	1454	-5.2
2013/2/1	1554	-6.1
2013/2/1	1654	-6.9
2013/2/1	1754	-7.3
2013/2/1	1854	-7.7
2013/2/1	1954	-8.1
2013/2/1	2054	-8
2013/2/1	2154	-8.4
2013/2/1	2254	-8.8
2013/2/1	2354	-8.8
2013/2/2	54	-9
2013/2/2	154	-9
2013/2/2	254	-9.7
2013/2/2	354	-9.9
2013/2/2	454	-9.9
2013/2/2	554	-9.9
2013/2/2	654	-9.9
2013/2/2	754	-8.9
2013/2/2	854	-8.3
2013/2/2	954	-7.6
2013/2/2	1054	-6.9
2013/2/2	1154	-6.2
2013/2/2	1254	-5.5
2013/2/2	1354	-4.9
2013/2/2	1419	-5
2013/2/2	1454	-4.7
2013/2/2	1554	-4.5
2013/2/2	1654	-4.5
2013/2/2	1754	-4
2013/2/2	1807	-3.8
2013/2/2	1821	-3.8
2013/2/2	1831	-3.8
2013/2/2	1854	-3.8
2013/2/2	1913	-3.1
2013/2/2	1934	-3.1
2013/2/2	1952	-3.1
2013/2/2	1954	-3.7
2013/2/2	2017	-3.1
2013/2/2	2033	-3.1
2013/2/2	2054	-3.7
2013/2/2	2154	-3.7
2013/2/2	2202	-3.1
2013/2/2	2254	-3.3
2013/2/2	2352	-3.1
2013/2/2	2354	-3.1
2013/2/3	54	-3.5
2013/2/3	154	-4.6
2013/2/3	254	-4.8
2013/2/3	352	-6.1
2013/2/3	354	-5.3
2013/2/3	454	-6.1
2013/2/3	554	-6.4
2013/2/3	654	-6.4
2013/2/3	726	-6.6
2013/2/3	754	-6.2
2013/2/3	854	-3.3
2013/2/3	910	-3.1
2013/2/3	924	-3.1
2013/2/3	954	-3.3
2013/2/3	1043	-2.8
2013/2/3	1054	-2.6
2013/2/3	1140	-2.4
2013/2/3	1154	-2.4
2013/2/3	1240	-2
2013/2/3	1254	-2.1
2013/2/3	1354	-0.9
2013/2/3	1441	-1
2013/2/3	1454	-1.2
2013/2/3	1545	-0.3
2013/2/3	1554	-0.5
2013/2/3	1636	-1
2013/2/3	1652	-1
2013/2/3	1654	-1.2
2013/2/3	1754	-1.3
2013/2/3	1854	-1.7
2013/2/3	1954	-1.9
2013/2/3	2054	-1.3
2013/2/3	2154	-1.2
2013/2/3	2158	-1
2013/2/3	2209	-1
2013/2/3	2232	-1.4
2013/2/3	2254	-2.1
2013/2/3	2354	-3.5
2013/2/4	54	-3.7
2013/2/4	154	-4.8
2013/2/4	254	-5.5
2013/2/4	354	-6.2
2013/2/4	454	-6.4
2013/2/4	554	-6.7
2013/2/4	654	-6.9
