	Power	Date	PowerL	TsetL
2012-02-25 21:00:00	1341.0	2/25/2012 21:00	30813	15.11
2012-02-25 22:00:00	1342.0	2/25/2012 22:00	29162	15.11
2012-02-25 23:00:00	1343.0	2/25/2012 23:00	29712	15.11
2012-02-26 00:00:00	1344.0	2/26/2012 0:00	29712	15.11
2012-02-26 01:00:00	1345.0	2/26/2012 1:00	29712	15.11
2012-02-26 02:00:00	1346.0	2/26/2012 2:00	29712	15.11
2012-02-26 03:00:00	1347.0	2/26/2012 3:00	29712	15.11
2012-02-26 04:00:00	1348.0	2/26/2012 4:00	29712	15.11
2012-02-26 05:00:00	1349.0	2/26/2012 5:00	29712	15.11
2012-02-26 06:00:00	1350.0	2/26/2012 6:00	29712	15.11
2012-02-26 07:00:00	1351.0	2/26/2012 7:00	29712	15.11
2012-02-26 08:00:00	1352.0	2/26/2012 8:00	29162	15.11
2012-02-26 09:00:00	1353.0	2/26/2012 9:00	29712	15.11
2012-02-26 10:00:00	1354.0	2/26/2012 10:00	29712	15.11
2012-02-26 11:00:00	1355.0	2/26/2012 11:00	29162	15.11
2012-02-26 12:00:00	1356.0	2/26/2012 12:00	30263	15.11
2012-02-26 13:00:00	1357.0	2/26/2012 13:00	30263	15.11
2012-02-26 14:00:00	1358.0	2/26/2012 14:00	30813	15.11
2012-02-26 15:00:00	1359.0	2/26/2012 15:00	29712	15.11
2012-02-26 16:00:00	1360.0	2/26/2012 16:00	29712	15.11
2012-02-26 17:00:00	1361.0	2/26/2012 17:00	30263	15.11
2012-02-26 18:00:00	1362.0	2/26/2012 18:00	29162	15.11
2012-02-26 19:00:00	1363.0	2/26/2012 19:00	30263	15.11
2012-02-26 20:00:00	1364.0	2/26/2012 20:00	30813	15.11
2012-02-26 21:00:00	1365.0	2/26/2012 21:00	29712	15.11
2012-02-26 22:00:00	1366.0	2/26/2012 22:00	29712	15.11
2012-02-26 23:00:00	1367.0	2/26/2012 23:00	29712	15.11
2012-02-27 00:00:00	1368.0	2/27/2012 0:00	30263	15.11
2012-02-27 01:00:00	1369.0	2/27/2012 1:00	29712	15.11
2012-02-27 02:00:00	1370.0	2/27/2012 2:00	30813	15.11
2012-02-27 03:00:00	1371.0	2/27/2012 3:00	29712	15.11
2012-02-27 04:00:00	1372.0	2/27/2012 4:00	29712	15.11
2012-02-27 05:00:00	1373.0	2/27/2012 5:00	30263	15.11
2012-02-27 06:00:00	1374.0	2/27/2012 6:00	29712	15.11
2012-02-27 07:00:00	1375.0	2/27/2012 7:00	29712	15.11
2012-02-27 08:00:00	1376.0	2/27/2012 8:00	29712	15.11
2012-02-27 09:00:00	1377.0	2/27/2012 9:00	30263	15.11
2012-02-27 10:00:00	1378.0	2/27/2012 10:00	30263	15.11
2012-02-27 11:00:00	1379.0	2/27/2012 11:00	29162	15.11
2012-02-27 12:00:00	1380.0	2/27/2012 12:00	158175	15.11
2012-02-27 13:00:00	1381.0	2/27/2012 13:00	262790	15.11
2012-02-27 14:00:00	1382.0	2/27/2012 14:00	217893	15.11
2012-02-27 15:00:00	1383.0	2/27/2012 15:00	234934	15.11
2012-02-27 16:00:00	1384.0	2/27/2012 16:00	207425	15.11
2012-02-27 17:00:00	1385.0	2/27/2012 17:00	201044	15.11
2012-02-27 18:00:00	1386.0	2/27/2012 18:00	141630	15.11
2012-02-27 19:00:00	1387.0	2/27/2012 19:00	125540	15.11
2012-02-27 20:00:00	1388.0	2/27/2012 20:00	126613	15.11
2012-02-27 21:00:00	1389.0	2/27/2012 21:00	125462	15.11
2012-02-27 22:00:00	1390.0	2/27/2012 22:00	124242	15.11
2012-02-27 23:00:00	1391.0	2/27/2012 23:00	335738	15.11
2012-02-28 00:00:00	1392.0	2/28/2012 0:00	130030	15.11
2012-02-28 01:00:00	1393.0	2/28/2012 1:00	120864	15.11
2012-02-28 02:00:00	1394.0	2/28/2012 2:00	144399	15.11
2012-02-28 03:00:00	1395.0	2/28/2012 3:00	30263	15.11
2012-02-28 04:00:00	1396.0	2/28/2012 4:00	29712	15.11
2012-02-28 05:00:00	1397.0	2/28/2012 5:00	29712	15.11
2012-02-28 06:00:00	1398.0	2/28/2012 6:00	29712	15.11
2012-02-28 07:00:00	1399.0	2/28/2012 7:00	30263	15.11
2012-02-28 08:00:00	1400.0	2/28/2012 8:00	30813	15.11
2012-02-28 09:00:00	1401.0	2/28/2012 9:00	29712	15.11
2012-02-28 10:00:00	1402.0	2/28/2012 10:00	29712	15.11
2012-02-28 11:00:00	1403.0	2/28/2012 11:00	125807	15.11
2012-02-28 12:00:00	1404.0	2/28/2012 12:00	140446	15.11
2012-02-28 13:00:00	1405.0	2/28/2012 13:00	269939	15.11
2012-02-28 14:00:00	1406.0	2/28/2012 14:00	258386	15.11
2012-02-28 15:00:00	1407.0	2/28/2012 15:00	187329	15.11
2012-02-28 16:00:00	1408.0	2/28/2012 16:00	196523	15.11
2012-02-28 17:00:00	1409.0	2/28/2012 17:00	188020	15.11
2012-02-28 18:00:00	1410.0	2/28/2012 18:00	132634	15.11
2012-02-28 19:00:00	1411.0	2/28/2012 19:00	122103	15.11
2012-02-28 20:00:00	1412.0	2/28/2012 20:00	122946	15.11
2012-02-28 21:00:00	1413.0	2/28/2012 21:00	29712	15.11
2012-02-28 22:00:00	1414.0	2/28/2012 22:00	30263	15.11
2012-02-28 23:00:00	1415.0	2/28/2012 23:00	307762	15.11
2012-02-29 00:00:00	1416.0	2/29/2012 0:00	30263	15.11
2012-02-29 01:00:00	1417.0	2/29/2012 1:00	29712	15.11
2012-02-29 02:00:00	1418.0	2/29/2012 2:00	30263	15.11
2012-02-29 03:00:00	1419.0	2/29/2012 3:00	29712	15.11
2012-02-29 04:00:00	1420.0	2/29/2012 4:00	29712	15.11
2012-02-29 05:00:00	1421.0	2/29/2012 5:00	30263	15.11
2012-02-29 06:00:00	1422.0	2/29/2012 6:00	29712	15.11
2012-02-29 07:00:00	1423.0	2/29/2012 7:00	30263	15.11
2012-02-29 08:00:00	1424.0	2/29/2012 8:00	30263	15.11
2012-02-29 09:00:00	1425.0	2/29/2012 9:00	29712	15.11
2012-02-29 10:00:00	1426.0	2/29/2012 10:00	29712	15.11
2012-02-29 11:00:00	1427.0	2/29/2012 11:00	29712	15.11
2012-02-29 12:00:00	1428.0	2/29/2012 12:00	29162	15.11
2012-02-29 13:00:00	1429.0	2/29/2012 13:00	30263	15.11
2012-02-29 14:00:00	1430.0	2/29/2012 14:00	29712	15.11
2012-02-29 15:00:00	1431.0	2/29/2012 15:00	29712	15.11
2012-02-29 16:00:00	1432.0	2/29/2012 16:00	30813	15.11
2012-02-29 17:00:00	1433.0	2/29/2012 17:00	30263	15.11
2012-02-29 18:00:00	1434.0	2/29/2012 18:00	231536	15.11
2012-02-29 19:00:00	1435.0	2/29/2012 19:00	127007	15.11
2012-02-29 20:00:00	1436.0	2/29/2012 20:00	127696	15.11
2012-02-29 21:00:00	1437.0	2/29/2012 21:00	135287	15.11
2012-02-29 22:00:00	1438.0	2/29/2012 22:00	131424	15.11
2012-02-29 23:00:00	1439.0	2/29/2012 23:00	30263	15.11
2012-03-01 00:00:00	48.0	1/3/2012 0:00	29712	15.11
2012-03-01 01:00:00	49.0	1/3/2012 1:00	29712	15.11
2012-03-01 02:00:00	50.0	1/3/2012 2:00	29712	15.11
2012-03-01 03:00:00	51.0	1/3/2012 3:00	29162	15.11
2012-03-01 04:00:00	52.0	1/3/2012 4:00	29712	15.11
2012-03-01 05:00:00	53.0	1/3/2012 5:00	29712	15.11
2012-03-01 06:00:00	54.0	1/3/2012 6:00	29712	15.11
2012-03-01 07:00:00	55.0	1/3/2012 7:00	29712	15.11
2012-03-01 08:00:00	56.0	1/3/2012 8:00	30263	15.11
2012-03-01 09:00:00	57.0	1/3/2012 9:00	29712	15.11
2012-03-01 10:00:00	58.0	1/3/2012 10:00	29712	15.11
2012-03-01 11:00:00	59.0	1/3/2012 11:00	29712	15.11
2012-03-01 12:00:00	60.0	1/3/2012 12:00	29712	15.11
2012-03-01 13:00:00	61.0	1/3/2012 13:00	29712	15.11
2012-03-01 14:00:00	62.0	1/3/2012 14:00	30263	15.11
2012-03-01 15:00:00	63.0	1/3/2012 15:00	29712	15.11
2012-03-01 16:00:00	64.0	1/3/2012 16:00	29712	15.11
2012-03-01 17:00:00	65.0	1/3/2012 17:00	29712	15.11
2012-03-01 18:00:00	66.0	1/3/2012 18:00	29162	15.11
2012-03-01 19:00:00	67.0	1/3/2012 19:00	29162	15.11
2012-03-01 20:00:00	68.0	1/3/2012 20:00	29712	15.11
2012-03-01 21:00:00	69.0	1/3/2012 21:00	29712	15.11
2012-03-01 22:00:00	70.0	1/3/2012 22:00	29162	15.11
2012-03-01 23:00:00	71.0	1/3/2012 23:00	30263	15.11
2012-03-02 00:00:00	792.0	2/3/2012 0:00	30263	15.11
2012-03-02 01:00:00	793.0	2/3/2012 1:00	29712	15.11
2012-03-02 02:00:00	794.0	2/3/2012 2:00	29712	15.11
2012-03-02 03:00:00	795.0	2/3/2012 3:00	29712	15.11
2012-03-02 04:00:00	796.0	2/3/2012 4:00	29712	15.11
2012-03-02 05:00:00	797.0	2/3/2012 5:00	29712	15.11
2012-03-02 06:00:00	798.0	2/3/2012 6:00	29712	15.11
2012-03-02 07:00:00	799.0	2/3/2012 7:00	29712	15.11
2012-03-02 08:00:00	800.0	2/3/2012 8:00	29712	15.11
2012-03-02 09:00:00	801.0	2/3/2012 9:00	29712	15.11
2012-03-02 10:00:00	802.0	2/3/2012 10:00	30263	15.11
2012-03-02 11:00:00	803.0	2/3/2012 11:00	30263	15.11
2012-03-02 12:00:00	804.0	2/3/2012 12:00	30263	15.11
2012-03-02 13:00:00	805.0	2/3/2012 13:00	30263	15.11
2012-03-02 14:00:00	806.0	2/3/2012 14:00	131007	15.11
2012-03-02 15:00:00	807.0	2/3/2012 15:00	175691	15.11
2012-03-02 16:00:00	808.0	2/3/2012 16:00	174635	15.11
2012-03-02 17:00:00	809.0	2/3/2012 17:00	29712	15.11
2012-03-02 18:00:00	810.0	2/3/2012 18:00	29162	15.11
2012-03-02 19:00:00	811.0	2/3/2012 19:00	29712	15.11
2012-03-02 20:00:00	812.0	2/3/2012 20:00	30263	15.11
2012-03-02 21:00:00	813.0	2/3/2012 21:00	29712	15.11
2012-03-02 22:00:00	814.0	2/3/2012 22:00	29712	15.11
2012-03-02 23:00:00	815.0	2/3/2012 23:00	180718	15.11
2012-03-03 00:00:00	1488.0	3/3/2012 0:00	30263	15.11
2012-03-03 01:00:00	1489.0	3/3/2012 1:00	29712	15.11
2012-03-03 02:00:00	1490.0	3/3/2012 2:00	29712	15.11
2012-03-03 03:00:00	1491.0	3/3/2012 3:00	29712	15.11
2012-03-03 04:00:00	1492.0	3/3/2012 4:00	30263	15.11
2012-03-03 05:00:00	1493.0	3/3/2012 5:00	29712	15.11
2012-03-03 06:00:00	1494.0	3/3/2012 6:00	29712	15.11
2012-03-03 07:00:00	1495.0	3/3/2012 7:00	30263	15.11
2012-03-03 08:00:00	1496.0	3/3/2012 8:00	29712	15.11
2012-03-03 09:00:00	1497.0	3/3/2012 9:00	30263	15.11
2012-03-03 10:00:00	1498.0	3/3/2012 10:00	128204	15.11
2012-03-03 11:00:00	1499.0	3/3/2012 11:00	30263	15.11
2012-03-03 12:00:00	1500.0	3/3/2012 12:00	127069	15.11
2012-03-03 13:00:00	1501.0	3/3/2012 13:00	126123	15.11
2012-03-03 14:00:00	1502.0	3/3/2012 14:00	129938	15.11
2012-03-03 15:00:00	1503.0	3/3/2012 15:00	134211	15.11
2012-03-03 16:00:00	1504.0	3/3/2012 16:00	132269	15.11
2012-03-03 17:00:00	1505.0	3/3/2012 17:00	131565	15.11
2012-03-03 18:00:00	1506.0	3/3/2012 18:00	131105	15.11
2012-03-03 19:00:00	1507.0	3/3/2012 19:00	131966	15.11
2012-03-03 20:00:00	1508.0	3/3/2012 20:00	132411	15.11
2012-03-03 21:00:00	1509.0	3/3/2012 21:00	129997	15.11
2012-03-03 22:00:00	1510.0	3/3/2012 22:00	130713	15.11
2012-03-03 23:00:00	1511.0	3/3/2012 23:00	131178	15.11
2012-03-04 00:00:00	2232.0	4/3/2012 0:00	132692	15.11
2012-03-04 01:00:00	2233.0	4/3/2012 1:00	154729	15.11
2012-03-04 02:00:00	2234.0	4/3/2012 2:00	159409	15.11
2012-03-04 03:00:00	2235.0	4/3/2012 3:00	148313	15.11
2012-03-04 04:00:00	2236.0	4/3/2012 4:00	30263	15.11
2012-03-04 05:00:00	2237.0	4/3/2012 5:00	29162	15.11
2012-03-04 06:00:00	2238.0	4/3/2012 6:00	29712	15.11
2012-03-04 07:00:00	2239.0	4/3/2012 7:00	29712	15.11
2012-03-04 08:00:00	2240.0	4/3/2012 8:00	151088	15.11
2012-03-04 09:00:00	2241.0	4/3/2012 9:00	198051	15.11
2012-03-04 10:00:00	2242.0	4/3/2012 10:00	132954	15.11
2012-03-04 11:00:00	2243.0	4/3/2012 11:00	233986	15.11
2012-03-04 12:00:00	2244.0	4/3/2012 12:00	248458	15.11
2012-03-04 13:00:00	2245.0	4/3/2012 13:00	267998	15.11
2012-03-04 14:00:00	2246.0	4/3/2012 14:00	276511	15.11
2012-03-04 15:00:00	2247.0	4/3/2012 15:00	276607	15.11
2012-03-04 16:00:00	2248.0	4/3/2012 16:00	261169	15.11
2012-03-04 17:00:00	2249.0	4/3/2012 17:00	161086	15.11
2012-03-04 18:00:00	2250.0	4/3/2012 18:00	142673	15.11
2012-03-04 19:00:00	2251.0	4/3/2012 19:00	145633	15.11
2012-03-04 20:00:00	2252.0	4/3/2012 20:00	141966	15.11
2012-03-04 21:00:00	2253.0	4/3/2012 21:00	143097	15.11
2012-03-04 22:00:00	2254.0	4/3/2012 22:00	201372	15.11
2012-03-04 23:00:00	2255.0	4/3/2012 23:00	138641	15.11
2012-03-05 00:00:00	2952.0	5/3/2012 0:00	146191	15.11
2012-03-05 01:00:00	2953.0	5/3/2012 1:00	319389	15.11
2012-03-05 02:00:00	2954.0	5/3/2012 2:00	302726	15.11
2012-03-05 03:00:00	2955.0	5/3/2012 3:00	219996	16.11
2012-03-05 04:00:00	2956.0	5/3/2012 4:00	216266	16.11
2012-03-05 05:00:00	2957.0	5/3/2012 5:00	214641	15.11
2012-03-05 06:00:00	2958.0	5/3/2012 6:00	225436	16.11
2012-03-05 07:00:00	2959.0	5/3/2012 7:00	240649	17.11
2012-03-05 08:00:00	2960.0	5/3/2012 8:00	263027	17.11
2012-03-05 09:00:00	2961.0	5/3/2012 9:00	289203	18.11
2012-03-05 10:00:00	2962.0	5/3/2012 10:00	165294	18.11
2012-03-05 11:00:00	2963.0	5/3/2012 11:00	459645	20.11
2012-03-05 12:00:00	2964.0	5/3/2012 12:00	543473	21.11
2012-03-05 13:00:00	2965.0	5/3/2012 13:00	577088	22.11
2012-03-05 14:00:00	2966.0	5/3/2012 14:00	592396	22.11
2012-03-05 15:00:00	2967.0	5/3/2012 15:00	411896	23.11
2012-03-05 16:00:00	2968.0	5/3/2012 16:00	415989	23.11
2012-03-05 17:00:00	2969.0	5/3/2012 17:00	312841	23.11
2012-03-05 18:00:00	2970.0	5/3/2012 18:00	242593	22.11
2012-03-05 19:00:00	2971.0	5/3/2012 19:00	217842	22.11
2012-03-05 20:00:00	2972.0	5/3/2012 20:00	216161	22.11
2012-03-05 21:00:00	2973.0	5/3/2012 21:00	209123	21.11
2012-03-05 22:00:00	2974.0	5/3/2012 22:00	471108	21.11
2012-03-05 23:00:00	2975.0	5/3/2012 23:00	221284	21.11
2012-03-06 00:00:00	3696.0	6/3/2012 0:00	157481	15.11
2012-03-06 01:00:00	3697.0	6/3/2012 1:00	162383	16.11
2012-03-06 02:00:00	3698.0	6/3/2012 2:00	157668	15.11
2012-03-06 03:00:00	3699.0	6/3/2012 3:00	155500	15.11
2012-03-06 04:00:00	3700.0	6/3/2012 4:00	151788	15.11
2012-03-06 05:00:00	3701.0	6/3/2012 5:00	156781	15.11
2012-03-06 06:00:00	3702.0	6/3/2012 6:00	161077	16.11
2012-03-06 07:00:00	3703.0	6/3/2012 7:00	171082	17.11
2012-03-06 08:00:00	3704.0	6/3/2012 8:00	187545	17.11
2012-03-06 09:00:00	3705.0	6/3/2012 9:00	197139	18.11
2012-03-06 10:00:00	3706.0	6/3/2012 10:00	183088	18.11
2012-03-06 11:00:00	3707.0	6/3/2012 11:00	195280	18.11
2012-03-06 12:00:00	3708.0	6/3/2012 12:00	202964	19.11
2012-03-06 13:00:00	3709.0	6/3/2012 13:00	191314	18.11
2012-03-06 14:00:00	3710.0	6/3/2012 14:00	194133	19.11
2012-03-06 15:00:00	3711.0	6/3/2012 15:00	196462	18.11
2012-03-06 16:00:00	3712.0	6/3/2012 16:00	207508	19.11
2012-03-06 17:00:00	3713.0	6/3/2012 17:00	194390	18.11
2012-03-06 18:00:00	3714.0	6/3/2012 18:00	192828	18.11
2012-03-06 19:00:00	3715.0	6/3/2012 19:00	186192	18.11
2012-03-06 20:00:00	3716.0	6/3/2012 20:00	185444	18.11
2012-03-06 21:00:00	3717.0	6/3/2012 21:00	172194	17.11
2012-03-06 22:00:00	3718.0	6/3/2012 22:00	184990	17.11
2012-03-06 23:00:00	3719.0	6/3/2012 23:00	182550	17.11
2012-03-07 00:00:00	4416.0	7/3/2012 0:00	411903	24.11
2012-03-07 01:00:00	4417.0	7/3/2012 1:00	413618	24.11
2012-03-07 02:00:00	4418.0	7/3/2012 2:00	417156	24.11
2012-03-07 03:00:00	4419.0	7/3/2012 3:00	416370	23.11
2012-03-07 04:00:00	4420.0	7/3/2012 4:00	417834	23.11
2012-03-07 05:00:00	4421.0	7/3/2012 5:00	420308	23.11
2012-03-07 06:00:00	4422.0	7/3/2012 6:00	424213	24.11
2012-03-07 07:00:00	4423.0	7/3/2012 7:00	678706	25.11
2012-03-07 08:00:00	4424.0	7/3/2012 8:00	599328	26.11
2012-03-07 09:00:00	4425.0	7/3/2012 9:00	645988	25.11
2012-03-07 10:00:00	4426.0	7/3/2012 10:00	396450	24.11
2012-03-07 11:00:00	4427.0	7/3/2012 11:00	682804	24.11
2012-03-07 12:00:00	4428.0	7/3/2012 12:00	613268	24.11
2012-03-07 13:00:00	4429.0	7/3/2012 13:00	986754	24.11
2012-03-07 14:00:00	4430.0	7/3/2012 14:00	648219	23.11
2012-03-07 15:00:00	4431.0	7/3/2012 15:00	605908	23.11
2012-03-07 16:00:00	4432.0	7/3/2012 16:00	581861	24.11
2012-03-07 17:00:00	4433.0	7/3/2012 17:00	553547	24.11
2012-03-07 18:00:00	4434.0	7/3/2012 18:00	554522	24.11
2012-03-07 19:00:00	4435.0	7/3/2012 19:00	603845	26.11
2012-03-07 20:00:00	4436.0	7/3/2012 20:00	529540	24.11
2012-03-07 21:00:00	4437.0	7/3/2012 21:00	522088	24.11
2012-03-07 22:00:00	4438.0	7/3/2012 22:00	635881	24.11
2012-03-07 23:00:00	4439.0	7/3/2012 23:00	521628	24.11
2012-03-08 00:00:00	5160.0	8/3/2012 0:00	530411	25.11
2012-03-08 01:00:00	5161.0	8/3/2012 1:00	513228	25.11
2012-03-08 02:00:00	5162.0	8/3/2012 2:00	514570	25.11
2012-03-08 03:00:00	5163.0	8/3/2012 3:00	514917	25.11
2012-03-08 04:00:00	5164.0	8/3/2012 4:00	506058	24.11
2012-03-08 05:00:00	5165.0	8/3/2012 5:00	520624	24.11
2012-03-08 06:00:00	5166.0	8/3/2012 6:00	699439	25.11
2012-03-08 07:00:00	5167.0	8/3/2012 7:00	420162	25.11
2012-03-08 08:00:00	5168.0	8/3/2012 8:00	761093	26.11
2012-03-08 09:00:00	5169.0	8/3/2012 9:00	694177	26.11
2012-03-08 10:00:00	5170.0	8/3/2012 10:00	652684	26.11
2012-03-08 11:00:00	5171.0	8/3/2012 11:00	743068	25.11
2012-03-08 12:00:00	5172.0	8/3/2012 12:00	800645	26.11
2012-03-08 13:00:00	5173.0	8/3/2012 13:00	804212	26.11
2012-03-08 14:00:00	5174.0	8/3/2012 14:00	786255	26.11
2012-03-08 15:00:00	5175.0	8/3/2012 15:00	748018	26.11
2012-03-08 16:00:00	5176.0	8/3/2012 16:00	784055	25.11
2012-03-08 17:00:00	5177.0	8/3/2012 17:00	754211	25.11
2012-03-08 18:00:00	5178.0	8/3/2012 18:00	706387	26.11
2012-03-08 19:00:00	5179.0	8/3/2012 19:00	642413	26.11
2012-03-08 20:00:00	5180.0	8/3/2012 20:00	608407	26.11
2012-03-08 21:00:00	5181.0	8/3/2012 21:00	611639	26.11
2012-03-08 22:00:00	5182.0	8/3/2012 22:00	807909	25.11
2012-03-08 23:00:00	5183.0	8/3/2012 23:00	659201	26.11
2012-03-09 00:00:00	5904.0	9/3/2012 0:00	439079	26.11
2012-03-09 01:00:00	5905.0	9/3/2012 1:00	435793	25.11
2012-03-09 02:00:00	5906.0	9/3/2012 2:00	520032	25.11
2012-03-09 03:00:00	5907.0	9/3/2012 3:00	507896	25.11
2012-03-09 04:00:00	5908.0	9/3/2012 4:00	433517	25.11
2012-03-09 05:00:00	5909.0	9/3/2012 5:00	518086	26.11
2012-03-09 06:00:00	5910.0	9/3/2012 6:00	529716	26.11
2012-03-09 07:00:00	5911.0	9/3/2012 7:00	692031	26.11
2012-03-09 08:00:00	5912.0	9/3/2012 8:00	606478	26.11
2012-03-09 09:00:00	5913.0	9/3/2012 9:00	593273	26.11
2012-03-09 10:00:00	5914.0	9/3/2012 10:00	591920	26.11
2012-03-09 11:00:00	5915.0	9/3/2012 11:00	582504	26.11
2012-03-09 12:00:00	5916.0	9/3/2012 12:00	586892	26.11
2012-03-09 13:00:00	5917.0	9/3/2012 13:00	593157	26.11
2012-03-09 14:00:00	5918.0	9/3/2012 14:00	574947	26.11
2012-03-09 15:00:00	5919.0	9/3/2012 15:00	570903	26.11
2012-03-09 16:00:00	5920.0	9/3/2012 16:00	581125	26.11
2012-03-09 17:00:00	5921.0	9/3/2012 17:00	563692	26.11
2012-03-09 18:00:00	5922.0	9/3/2012 18:00	544721	26.11
2012-03-09 19:00:00	5923.0	9/3/2012 19:00	624946	26.11
2012-03-09 20:00:00	5924.0	9/3/2012 20:00	328502	26.11
2012-03-09 21:00:00	5925.0	9/3/2012 21:00	572387	26.11
2012-03-09 22:00:00	5926.0	9/3/2012 22:00	564341	26.11
2012-03-09 23:00:00	5927.0	9/3/2012 23:00	539432	26.11
2012-03-10 00:00:00	6624.0	10/3/2012 0:00	285188	23.11
2012-03-10 01:00:00	6625.0	10/3/2012 1:00	742444	20.11
2012-03-10 02:00:00	6626.0	10/3/2012 2:00	634935	24.11
2012-03-10 03:00:00	6627.0	10/3/2012 3:00	592271	23.11
2012-03-10 04:00:00	6628.0	10/3/2012 4:00	779450	24.11
2012-03-10 05:00:00	6629.0	10/3/2012 5:00	603232	23.11
2012-03-10 06:00:00	6630.0	10/3/2012 6:00	607547	23.11
2012-03-10 07:00:00	6631.0	10/3/2012 7:00	613629	23.11
2012-03-10 08:00:00	6632.0	10/3/2012 8:00	619690	23.11
2012-03-10 09:00:00	6633.0	10/3/2012 9:00	639258	24.11
2012-03-10 10:00:00	6634.0	10/3/2012 10:00	554351	24.11
2012-03-10 11:00:00	6635.0	10/3/2012 11:00	337995	24.11
2012-03-10 12:00:00	6636.0	10/3/2012 12:00	670325	25.11
2012-03-10 13:00:00	6637.0	10/3/2012 13:00	697748	25.11
2012-03-10 14:00:00	6638.0	10/3/2012 14:00	692183	24.11
2012-03-10 15:00:00	6639.0	10/3/2012 15:00	647198	24.11
2012-03-10 16:00:00	6640.0	10/3/2012 16:00	601628	24.11
2012-03-10 17:00:00	6641.0	10/3/2012 17:00	601109	24.11
2012-03-10 18:00:00	6642.0	10/3/2012 18:00	268203	24.11
2012-03-10 19:00:00	6643.0	10/3/2012 19:00	255233	24.11
2012-03-10 20:00:00	6644.0	10/3/2012 20:00	255431	24.11
2012-03-10 21:00:00	6645.0	10/3/2012 21:00	253674	24.11
2012-03-10 22:00:00	6646.0	10/3/2012 22:00	625501	24.11
2012-03-10 23:00:00	6647.0	10/3/2012 23:00	278958	24.11
2012-03-11 00:00:00	7368.0	11/3/2012 0:00	29712	15.11
2012-03-11 01:00:00	7369.0	11/3/2012 1:00	30263	15.11
2012-03-11 02:00:00	7370.0	11/3/2012 2:00	140144	15.11
2012-03-11 03:00:00	7371.0	11/3/2012 3:00	30263	15.11
2012-03-11 04:00:00	7372.0	11/3/2012 4:00	30263	15.11
2012-03-11 05:00:00	7373.0	11/3/2012 5:00	30813	15.11
2012-03-11 06:00:00	7374.0	11/3/2012 6:00	29712	15.11
2012-03-11 07:00:00	7375.0	11/3/2012 7:00	115153	15.11
2012-03-11 08:00:00	7376.0	11/3/2012 8:00	147126	15.11
2012-03-11 09:00:00	7377.0	11/3/2012 9:00	30813	15.11
2012-03-11 10:00:00	7378.0	11/3/2012 10:00	29712	15.11
2012-03-11 11:00:00	7379.0	11/3/2012 11:00	30263	15.11
2012-03-11 12:00:00	7380.0	11/3/2012 12:00	121489	15.11
2012-03-11 13:00:00	7381.0	11/3/2012 13:00	130049	15.11
2012-03-11 14:00:00	7382.0	11/3/2012 14:00	29712	15.11
2012-03-11 15:00:00	7383.0	11/3/2012 15:00	30263	15.11
2012-03-11 16:00:00	7384.0	11/3/2012 16:00	30263	15.11
2012-03-11 17:00:00	7385.0	11/3/2012 17:00	29712	15.11
2012-03-11 18:00:00	7386.0	11/3/2012 18:00	30263	15.11
2012-03-11 19:00:00	7387.0	11/3/2012 19:00	30813	15.11
2012-03-11 20:00:00	7388.0	11/3/2012 20:00	30813	15.11
2012-03-11 21:00:00	7389.0	11/3/2012 21:00	29712	15.11
2012-03-11 22:00:00	7390.0	11/3/2012 22:00	30263	15.11
2012-03-11 23:00:00	7391.0	11/3/2012 23:00	29712	15.11
2012-03-12 00:00:00	8088.0	12/3/2012 0:00	29712	15.11
2012-03-12 01:00:00	8089.0	12/3/2012 1:00	29162	15.11
2012-03-12 02:00:00	8090.0	12/3/2012 2:00	262123	15.11
2012-03-12 03:00:00	8091.0	12/3/2012 3:00	29712	15.11
2012-03-12 04:00:00	8092.0	12/3/2012 4:00	30263	15.11
2012-03-12 05:00:00	8093.0	12/3/2012 5:00	212205	15.11
2012-03-12 06:00:00	8094.0	12/3/2012 6:00	29162	15.11
2012-03-12 07:00:00	8095.0	12/3/2012 7:00	30263	15.11
2012-03-12 08:00:00	8096.0	12/3/2012 8:00	29712	15.11
2012-03-12 09:00:00	8097.0	12/3/2012 9:00	29712	15.11
2012-03-12 10:00:00	8098.0	12/3/2012 10:00	293573	15.11
2012-03-12 11:00:00	8099.0	12/3/2012 11:00	31494	15.11
2012-03-12 12:00:00	8100.0	12/3/2012 12:00	325324	17.11
2012-03-12 13:00:00	8101.0	12/3/2012 13:00	313596	18.11
2012-03-12 14:00:00	8102.0	12/3/2012 14:00	334098	15.11
2012-03-12 15:00:00	8103.0	12/3/2012 15:00	299896	18.11
2012-03-12 16:00:00	8104.0	12/3/2012 16:00	261665	16.11
2012-03-12 17:00:00	8105.0	12/3/2012 17:00	239755	16.11
2012-03-12 18:00:00	8106.0	12/3/2012 18:00	30074	15.11
2012-03-12 19:00:00	8107.0	12/3/2012 19:00	30263	15.11
2012-03-12 20:00:00	8108.0	12/3/2012 20:00	30263	15.11
2012-03-12 21:00:00	8109.0	12/3/2012 21:00	29712	15.11
2012-03-12 22:00:00	8110.0	12/3/2012 22:00	29712	15.11
2012-03-12 23:00:00	8111.0	12/3/2012 23:00	278322	15.11
2012-03-13 00:00:00	1728.0	3/13/2012 0:00	161077	16.11
2012-03-13 01:00:00	1729.0	3/13/2012 1:00	263747	17.11
