	Power	Date	PowerL	TsetL
2012-07-31 01:00:00	5089.0	7/31/2012 1:00	495313	24.11
2012-07-31 02:00:00	5090.0	7/31/2012 2:00	492610	24.11
2012-07-31 03:00:00	5091.0	7/31/2012 3:00	500914	24.11
2012-07-31 04:00:00	5092.0	7/31/2012 4:00	503565	24.11
2012-07-31 05:00:00	5093.0	7/31/2012 5:00	517897	24.11
2012-07-31 06:00:00	5094.0	7/31/2012 6:00	558070	25.11
2012-07-31 07:00:00	5095.0	7/31/2012 7:00	612044	26.11
2012-07-31 08:00:00	5096.0	7/31/2012 8:00	337775	25.11
2012-07-31 09:00:00	5097.0	7/31/2012 9:00	637778	25.11
2012-07-31 10:00:00	5098.0	7/31/2012 10:00	828440	25.11
2012-07-31 11:00:00	5099.0	7/31/2012 11:00	338933	25.11
2012-07-31 12:00:00	5100.0	7/31/2012 12:00	639134	25.11
2012-07-31 13:00:00	5101.0	7/31/2012 13:00	670835	26.11
2012-07-31 14:00:00	5102.0	7/31/2012 14:00	680828	26.11
2012-07-31 15:00:00	5103.0	7/31/2012 15:00	697930	26.11
2012-07-31 16:00:00	5104.0	7/31/2012 16:00	642064	25.11
2012-07-31 17:00:00	5105.0	7/31/2012 17:00	576556	25.11
2012-07-31 18:00:00	5106.0	7/31/2012 18:00	535459	25.11
2012-07-31 19:00:00	5107.0	7/31/2012 19:00	508467	24.11
2012-07-31 20:00:00	5108.0	7/31/2012 20:00	492618	24.11
2012-07-31 21:00:00	5109.0	7/31/2012 21:00	493461	24.11
2012-07-31 22:00:00	5110.0	7/31/2012 22:00	632585	24.11
2012-07-31 23:00:00	5111.0	7/31/2012 23:00	495657	24.11
2012-08-01 00:00:00	168.0	1/8/2012 0:00	125383	15.11
2012-08-01 01:00:00	169.0	1/8/2012 1:00	30263	15.11
2012-08-01 02:00:00	170.0	1/8/2012 2:00	29712	15.11
2012-08-01 03:00:00	171.0	1/8/2012 3:00	29712	15.11
2012-08-01 04:00:00	172.0	1/8/2012 4:00	30263	15.11
2012-08-01 05:00:00	173.0	1/8/2012 5:00	29712	15.11
2012-08-01 06:00:00	174.0	1/8/2012 6:00	30263	15.11
2012-08-01 07:00:00	175.0	1/8/2012 7:00	29162	15.11
2012-08-01 08:00:00	176.0	1/8/2012 8:00	30263	15.11
2012-08-01 09:00:00	177.0	1/8/2012 9:00	29712	15.11
2012-08-01 10:00:00	178.0	1/8/2012 10:00	29712	15.11
2012-08-01 11:00:00	179.0	1/8/2012 11:00	125232	15.11
2012-08-01 12:00:00	180.0	1/8/2012 12:00	121535	15.11
2012-08-01 13:00:00	181.0	1/8/2012 13:00	29712	15.11
2012-08-01 14:00:00	182.0	1/8/2012 14:00	129571	15.11
2012-08-01 15:00:00	183.0	1/8/2012 15:00	122136	15.11
2012-08-01 16:00:00	184.0	1/8/2012 16:00	121038	15.11
2012-08-01 17:00:00	185.0	1/8/2012 17:00	121859	15.11
2012-08-01 18:00:00	186.0	1/8/2012 18:00	29712	15.11
2012-08-01 19:00:00	187.0	1/8/2012 19:00	29712	15.11
2012-08-01 20:00:00	188.0	1/8/2012 20:00	29712	15.11
2012-08-01 21:00:00	189.0	1/8/2012 21:00	29712	15.11
2012-08-01 22:00:00	190.0	1/8/2012 22:00	30263	15.11
2012-08-01 23:00:00	191.0	1/8/2012 23:00	157879	15.11
2012-08-02 00:00:00	912.0	2/8/2012 0:00	29162	15.11
2012-08-02 01:00:00	913.0	2/8/2012 1:00	29712	15.11
2012-08-02 02:00:00	914.0	2/8/2012 2:00	29712	15.11
2012-08-02 03:00:00	915.0	2/8/2012 3:00	30263	15.11
2012-08-02 04:00:00	916.0	2/8/2012 4:00	29712	15.11
2012-08-02 05:00:00	917.0	2/8/2012 5:00	29162	15.11
2012-08-02 06:00:00	918.0	2/8/2012 6:00	29162	15.11
2012-08-02 07:00:00	919.0	2/8/2012 7:00	30263	15.11
2012-08-02 08:00:00	920.0	2/8/2012 8:00	29712	15.11
2012-08-02 09:00:00	921.0	2/8/2012 9:00	30263	15.11
2012-08-02 10:00:00	922.0	2/8/2012 10:00	30263	15.11
2012-08-02 11:00:00	923.0	2/8/2012 11:00	29712	15.11
2012-08-02 12:00:00	924.0	2/8/2012 12:00	30263	15.11
2012-08-02 13:00:00	925.0	2/8/2012 13:00	29712	15.11
2012-08-02 14:00:00	926.0	2/8/2012 14:00	30263	15.11
2012-08-02 15:00:00	927.0	2/8/2012 15:00	29712	15.11
2012-08-02 16:00:00	928.0	2/8/2012 16:00	29712	15.11
2012-08-02 17:00:00	929.0	2/8/2012 17:00	29712	15.11
2012-08-02 18:00:00	930.0	2/8/2012 18:00	30263	15.11
2012-08-02 19:00:00	931.0	2/8/2012 19:00	29162	15.11
2012-08-02 20:00:00	932.0	2/8/2012 20:00	29712	15.11
2012-08-02 21:00:00	933.0	2/8/2012 21:00	30263	15.11
2012-08-02 22:00:00	934.0	2/8/2012 22:00	29162	15.11
2012-08-02 23:00:00	935.0	2/8/2012 23:00	29712	15.11
2012-08-03 00:00:00	1608.0	3/8/2012 0:00	138227	15.11
2012-08-03 01:00:00	1609.0	3/8/2012 1:00	137455	15.11
2012-08-03 02:00:00	1610.0	3/8/2012 2:00	164278	15.11
2012-08-03 03:00:00	1611.0	3/8/2012 3:00	192164	15.11
2012-08-03 04:00:00	1612.0	3/8/2012 4:00	188896	15.11
2012-08-03 05:00:00	1613.0	3/8/2012 5:00	195565	15.11
2012-08-03 06:00:00	1614.0	3/8/2012 6:00	168822	15.11
2012-08-03 07:00:00	1615.0	3/8/2012 7:00	197294	15.11
2012-08-03 08:00:00	1616.0	3/8/2012 8:00	219171	16.11
2012-08-03 09:00:00	1617.0	3/8/2012 9:00	271326	17.11
2012-08-03 10:00:00	1618.0	3/8/2012 10:00	310091	18.11
2012-08-03 11:00:00	1619.0	3/8/2012 11:00	159009	17.11
2012-08-03 12:00:00	1620.0	3/8/2012 12:00	341874	17.11
2012-08-03 13:00:00	1621.0	3/8/2012 13:00	339295	17.11
2012-08-03 14:00:00	1622.0	3/8/2012 14:00	317759	16.11
2012-08-03 15:00:00	1623.0	3/8/2012 15:00	325670	17.11
2012-08-03 16:00:00	1624.0	3/8/2012 16:00	301709	16.11
2012-08-03 17:00:00	1625.0	3/8/2012 17:00	303723	17.11
2012-08-03 18:00:00	1626.0	3/8/2012 18:00	180497	16.11
2012-08-03 19:00:00	1627.0	3/8/2012 19:00	161539	16.11
2012-08-03 20:00:00	1628.0	3/8/2012 20:00	153932	16.11
2012-08-03 21:00:00	1629.0	3/8/2012 21:00	156127	16.11
2012-08-03 22:00:00	1630.0	3/8/2012 22:00	161953	17.11
2012-08-03 23:00:00	1631.0	3/8/2012 23:00	302123	16.11
2012-08-04 00:00:00	2352.0	4/8/2012 0:00	132709	15.11
2012-08-04 01:00:00	2353.0	4/8/2012 1:00	130977	15.11
2012-08-04 02:00:00	2354.0	4/8/2012 2:00	132506	15.11
2012-08-04 03:00:00	2355.0	4/8/2012 3:00	131983	15.11
2012-08-04 04:00:00	2356.0	4/8/2012 4:00	130685	15.11
2012-08-04 05:00:00	2357.0	4/8/2012 5:00	129957	15.11
2012-08-04 06:00:00	2358.0	4/8/2012 6:00	128588	15.11
2012-08-04 07:00:00	2359.0	4/8/2012 7:00	128460	15.11
2012-08-04 08:00:00	2360.0	4/8/2012 8:00	130304	15.11
2012-08-04 09:00:00	2361.0	4/8/2012 9:00	131565	15.11
2012-08-04 10:00:00	2362.0	4/8/2012 10:00	134896	15.11
2012-08-04 11:00:00	2363.0	4/8/2012 11:00	143131	15.11
2012-08-04 12:00:00	2364.0	4/8/2012 12:00	143604	15.11
2012-08-04 13:00:00	2365.0	4/8/2012 13:00	146157	15.11
2012-08-04 14:00:00	2366.0	4/8/2012 14:00	147183	15.11
2012-08-04 15:00:00	2367.0	4/8/2012 15:00	144405	15.11
2012-08-04 16:00:00	2368.0	4/8/2012 16:00	145476	15.11
2012-08-04 17:00:00	2369.0	4/8/2012 17:00	143518	15.11
2012-08-04 18:00:00	2370.0	4/8/2012 18:00	140869	15.11
2012-08-04 19:00:00	2371.0	4/8/2012 19:00	139963	15.11
2012-08-04 20:00:00	2372.0	4/8/2012 20:00	138916	15.11
2012-08-04 21:00:00	2373.0	4/8/2012 21:00	139017	15.11
2012-08-04 22:00:00	2374.0	4/8/2012 22:00	138773	15.11
2012-08-04 23:00:00	2375.0	4/8/2012 23:00	142164	15.11
2012-08-05 00:00:00	3072.0	5/8/2012 0:00	147159	16.11
2012-08-05 01:00:00	3073.0	5/8/2012 1:00	346034	16.11
2012-08-05 02:00:00	3074.0	5/8/2012 2:00	167046	16.11
2012-08-05 03:00:00	3075.0	5/8/2012 3:00	223387	17.11
2012-08-05 04:00:00	3076.0	5/8/2012 4:00	236428	17.11
2012-08-05 05:00:00	3077.0	5/8/2012 5:00	244277	17.11
2012-08-05 06:00:00	3078.0	5/8/2012 6:00	269227	18.11
2012-08-05 07:00:00	3079.0	5/8/2012 7:00	313086	15.11
2012-08-05 08:00:00	3080.0	5/8/2012 8:00	481439	19.11
2012-08-05 09:00:00	3081.0	5/8/2012 9:00	447771	19.11
2012-08-05 10:00:00	3082.0	5/8/2012 10:00	171226	20.11
2012-08-05 11:00:00	3083.0	5/8/2012 11:00	480814	20.11
2012-08-05 12:00:00	3084.0	5/8/2012 12:00	507213	21.11
2012-08-05 13:00:00	3085.0	5/8/2012 13:00	536594	21.11
2012-08-05 14:00:00	3086.0	5/8/2012 14:00	513230	22.11
2012-08-05 15:00:00	3087.0	5/8/2012 15:00	474754	22.11
2012-08-05 16:00:00	3088.0	5/8/2012 16:00	227558	22.11
2012-08-05 17:00:00	3089.0	5/8/2012 17:00	214693	22.11
2012-08-05 18:00:00	3090.0	5/8/2012 18:00	187072	21.11
2012-08-05 19:00:00	3091.0	5/8/2012 19:00	178634	21.11
2012-08-05 20:00:00	3092.0	5/8/2012 20:00	192484	21.11
2012-08-05 21:00:00	3093.0	5/8/2012 21:00	193515	21.11
2012-08-05 22:00:00	3094.0	5/8/2012 22:00	473074	21.11
2012-08-05 23:00:00	3095.0	5/8/2012 23:00	202925	20.11
2012-08-06 00:00:00	3816.0	6/8/2012 0:00	183415	17.11
2012-08-06 01:00:00	3817.0	6/8/2012 1:00	357239	16.11
2012-08-06 02:00:00	3818.0	6/8/2012 2:00	326293	16.11
2012-08-06 03:00:00	3819.0	6/8/2012 3:00	256947	16.11
2012-08-06 04:00:00	3820.0	6/8/2012 4:00	260424	17.11
2012-08-06 05:00:00	3821.0	6/8/2012 5:00	275976	17.11
2012-08-06 06:00:00	3822.0	6/8/2012 6:00	318579	18.11
2012-08-06 07:00:00	3823.0	6/8/2012 7:00	351126	18.11
2012-08-06 08:00:00	3824.0	6/8/2012 8:00	206715	19.11
2012-08-06 09:00:00	3825.0	6/8/2012 9:00	454103	20.11
2012-08-06 10:00:00	3826.0	6/8/2012 10:00	449969	20.11
2012-08-06 11:00:00	3827.0	6/8/2012 11:00	230289	21.11
2012-08-06 12:00:00	3828.0	6/8/2012 12:00	515057	20.11
2012-08-06 13:00:00	3829.0	6/8/2012 13:00	538471	20.11
2012-08-06 14:00:00	3830.0	6/8/2012 14:00	500256	20.11
2012-08-06 15:00:00	3831.0	6/8/2012 15:00	532236	20.11
2012-08-06 16:00:00	3832.0	6/8/2012 16:00	688825	20.11
2012-08-06 17:00:00	3833.0	6/8/2012 17:00	280677	20.11
2012-08-06 18:00:00	3834.0	6/8/2012 18:00	229244	19.11
2012-08-06 19:00:00	3835.0	6/8/2012 19:00	215217	19.11
2012-08-06 20:00:00	3836.0	6/8/2012 20:00	216980	19.11
2012-08-06 21:00:00	3837.0	6/8/2012 21:00	221429	20.11
2012-08-06 22:00:00	3838.0	6/8/2012 22:00	478453	19.11
2012-08-06 23:00:00	3839.0	6/8/2012 23:00	209906	19.11
2012-08-07 00:00:00	4536.0	7/8/2012 0:00	682651	26.11
2012-08-07 01:00:00	4537.0	7/8/2012 1:00	658848	26.11
2012-08-07 02:00:00	4538.0	7/8/2012 2:00	655371	26.11
2012-08-07 03:00:00	4539.0	7/8/2012 3:00	688365	26.11
2012-08-07 04:00:00	4540.0	7/8/2012 4:00	683296	26.11
2012-08-07 05:00:00	4541.0	7/8/2012 5:00	709210	26.11
2012-08-07 06:00:00	4542.0	7/8/2012 6:00	741676	26.11
2012-08-07 07:00:00	4543.0	7/8/2012 7:00	763701	26.11
2012-08-07 08:00:00	4544.0	7/8/2012 8:00	790521	25.11
2012-08-07 09:00:00	4545.0	7/8/2012 9:00	802392	25.11
2012-08-07 10:00:00	4546.0	7/8/2012 10:00	764168	26.11
2012-08-07 11:00:00	4547.0	7/8/2012 11:00	798424	26.11
2012-08-07 12:00:00	4548.0	7/8/2012 12:00	811407	25.11
2012-08-07 13:00:00	4549.0	7/8/2012 13:00	832103	26.11
2012-08-07 14:00:00	4550.0	7/8/2012 14:00	803589	26.11
2012-08-07 15:00:00	4551.0	7/8/2012 15:00	811172	26.11
2012-08-07 16:00:00	4552.0	7/8/2012 16:00	625009	26.11
2012-08-07 17:00:00	4553.0	7/8/2012 17:00	609652	26.11
2012-08-07 18:00:00	4554.0	7/8/2012 18:00	621138	26.11
2012-08-07 19:00:00	4555.0	7/8/2012 19:00	624892	26.11
2012-08-07 20:00:00	4556.0	7/8/2012 20:00	626007	26.11
2012-08-07 21:00:00	4557.0	7/8/2012 21:00	631562	26.11
2012-08-07 22:00:00	4558.0	7/8/2012 22:00	724949	26.11
2012-08-07 23:00:00	4559.0	7/8/2012 23:00	578490	26.11
2012-08-08 00:00:00	5280.0	8/8/2012 0:00	550603	26.11
2012-08-08 01:00:00	5281.0	8/8/2012 1:00	544997	26.11
2012-08-08 02:00:00	5282.0	8/8/2012 2:00	544517	26.11
2012-08-08 03:00:00	5283.0	8/8/2012 3:00	551349	26.11
2012-08-08 04:00:00	5284.0	8/8/2012 4:00	545201	26.11
2012-08-08 05:00:00	5285.0	8/8/2012 5:00	563073	26.11
2012-08-08 06:00:00	5286.0	8/8/2012 6:00	637876	26.11
2012-08-08 07:00:00	5287.0	8/8/2012 7:00	673709	26.11
2012-08-08 08:00:00	5288.0	8/8/2012 8:00	683174	26.11
2012-08-08 09:00:00	5289.0	8/8/2012 9:00	777736	26.11
2012-08-08 10:00:00	5290.0	8/8/2012 10:00	296935	26.11
2012-08-08 11:00:00	5291.0	8/8/2012 11:00	615382	26.11
2012-08-08 12:00:00	5292.0	8/8/2012 12:00	676481	26.11
2012-08-08 13:00:00	5293.0	8/8/2012 13:00	692739	26.11
2012-08-08 14:00:00	5294.0	8/8/2012 14:00	706550	26.11
2012-08-08 15:00:00	5295.0	8/8/2012 15:00	669785	26.11
2012-08-08 16:00:00	5296.0	8/8/2012 16:00	634991	26.11
2012-08-08 17:00:00	5297.0	8/8/2012 17:00	610950	26.11
2012-08-08 18:00:00	5298.0	8/8/2012 18:00	585704	26.11
2012-08-08 19:00:00	5299.0	8/8/2012 19:00	572716	26.11
2012-08-08 20:00:00	5300.0	8/8/2012 20:00	567208	26.11
2012-08-08 21:00:00	5301.0	8/8/2012 21:00	556832	26.11
2012-08-08 22:00:00	5302.0	8/8/2012 22:00	720025	25.11
2012-08-08 23:00:00	5303.0	8/8/2012 23:00	546924	26.11
2012-08-09 00:00:00	6024.0	9/8/2012 0:00	515024	25.11
2012-08-09 01:00:00	6025.0	9/8/2012 1:00	513050	25.11
2012-08-09 02:00:00	6026.0	9/8/2012 2:00	514118	25.11
2012-08-09 03:00:00	6027.0	9/8/2012 3:00	524956	26.11
2012-08-09 04:00:00	6028.0	9/8/2012 4:00	525418	26.11
2012-08-09 05:00:00	6029.0	9/8/2012 5:00	519575	25.11
2012-08-09 06:00:00	6030.0	9/8/2012 6:00	516385	25.11
2012-08-09 07:00:00	6031.0	9/8/2012 7:00	518590	26.11
2012-08-09 08:00:00	6032.0	9/8/2012 8:00	516655	25.11
2012-08-09 09:00:00	6033.0	9/8/2012 9:00	549627	26.11
2012-08-09 10:00:00	6034.0	9/8/2012 10:00	541436	26.11
2012-08-09 11:00:00	6035.0	9/8/2012 11:00	548175	26.11
2012-08-09 12:00:00	6036.0	9/8/2012 12:00	591450	26.11
2012-08-09 13:00:00	6037.0	9/8/2012 13:00	602031	26.11
2012-08-09 14:00:00	6038.0	9/8/2012 14:00	594388	26.11
2012-08-09 15:00:00	6039.0	9/8/2012 15:00	623014	20.11
2012-08-09 16:00:00	6040.0	9/8/2012 16:00	365531	20.11
2012-08-09 17:00:00	6041.0	9/8/2012 17:00	364246	20.11
2012-08-09 18:00:00	6042.0	9/8/2012 18:00	369805	21.11
2012-08-09 19:00:00	6043.0	9/8/2012 19:00	371943	21.11
2012-08-09 20:00:00	6044.0	9/8/2012 20:00	364966	21.11
2012-08-09 21:00:00	6045.0	9/8/2012 21:00	329790	20.11
2012-08-09 22:00:00	6046.0	9/8/2012 22:00	504584	20.11
2012-08-09 23:00:00	6047.0	9/8/2012 23:00	303995	19.11
2012-08-10 00:00:00	6744.0	10/8/2012 0:00	123666	15.11
2012-08-10 01:00:00	6745.0	10/8/2012 1:00	131928	15.11
2012-08-10 02:00:00	6746.0	10/8/2012 2:00	134574	15.11
2012-08-10 03:00:00	6747.0	10/8/2012 3:00	130640	15.11
2012-08-10 04:00:00	6748.0	10/8/2012 4:00	128301	15.11
2012-08-10 05:00:00	6749.0	10/8/2012 5:00	30263	15.11
2012-08-10 06:00:00	6750.0	10/8/2012 6:00	29712	15.11
2012-08-10 07:00:00	6751.0	10/8/2012 7:00	29712	15.11
2012-08-10 08:00:00	6752.0	10/8/2012 8:00	127804	15.11
2012-08-10 09:00:00	6753.0	10/8/2012 9:00	134036	15.11
2012-08-10 10:00:00	6754.0	10/8/2012 10:00	124220	15.11
2012-08-10 11:00:00	6755.0	10/8/2012 11:00	135651	15.11
2012-08-10 12:00:00	6756.0	10/8/2012 12:00	138208	15.11
2012-08-10 13:00:00	6757.0	10/8/2012 13:00	141136	15.11
2012-08-10 14:00:00	6758.0	10/8/2012 14:00	263925	15.11
2012-08-10 15:00:00	6759.0	10/8/2012 15:00	135311	15.11
2012-08-10 16:00:00	6760.0	10/8/2012 16:00	139650	15.11
2012-08-10 17:00:00	6761.0	10/8/2012 17:00	135539	15.11
2012-08-10 18:00:00	6762.0	10/8/2012 18:00	124449	15.11
2012-08-10 19:00:00	6763.0	10/8/2012 19:00	124897	15.11
2012-08-10 20:00:00	6764.0	10/8/2012 20:00	123193	15.11
2012-08-10 21:00:00	6765.0	10/8/2012 21:00	124977	15.11
2012-08-10 22:00:00	6766.0	10/8/2012 22:00	134896	15.11
2012-08-10 23:00:00	6767.0	10/8/2012 23:00	123525	15.11
2012-08-11 00:00:00	7488.0	11/8/2012 0:00	30263	15.11
2012-08-11 01:00:00	7489.0	11/8/2012 1:00	30263	15.11
2012-08-11 02:00:00	7490.0	11/8/2012 2:00	177986	15.11
2012-08-11 03:00:00	7491.0	11/8/2012 3:00	30263	15.11
2012-08-11 04:00:00	7492.0	11/8/2012 4:00	30263	15.11
2012-08-11 05:00:00	7493.0	11/8/2012 5:00	30263	15.11
2012-08-11 06:00:00	7494.0	11/8/2012 6:00	29712	15.11
2012-08-11 07:00:00	7495.0	11/8/2012 7:00	29712	15.11
2012-08-11 08:00:00	7496.0	11/8/2012 8:00	156726	15.11
2012-08-11 09:00:00	7497.0	11/8/2012 9:00	171664	15.11
2012-08-11 10:00:00	7498.0	11/8/2012 10:00	261568	15.11
2012-08-11 11:00:00	7499.0	11/8/2012 11:00	29712	15.11
2012-08-11 12:00:00	7500.0	11/8/2012 12:00	142801	15.11
2012-08-11 13:00:00	7501.0	11/8/2012 13:00	268169	15.11
2012-08-11 14:00:00	7502.0	11/8/2012 14:00	139162	15.11
2012-08-11 15:00:00	7503.0	11/8/2012 15:00	148495	15.11
2012-08-11 16:00:00	7504.0	11/8/2012 16:00	30263	15.11
2012-08-11 17:00:00	7505.0	11/8/2012 17:00	124695	15.11
2012-08-11 18:00:00	7506.0	11/8/2012 18:00	135277	15.11
2012-08-11 19:00:00	7507.0	11/8/2012 19:00	29712	15.11
2012-08-11 20:00:00	7508.0	11/8/2012 20:00	30263	15.11
2012-08-11 21:00:00	7509.0	11/8/2012 21:00	30263	15.11
2012-08-11 22:00:00	7510.0	11/8/2012 22:00	30263	15.11
2012-08-11 23:00:00	7511.0	11/8/2012 23:00	141218	15.11
2012-08-12 00:00:00	8208.0	12/8/2012 0:00	30813	15.11
2012-08-12 01:00:00	8209.0	12/8/2012 1:00	30263	15.11
2012-08-12 02:00:00	8210.0	12/8/2012 2:00	30813	15.11
2012-08-12 03:00:00	8211.0	12/8/2012 3:00	30263	15.11
2012-08-12 04:00:00	8212.0	12/8/2012 4:00	29712	15.11
2012-08-12 05:00:00	8213.0	12/8/2012 5:00	30263	15.11
2012-08-12 06:00:00	8214.0	12/8/2012 6:00	30813	15.11
2012-08-12 07:00:00	8215.0	12/8/2012 7:00	30263	15.11
2012-08-12 08:00:00	8216.0	12/8/2012 8:00	30263	15.11
2012-08-12 09:00:00	8217.0	12/8/2012 9:00	30263	15.11
2012-08-12 10:00:00	8218.0	12/8/2012 10:00	29712	15.11
2012-08-12 11:00:00	8219.0	12/8/2012 11:00	30813	15.11
2012-08-12 12:00:00	8220.0	12/8/2012 12:00	30263	15.11
2012-08-12 13:00:00	8221.0	12/8/2012 13:00	30263	15.11
2012-08-12 14:00:00	8222.0	12/8/2012 14:00	30263	15.11
2012-08-12 15:00:00	8223.0	12/8/2012 15:00	30263	15.11
2012-08-12 16:00:00	8224.0	12/8/2012 16:00	29712	15.11
2012-08-12 17:00:00	8225.0	12/8/2012 17:00	30263	15.11
2012-08-12 18:00:00	8226.0	12/8/2012 18:00	30813	15.11
2012-08-12 19:00:00	8227.0	12/8/2012 19:00	29712	15.11
2012-08-12 20:00:00	8228.0	12/8/2012 20:00	30263	15.11
2012-08-12 21:00:00	8229.0	12/8/2012 21:00	30813	15.11
2012-08-12 22:00:00	8230.0	12/8/2012 22:00	30813	15.11
2012-08-12 23:00:00	8231.0	12/8/2012 23:00	30263	15.11
2012-08-13 00:00:00	5400.0	8/13/2012 0:00	401169	22.11
2012-08-13 01:00:00	5401.0	8/13/2012 1:00	396296	22.11
2012-08-13 02:00:00	5402.0	8/13/2012 2:00	384820	21.11
2012-08-13 03:00:00	5403.0	8/13/2012 3:00	381832	21.11
2012-08-13 04:00:00	5404.0	8/13/2012 4:00	386248	22.11
2012-08-13 05:00:00	5405.0	8/13/2012 5:00	400532	21.11
2012-08-13 06:00:00	5406.0	8/13/2012 6:00	408980	22.11
2012-08-13 07:00:00	5407.0	8/13/2012 7:00	412877	22.11
2012-08-13 08:00:00	5408.0	8/13/2012 8:00	273172	22.11
2012-08-13 09:00:00	5409.0	8/13/2012 9:00	512923	22.11
2012-08-13 10:00:00	5410.0	8/13/2012 10:00	671567	23.11
2012-08-13 11:00:00	5411.0	8/13/2012 11:00	295117	23.11
2012-08-13 12:00:00	5412.0	8/13/2012 12:00	559817	23.11
2012-08-13 13:00:00	5413.0	8/13/2012 13:00	560477	23.11
2012-08-13 14:00:00	5414.0	8/13/2012 14:00	564951	23.11
2012-08-13 15:00:00	5415.0	8/13/2012 15:00	548692	23.11
2012-08-13 16:00:00	5416.0	8/13/2012 16:00	534609	23.11
2012-08-13 17:00:00	5417.0	8/13/2012 17:00	540608	24.11
2012-08-13 18:00:00	5418.0	8/13/2012 18:00	532820	25.11
2012-08-13 19:00:00	5419.0	8/13/2012 19:00	530684	25.11
2012-08-13 20:00:00	5420.0	8/13/2012 20:00	520314	25.11
2012-08-13 21:00:00	5421.0	8/13/2012 21:00	423854	24.11
2012-08-13 22:00:00	5422.0	8/13/2012 22:00	559888	24.11
2012-08-13 23:00:00	5423.0	8/13/2012 23:00	432654	24.11
2012-08-14 00:00:00	5424.0	8/14/2012 0:00	505691	25.11
2012-08-14 01:00:00	5425.0	8/14/2012 1:00	507249	25.11
2012-08-14 02:00:00	5426.0	8/14/2012 2:00	437591	25.11
2012-08-14 03:00:00	5427.0	8/14/2012 3:00	545757	26.11
2012-08-14 04:00:00	5428.0	8/14/2012 4:00	554389	26.11
2012-08-14 05:00:00	5429.0	8/14/2012 5:00	513676	24.11
2012-08-14 06:00:00	5430.0	8/14/2012 6:00	509153	23.11
2012-08-14 07:00:00	5431.0	8/14/2012 7:00	800623	25.11
2012-08-14 08:00:00	5432.0	8/14/2012 8:00	571526	25.11
2012-08-14 09:00:00	5433.0	8/14/2012 9:00	608205	25.11
2012-08-14 10:00:00	5434.0	8/14/2012 10:00	427546	25.11
2012-08-14 11:00:00	5435.0	8/14/2012 11:00	661226	25.11
2012-08-14 12:00:00	5436.0	8/14/2012 12:00	683414	25.11
2012-08-14 13:00:00	5437.0	8/14/2012 13:00	630107	25.11
2012-08-14 14:00:00	5438.0	8/14/2012 14:00	678023	26.11
2012-08-14 15:00:00	5439.0	8/14/2012 15:00	652773	25.11
2012-08-14 16:00:00	5440.0	8/14/2012 16:00	648365	26.11
2012-08-14 17:00:00	5441.0	8/14/2012 17:00	590357	26.11
2012-08-14 18:00:00	5442.0	8/14/2012 18:00	575057	26.11
2012-08-14 19:00:00	5443.0	8/14/2012 19:00	587525	26.11
2012-08-14 20:00:00	5444.0	8/14/2012 20:00	547414	25.11
2012-08-14 21:00:00	5445.0	8/14/2012 21:00	519524	25.11
2012-08-14 22:00:00	5446.0	8/14/2012 22:00	635582	25.11
2012-08-14 23:00:00	5447.0	8/14/2012 23:00	485820	23.11
2012-08-15 00:00:00	5448.0	8/15/2012 0:00	458575	23.11
2012-08-15 01:00:00	5449.0	8/15/2012 1:00	460179	23.11
2012-08-15 02:00:00	5450.0	8/15/2012 2:00	473373	23.11
2012-08-15 03:00:00	5451.0	8/15/2012 3:00	480362	23.11
2012-08-15 04:00:00	5452.0	8/15/2012 4:00	485500	23.11
2012-08-15 05:00:00	5453.0	8/15/2012 5:00	469080	23.11
2012-08-15 06:00:00	5454.0	8/15/2012 6:00	489690	23.11
2012-08-15 07:00:00	5455.0	8/15/2012 7:00	520264	24.11
2012-08-15 08:00:00	5456.0	8/15/2012 8:00	558378	24.11
2012-08-15 09:00:00	5457.0	8/15/2012 9:00	558566	24.11
2012-08-15 10:00:00	5458.0	8/15/2012 10:00	511352	25.11
2012-08-15 11:00:00	5459.0	8/15/2012 11:00	610991	24.11
2012-08-15 12:00:00	5460.0	8/15/2012 12:00	335738	25.11
2012-08-15 13:00:00	5461.0	8/15/2012 13:00	603304	24.11
2012-08-15 14:00:00	5462.0	8/15/2012 14:00	594751	24.11
2012-08-15 15:00:00	5463.0	8/15/2012 15:00	582867	24.11
2012-08-15 16:00:00	5464.0	8/15/2012 16:00	555583	24.11
2012-08-15 17:00:00	5465.0	8/15/2012 17:00	520030	23.11
2012-08-15 18:00:00	5466.0	8/15/2012 18:00	491842	24.11
2012-08-15 19:00:00	5467.0	8/15/2012 19:00	482677	23.11
2012-08-15 20:00:00	5468.0	8/15/2012 20:00	412031	23.11
2012-08-15 21:00:00	5469.0	8/15/2012 21:00	412375	23.11
2012-08-15 22:00:00	5470.0	8/15/2012 22:00	567077	23.11
2012-08-15 23:00:00	5471.0	8/15/2012 23:00	409404	23.11
2012-08-16 00:00:00	5472.0	8/16/2012 0:00	398276	22.11
2012-08-16 01:00:00	5473.0	8/16/2012 1:00	380501	21.11
2012-08-16 02:00:00	5474.0	8/16/2012 2:00	382157	21.11
2012-08-16 03:00:00	5475.0	8/16/2012 3:00	370729	21.11
2012-08-16 04:00:00	5476.0	8/16/2012 4:00	363412	20.11
2012-08-16 05:00:00	5477.0	8/16/2012 5:00	374546	21.11
