Power Tset
159044.0 15.11
161423.0 15.11
29712.0 15.11
29162.0 15.11
29162.0 15.11
118294.0 15.11
29162.0 15.11
29162.0 15.11
234056.0 15.11
133738.0 15.11
194282.0 15.11
211361.0 15.11
210663.0 15.11
210140.0 15.11
207679.0 15.11
191653.0 15.11
149424.0 15.11
135498.0 15.11
137692.0 15.11
137154.0 15.11
134179.0 15.11
242084.0 15.11
131651.0 15.11
132088.0 15.11
134519.0 15.11
136231.0 15.11
134717.0 15.11
30813.0 15.11
30263.0 15.11
29162.0 15.11
29162.0 15.11
