	Twet	Load	Hour(s)	TimeStamp(s)	Power	Tset	month
2013-02-01 00:00:00	-4.5	834.2	0	1359676800	289750	15.11	2
2013-02-01 01:00:00	-4.7	727.5	3600	1359680400	274667	15.11	2
2013-02-01 02:00:00	-4.0	717.8	7200	1359684000	269548	15.11	2
2013-02-01 03:00:00	-3.8	746.9	10800	1359687600	276848	15.11	2
2013-02-01 04:00:00	-3.4	727.5	14400	1359691200	274734	15.11	2
2013-02-01 05:00:00	-2.8	746.9	18000	1359694800	277054	15.11	2
2013-02-01 06:00:00	-2.6	717.8	21600	1359698400	269628	15.11	2
2013-02-01 07:00:00	-3.7	727.5	25200	1359702000	274717	15.11	2
2013-02-01 08:00:00	-4.1	805.1	28800	1359705600	281140	15.11	2
2013-02-01 09:00:00	-5.5	727.5	32400	1359709200	274633	15.11	2
2013-02-01 10:00:00	-5.8	683.85	36000	1359712800	252001	15.11	2
2013-02-01 11:00:00	-5.8	698.4	39600	1359716400	259382	15.11	2
2013-02-01 12:00:00	-5.3	698.4	43200	1359720000	259400	15.11	2
2013-02-01 13:00:00	-5.5	712.95	46800	1359723600	266933	15.11	2
2013-02-01 14:00:00	-5.2	712.95	50400	1359727200	266944	15.11	2
2013-02-01 15:00:00	-6.1	712.95	54000	1359730800	266911	15.11	2
2013-02-01 16:00:00	-6.9	727.5	57600	1359734400	274582	15.11	2
2013-02-01 17:00:00	-7.3	727.5	61200	1359738000	274570	15.11	2
2013-02-01 18:00:00	-7.7	727.5	64800	1359741600	274558	15.11	2
2013-02-01 19:00:00	-8.1	712.95	68400	1359745200	266852	15.11	2
2013-02-01 20:00:00	-8.0	712.95	72000	1359748800	266855	15.11	2
2013-02-01 21:00:00	-8.4	698.4	75600	1359752400	259309	15.11	2
2013-02-01 22:00:00	-8.8	698.4	79200	1359756000	259300	15.11	2
2013-02-01 23:00:00	-8.8	712.95	82800	1359759600	266835	15.11	2
2013-02-02 00:00:00	-9.0	712.95	0	1359763200	266831	15.11	2
2013-02-02 01:00:00	-9.0	712.95	3600	1359766800	266831	15.11	2
2013-02-02 02:00:00	-9.7	712.95	7200	1359770400	266815	15.11	2
2013-02-02 03:00:00	-9.9	712.95	10800	1359774000	266811	15.11	2
2013-02-02 04:00:00	-9.9	712.95	14400	1359777600	266811	15.11	2
2013-02-02 05:00:00	-9.9	742.05	18000	1359781200	284201	15.11	2
2013-02-02 06:00:00	-9.9	727.5	21600	1359784800	274504	15.11	2
2013-02-02 07:00:00	-8.9	727.5	25200	1359788400	274527	15.11	2
2013-02-02 08:00:00	-8.3	654.75	28800	1359792000	237658	15.11	2
2013-02-02 09:00:00	-7.6	843.9	32400	1359795600	292631	15.11	2
2013-02-02 10:00:00	-6.9	1299.8	36000	1359799200	470727	15.11	2
2013-02-02 11:00:00	-6.2	1396.8	39600	1359802800	518722	15.11	2
2013-02-02 12:00:00	-5.5	1367.7	43200	1359806400	504007	15.11	2
2013-02-02 13:00:00	-4.9	1474.4	46800	1359810000	575431	15.11	2
2013-02-02 14:00:00	-4.7	1435.6	50400	1359813600	539012	15.11	2
2013-02-02 15:00:00	-4.5	1367.7	54000	1359817200	504080	15.11	2
2013-02-02 16:00:00	-4.5	1183.4	57600	1359820800	417955	15.11	2
2013-02-02 17:00:00	-4.0	1008.8	61200	1359824400	348152	15.11	2
2013-02-02 18:00:00	-3.8	999.1	64800	1359828000	344616	15.11	2
2013-02-02 19:00:00	-3.7	940.9	68400	1359831600	324096	15.11	2
2013-02-02 20:00:00	-3.7	853.6	72000	1359835200	295694	15.11	2
