	Twet	Load	Tset
224	20.6	661.0	23.11
225	19.8	558.0	22.11
226	20.0	711.0	23.11
227	20.5	625.0	23.11
228	20.5	695.0	23.11
229	21.6	748.0	24.11
230	22.0	753.0	25.11
231	21.3	513.0	24.11
232	19.3	1023.0	22.11
233	21.2	680.0	24.11
234	22.0	635.0	24.11
235	21.7	625.0	24.11
236	20.9	592.0	23.11
237	21.5	675.0	24.11
238	21.1	635.0	24.11
239	21.0	626.0	24.11
240	20.8	1403.0	23.11
241	20.2	1260.0	23.11
242	20.2	1197.0	23.11
243	20.0	1237.0	23.11
244	20.4	1172.0	23.11
245	20.6	1265.0	23.11
246	21.2	1333.0	24.11
247	21.7	1433.0	24.11
248	21.5	1522.0	24.11
249	21.5	1442.0	24.11
250	21.4	726.0	24.11
251	20.4	1582.0	23.11
252	21.1	1554.0	24.11
253	21.2	1513.0	24.11
254	21.2	1493.0	24.11
255	21.5	1477.0	24.11
256	21.0	1558.0	24.11
257	20.3	597.0	23.11
258	20.9	589.0	23.11
259	20.9	601.0	23.11
260	20.4	586.0	23.11
261	20.2	1551.0	23.11
262	20.3	630.0	23.11
263	20.7	608.0	23.11
264	20.3	1352.0	23.11
265	20.2	1283.0	23.11
266	19.7	1296.0	22.11
267	19.7	1312.0	22.11
268	20.5	1401.0	23.11
269	20.7	1481.0	23.11
270	21.8	1466.0	24.11
271	21.5	1432.0	24.11
272	22.0	1503.0	25.11
273	22.0	1397.0	25.11
274	22.0	703.0	25.11
275	21.8	1576.0	24.11
276	22.9	1579.0	25.11
277	22.9	1600.0	25.11
278	22.9	1576.0	25.11
279	22.9	1533.0	25.11
280	23.1	1331.0	26.11
281	23.1	682.0	26.11
282	23.1	684.0	26.11
283	23.3	681.0	26.11
284	23.3	658.0	26.11
285	23.3	1550.0	26.11
286	20.2	641.0	23.11
287	20.4	634.0	23.11
288	20.2	1368.0	23.11
289	19.3	1346.0	22.11
290	19.1	1226.0	22.11
291	18.8	1155.0	21.11
292	19.0	1172.0	22.11
293	19.2	1225.0	22.11
294	18.9	1227.0	21.11
295	18.5	1212.0	21.11
296	18.3	1201.0	21.11
297	17.4	1289.0	20.11
298	18.3	584.0	21.11
299	17.4	1245.0	20.11
300	16.7	1214.0	19.11
301	16.4	1194.0	19.11
302	16.7	1164.0	19.11
303	16.5	1138.0	19.11
304	16.3	1227.0	19.11
305	15.8	560.0	18.11
306	15.7	552.0	18.11
307	15.8	548.0	18.11
308	15.6	536.0	18.11
309	15.4	1225.0	18.11
310	15.4	569.0	18.11
311	15.9	566.0	19.11
312	15.9	1106.0	18.11
313	15.7	1039.0	18.11
314	15.4	987.0	18.11
315	15.2	984.0	18.11
316	15.7	1035.0	18.11
317	16.3	1100.0	19.11
318	17.5	1179.0	20.11
319	18.5	1163.0	21.11
320	18.4	1220.0	21.11
321	18.9	1201.0	21.11
322	19.1	604.0	22.11
323	19.5	1298.0	22.11
324	20.0	1322.0	23.11
325	20.2	1354.0	23.11
326	19.6	1335.0	22.11
327	19.5	1252.0	22.11
328	18.9	1101.0	21.11
329	19.5	633.0	22.11
330	18.8	594.0	21.11
331	18.6	602.0	21.11
332	18.1	596.0	21.11
333	17.7	1252.0	20.11
334	17.3	584.0	20.11
335	17.1	585.0	20.11
336	16.9	1150.0	19.11
337	16.9	1102.0	19.11
338	16.6	1040.0	19.11
339	16.1	1023.0	19.11
340	17.1	1045.0	20.11
341	17.2	1137.0	20.11
342	17.6	1191.0	20.11
343	17.7	1201.0	20.11
344	17.8	1248.0	20.11
345	17.9	1234.0	21.11
346	17.8	593.0	20.11
347	18.0	1263.0	21.11
348	17.5	1270.0	20.11
349	17.5	1267.0	20.11
350	18.1	1240.0	21.11
351	17.7	1248.0	20.11
352	17.8	1373.0	21.11
353	17.4	599.0	20.11
354	17.3	576.0	20.11
355	17.1	594.0	20.11
356	15.9	568.0	19.11
357	14.7	1292.0	18.11
358	14.2	554.0	17.11
359	14.4	551.0	17.11
360	14.7	570.0	17.11
361	14.5	570.0	17.11
362	14.8	561.0	17.11
363	14.6	555.0	17.11
364	14.8	586.0	18.11
365	15.8	597.0	19.11
366	16.2	611.0	19.11
367	15.8	599.0	19.11
368	15.7	643.0	19.11
369	16.6	565.0	19.11
370	17.0	639.0	20.11
371	17.2	664.0	20.11
372	17.6	649.0	20.11
373	17.4	660.0	20.11
374	17.7	655.0	20.11
375	17.5	606.0	20.11
376	17.3	624.0	20.11
377	16.9	627.0	20.11
378	16.6	576.0	19.11
379	16.4	571.0	19.11
380	15.1	564.0	18.11
381	14.2	651.0	17.11
382	14.5	550.0	17.11
383	14.0	534.0	17.11
384	14.3	556.0	17.11
385	14.0	531.0	17.11
386	14.3	542.0	17.11
387	14.1	538.0	17.11
388	14.4	546.0	17.11
389	15.6	570.0	18.11
390	15.6	570.0	18.11
391	16.1	586.0	19.11
392	16.5	608.0	19.11
393	16.6	547.0	19.11
394	17.1	615.0	20.11
395	17.3	626.0	20.11
396	17.5	612.0	20.11
397	18.1	618.0	21.11
398	17.6	618.0	20.11
399	17.1	636.0	20.11
400	16.8	608.0	19.11
401	16.6	586.0	19.11
402	16.4	576.0	19.11
403	16.3	572.0	19.11
404	16.1	567.0	19.11
405	15.9	622.0	19.11
406	15.7	595.0	18.11
407	15.8	589.0	18.11
408	15.5	1211.0	18.11
409	15.3	1158.0	18.11
410	15.5	1115.0	18.11
411	15.9	1095.0	18.11
412	16.2	1138.0	19.11
413	16.1	1134.0	19.11
414	16.3	1161.0	19.11
415	16.6	1188.0	19.11
416	16.6	1244.0	19.11
417	17.1	1238.0	20.11
418	17.0	574.0	20.11
419	16.7	1229.0	19.11
420	17.2	1244.0	20.11
421	17.7	1281.0	20.11
422	17.7	1269.0	20.11
423	18.2	1240.0	21.11
424	18.5	1124.0	21.11
425	18.5	611.0	21.11
426	18.5	588.0	21.11
427	18.9	587.0	21.11
428	18.3	588.0	21.11
429	18.3	1253.0	21.11
430	18.3	629.0	21.11
431	18.7	632.0	21.11
432	18.4	1255.0	21.11
433	18.4	1287.0	21.11
434	18.4	1187.0	21.11
435	18.4	1215.0	21.11
436	18.7	1210.0	21.11
437	18.7	1283.0	21.11
438	19.2	1300.0	22.11
439	19.6	1314.0	22.11
440	20.5	1381.0	23.11
441	21.4	1389.0	24.11
442	22.2	734.0	25.11
443	22.9	1678.0	25.11
444	23.5	1727.0	26.11
445	24.0	1749.0	26.11
446	24.0	1708.0	26.11
447	24.2	1640.0	26.11
448	24.4	1363.0	26.11
449	23.7	939.0	26.11
450	23.5	932.0	26.11
451	24.1	946.0	26.11
452	23.9	951.0	26.11
453	22.9	1556.0	25.11
454	22.4	699.0	25.11
455	22.2	944.0	24.11
456	22.2	1446.0	25.11
457	22.0	1279.0	24.11
458	22.0	1258.0	24.11
459	21.8	1325.0	24.11
460	22.5	1403.0	25.11
461	23.2	1512.0	26.11
462	23.6	1606.0	26.11
463	24.3	1686.0	26.11
464	24.3	1633.0	26.11
465	24.9	1294.0	26.11
466	24.3	1227.0	26.11
467	24.3	1647.0	26.11
468	24.0	1672.0	26.11
469	24.0	1675.0	26.11
470	24.0	1656.0	26.11
471	24.6	1576.0	26.11
472	23.7	1356.0	26.11
473	23.4	914.0	26.11
474	23.3	913.0	26.11
475	23.4	918.0	26.11
476	23.9	697.0	26.11
477	23.7	1596.0	26.11
478	24.1	1175.0	26.11
479	24.3	940.0	26.11
480	23.7	1534.0	26.11
481	24.1	1372.0	26.11
482	23.6	1276.0	26.11
483	23.6	1276.0	26.11
484	23.8	1330.0	26.11
485	23.7	1403.0	26.11
486	24.0	1552.0	26.11
487	24.3	1704.0	26.11
488	24.1	1649.0	26.11
489	23.8	1546.0	26.11
490	23.5	775.0	26.11
491	23.4	1653.0	26.11
492	24.1	1693.0	26.11
493	23.5	1710.0	26.11
494	23.6	1694.0	26.11
495	24.1	1652.0	26.11
496	24.2	1394.0	26.11
497	24.3	971.0	26.11
498	24.1	933.0	26.11
499	24.7	56.0	26.11
500	24.2	1405.0	26.11
501	23.4	1324.0	26.11
502	23.4	1232.0	26.11
503	22.4	1273.0	25.11
504	22.7	1328.0	25.11
505	23.0	1400.0	25.11
506	23.5	1517.0	26.11
507	23.2	1582.0	26.11
508	24.3	1588.0	26.11
509	23.9	785.0	26.11
510	24.2	1660.0	26.11
511	23.5	1619.0	26.11
512	22.6	1555.0	25.11
513	21.8	1479.0	24.11
514	24.0	1329.0	26.11
515	24.2	1221.0	26.11
516	21.4	56.0	23.11
517	20.7	573.0	23.11
518	21.3	589.0	24.11
519	21.1	588.0	24.11
520	21.1	1662.0	24.11
521	21.3	590.0	24.11
522	21.1	602.0	24.11
523	21.1	651.0	24.11
524	21.1	652.0	24.11
525	21.1	640.0	24.11
526	21.1	36.0	23.11
527	21.8	606.0	24.11
528	20.4	680.0	23.11
529	18.8	1457.0	22.11
530	20.5	1287.0	23.11
531	19.3	1188.0	22.11
532	18.9	1157.0	21.11
533	18.7	1125.0	21.11
534	18.3	1103.0	21.11
535	18.4	931.0	21.11
536	18.2	904.0	20.11
537	18.1	735.0	21.11
538	18.5	719.0	21.11
539	19.2	1639.0	22.11
540	18.8	732.0	22.11
541	18.5	728.0	21.11
542	19.5	726.0	22.11
543	19.3	708.0	22.11
544	18.4	726.0	21.11
545	18.6	732.0	21.11
546	19.1	700.0	22.11
547	20.1	718.0	23.11
548	19.8	734.0	22.11
549	19.5	756.0	22.11
550	19.7	772.0	22.11
551	20.0	855.0	22.11
552	19.5	739.0	22.11
553	20.5	853.0	23.11
554	20.8	870.0	23.11
555	20.2	854.0	22.11
556	20.8	847.0	23.11
557	20.7	854.0	23.11
558	20.8	875.0	23.11
559	21.6	833.0	24.11
560	22.2	807.0	25.11
561	21.2	788.0	24.11
562	21.9	786.0	24.11
563	22.0	874.0	24.11
564	21.3	836.0	23.11
565	21.8	843.0	24.11
566	21.3	1433.0	24.11
567	21.5	1180.0	24.11
568	20.9	1128.0	23.11
569	20.4	1116.0	23.11
570	20.9	933.0	23.11
571	20.5	1236.0	23.11
572	21.3	1213.0	24.11
573	22.2	1341.0	25.11
574	21.9	1448.0	24.11
575	20.8	829.0	23.11
576	20.2	1315.0	23.11
577	21.0	1264.0	24.11
578	20.0	1266.0	23.11
579	19.2	1247.0	22.11
580	17.6	1224.0	20.11
581	17.0	1161.0	20.11
582	16.1	654.0	19.11
583	16.0	685.0	19.11
584	14.7	631.0	18.11
585	13.8	604.0	17.11
586	13.6	639.0	17.11
587	12.9	1314.0	16.11
588	12.4	656.0	15.11
589	12.2	633.0	15.11
590	11.7	782.0	15.11
591	11.5	748.0	15.11
592	11.2	704.0	15.11
593	11.5	686.0	15.11
594	11.9	699.0	15.11
595	12.9	734.0	16.11
596	13.6	772.0	17.11
597	14.5	812.0	17.11
598	14.5	878.0	17.11
599	14.9	915.0	17.11
600	15.3	632.0	18.11
601	15.5	931.0	18.11
602	15.5	926.0	18.11
603	15.3	929.0	18.11
604	15.5	926.0	18.11
605	15.7	913.0	18.11
606	15.5	904.0	18.11
607	15.5	646.0	18.11
608	15.4	594.0	18.11
609	14.7	623.0	18.11
610	14.3	598.0	17.11
611	14.3	931.0	17.11
612	13.6	633.0	17.11
613	13.4	596.0	16.11
614	13.6	752.0	17.11
615	13.6	735.0	17.11
616	13.6	707.0	17.11
617	13.6	693.0	17.11
618	14.1	720.0	17.11
619	15.0	774.0	18.11
620	15.9	805.0	19.11
621	16.5	905.0	19.11
622	17.1	934.0	19.11
623	17.5	933.0	20.11
624	18.3	1113.0	21.11
625	17.6	1213.0	20.11
626	18.0	1235.0	21.11
627	18.4	1259.0	21.11
628	18.2	1253.0	21.11
629	18.3	1205.0	21.11
630	18.1	654.0	21.11
631	17.9	731.0	21.11
632	17.8	687.0	21.11
633	17.9	706.0	21.11
634	17.9	651.0	21.11
635	17.4	1198.0	20.11
636	18.0	685.0	21.11
637	17.5	648.0	20.11
638	17.2	837.0	19.11
639	17.2	831.0	19.11
640	16.7	829.0	19.11
641	16.7	822.0	19.11
642	17.3	919.0	20.11
643	17.5	925.0	20.11
644	19.6	1500.0	22.11
645	20.5	1423.0	23.11
646	19.5	1305.0	22.11
647	19.5	781.0	22.11
648	20.3	1223.0	23.11
649	19.8	1401.0	22.11
650	20.0	1438.0	23.11
651	20.2	1467.0	23.11
652	19.7	1445.0	22.11
653	20.0	1389.0	23.11
654	20.7	1248.0	23.11
655	20.4	889.0	23.11
656	22.4	796.0	25.11
657	21.6	747.0	24.11
658	20.5	792.0	23.11
659	20.0	1374.0	23.11
660	20.9	781.0	24.11
661	21.2	781.0	24.11
662	21.2	940.0	23.11
663	21.3	1128.0	24.11
664	20.7	1150.0	23.11
665	20.7	1232.0	23.11
666	20.7	1280.0	23.11
667	21.5	1364.0	24.11
668	22.7	1425.0	25.11
669	24.7	1681.0	26.11
670	25.0	1656.0	26.11
671	21.6	1284.0	24.11
672	21.3	1706.0	24.11
673	21.3	1124.0	24.11
674	21.3	1113.0	24.11
675	21.5	1118.0	24.11
676	21.1	927.0	23.11
677	21.3	934.0	24.11
678	20.6	927.0	23.11
679	20.6	921.0	23.11
680	21.2	929.0	23.11
681	22.0	943.0	24.11
682	22.4	1444.0	25.11
683	22.4	1202.0	25.11
684	22.9	1190.0	25.11
685	22.9	1170.0	25.11
686	22.6	1229.0	25.11
687	21.9	1261.0	24.11
688	22.1	1269.0	25.11
689	22.5	1281.0	25.11
690	22.8	1305.0	25.11
691	23.8	1300.0	26.11
692	24.5	1238.0	26.11
693	24.0	1217.0	26.11
694	24.2	1214.0	26.11
695	24.5	1200.0	26.11
696	23.9	1209.0	26.11
