	Twet	Load	Tset
360	6.7	55.0	15.11
361	6.9	477.0	15.11
362	6.9	54.0	15.11
363	6.9	55.0	15.11
364	6.9	55.0	15.11
365	7.2	549.0	15.11
366	7.2	395.0	15.11
367	7.8	56.0	15.11
368	7.8	55.0	15.11
369	8.0	451.0	15.11
370	8.3	424.0	15.11
371	8.1	55.0	15.11
372	8.1	426.0	15.11
373	8.3	54.0	15.11
374	8.3	445.0	15.11
375	8.3	443.0	15.11
376	8.6	55.0	15.11
377	8.6	402.0	15.11
378	8.6	383.0	15.11
379	8.6	414.0	15.11
380	8.6	55.0	15.11
381	9.1	55.0	15.11
382	9.1	377.0	15.11
383	9.1	616.0	15.11
384	9.4	422.0	15.11
385	8.8	463.0	15.11
386	9.1	450.0	15.11
387	9.1	437.0	15.11
388	8.8	430.0	15.11
389	8.8	435.0	15.11
390	9.1	435.0	15.11
391	9.7	475.0	15.11
392	9.1	440.0	15.11
393	9.7	445.0	15.11
394	9.9	465.0	15.11
395	9.7	467.0	15.11
396	10.2	485.0	15.11
397	10.7	494.0	15.11
398	10.5	509.0	15.11
399	10.5	505.0	15.11
400	10.2	493.0	15.11
401	10.7	500.0	15.11
402	11.3	464.0	15.11
403	11.3	55.0	26.11
404	11.3	415.0	15.11
405	11.6	410.0	15.11
406	11.0	476.0	15.11
407	12.1	418.0	15.11
408	11.8	415.0	15.11
409	11.8	447.0	15.11
410	10.5	484.0	15.11
411	9.1	440.0	15.11
412	8.8	429.0	15.11
413	8.3	415.0	15.11
414	9.4	419.0	15.11
415	9.9	845.0	15.11
416	11.2	532.0	15.11
417	11.2	600.0	15.11
418	10.5	55.0	15.11
419	9.6	1114.0	15.11
420	9.0	537.0	15.11
421	8.1	509.0	15.11
422	7.0	584.0	15.11
423	6.2	416.0	15.11
424	5.4	421.0	15.11
425	5.4	516.0	15.11
426	4.8	55.0	15.11
427	4.6	55.0	15.11
428	3.8	401.0	15.11
429	3.8	54.0	15.11
430	3.1	491.0	15.11
