	Twet	Load	Hour(s)	TimeStamp(s)	Power	Tset	month
2012-04-01 00:00:00	6.2	475.3	0	1333238400	164466	15.11	4
2012-04-01 01:00:00	6.4	523.8	3600	1333242000	182399	15.11	4
2012-04-01 02:00:00	6.2	1212.5	7200	1333245600	433459	15.11	4
2012-04-01 03:00:00	6.4	1115.5	10800	1333249200	391896	15.11	4
2012-04-01 04:00:00	6.4	843.9	14400	1333252800	293880	15.11	4
2012-04-01 05:00:00	6.1	776.0	18000	1333256400	253268	15.11	4
2012-04-01 06:00:00	6.4	795.4	21600	1333260000	248018	15.11	4
2012-04-01 07:00:00	7.0	824.5	25200	1333263600	288241	15.11	4
2012-04-01 08:00:00	7.0	834.2	28800	1333267200	291194	15.11	4
2012-04-01 09:00:00	7.8	756.6	32400	1333270800	268117	15.11	4
2012-04-01 10:00:00	9.2	824.5	36000	1333274400	290124	15.11	4
2012-04-01 11:00:00	9.2	795.4	39600	1333278000	251223	15.11	4
2012-04-01 12:00:00	9.7	776.0	43200	1333281600	257721	15.11	4
2012-04-01 13:00:00	10.5	999.1	46800	1333285200	351918	15.11	4
2012-04-01 14:00:00	10.7	805.1	50400	1333288800	286630	15.11	4
2012-04-01 15:00:00	10.7	863.3	54000	1333292400	304854	15.11	4
2012-04-01 16:00:00	10.7	911.8	57600	1333296000	321068	15.11	4
2012-04-01 17:00:00	10.4	902.1	61200	1333299600	316947	15.11	4
2012-04-01 18:00:00	10.4	611.1	64800	1333303200	222836	15.11	4
2012-04-01 19:00:00	10.2	552.9	68400	1333306800	196668	15.11	4
2012-04-01 20:00:00	9.6	771.15	72000	1333310400	259901	15.11	4
2012-04-01 21:00:00	9.9	523.8	75600	1333314000	184454	15.11	4
2012-04-01 22:00:00	10.2	543.2	79200	1333317600	192654	15.11	4
2012-04-01 23:00:00	10.5	543.2	82800	1333321200	193204	15.11	4
2012-04-02 00:00:00	10.2	533.5	0	1333324800	188716	15.11	4
2012-04-02 01:00:00	9.9	756.6	3600	1333328400	272060	15.11	4
2012-04-02 02:00:00	9.1	960.3	7200	1333332000	334862	15.11	4
2012-04-02 03:00:00	7.0	989.4	10800	1333335600	343342	15.11	4
2012-04-02 04:00:00	4.8	1149.45	14400	1333339200	405094	15.11	4
2012-04-02 05:00:00	4.1	1251.3	18000	1333342800	449851	15.11	4
2012-04-02 06:00:00	4.6	1251.3	21600	1333346400	450118	15.11	4
2012-04-02 07:00:00	5.7	1265.85	25200	1333350000	457545	15.11	4
2012-04-02 08:00:00	5.4	1396.8	28800	1333353600	521798	15.11	4
