Twet Load Tset
21.3 1789.0 24.11
21.6 653.0 24.11
21.1 621.0 24.11
20.7 1552.0 23.11
20.7 1364.0 23.11
19.2 1214.0 22.11
18.6 1103.0 21.11
18.3 1183.0 21.11
17.7 1183.0 20.11
18.2 1202.0 21.11
18.4 1194.0 21.11
19.3 1212.0 22.11
19.3 585.0 22.11
19.0 1284.0 22.11
18.7 1276.0 21.11
19.6 1331.0 22.11
19.8 1309.0 22.11
20.2 1298.0 23.11
20.3 1212.0 23.11
20.2 654.0 23.11
19.8 554.0 22.11
19.1 543.0 22.11
20.5 541.0 23.11
19.3 523.0 22.11
18.9 1271.0 22.11
19.2 578.0 22.11
18.6 544.0 21.11
18.4 1277.0 21.11
18.4 1203.0 21.11
17.9 704.0 21.11
17.8 927.0 20.11
17.1 907.0 19.11
16.6 917.0 19.11
17.2 927.0 20.11
16.8 909.0 19.11
17.2 564.0 20.11
17.4 1239.0 20.11
17.8 557.0 20.11
17.7 1259.0 20.11
18.2 1275.0 21.11
18.0 1291.0 21.11
17.7 1265.0 20.11
17.3 1600.0 20.11
17.1 587.0 20.11
16.7 514.0 19.11
17.1 500.0 20.11
17.7 504.0 20.11
17.8 492.0 20.11
17.2 1222.0 20.11
17.0 529.0 19.11
