Date	Twet	Load	Hour(s)	TimeStamp(s)
2013-02-11 15:00:00	10.2	2328.0	54000	1360594800
2013-02-11 16:00:00	10.2	2255.25	57600	1360598400
2013-02-11 17:00:00	10.5	2051.55	61200	1360602000
2013-02-11 18:00:00	10.7	1411.35	64800	1360605600
2013-02-11 19:00:00	11.0	916.65	68400	1360609200
2013-02-11 20:00:00	10.5	858.4499999999998	72000	1360612800
2013-02-11 21:00:00	10.2	916.65	75600	1360616400
2013-02-11 22:00:00	8.3	916.65	79200	1360620000
2013-02-11 23:00:00	5.1	916.65	82800	1360623600
2013-02-12 00:00:00	4.3	902.1	0	1360627200
2013-02-12 01:00:00	3.9	902.1	3600	1360630800
2013-02-12 02:00:00	3.5	2007.9	7200	1360634400
2013-02-12 03:00:00	3.5	1891.5	10800	1360638000
2013-02-12 04:00:00	3.5	1876.95	14400	1360641600
2013-02-12 05:00:00	3.1	2007.9	18000	1360645200
2013-02-12 06:00:00	2.5	2080.65	21600	1360648800
2013-02-12 07:00:00	2.7	2167.95	25200	1360652400
2013-02-12 08:00:00	3.8	2153.4	28800	1360656000
2013-02-12 09:00:00	3.9	746.9	32400	1360659600
2013-02-12 10:00:00	3.8	834.2	36000	1360663200
2013-02-12 11:00:00	4.5	892.4000000000002	39600	1360666800
2013-02-12 12:00:00	4.9	911.8	43200	1360670400
2013-02-12 13:00:00	5.5	960.3	46800	1360674000
2013-02-12 14:00:00	5.5	970.0	50400	1360677600
2013-02-12 15:00:00	5.8	989.4	54000	1360681200
2013-02-12 16:00:00	5.5	989.4	57600	1360684800
2013-02-12 17:00:00	4.1	940.9	61200	1360688400
2013-02-12 18:00:00	3.3	970.0	64800	1360692000
2013-02-12 19:00:00	3.5	873.0	68400	1360695600
2013-02-12 20:00:00	2.0	756.6	72000	1360699200
2013-02-12 21:00:00	1.8	911.8	75600	1360702800
2013-02-12 22:00:00	1.3	756.6	79200	1360706400
2013-02-12 23:00:00	0.7	737.2	82800	1360710000
2013-02-13 00:00:00	0.4	698.4000000000002	0	1360713600
2013-02-13 01:00:00	-0.5	746.9	3600	1360717200
2013-02-13 02:00:00	-0.7	746.9	7200	1360720800
2013-02-13 03:00:00	-0.7	727.5	10800	1360724400
2013-02-13 04:00:00	-1.0	727.5	14400	1360728000
2013-02-13 05:00:00	-1.4	727.5	18000	1360731600
2013-02-13 06:00:00	-0.8	727.5	21600	1360735200
2013-02-13 07:00:00	0.0	756.6	25200	1360738800
2013-02-13 08:00:00	0.3	785.7	28800	1360742400
2013-02-13 09:00:00	0.6	902.1	32400	1360746000
2013-02-13 10:00:00	0.6	2255.25	36000	1360749600
2013-02-13 11:00:00	1.8	2313.45	39600	1360753200
2013-02-13 12:00:00	2.9	2357.100000000001	43200	1360756800
2013-02-13 13:00:00	2.9	2298.9	46800	1360760400
2013-02-13 14:00:00	2.9	2240.7000000000007	50400	1360764000
2013-02-13 15:00:00	2.5	2240.7000000000007	54000	1360767600
2013-02-13 16:00:00	2.8	2080.65	57600	1360771200
