Twet	Load	Tset
4.5	54	15.11
5	54	15.11
4.5	55	15.11
4.5	54	15.11
3.8	55	15.11
3.2	55	15.11
3.2	54	15.11
2.7	53	15.11
3.1	53	15.11
3.1	54	15.11
3.1	55	15.11
3.3	55	15.11
3.3	55	15.11
4.1	54	15.11
3.5	54	15.11
3.8	54	15.11
3.8	54	15.11
4.3	54	15.11
4.5	54	15.11
5.1	54	15.11
6.7	54	15.11
7.6	54	15.11
8.4	552	15.11
9.4	521	15.11
8.1	924	15.11
9.4	534	15.11
9.4	597	15.11
8.9	608	15.11
9.4	406	15.11
8.9	381	15.11
8.6	367	15.11
9.4	368	15.11
9.4	366	15.11
10.2	1117	15.11
11.6	422	15.11
10.8	397	15.11
11.1	856	15.11
11.3	634	15.11
11.9	661	15.11
12.2	687	15.11
13	733	16.11
15.1	759	18.11
13.5	761	17.11
14.3	702	17.11
14.9	797	18.11
15	378	17.11
11.2	633	15.11
10	648	15.11
8.3	638	15.11
7	553	15.11
6.1	552	15.11
5.1	530	15.11
4.5	54	15.11
4	54	15.11
3.8	54	15.11
3.2	54	15.11
2.5	54	15.11
2	761	15.11
1.4	55	15.11
1.1	55	15.11
1.1	54	15.11
1.5	54	15.11
1.1	55	15.11
0.5	55	15.11
0	55	15.11
0.5	54	15.11
2	55	15.11
2.4	54	15.11
3.1	55	15.11
4.7	55	15.11
5.6	54	15.11
5.9	713	15.11
6.5	638	15.11
6.5	389	15.11
6.3	361	15.11
6.5	365	15.11
4.6	357	15.11
2.5	373	15.11
2.2	55	15.11
1	54	15.11
0.8	56	15.11
0.1	55	15.11
-0.6	54	15.11
-1.3	55	15.11
-2	56	15.11
-1.8	53	15.11
-2.5	54	15.11
-2.8	54	15.11
-3.5	55	15.11
-3.2	54	15.11
-1.6	54	15.11
-0.5	54	15.11
0.6	54	15.11
0.6	55	15.11
1.1	56	15.11
2.1	54	15.11
2.1	55	15.11
2	55	15.11
1.4	54	15.11
1.2	54	15.11
1.2	53	15.11
0.7	55	15.11
0.7	54	15.11
0.7	55	15.11
1	54	15.11
1.1	55	15.11
-0.1	55	15.11
-0.6	54	15.11
-1.1	54	15.11
-1.8	54	15.11
-1.8	54	15.11
-1.9	54	15.11
-2.2	54	15.11
-2.2	55	15.11
-1.7	54	15.11
-0.4	53	15.11
-0.3	55	15.11
0.2	54	15.11
0.5	54	15.11
0.9	56	15.11
1.6	54	15.11
1.7	54	15.11
1.4	55	15.11
1.9	55	15.11
1.4	55	15.11
1.7	54	15.11
1.2	55	15.11
1.4	54	15.11
1.6	56	15.11
1.5	56	15.11
1.7	55	15.11
1.9	54	15.11
2	55	15.11
1.9	54	15.11
1.6	54	15.11
1.4	54	15.11
1.4	54	15.11
2.4	54	15.11
3.7	54	15.11
5	53	15.11
5.7	54	15.11
7.2	54	15.11
7.9	572	15.11
8.9	662	15.11
9.2	732	15.11
9	718	15.11
8.6	654	15.11
7.7	636	15.11
6.7	444	15.11
7.1	410	15.11
6.7	403	15.11
6.7	404	15.11
7.1	407	15.11
7	767	15.11
7.2	417	15.11
7.1	413	15.11
7.2	474	15.11
6.6	539	15.11
6.7	566	15.11
6.9	568	15.11
6.8	562	15.11
6.8	571	15.11
7.4	587	15.11
7.4	632	15.11
8.5	897	15.11
8.8	398	15.11
10.1	718	15.11
