Date	Twet	Load	Hour(s)	TimeStamp(s)	Power	Tset
2/12/2011 9:00	-1.6	58.2	32400	1297501200	35675	15.11
2/12/2011 10:00	0.3	407.4	36000	1297504800	142072	15.11
2/12/2011 11:00	1	426.8	39600	1297508400	147956	15.11
2/12/2011 12:00	0.9	475.3	43200	1297512000	163850	15.11
2/12/2011 13:00	1.4	543.2	46800	1297515600	189119	15.11
2/12/2011 14:00	0.9	485	50400	1297519200	167242	15.11
2/12/2011 15:00	1.1	523.8	54000	1297522800	181532	15.11
2/12/2011 16:00	0.6	533.5	57600	1297526400	185249	15.11
2/12/2011 17:00	-0.6	533.5	61200	1297530000	185189	15.11
2/12/2011 18:00	-0.8	494.7	64800	1297533600	170635	15.11
2/12/2011 19:00	-2.3	504.4	68400	1297537200	174119	15.11
2/12/2011 20:00	-1.8	523.8	72000	1297540800	181403	15.11
2/12/2011 21:00	-2.2	436.5	75600	1297544400	150908	15.11
2/12/2011 22:00	-2.2	58.2	79200	1297548000	35675	15.11
2/12/2011 23:00	-2.5	397.7	82800	1297551600	139193	15.11
2/13/2011 0:00	-3.8	465.6	0	1297555200	160402	15.11
2/13/2011 1:00	-3.5	58.2	3600	1297558800	35675	15.11
2/13/2011 2:00	-3.5	358.9	7200	1297562400	128601	15.11
2/13/2011 3:00	-3.1	591.7	10800	1297566000	209026	15.11
2/13/2011 4:00	-1.9	446.2	14400	1297569600	154019	15.11
2/13/2011 5:00	-1.9	436.5	18000	1297573200	150914	15.11
2/13/2011 6:00	-2.2	611.1	21600	1297576800	217602	15.11
2/13/2011 7:00	-1.7	58.2	25200	1297580400	35675	15.11
2/13/2011 8:00	-0.8	426.8	28800	1297584000	147904	15.11
2/13/2011 9:00	1.2	523.8	32400	1297587600	181538	15.11
2/13/2011 10:00	2.5	58.2	36000	1297591200	35675	15.11
2/13/2011 11:00	2.6	58.2	39600	1297594800	35675	15.11
2/13/2011 12:00	3.7	58.2	43200	1297598400	35675	15.11
2/13/2011 13:00	3.5	58.2	46800	1297602000	35675	15.11
2/13/2011 14:00	4	58.2	50400	1297605600	35675	15.11
2/13/2011 15:00	4	58.2	54000	1297609200	35675	15.11
2/13/2011 16:00	4.4	58.2	57600	1297612800	35675	15.11
2/13/2011 17:00	4.1	58.2	61200	1297616400	35675	15.11
2/13/2011 18:00	4.3	58.2	64800	1297620000	35675	15.11
2/13/2011 19:00	4.1	58.2	68400	1297623600	35675	15.11
2/13/2011 20:00	4.3	58.2	72000	1297627200	35675	15.11
2/13/2011 21:00	4.3	58.2	75600	1297630800	35675	15.11
2/13/2011 22:00	4.6	58.2	79200	1297634400	35675	15.11
2/13/2011 23:00	4.3	58.2	82800	1297638000	35675	15.11
2/14/2011 0:00	4.3	58.2	0	1297641600	35675	15.11
2/14/2011 1:00	4	58.2	3600	1297645200	35675	15.11
2/14/2011 2:00	4	58.2	7200	1297648800	35675	15.11
2/14/2011 3:00	3.8	58.2	10800	1297652400	35675	15.11
2/14/2011 4:00	3.5	58.2	14400	1297656000	35675	15.11
2/14/2011 5:00	3.5	58.2	18000	1297659600	35675	15.11
2/14/2011 6:00	3.5	58.2	21600	1297663200	35675	15.11
2/14/2011 7:00	4.1	58.2	25200	1297666800	35675	15.11
2/14/2011 8:00	4.6	58.2	28800	1297670400	35675	15.11
2/14/2011 9:00	5.2	58.2	32400	1297674000	35675	15.11
2/14/2011 10:00	7.4	417.1	36000	1297677600	145728	15.11
2/14/2011 11:00	8.4	58.2	39600	1297681200	35675	15.11
2/14/2011 12:00	8.7	446.2	43200	1297684800	155567	15.11
2/14/2011 13:00	8.3	58.2	46800	1297688400	35675	15.11
2/14/2011 14:00	8.3	426.8	50400	1297692000	149119	15.11
2/14/2011 15:00	7.2	504.4	54000	1297695600	175328	15.11
2/14/2011 16:00	5.9	514.1	57600	1297699200	178520	15.11
2/14/2011 17:00	5	58.2	61200	1297702800	35675	15.11
2/14/2011 18:00	4.2	58.2	64800	1297706400	35675	15.11
2/14/2011 19:00	4.1	58.2	68400	1297710000	35675	15.11
2/14/2011 20:00	2.7	58.2	72000	1297713600	35675	15.11
2/14/2011 21:00	1.8	58.2	75600	1297717200	35675	15.11
2/14/2011 22:00	1.3	58.2	79200	1297720800	35675	15.11
2/14/2011 23:00	0.6	58.2	82800	1297724400	35675	15.11
2/15/2011 0:00	-0.1	58.2	0	1297728000	35675	15.11
2/15/2011 1:00	-0.9	58.2	3600	1297731600	35675	15.11
2/15/2011 2:00	-1.8	58.2	7200	1297735200	35675	15.11
2/15/2011 3:00	-2.5	58.2	10800	1297738800	35675	15.11
2/15/2011 4:00	-2.7	58.2	14400	1297742400	35675	15.11
2/15/2011 5:00	-3.4	58.2	18000	1297746000	35675	15.11
2/15/2011 6:00	-3.4	58.2	21600	1297749600	35675	15.11
2/15/2011 7:00	-3.2	58.2	25200	1297753200	35675	15.11
2/15/2011 8:00	-2.6	58.2	28800	1297756800	35675	15.11
2/15/2011 9:00	-1.8	58.2	32400	1297760400	35675	15.11
2/15/2011 10:00	-1.6	58.2	36000	1297764000	35675	15.11
2/15/2011 11:00	-0.9	58.2	39600	1297767600	35675	15.11
2/15/2011 12:00	-0.2	58.2	43200	1297771200	35675	15.11
2/15/2011 13:00	0.4	591.7	46800	1297774800	209201	15.11
2/15/2011 14:00	0.5	446.2	50400	1297778400	154084	15.11
2/15/2011 15:00	0.2	552.9	54000	1297782000	192930	15.11
2/15/2011 16:00	-0.3	688.7	57600	1297785600	254755	15.11
2/15/2011 17:00	-1.2	698.4	61200	1297789200	259625	15.11
2/15/2011 18:00	-1.9	698.4	64800	1297792800	259572	15.11
2/15/2011 19:00	-3.5	708.1	68400	1297796400	264490	15.11
2/15/2011 20:00	-4.1	465.6	72000	1297800000	160397	15.11
2/15/2011 21:00	-5	58.2	75600	1297803600	35675	15.11
2/15/2011 22:00	-5	436.5	79200	1297807200	150865	15.11
2/15/2011 23:00	-5.5	378.3	82800	1297810800	133729	15.11
2/16/2011 0:00	-5.1	426.8	0	1297814400	147832	15.11
2/16/2011 1:00	-5.3	426.8	3600	1297818000	147830	15.11
2/16/2011 2:00	-4.5	58.2	7200	1297821600	35675	15.11
2/16/2011 3:00	-4.8	58.2	10800	1297825200	35675	15.11
2/16/2011 4:00	-4.5	58.2	14400	1297828800	35675	15.11
2/16/2011 5:00	-3.9	58.2	18000	1297832400	35675	15.11
2/16/2011 6:00	-4.2	58.2	21600	1297836000	35675	15.11
2/16/2011 7:00	-3.4	58.2	25200	1297839600	35675	15.11
2/16/2011 8:00	-1.2	58.2	28800	1297843200	35675	15.11
2/16/2011 9:00	-0.1	58.2	32400	1297846800	35675	15.11
2/16/2011 10:00	1.6	58.2	36000	1297850400	35675	15.11
2/16/2011 11:00	3.6	58.2	39600	1297854000	35675	15.11
2/16/2011 12:00	4	417.1	43200	1297857600	145143	15.11
2/16/2011 13:00	4.7	58.2	46800	1297861200	35675	15.11
2/16/2011 14:00	5.8	58.2	50400	1297864800	35675	15.11
2/16/2011 15:00	6	485	54000	1297868400	167839	15.11
2/16/2011 16:00	6.2	446.2	57600	1297872000	154614	15.11
2/16/2011 17:00	5.3	58.2	61200	1297875600	35675	15.11
2/16/2011 18:00	4.6	417.1	64800	1297879200	145195	15.11
2/16/2011 19:00	4.3	58.2	68400	1297882800	35675	15.11
2/16/2011 20:00	3.7	58.2	72000	1297886400	35675	15.11
2/16/2011 21:00	3.9	58.2	75600	1297890000	35675	15.11
2/16/2011 22:00	4.5	446.2	79200	1297893600	154338	15.11
2/16/2011 23:00	4.8	58.2	82800	1297897200	35675	15.11
2/17/2011 0:00	4.2	58.2	0	1297900800	35675	15.11
2/17/2011 1:00	4.5	58.2	3600	1297904400	35675	15.11
2/17/2011 2:00	4.7	58.2	7200	1297908000	35675	15.11
2/17/2011 3:00	4.4	58.2	10800	1297911600	35675	15.11
2/17/2011 4:00	3.5	58.2	14400	1297915200	35675	15.11
2/17/2011 5:00	2.7	58.2	18000	1297918800	35675	15.11
2/17/2011 6:00	2.7	58.2	21600	1297922400	35675	15.11
2/17/2011 7:00	3.2	58.2	25200	1297926000	35675	15.11
2/17/2011 8:00	4.8	58.2	28800	1297929600	35675	15.11
2/17/2011 9:00	6.8	455.9	32400	1297933200	157998	15.11
2/17/2011 10:00	8.4	436.5	36000	1297936800	152256	15.11
2/17/2011 11:00	10.5	58.2	39600	1297940400	35675	15.11
2/17/2011 12:00	11.2	58.2	43200	1297944000	35675	15.11
2/17/2011 13:00	11.4	58.2	46800	1297947600	35675	15.11
2/17/2011 14:00	11.9	58.2	50400	1297951200	35765	15.11
2/17/2011 15:00	11.1	58.2	54000	1297954800	35675	15.11
2/17/2011 16:00	10.3	58.2	57600	1297958400	35675	15.11
2/17/2011 17:00	9.6	58.2	61200	1297962000	35675	15.11
2/17/2011 18:00	9.1	58.2	64800	1297965600	35675	15.11
2/17/2011 19:00	9	58.2	68400	1297969200	35675	15.11
2/17/2011 20:00	9	58.2	72000	1297972800	35675	15.11
2/17/2011 21:00	8.4	446.2	75600	1297976400	155418	15.11
2/17/2011 22:00	12.2	58.2	79200	1297980000	35950	15.11
2/17/2011 23:00	12	58.2	82800	1297983600	35915	15.11
2/18/2011 0:00	11.5	58.2	0	1297987200	35675	15.11
2/18/2011 1:00	11.5	58.2	3600	1297990800	35675	15.11
2/18/2011 2:00	11	436.5	7200	1297994400	154486	15.11
2/18/2011 3:00	10.4	58.2	10800	1297998000	35675	15.11
2/18/2011 4:00	9.4	58.2	14400	1298001600	35675	15.11
2/18/2011 5:00	10.7	58.2	18000	1298005200	35675	15.11
2/18/2011 6:00	11	58.2	21600	1298008800	35675	15.11
2/18/2011 7:00	10.7	58.2	25200	1298012400	35675	15.11
2/18/2011 8:00	11	58.2	28800	1298016000	35675	15.11
2/18/2011 9:00	11.5	58.2	32400	1298019600	35675	15.11
2/18/2011 10:00	11.5	58.2	36000	1298023200	35675	15.11
2/18/2011 11:00	12.2	58.2	39600	1298026800	35950	15.11
2/18/2011 12:00	13.8	407.4	43200	1298030400	161120	16.11
2/18/2011 13:00	15	514.1	46800	1298034000	212491	18.11
2/18/2011 14:00	14.9	58.2	50400	1298037600	40247	17.11
2/18/2011 15:00	14.5	436.5	54000	1298041200	176532	17.11
2/18/2011 16:00	13.8	58.2	57600	1298044800	38299	16.11
2/18/2011 17:00	12.9	465.6	61200	1298048400	176081	16.11
2/18/2011 18:00	12	436.5	64800	1298052000	157565	15.11
2/18/2011 19:00	10.3	475.3	68400	1298055600	166778	15.11
2/18/2011 20:00	6.8	58.2	72000	1298059200	35675	15.11
2/18/2011 21:00	5.6	58.2	75600	1298062800	35675	15.11
2/18/2011 22:00	4.8	455.9	79200	1298066400	157570	15.11
2/18/2011 23:00	3.3	426.8	82800	1298070000	148068	15.11
2/19/2011 0:00	2.9	58.2	0	1298073600	35675	15.11
2/19/2011 1:00	2.5	514.1	3600	1298077200	177954	15.11
2/19/2011 2:00	2.4	58.2	7200	1298080800	35675	15.11
2/19/2011 3:00	2.2	58.2	10800	1298084400	35675	15.11
2/19/2011 4:00	1.8	58.2	14400	1298088000	35675	15.11
2/19/2011 5:00	1.4	58.2	18000	1298091600	35675	15.11
2/19/2011 6:00	1.3	698.4	21600	1298095200	259905	15.11
2/19/2011 7:00	1.6	58.2	25200	1298098800	35675	15.11
2/19/2011 8:00	2.1	465.6	28800	1298102400	160589	15.11
2/19/2011 9:00	2.4	58.2	32400	1298106000	35675	15.11
2/19/2011 10:00	2.9	58.2	36000	1298109600	35675	15.11
2/19/2011 11:00	3.2	58.2	39600	1298113200	35675	15.11
2/19/2011 12:00	3.7	58.2	43200	1298116800	35675	15.11
2/19/2011 13:00	3.3	58.2	46800	1298120400	35675	15.11
2/19/2011 14:00	3.3	58.2	50400	1298124000	35675	15.11
2/19/2011 15:00	2.6	58.2	54000	1298127600	35675	15.11
2/19/2011 16:00	2.4	58.2	57600	1298131200	35675	15.11
2/19/2011 17:00	0.8	58.2	61200	1298134800	35675	15.11
2/19/2011 18:00	0.1	58.2	64800	1298138400	35675	15.11
2/19/2011 19:00	-0.4	58.2	68400	1298142000	35675	15.11
2/19/2011 20:00	-0.7	58.2	72000	1298145600	35675	15.11
2/19/2011 21:00	-1	58.2	75600	1298149200	35675	15.11
2/19/2011 22:00	-1.7	58.2	79200	1298152800	35675	15.11
2/19/2011 23:00	-1.9	58.2	82800	1298156400	35675	15.11
2/20/2011 0:00	-2.1	58.2	0	1298160000	35675	15.11
2/20/2011 1:00	-2.5	58.2	3600	1298163600	35675	15.11
2/20/2011 2:00	-2.5	58.2	7200	1298167200	35675	15.11
2/20/2011 3:00	-2.8	58.2	10800	1298170800	35675	15.11
2/20/2011 4:00	-2.8	58.2	14400	1298174400	35675	15.11
2/20/2011 5:00	-3.2	58.2	18000	1298178000	35675	15.11
2/20/2011 6:00	-3.5	58.2	21600	1298181600	35675	15.11
2/20/2011 7:00	-2.5	58.2	25200	1298185200	35675	15.11
2/20/2011 8:00	-1.6	58.2	28800	1298188800	35675	15.11
2/20/2011 9:00	-0.3	58.2	32400	1298192400	35675	15.11
2/20/2011 10:00	0.2	58.2	36000	1298196000	35675	15.11
2/20/2011 11:00	1	58.2	39600	1298199600	35675	15.11
2/20/2011 12:00	1.1	58.2	43200	1298203200	35675	15.11
2/20/2011 13:00	2	58.2	46800	1298206800	35675	15.11
2/20/2011 14:00	2.4	494.7	50400	1298210400	170797	15.11
2/20/2011 15:00	1.8	523.8	54000	1298214000	181579	15.11
2/20/2011 16:00	2	504.4	57600	1298217600	174306	15.11
2/20/2011 17:00	1.6	475.3	61200	1298221200	163884	15.11
2/20/2011 18:00	1.4	523.8	64800	1298224800	181551	15.11
2/20/2011 19:00	0.9	475.3	68400	1298228400	163850	15.11
2/20/2011 20:00	1.8	591.7	72000	1298232000	209324	15.11
2/20/2011 21:00	2	446.2	75600	1298235600	154148	15.11
2/20/2011 22:00	1.9	523.8	79200	1298239200	181586	15.11
2/20/2011 23:00	2.3	58.2	82800	1298242800	35675	15.11
2/21/2011 0:00	2	58.2	0	1298246400	35675	15.11
2/21/2011 1:00	2.4	485	3600	1298250000	167329	15.11
2/21/2011 2:00	2.5	514.1	7200	1298253600	177954	15.11
2/21/2011 3:00	1.7	679	10800	1298257200	250116	15.11
2/21/2011 4:00	1.4	717.8	14400	1298260800	270056	15.11
2/21/2011 5:00	2.6	698.4	18000	1298264400	260149	15.11
2/21/2011 6:00	2.9	688.7	21600	1298268000	255246	15.11
2/21/2011 7:00	2.9	717.8	25200	1298271600	270369	15.11
2/21/2011 8:00	2.4	717.8	28800	1298275200	270257	15.11
2/21/2011 9:00	2.7	776	32400	1298278800	252144	15.11
2/21/2011 10:00	3.1	58.2	36000	1298282400	35675	15.11
2/21/2011 11:00	3.2	58.2	39600	1298286000	35675	15.11
2/21/2011 12:00	3.1	58.2	43200	1298289600	35675	15.11
2/21/2011 13:00	2.9	58.2	46800	1298293200	35675	15.11
2/21/2011 14:00	2.4	58.2	50400	1298296800	35675	15.11
2/21/2011 15:00	2.4	58.2	54000	1298300400	35675	15.11
2/21/2011 16:00	2	58.2	57600	1298304000	35675	15.11
2/21/2011 17:00	1.2	58.2	61200	1298307600	35675	15.11
2/21/2011 18:00	0.1	58.2	64800	1298311200	35675	15.11
2/21/2011 19:00	-1	58.2	68400	1298314800	35675	15.11
2/21/2011 20:00	-1.5	58.2	72000	1298318400	35675	15.11
2/21/2011 21:00	-2.4	58.2	75600	1298322000	35675	15.11
2/21/2011 22:00	-3.1	58.2	79200	1298325600	35675	15.11
2/21/2011 23:00	-3.3	58.2	82800	1298329200	35675	15.11
2/22/2011 0:00	-3.7	58.2	0	1298332800	35675	15.11
2/22/2011 1:00	-3.7	58.2	3600	1298336400	35675	15.11
2/22/2011 2:00	-4.2	58.2	7200	1298340000	35675	15.11
2/22/2011 3:00	-4.4	58.2	10800	1298343600	35675	15.11
2/22/2011 4:00	-4.9	58.2	14400	1298347200	35675	15.11
2/22/2011 5:00	-5.3	58.2	18000	1298350800	35675	15.11
2/22/2011 6:00	-5.8	58.2	21600	1298354400	35675	15.11
2/22/2011 7:00	-5.7	58.2	25200	1298358000	35675	15.11
2/22/2011 8:00	-4.8	58.2	28800	1298361600	35675	15.11
2/22/2011 9:00	-4.6	58.2	32400	1298365200	35675	15.11
2/22/2011 10:00	-3.9	58.2	36000	1298368800	35675	15.11
2/22/2011 11:00	-2.7	58.2	39600	1298372400	35675	15.11
2/22/2011 12:00	-2	58.2	43200	1298376000	35675	15.11
2/22/2011 13:00	-1.1	58.2	46800	1298379600	35675	15.11
2/22/2011 14:00	-0.9	58.2	50400	1298383200	35675	15.11
2/22/2011 15:00	-0.9	58.2	54000	1298386800	35675	15.11
2/22/2011 16:00	-1.9	58.2	57600	1298390400	35675	15.11
2/22/2011 17:00	-2.7	58.2	61200	1298394000	35675	15.11
2/22/2011 18:00	-3.4	58.2	64800	1298397600	35675	15.11
2/22/2011 19:00	-4.1	58.2	68400	1298401200	35675	15.11
2/22/2011 20:00	-5.2	58.2	72000	1298404800	35675	15.11
2/22/2011 21:00	-5.7	58.2	75600	1298408400	35675	15.11
2/22/2011 22:00	-6.2	58.2	79200	1298412000	35675	15.11
2/22/2011 23:00	-6.3	58.2	82800	1298415600	35675	15.11
2/23/2011 0:00	-7.1	58.2	0	1298419200	35675	15.11
2/23/2011 1:00	-7.8	58.2	3600	1298422800	35675	15.11
2/23/2011 2:00	-8.2	58.2	7200	1298426400	35675	15.11
2/23/2011 3:00	-8.4	58.2	10800	1298430000	35675	15.11
2/23/2011 4:00	-8.4	58.2	14400	1298433600	35675	15.11
2/23/2011 5:00	-8.4	58.2	18000	1298437200	35675	15.11
2/23/2011 6:00	-8.7	58.2	21600	1298440800	35675	15.11
2/23/2011 7:00	-6.8	58.2	25200	1298444400	35675	15.11
2/23/2011 8:00	-4.5	58.2	28800	1298448000	35675	15.11
2/23/2011 9:00	-3.3	58.2	32400	1298451600	35675	15.11
2/23/2011 10:00	-2.3	58.2	36000	1298455200	35675	15.11
2/23/2011 11:00	-1.2	58.2	39600	1298458800	35675	15.11
2/23/2011 12:00	-0.2	58.2	43200	1298462400	35675	15.11
2/23/2011 13:00	0.1	58.2	46800	1298466000	35675	15.11
2/23/2011 14:00	0.6	58.2	50400	1298469600	35675	15.11
2/23/2011 15:00	0.8	58.2	54000	1298473200	35675	15.11
2/23/2011 16:00	0.5	58.2	57600	1298476800	35675	15.11
2/23/2011 17:00	-0.3	58.2	61200	1298480400	35675	15.11
2/23/2011 18:00	-1.5	58.2	64800	1298484000	35675	15.11
2/23/2011 19:00	-2.4	58.2	68400	1298487600	35675	15.11
2/23/2011 20:00	-2.9	58.2	72000	1298491200	35675	15.11
2/23/2011 21:00	-3.1	58.2	75600	1298494800	35675	15.11
2/23/2011 22:00	-3.5	58.2	79200	1298498400	35675	15.11
2/23/2011 23:00	-4	58.2	82800	1298502000	35675	15.11
2/24/2011 0:00	-4	58.2	0	1298505600	35675	15.11
2/24/2011 1:00	-4.6	58.2	3600	1298509200	35675	15.11
2/24/2011 2:00	-4.7	58.2	7200	1298512800	35675	15.11
2/24/2011 3:00	-5.1	58.2	10800	1298516400	35675	15.11
2/24/2011 4:00	-5.1	58.2	14400	1298520000	35675	15.11
2/24/2011 5:00	-5.3	58.2	18000	1298523600	35675	15.11
2/24/2011 6:00	-5.6	58.2	21600	1298527200	35675	15.11
2/24/2011 7:00	-2.6	58.2	25200	1298530800	35675	15.11
2/24/2011 8:00	0.1	58.2	28800	1298534400	35675	15.11
2/24/2011 9:00	1.3	58.2	32400	1298538000	35675	15.11
2/24/2011 10:00	2	58.2	36000	1298541600	35675	15.11
2/24/2011 11:00	2.8	58.2	39600	1298545200	35675	15.11
2/24/2011 12:00	4	58.2	43200	1298548800	35675	15.11
2/24/2011 13:00	5.4	58.2	46800	1298552400	35675	15.11
2/24/2011 14:00	5.4	58.2	50400	1298556000	35675	15.11
2/24/2011 15:00	4.9	58.2	54000	1298559600	35675	15.11
2/24/2011 16:00	6.1	58.2	57600	1298563200	35675	15.11
2/24/2011 17:00	6.1	58.2	61200	1298566800	35675	15.11
2/24/2011 18:00	6.5	58.2	64800	1298570400	35675	15.11
2/24/2011 19:00	7	58.2	68400	1298574000	35675	15.11
2/24/2011 20:00	7	58.2	72000	1298577600	35675	15.11
2/24/2011 21:00	7	58.2	75600	1298581200	35675	15.11
2/24/2011 22:00	6.9	58.2	79200	1298584800	35675	15.11
2/24/2011 23:00	6.6	58.2	82800	1298588400	35675	15.11
2/25/2011 0:00	6.4	58.2	0	1298592000	35675	15.11
2/25/2011 1:00	5.8	58.2	3600	1298595600	35675	15.11
2/25/2011 2:00	5.3	58.2	7200	1298599200	35675	15.11
2/25/2011 3:00	5.3	58.2	10800	1298602800	35675	15.11
2/25/2011 4:00	5.5	58.2	14400	1298606400	35675	15.11
2/25/2011 5:00	5.8	58.2	18000	1298610000	35675	15.11
2/25/2011 6:00	5.8	58.2	21600	1298613600	35675	15.11
2/25/2011 7:00	6.1	58.2	25200	1298617200	35675	15.11
2/25/2011 8:00	7.2	58.2	28800	1298620800	35675	15.11
2/25/2011 9:00	11.9	58.2	32400	1298624400	35765	15.11
2/25/2011 10:00	12.4	58.2	36000	1298628000	36013	15.11
2/25/2011 11:00	14.3	58.2	39600	1298631600	39237	16.11
2/25/2011 12:00	14.2	58.2	43200	1298635200	39080	16.11
2/25/2011 13:00	11	58.2	46800	1298638800	35675	15.11
2/25/2011 14:00	6.6	58.2	50400	1298642400	35675	15.11
2/25/2011 15:00	3.5	921.5	54000	1298646000	318095	15.11
2/25/2011 16:00	2.7	543.2	57600	1298649600	189234	15.11
2/25/2011 17:00	1.9	669.3	61200	1298653200	245327	15.11
2/25/2011 18:00	1.2	679	64800	1298656800	250043	15.11
2/25/2011 19:00	1	649.9	68400	1298660400	235785	15.11
2/25/2011 20:00	0.5	475.3	72000	1298664000	163833	15.11
2/25/2011 21:00	0	58.2	75600	1298667600	35675	15.11
2/25/2011 22:00	0	397.7	79200	1298671200	139240	15.11
2/25/2011 23:00	-0.8	436.5	82800	1298674800	150939	15.11
2/26/2011 0:00	-1.5	407.4	0	1298678400	142032	15.11
2/26/2011 1:00	-1.7	397.7	3600	1298682000	139206	15.11
2/26/2011 2:00	-1	58.2	7200	1298685600	35675	15.11
2/26/2011 3:00	-1.2	58.2	10800	1298689200	35675	15.11
2/26/2011 4:00	-1.2	58.2	14400	1298692800	35675	15.11
2/26/2011 5:00	-1	58.2	18000	1298696400	35675	15.11
2/26/2011 6:00	-1	58.2	21600	1298700000	35675	15.11
2/26/2011 7:00	-0.5	58.2	25200	1298703600	35675	15.11
2/26/2011 8:00	0.2	58.2	28800	1298707200	35675	15.11
