	Twet	Load	Hour(s)	TimeStamp(s)	Power	Tset	month
2012-08-01 00:00:00	21.1	649.9	0	1343779200	326649	24.11	8
2012-08-01 01:00:00	20.9	582.0	3600	1343782800	285873	23.11	8
2012-08-01 02:00:00	20.7	620.8	7200	1343786400	306309	23.11	8
2012-08-01 03:00:00	20.7	611.1	10800	1343790000	300619	23.11	8
2012-08-01 04:00:00	21.3	611.1	14400	1343793600	304160	24.11	8
2012-08-01 05:00:00	20.7	601.4	18000	1343797200	295022	23.11	8
2012-08-01 06:00:00	20.6	572.3	21600	1343800800	278112	23.11	8
2012-08-01 07:00:00	21.1	591.7	25200	1343804400	292334	24.11	8
2012-08-01 08:00:00	20.9	562.6	28800	1343808000	275217	23.11	8
2012-08-01 09:00:00	21.5	572.3	32400	1343811600	283128	24.11	8
2012-08-01 10:00:00	22.3	572.3	36000	1343815200	287585	25.11	8
2012-08-01 11:00:00	22.7	582.0	39600	1343818800	294787	25.11	8
2012-08-01 12:00:00	22.9	611.1	43200	1343822400	313444	25.11	8
2012-08-01 13:00:00	22.8	601.4	46800	1343826000	306791	25.11	8
2012-08-01 14:00:00	23.5	1018.5	50400	1343829600	517985	26.11	8
2012-08-01 15:00:00	23.3	1037.9	54000	1343833200	526922	26.11	8
2012-08-01 16:00:00	22.5	1067.0	57600	1343836800	534717	25.11	8
2012-08-01 17:00:00	22.4	1086.4	61200	1343840400	544220	25.11	8
2012-08-01 18:00:00	23.2	1105.8	64800	1343844000	562653	26.11	8
2012-08-01 19:00:00	22.5	1144.6	68400	1343847600	576617	25.11	8
2012-08-01 20:00:00	22.3	1173.7	72000	1343851200	591585	25.11	8
2012-08-01 21:00:00	22.0	1164.0	75600	1343854800	584297	24.11	8
2012-08-01 22:00:00	21.8	1105.8	79200	1343858400	548672	24.11	8
2012-08-01 23:00:00	21.3	1037.9	82800	1343862000	509357	24.11	8
2012-08-02 00:00:00	20.7	1008.8	0	1343865600	488529	23.11	8
2012-08-02 01:00:00	21.1	989.4	3600	1343869200	485154	23.11	8
2012-08-02 02:00:00	20.5	999.1	7200	1343872800	482125	23.11	8
2012-08-02 03:00:00	20.3	999.1	10800	1343876400	480741	23.11	8
2012-08-02 04:00:00	20.3	1018.5	14400	1343880000	489789	23.11	8
2012-08-02 05:00:00	20.9	989.4	18000	1343883600	481829	23.11	8
2012-08-02 06:00:00	22.7	1008.8	21600	1343887200	506733	25.11	8
2012-08-02 07:00:00	23.9	1076.7	25200	1343890800	551815	26.11	8
2012-08-02 08:00:00	24.4	1076.7	28800	1343894400	560930	26.11	8
2012-08-02 09:00:00	24.0	1067.0	32400	1343898000	547767	26.11	8
2012-08-02 10:00:00	23.5	1028.2	36000	1343901600	522935	26.11	8
2012-08-02 11:00:00	24.1	1028.2	39600	1343905200	528435	26.11	8
2012-08-02 12:00:00	24.5	1057.3	43200	1343908800	553000	26.11	8
2012-08-02 13:00:00	24.2	1037.9	46800	1343912400	535180	26.11	8
2012-08-02 14:00:00	24.3	601.4	50400	1343916000	316560	26.11	8
2012-08-02 15:00:00	23.6	1949.7	54000	1343919600	1023824	26.11	8
2012-08-02 16:00:00	22.9	2007.9	57600	1343923200	1052101	25.11	8
2012-08-02 17:00:00	24.4	2007.9	61200	1343926800	1089433	26.11	8
2012-08-02 18:00:00	24.4	1993.35	64800	1343930400	1079299	26.11	8
2012-08-02 19:00:00	24.3	1949.7	68400	1343934000	1044409	26.11	8
2012-08-02 20:00:00	24.1	2037.0	72000	1343937600	1096183	26.11	8
2012-08-02 21:00:00	24.0	2080.65	75600	1343941200	1123463	26.11	8
2012-08-02 22:00:00	23.8	1964.25	79200	1343944800	1037421	26.11	8
