	Twet	Load	Hour(s)	TimeStamp(s)	Power	Tset	month
2012-03-01 00:00:00	11.3	58.2	0	1330560000	35675	15.11	3
2012-03-01 01:00:00	11.9	58.2	3600	1330563600	35765	15.11	3
2012-03-01 02:00:00	13.8	58.2	7200	1330567200	38299	16.11	3
2012-03-01 03:00:00	13.2	58.2	10800	1330570800	37195	15.11	3
2012-03-01 04:00:00	12.7	58.2	14400	1330574400	36252	15.11	3
2012-03-01 05:00:00	12.4	669.3	18000	1330578000	267015	16.11	3
2012-03-01 06:00:00	12.7	698.4	21600	1330581600	285727	16.11	3
2012-03-01 07:00:00	13.2	698.4	25200	1330585200	291389	16.11	3
2012-03-01 08:00:00	13.6	717.8	28800	1330588800	306212	17.11	3
2012-03-01 09:00:00	11.2	717.8	32400	1330592400	282131	15.11	3
2012-03-01 10:00:00	10.5	708.1	36000	1330596000	272485	15.11	3
2012-03-01 11:00:00	10.4	708.1	39600	1330599600	272052	15.11	3
2012-03-01 12:00:00	11.1	640.2	43200	1330603200	239726	15.11	3
2012-03-01 13:00:00	10.6	630.5	46800	1330606800	232690	15.11	3
2012-03-01 14:00:00	10.4	58.2	50400	1330610400	35675	15.11	3
2012-03-01 15:00:00	10.2	58.2	54000	1330614000	35675	15.11	3
2012-03-01 16:00:00	8.9	649.9	57600	1330617600	238707	15.11	3
2012-03-01 17:00:00	7.7	58.2	61200	1330621200	35675	15.11	3
2012-03-01 18:00:00	6.4	58.2	64800	1330624800	35675	15.11	3
2012-03-01 19:00:00	5.7	58.2	68400	1330628400	35675	15.11	3
2012-03-01 20:00:00	4.9	58.2	72000	1330632000	35675	15.11	3
2012-03-01 21:00:00	3.9	669.3	75600	1330635600	245757	15.11	3
2012-03-01 22:00:00	4.2	669.3	79200	1330639200	245835	15.11	3
2012-03-01 23:00:00	3.3	669.3	82800	1330642800	245608	15.11	3
2012-03-02 00:00:00	2.4	679.0	0	1330646400	250238	15.11	3
2012-03-02 01:00:00	1.7	679.0	3600	1330650000	250116	15.11	3
2012-03-02 02:00:00	0.5	688.7	7200	1330653600	254840	15.11	3
2012-03-02 03:00:00	0.5	698.4	10800	1330657200	259795	15.11	3
2012-03-02 04:00:00	0.2	688.7	14400	1330660800	254806	15.11	3
2012-03-02 05:00:00	0.0	58.2	18000	1330664400	35675	15.11	3
2012-03-02 06:00:00	-0.6	58.2	21600	1330668000	35675	15.11	3
2012-03-02 07:00:00	2.1	58.2	25200	1330671600	35675	15.11	3
2012-03-02 08:00:00	4.4	58.2	28800	1330675200	35675	15.11	3
2012-03-02 09:00:00	3.9	58.2	32400	1330678800	35675	15.11	3
2012-03-02 10:00:00	4.7	58.2	36000	1330682400	35675	15.11	3
2012-03-02 11:00:00	5.5	58.2	39600	1330686000	35675	15.11	3
2012-03-02 12:00:00	5.7	58.2	43200	1330689600	35675	15.11	3
2012-03-02 13:00:00	6.3	58.2	46800	1330693200	35675	15.11	3
2012-03-02 14:00:00	6.4	58.2	50400	1330696800	35675	15.11	3
2012-03-02 15:00:00	7.6	58.2	54000	1330700400	35675	15.11	3
2012-03-02 16:00:00	7.5	58.2	57600	1330704000	35675	15.11	3
2012-03-02 17:00:00	7.2	58.2	61200	1330707600	35675	15.11	3
2012-03-02 18:00:00	7.2	58.2	64800	1330711200	35675	15.11	3
2012-03-02 19:00:00	7.2	58.2	68400	1330714800	35675	15.11	3
2012-03-02 20:00:00	7.2	58.2	72000	1330718400	35675	15.11	3
2012-03-02 21:00:00	7.2	58.2	75600	1330722000	35675	15.11	3
2012-03-02 22:00:00	7.2	58.2	79200	1330725600	35675	15.11	3
2012-03-02 23:00:00	7.2	58.2	82800	1330729200	35675	15.11	3
2012-03-03 00:00:00	7.2	58.2	0	1330732800	35675	15.11	3
2012-03-03 01:00:00	7.5	58.2	3600	1330736400	35675	15.11	3
2012-03-03 02:00:00	7.5	58.2	7200	1330740000	35675	15.11	3
2012-03-03 03:00:00	8.0	58.2	10800	1330743600	35675	15.11	3
2012-03-03 04:00:00	8.3	58.2	14400	1330747200	35675	15.11	3
2012-03-03 05:00:00	8.0	58.2	18000	1330750800	35675	15.11	3
2012-03-03 06:00:00	8.6	58.2	21600	1330754400	35675	15.11	3
