	Twet	Load	Tset
354	14.5	478.0	17.11
355	13.6	455.0	16.11
356	12.3	449.0	15.11
357	11.3	946.0	15.11
358	10.7	426.0	15.11
359	10.5	435.0	15.11
360	10.2	595.0	15.11
361	10.2	860.0	15.11
362	9.9	814.0	15.11
363	10.2	541.0	15.11
364	9.9	583.0	15.11
365	10.2	861.0	15.11
366	10.2	560.0	15.11
367	10.2	509.0	15.11
368	10.7	599.0	15.11
369	11.5	424.0	15.11
370	11.8	653.0	15.11
371	12.3	53.0	15.11
372	12.3	53.0	15.11
373	12.8	53.0	15.11
374	13.1	55.0	15.11
375	13.4	54.0	15.11
376	13.2	53.0	16.11
377	12.9	54.0	15.11
378	12.7	54.0	15.11
379	12.7	54.0	15.11
380	12.7	54.0	15.11
381	12.4	887.0	15.11
382	12.4	55.0	15.11
383	11.8	53.0	17.11
384	11.8	55.0	17.11
385	11.6	54.0	16.11
386	11.0	54.0	15.11
387	15.9	35.0	18.11
388	16.2	18.0	18.11
389	10.8	53.0	15.11
390	10.8	54.0	15.11
391	11.0	54.0	15.11
392	11.3	478.0	15.11
393	11.8	19.0	15.11
394	12.1	433.0	15.11
395	13.1	446.0	16.11
396	13.8	483.0	16.11
397	15.1	498.0	18.11
398	15.3	476.0	18.11
399	15.3	500.0	18.11
400	15.1	483.0	18.11
401	14.7	464.0	17.11
402	13.8	453.0	16.11
403	13.4	440.0	16.11
404	13.1	440.0	16.11
405	13.4	458.0	16.11
406	13.2	470.0	16.11
407	13.2	456.0	16.11
408	12.6	684.0	16.11
409	12.6	667.0	16.11
410	12.4	640.0	15.11
411	12.6	638.0	16.11
412	12.6	626.0	16.11
413	12.6	636.0	16.11
414	12.8	611.0	16.11
415	13.8	730.0	17.11
416	15.6	867.0	18.11
417	16.6	439.0	19.11
418	17.5	941.0	20.11
419	17.7	1137.0	20.11
420	17.6	1131.0	20.11
421	17.7	1130.0	20.11
422	17.1	913.0	19.11
423	17.6	894.0	20.11
424	17.2	533.0	20.11
425	16.8	459.0	19.11
426	16.8	490.0	19.11
427	16.5	483.0	19.11
428	16.5	455.0	19.11
429	16.5	936.0	19.11
430	16.6	494.0	19.11
431	16.6	479.0	19.11
432	16.6	802.0	20.11
433	16.4	1042.0	19.11
434	16.2	786.0	19.11
435	16.2	741.0	19.11
436	16.2	754.0	19.11
437	16.0	773.0	19.11
438	16.2	804.0	19.11
439	16.4	856.0	19.11
440	17.2	931.0	20.11
441	17.9	455.0	20.11
442	18.1	1120.0	21.11
443	17.6	1249.0	20.11
444	18.2	1138.0	21.11
445	18.1	1139.0	21.11
446	17.9	1127.0	20.11
447	17.6	1088.0	20.11
448	17.0	557.0	20.11
449	16.7	469.0	19.11
450	16.5	455.0	19.11
451	16.0	454.0	18.11
452	15.6	450.0	18.11
453	15.9	946.0	18.11
454	15.3	480.0	18.11
455	15.1	461.0	18.11
456	14.9	726.0	18.11
