Twet Load Tset
11.2 673.0 15.11
12.2 647.0 15.11
12.4 713.0 16.11
13.1 752.0 16.11
13.6 709.0 17.11
13.2 631.0 16.11
13.0 498.0 16.11
13.3 450.0 16.11
13.1 444.0 16.11
12.6 442.0 15.11
12.9 433.0 15.11
12.9 565.0 16.11
12.9 452.0 15.11
12.3 441.0 15.11
12.3 543.0 15.11
12.1 548.0 15.11
11.5 566.0 15.11
11.3 490.0 15.11
11.0 493.0 15.11
11.5 573.0 15.11
12.6 549.0 15.11
13.4 616.0 16.11
13.5 697.0 17.11
13.9 439.0 16.11
15.1 823.0 17.11
15.9 918.0 18.11
15.6 885.0 18.11
16.2 884.0 18.11
15.7 874.0 18.11
15.8 806.0 19.11
15.3 555.0 18.11
15.5 502.0 18.11
15.6 504.0 18.11
16.0 506.0 18.11
16.3 507.0 19.11
16.3 754.0 19.11
16.6 558.0 19.11
16.6 539.0 19.11
16.6 810.0 19.11
17.2 895.0 19.11
16.4 827.0 19.11
16.7 830.0 19.11
16.9 872.0 19.11
17.1 906.0 19.11
17.3 928.0 20.11
18.2 943.0 20.11
18.2 644.0 21.11
18.8 1102.0 21.11
19.2 624.0 22.11
18.7 1305.0 21.11
19.0 1318.0 22.11
18.3 1406.0 21.11
18.0 809.0 20.11
17.1 54.0 19.11
17.5 54.0 19.11
16.9 54.0 19.11
14.4 54.0 16.11
13.9 382.0 16.11
13.6 380.0 16.11
12.9 941.0 15.11
12.0 390.0 15.11
11.7 392.0 15.11
11.2 55.0 18.11
10.2 54.0 15.11
10.2 55.0 15.11
9.7 54.0 15.11
9.7 53.0 15.11
9.4 54.0 15.11
11.2 54.0 18.11
11.7 54.0 20.11
11.7 55.0 23.11
12.4 386.0 15.11
12.7 54.0 15.11
12.2 54.0 15.11
11.7 55.0 23.11
12.2 54.0 15.11
11.5 55.0 21.11
10.6 55.0 15.11
10.1 54.0 15.11
10.1 54.0 15.11
9.0 54.0 15.11
8.8 54.0 15.11
8.3 55.0 15.11
8.2 55.0 15.11
8.5 54.0 15.11
8.2 55.0 15.11
7.4 55.0 15.11
7.1 54.0 15.11
6.8 55.0 15.11
7.1 55.0 15.11
7.4 53.0 15.11
7.7 54.0 15.11
9.2 54.0 15.11
9.5 53.0 15.11
10.5 54.0 15.11
10.5 56.0 15.11
10.8 53.0 15.11
11.3 54.0 21.11
11.3 54.0 21.11
10.9 54.0 15.11
10.7 55.0 15.11
10.2 54.0 15.11
9.9 54.0 15.11
9.6 55.0 15.11
9.1 54.0 15.11
8.0 55.0 15.11
8.0 54.0 15.11
8.7 55.0 15.11
7.9 54.0 15.11
8.4 54.0 15.11
7.6 55.0 15.11
7.6 54.0 15.11
7.3 54.0 15.11
8.1 54.0 15.11
7.3 54.0 15.11
7.3 54.0 15.11
9.7 53.0 15.11
10.5 54.0 15.11
11.2 956.0 15.11
11.6 402.0 15.11
12.0 493.0 15.11
12.3 483.0 15.11
12.2 579.0 15.11
13.0 1061.0 16.11
13.2 1018.0 16.11
12.9 981.0 16.11
13.8 496.0 16.11
12.0 54.0 15.11
11.7 55.0 23.11
11.7 55.0 23.11
12.3 55.0 15.11
12.1 863.0 15.11
12.6 55.0 15.11
11.8 53.0 17.11
11.8 56.0 20.11
11.2 53.0 15.11
10.2 54.0 15.11
11.2 54.0 18.11
9.7 340.0 15.11
11.0 784.0 15.11
11.8 405.0 15.11
12.8 461.0 15.11
13.5 478.0 16.11
15.1 547.0 18.11
15.3 607.0 18.11
15.7 1264.0 18.11
16.9 1170.0 20.11
16.9 1158.0 19.11
17.4 1164.0 20.11
16.6 1109.0 19.11
16.4 969.0 19.11
16.6 518.0 19.11
16.1 493.0 19.11
15.6 494.0 18.11
15.3 473.0 18.11
15.4 589.0 18.11
14.9 503.0 17.11
14.6 496.0 17.11
14.3 1214.0 17.11
13.7 983.0 16.11
13.9 955.0 16.11
14.0 931.0 16.11
13.4 949.0 16.11
14.8 968.0 17.11
15.0 982.0 17.11
15.0 1045.0 18.11
15.2 1094.0 18.11
16.1 473.0 18.11
17.2 1236.0 20.11
18.1 1291.0 21.11
17.1 1303.0 20.11
17.3 1223.0 20.11
17.4 1211.0 20.11
16.7 1123.0 19.11
16.7 868.0 19.11
16.8 522.0 19.11
17.2 531.0 20.11
17.3 531.0 20.11
17.1 527.0 20.11
16.7 1168.0 19.11
16.9 555.0 19.11
16.4 539.0 19.11
16.0 1200.0 19.11
15.6 1053.0 18.11
15.6 974.0 18.11
15.6 963.0 18.11
15.6 965.0 18.11
15.6 976.0 18.11
15.3 997.0 18.11
15.6 1035.0 18.11
16.1 1059.0 19.11
16.1 1032.0 19.11
16.5 577.0 19.11
16.8 1119.0 19.11
17.5 1165.0 20.11
17.6 1211.0 20.11
17.4 1200.0 20.11
17.2 1150.0 20.11
16.9 1000.0 19.11
16.3 475.0 19.11
16.1 477.0 18.11
15.9 466.0 18.11
16.1 465.0 18.11
16.1 1069.0 19.11
15.8 494.0 18.11
15.9 493.0 18.11
15.9 1010.0 18.11
15.6 1006.0 18.11
15.9 969.0 18.11
15.9 957.0 18.11
15.9 975.0 18.11
15.9 998.0 18.11
16.4 1021.0 19.11
16.4 1051.0 19.11
16.6 1073.0 19.11
16.8 607.0 19.11
17.0 973.0 19.11
16.7 1126.0 19.11
16.9 1121.0 19.11
17.0 1128.0 20.11
17.0 1107.0 20.11
16.8 1062.0 19.11
16.5 945.0 19.11
16.3 504.0 19.11
16.3 503.0 19.11
15.8 499.0 18.11
15.6 490.0 18.11
15.3 1134.0 18.11
14.8 485.0 17.11
14.8 475.0 17.11
14.6 504.0 17.11
14.6 470.0 17.11
14.6 475.0 17.11
14.2 469.0 17.11
13.9 463.0 16.11
13.4 690.0 16.11
13.7 368.0 16.11
13.9 54.0 16.11
14.9 481.0 17.11
15.3 478.0 18.11
14.9 469.0 17.11
14.1 746.0 17.11
14.4 55.0 16.11
14.4 495.0 17.11
14.8 659.0 18.11
14.2 55.0 16.11
14.0 54.0 16.11
14.3 507.0 17.11
14.1 355.0 16.11
14.1 55.0 16.11
13.8 477.0 16.11
13.5 493.0 16.11
13.3 550.0 16.11
13.0 56.0 15.11
12.8 55.0 15.11
12.5 466.0 15.11
12.2 578.0 15.11
12.0 54.0 15.11
11.5 54.0 25.11
11.7 497.0 15.11
11.5 54.0 25.11
11.2 545.0 15.11
10.0 54.0 15.11
10.7 560.0 15.11
10.7 573.0 15.11
10.9 55.0 15.11
11.4 54.0 25.11
12.0 55.0 24.11
12.0 53.0 17.11
11.8 579.0 15.11
11.3 54.0 21.11
11.3 340.0 15.11
11.3 53.0 15.11
11.5 494.0 15.11
11.5 53.0 15.11
11.3 54.0 21.11
11.5 592.0 15.11
11.5 53.0 15.11
11.3 524.0 15.11
11.0 511.0 15.11
11.0 480.0 15.11
10.5 465.0 15.11
9.9 54.0 15.11
9.9 54.0 15.11
9.9 283.0 15.11
9.9 605.0 15.11
9.7 82.0 17.11
9.4 53.0 15.11
9.4 54.0 15.11
9.4 375.0 15.11
9.1 54.0 15.11
8.8 54.0 15.11
8.6 53.0 15.11
8.6 494.0 15.11
8.3 54.0 15.11
8.0 54.0 15.11
7.5 54.0 15.11
7.2 490.0 15.11
7.2 363.0 15.11
6.9 503.0 15.11
6.4 53.0 15.11
5.6 53.0 15.11
5.6 54.0 15.11
5.6 53.0 15.11
5.6 53.0 15.11
5.6 53.0 15.11
5.1 54.0 15.11
5.3 54.0 15.11
4.8 54.0 15.11
4.8 53.0 15.11
5.1 53.0 15.11
5.1 353.0 15.11
5.1 53.0 15.11
4.5 53.0 15.11
5.1 54.0 15.11
5.1 54.0 15.11
5.1 52.0 15.11
5.1 53.0 15.11
5.1 52.0 15.11
5.1 52.0 15.11
4.8 54.0 15.11
5.1 55.0 15.11
4.5 53.0 15.11
4.5 54.0 15.11
4.5 54.0 15.11
4.5 53.0 15.11
4.3 53.0 15.11
4.8 53.0 15.11
5.1 53.0 15.11
4.8 53.0 15.11
4.8 54.0 15.11
5.1 52.0 15.11
5.4 52.0 15.11
6.2 53.0 15.11
6.8 556.0 15.11
6.6 631.0 15.11
7.4 53.0 15.11
7.5 54.0 15.11
7.3 779.0 15.11
7.5 53.0 15.11
7.7 54.0 15.11
7.4 53.0 15.11
7.4 53.0 15.11
7.4 54.0 15.11
6.8 54.0 15.11
6.1 53.0 15.11
5.5 563.0 15.11
5.2 726.0 15.11
5.2 515.0 15.11
