	Twet	Load	Tset
439	23.8	1435.0	26.11
440	23.4	1400.0	26.11
441	23.1	1302.0	26.11
442	22.5	1215.0	25.11
443	21.6	1148.0	24.11
444	21.1	1117.0	24.11
445	20.9	1101.0	23.11
446	20.7	1080.0	23.11
447	20.2	1081.0	23.11
448	19.8	1265.0	22.11
449	19.8	1052.0	22.11
450	19.8	1050.0	22.11
451	19.7	1045.0	22.11
452	19.5	1023.0	22.11
453	19.1	1038.0	21.11
454	18.9	858.0	21.11
455	18.6	858.0	21.11
456	18.6	864.0	21.11
457	18.2	857.0	20.11
458	18.2	842.0	20.11
459	18.6	858.0	21.11
460	19.1	858.0	21.11
461	19.1	1065.0	22.11
462	19.1	885.0	21.11
463	19.7	894.0	22.11
464	19.7	905.0	22.11
465	19.5	900.0	22.11
466	19.5	901.0	22.11
467	20.0	909.0	22.11
468	19.7	903.0	22.11
469	19.7	887.0	22.11
470	19.8	883.0	22.11
471	19.7	879.0	22.11
472	19.7	861.0	22.11
473	19.7	878.0	22.11
474	19.7	877.0	22.11
475	19.7	871.0	22.11
476	19.7	876.0	22.11
477	19.7	874.0	22.11
478	19.7	865.0	22.11
479	20.2	871.0	22.11
480	20.0	888.0	22.11
481	20.6	886.0	23.11
482	20.3	904.0	23.11
483	20.8	926.0	23.11
484	21.1	886.0	23.11
485	22.0	947.0	24.11
486	21.5	947.0	24.11
487	21.7	937.0	24.11
488	22.2	946.0	24.11
489	22.9	1168.0	25.11
490	22.9	1166.0	25.11
491	23.2	1169.0	26.11
492	23.0	1141.0	25.11
493	22.7	1132.0	25.11
494	22.9	1132.0	25.11
495	22.5	1121.0	25.11
496	22.4	936.0	25.11
497	22.5	1100.0	25.11
498	22.9	1101.0	25.11
499	22.9	1115.0	25.11
500	23.3	1124.0	26.11
501	23.3	1127.0	26.11
502	23.3	1165.0	26.11
503	23.3	1197.0	26.11
504	23.6	1231.0	26.11
505	23.9	1322.0	26.11
506	24.6	1417.0	26.11
507	24.2	1493.0	26.11
508	23.5	1103.0	26.11
509	23.4	1418.0	26.11
510	23.5	1456.0	26.11
511	23.5	1452.0	26.11
512	24.2	1432.0	26.11
513	24.0	1431.0	26.11
514	24.1	1369.0	26.11
515	23.0	1270.0	25.11
516	23.5	1294.0	26.11
517	23.2	1275.0	26.11
518	23.5	1239.0	26.11
519	22.5	1201.0	25.11
520	22.4	1445.0	25.11
521	22.2	1166.0	25.11
522	22.0	1145.0	24.11
523	21.8	1143.0	24.11
524	21.6	1155.0	24.11
525	21.6	1136.0	24.11
526	21.6	1157.0	24.11
527	21.8	1183.0	24.11
528	22.7	1267.0	25.11
529	23.9	1410.0	26.11
530	24.6	1611.0	26.11
531	24.8	1567.0	26.11
532	24.9	1626.0	26.11
533	23.6	1452.0	26.11
534	23.8	1419.0	26.11
535	23.5	1348.0	26.11
536	23.3	1262.0	26.11
537	23.2	1234.0	26.11
538	22.9	1208.0	25.11
539	23.0	1204.0	25.11
540	22.9	1187.0	25.11
541	22.2	1608.0	25.11
542	20.9	1106.0	23.11
543	20.2	1072.0	23.11
544	19.7	1047.0	22.11
545	19.3	1044.0	22.11
546	18.8	1046.0	21.11
547	18.3	890.0	21.11
548	18.3	876.0	21.11
549	17.2	935.0	20.11
550	17.3	946.0	20.11
551	17.4	946.0	20.11
552	18.1	1188.0	21.11
553	18.2	1164.0	21.11
554	18.0	1217.0	21.11
555	18.6	1250.0	21.11
556	18.5	1246.0	21.11
557	18.6	1253.0	21.11
558	18.7	1230.0	21.11
559	19.0	1213.0	22.11
560	18.3	1163.0	21.11
561	18.2	1125.0	21.11
562	18.6	1104.0	21.11
563	18.8	946.0	21.11
564	20.1	930.0	22.11
565	19.4	1199.0	22.11
566	19.8	935.0	22.11
567	19.8	929.0	22.11
568	20.0	939.0	22.11
569	20.3	946.0	23.11
570	20.9	945.0	23.11
571	20.9	946.0	23.11
572	21.3	1440.0	24.11
573	22.2	1233.0	25.11
574	22.3	1294.0	25.11
575	23.0	1360.0	25.11
576	24.1	1476.0	26.11
577	24.9	1388.0	26.11
578	22.9	1236.0	25.11
579	22.9	1607.0	25.11
580	22.9	1201.0	25.11
581	22.5	1188.0	25.11
582	23.4	1175.0	26.11
583	22.5	1216.0	25.11
584	22.9	1216.0	25.11
585	23.8	1227.0	26.11
586	23.0	1271.0	25.11
587	23.0	1337.0	25.11
588	24.2	1404.0	26.11
589	23.7	1502.0	26.11
590	24.0	1557.0	26.11
591	24.0	1213.0	26.11
592	24.4	1584.0	26.11
593	24.1	1587.0	26.11
594	24.7	1616.0	26.11
595	23.8	1586.0	26.11
596	24.0	1472.0	26.11
597	23.9	1452.0	26.11
598	23.5	1328.0	26.11
599	24.0	1288.0	26.11
600	23.8	1286.0	26.11
601	23.9	1255.0	26.11
602	23.5	1240.0	26.11
603	24.0	1586.0	26.11
604	22.7	1234.0	25.11
605	22.7	1215.0	25.11
606	23.0	1211.0	25.11
607	23.0	1209.0	25.11
608	22.9	1171.0	25.11
609	22.0	1141.0	24.11
610	21.8	1174.0	24.11
611	22.7	1177.0	25.11
612	23.0	1205.0	25.11
613	23.5	1270.0	26.11
614	24.1	1333.0	26.11
615	24.1	1349.0	26.11
616	22.9	1202.0	25.11
617	23.2	1170.0	26.11
618	23.3	1200.0	26.11
619	22.5	1206.0	25.11
620	23.0	1202.0	25.11
621	23.0	1218.0	25.11
622	22.6	1158.0	25.11
623	22.9	1157.0	25.11
624	22.2	1109.0	25.11
625	21.3	1075.0	24.11
626	21.3	1049.0	24.11
627	21.6	1316.0	24.11
628	22.4	1076.0	25.11
629	22.2	1059.0	25.11
630	21.1	858.0	23.11
631	20.0	841.0	22.11
632	19.4	820.0	22.11
633	19.4	800.0	22.11
634	19.6	802.0	22.11
635	20.3	843.0	22.11
636	21.2	907.0	23.11
637	22.0	946.0	24.11
638	22.7	948.0	25.11
639	22.5	1072.0	25.11
640	22.4	1147.0	25.11
641	22.7	1133.0	25.11
642	22.3	1124.0	25.11
643	21.7	1109.0	24.11
644	21.7	1121.0	24.11
645	22.1	1104.0	24.11
646	21.2	1113.0	24.11
647	22.5	1152.0	25.11
648	22.9	1120.0	25.11
649	22.7	1111.0	25.11
650	22.0	1093.0	24.11
651	22.0	946.0	24.11
652	22.4	1059.0	25.11
653	22.2	1071.0	25.11
654	21.7	1059.0	24.11
655	22.0	1072.0	24.11
656	22.2	1076.0	25.11
657	22.0	1059.0	24.11
658	22.0	1120.0	24.11
659	22.9	1323.0	25.11
660	23.7	1420.0	26.11
661	23.6	1439.0	26.11
662	23.0	1452.0	26.11
663	23.2	1077.0	26.11
664	22.9	1447.0	25.11
665	23.2	1457.0	26.11
666	22.9	1471.0	25.11
667	23.2	1422.0	26.11
668	22.7	1371.0	25.11
669	22.7	1364.0	25.11
670	22.9	1295.0	25.11
671	22.2	1215.0	25.11
672	22.7	1189.0	25.11
673	22.5	1182.0	25.11
674	22.4	1166.0	25.11
675	22.2	1453.0	25.11
676	22.0	1135.0	24.11
677	21.8	1112.0	24.11
678	21.8	1115.0	24.11
679	21.6	1113.0	24.11
680	22.0	1122.0	24.11
681	22.0	1128.0	24.11
682	21.8	1166.0	24.11
683	22.7	1234.0	25.11
684	23.1	1329.0	26.11
685	23.0	722.0	25.11
686	22.4	1393.0	25.11
687	22.9	1826.0	25.11
688	22.6	730.0	25.11
689	22.3	1397.0	25.11
690	23.7	1426.0	26.11
691	23.2	1451.0	26.11
692	23.0	1482.0	26.11
693	22.9	1389.0	25.11
694	22.5	1275.0	25.11
695	22.2	1194.0	25.11
696	21.8	1145.0	24.11
697	22.0	1103.0	24.11
698	21.7	1113.0	24.11
699	21.8	1395.0	24.11
700	22.0	1110.0	24.11
