	Twet	Load	Hour(s)	TimeStamp(s)	Power	Tset	month
2011-08-01 00:00:00	22.5	58.2	0	1312156800	50815	24.11	8
2011-08-01 01:00:00	22.0	620.8	3600	1312160400	314821	25.11	8
2011-08-01 02:00:00	21.6	611.1	7200	1312164000	305749	24.11	8
2011-08-01 03:00:00	21.6	640.2	10800	1312167600	323339	24.11	8
2011-08-01 04:00:00	21.1	649.9	14400	1312171200	326649	24.11	8
2011-08-01 05:00:00	21.3	669.3	18000	1312174800	339798	24.11	8
2011-08-01 06:00:00	22.4	756.6	21600	1312178400	408250	25.11	8
2011-08-01 07:00:00	22.1	756.6	25200	1312182000	406449	25.11	8
2011-08-01 08:00:00	22.2	688.7	28800	1312185600	358845	25.11	8
2011-08-01 09:00:00	22.3	543.2	32400	1312189200	271812	25.11	8
2011-08-01 10:00:00	22.9	58.2	36000	1312192800	51486	25.11	8
2011-08-01 11:00:00	23.1	436.5	39600	1312196400	223871	25.11	8
2011-08-01 12:00:00	22.6	58.2	43200	1312200000	50977	24.11	8
2011-08-01 13:00:00	22.5	58.2	46800	1312203600	50815	24.11	8
2011-08-01 14:00:00	22.2	494.7	50400	1312207200	247219	25.11	8
2011-08-01 15:00:00	21.8	58.2	54000	1312210800	50410	23.11	8
2011-08-01 16:00:00	21.4	455.9	57600	1312214400	225923	24.11	8
2011-08-01 17:00:00	21.6	58.2	61200	1312218000	49924	23.11	8
2011-08-01 18:00:00	21.1	58.2	64800	1312221600	49402	23.11	8
2011-08-01 19:00:00	20.9	455.9	68400	1312225200	223430	23.11	8
2011-08-01 20:00:00	21.2	58.2	72000	1312228800	49450	23.11	8
2011-08-01 21:00:00	20.6	58.2	75600	1312232400	48800	22.11	8
2011-08-01 22:00:00	20.5	58.2	79200	1312236000	48564	22.11	8
2011-08-01 23:00:00	20.3	446.2	82800	1312239600	217129	23.11	8
2011-08-02 00:00:00	20.3	58.2	0	1312243200	48296	22.11	8
2011-08-02 01:00:00	20.4	58.2	3600	1312246800	48405	22.11	8
2011-08-02 02:00:00	20.2	58.2	7200	1312250400	48220	22.11	8
2011-08-02 03:00:00	19.5	58.2	10800	1312254000	47326	21.11	8
2011-08-02 04:00:00	19.3	58.2	14400	1312257600	46981	21.11	8
2011-08-02 05:00:00	19.7	58.2	18000	1312261200	47785	21.11	8
2011-08-02 06:00:00	20.8	58.2	21600	1312264800	49256	22.11	8
2011-08-02 07:00:00	21.5	58.2	25200	1312268400	49733	23.11	8
2011-08-02 08:00:00	21.6	58.2	28800	1312272000	49924	23.11	8
2011-08-02 09:00:00	21.2	58.2	32400	1312275600	49450	23.11	8
2011-08-02 10:00:00	21.2	58.2	36000	1312279200	49450	23.11	8
2011-08-02 11:00:00	20.7	58.2	39600	1312282800	49038	22.11	8
2011-08-02 12:00:00	20.1	58.2	43200	1312286400	48165	22.11	8
2011-08-02 13:00:00	20.1	766.3	46800	1312290000	397022	23.11	8
2011-08-02 14:00:00	20.2	572.3	50400	1312293600	276151	23.11	8
2011-08-02 15:00:00	20.9	494.7	54000	1312297200	240915	23.11	8
2011-08-02 16:00:00	20.7	582.0	57600	1312300800	284111	23.11	8
2011-08-02 17:00:00	20.9	601.4	61200	1312304400	296903	23.11	8
2011-08-02 18:00:00	21.8	591.7	64800	1312308000	295891	24.11	8
2011-08-02 19:00:00	21.1	601.4	68400	1312311600	297819	24.11	8
2011-08-02 20:00:00	20.9	58.2	72000	1312315200	49337	23.11	8
2011-08-02 21:00:00	21.5	58.2	75600	1312318800	49733	23.11	8
2011-08-02 22:00:00	21.7	58.2	79200	1312322400	50190	23.11	8
2011-08-02 23:00:00	21.7	58.2	82800	1312326000	50190	23.11	8
2011-08-03 00:00:00	21.2	58.2	0	1312329600	49450	23.11	8
2011-08-03 01:00:00	21.2	58.2	3600	1312333200	49450	23.11	8
2011-08-03 02:00:00	21.2	58.2	7200	1312336800	49450	23.11	8
2011-08-03 03:00:00	21.0	58.2	10800	1312340400	49366	23.11	8
2011-08-03 04:00:00	21.1	58.2	14400	1312344000	49402	23.11	8
2011-08-03 05:00:00	21.5	58.2	18000	1312347600	49733	23.11	8
2011-08-03 06:00:00	21.8	58.2	21600	1312351200	50410	23.11	8
2011-08-03 07:00:00	22.9	58.2	25200	1312354800	51486	25.11	8
2011-08-03 08:00:00	23.8	58.2	28800	1312358400	52368	26.11	8
2011-08-03 09:00:00	23.4	58.2	32400	1312362000	51703	25.11	8
2011-08-03 10:00:00	22.3	58.2	36000	1312365600	50628	24.11	8
2011-08-03 11:00:00	22.7	776.0	39600	1312369200	425631	25.11	8
2011-08-03 12:00:00	22.7	58.2	43200	1312372800	51218	24.11	8
2011-08-03 13:00:00	22.0	426.8	46800	1312376400	215835	24.11	8
2011-08-03 14:00:00	22.7	446.2	50400	1312380000	226384	25.11	8
2011-08-03 15:00:00	22.3	446.2	54000	1312383600	225427	25.11	8
2011-08-03 16:00:00	21.8	455.9	57600	1312387200	227224	24.11	8
2011-08-03 17:00:00	22.0	426.8	61200	1312390800	215835	24.11	8
2011-08-03 18:00:00	22.0	572.3	64800	1312394400	286649	24.11	8
2011-08-03 19:00:00	22.2	58.2	68400	1312398000	50571	24.11	8
2011-08-03 20:00:00	22.9	426.8	72000	1312401600	218819	25.11	8
2011-08-03 21:00:00	22.9	417.1	75600	1312405200	214820	25.11	8
2011-08-03 22:00:00	23.1	58.2	79200	1312408800	51542	25.11	8
2011-08-03 23:00:00	23.1	58.2	82800	1312412400	51542	25.11	8
2011-08-04 00:00:00	23.1	58.2	0	1312416000	51542	25.11	8
2011-08-04 01:00:00	23.1	58.2	3600	1312419600	51542	25.11	8
2011-08-04 02:00:00	23.1	417.1	7200	1312423200	215685	25.11	8
2011-08-04 03:00:00	23.5	446.2	10800	1312426800	229043	26.11	8
2011-08-04 04:00:00	23.5	58.2	14400	1312430400	51801	25.11	8
2011-08-04 05:00:00	23.1	58.2	18000	1312434000	51542	25.11	8
2011-08-04 06:00:00	22.7	58.2	21600	1312437600	51218	24.11	8
2011-08-04 07:00:00	22.0	58.2	25200	1312441200	50496	24.11	8
2011-08-04 08:00:00	21.8	58.2	28800	1312444800	50410	23.11	8
2011-08-04 09:00:00	22.3	58.2	32400	1312448400	50628	24.11	8
2011-08-04 10:00:00	22.0	58.2	36000	1312452000	50496	24.11	8
2011-08-04 11:00:00	22.2	58.2	39600	1312455600	50571	24.11	8
2011-08-04 12:00:00	22.3	514.1	43200	1312459200	256899	25.11	8
2011-08-04 13:00:00	22.3	620.8	46800	1312462800	315789	25.11	8
2011-08-04 14:00:00	22.7	640.2	50400	1312466400	329959	25.11	8
2011-08-04 15:00:00	22.9	659.6	54000	1312470000	344251	25.11	8
2011-08-04 16:00:00	22.0	669.3	57600	1312473600	345229	25.11	8
2011-08-04 17:00:00	22.0	659.6	61200	1312477200	338957	25.11	8
2011-08-04 18:00:00	21.6	640.2	64800	1312480800	323339	24.11	8
2011-08-04 19:00:00	21.3	630.5	68400	1312484400	315661	24.11	8
2011-08-04 20:00:00	20.8	58.2	72000	1312488000	49256	22.11	8
2011-08-04 21:00:00	20.3	630.5	75600	1312491600	309245	23.11	8
2011-08-04 22:00:00	19.9	630.5	79200	1312495200	307531	23.11	8
2011-08-04 23:00:00	19.3	58.2	82800	1312498800	46981	21.11	8
2011-08-05 00:00:00	19.5	58.2	0	1312502400	47326	21.11	8
2011-08-05 01:00:00	19.1	58.2	3600	1312506000	46819	21.11	8
2011-08-05 02:00:00	18.7	58.2	7200	1312509600	46429	20.11	8
2011-08-05 03:00:00	18.4	58.2	10800	1312513200	45770	20.11	8
2011-08-05 04:00:00	17.9	58.2	14400	1312516800	45262	20.11	8
2011-08-05 05:00:00	19.5	58.2	18000	1312520400	47326	21.11	8
2011-08-05 06:00:00	20.0	58.2	21600	1312524000	48123	22.11	8
2011-08-05 07:00:00	20.6	58.2	25200	1312527600	48800	22.11	8
2011-08-05 08:00:00	20.8	58.2	28800	1312531200	49256	22.11	8
2011-08-05 09:00:00	21.1	58.2	32400	1312534800	49402	23.11	8
2011-08-05 10:00:00	20.4	58.2	36000	1312538400	48405	22.11	8
2011-08-05 11:00:00	21.6	58.2	39600	1312542000	49924	23.11	8
2011-08-05 12:00:00	21.4	417.1	43200	1312545600	209996	24.11	8
2011-08-05 13:00:00	21.1	494.7	46800	1312549200	242577	23.11	8
2011-08-05 14:00:00	21.8	426.8	50400	1312552800	214964	24.11	8
2011-08-05 15:00:00	21.9	455.9	54000	1312556400	227690	24.11	8
2011-08-05 16:00:00	21.7	446.2	57600	1312560000	222662	24.11	8
2011-08-05 17:00:00	21.9	485.0	61200	1312563600	240885	24.11	8
2011-08-05 18:00:00	21.5	58.2	64800	1312567200	49733	23.11	8
2011-08-05 19:00:00	21.2	465.6	68400	1312570800	229684	24.11	8
2011-08-05 20:00:00	21.0	58.2	72000	1312574400	49366	23.11	8
2011-08-05 21:00:00	20.8	58.2	75600	1312578000	49256	22.11	8
2011-08-05 22:00:00	20.6	58.2	79200	1312581600	48800	22.11	8
2011-08-05 23:00:00	20.6	388.0	82800	1312585200	195547	23.11	8
2011-08-06 00:00:00	20.6	58.2	0	1312588800	48800	22.11	8
2011-08-06 01:00:00	20.6	58.2	3600	1312592400	48800	22.11	8
2011-08-06 02:00:00	20.4	58.2	7200	1312596000	48405	22.11	8
2011-08-06 03:00:00	20.2	58.2	10800	1312599600	48220	22.11	8
2011-08-06 04:00:00	19.7	58.2	14400	1312603200	47785	21.11	8
2011-08-06 05:00:00	20.3	58.2	18000	1312606800	48296	22.11	8
2011-08-06 06:00:00	21.3	58.2	21600	1312610400	49514	23.11	8
2011-08-06 07:00:00	22.4	58.2	25200	1312614000	50706	24.11	8
2011-08-06 08:00:00	23.2	58.2	28800	1312617600	51582	25.11	8
2011-08-06 09:00:00	23.2	58.2	32400	1312621200	51582	25.11	8
2011-08-06 10:00:00	23.7	58.2	36000	1312624800	52156	25.11	8
2011-08-06 11:00:00	23.7	1028.2	39600	1312628400	524234	26.11	8
2011-08-06 12:00:00	24.2	717.8	43200	1312632000	394803	26.11	8
2011-08-06 13:00:00	24.8	814.8	46800	1312635600	442316	26.11	8
2011-08-06 14:00:00	24.7	873.0	50400	1312639200	465177	26.11	8
2011-08-06 15:00:00	24.5	853.6	54000	1312642800	450802	26.11	8
2011-08-06 16:00:00	23.9	882.7	57600	1312646400	456014	26.11	8
2011-08-06 17:00:00	23.8	776.0	61200	1312650000	434434	26.11	8
2011-08-06 18:00:00	24.0	756.6	64800	1312653600	421522	26.11	8
2011-08-06 19:00:00	23.6	698.4	68400	1312657200	374390	26.11	8
2011-08-06 20:00:00	23.6	58.2	72000	1312660800	51943	25.11	8
2011-08-06 21:00:00	23.6	620.8	75600	1312664400	322604	26.11	8
2011-08-06 22:00:00	23.6	611.1	79200	1312668000	316578	26.11	8
2011-08-06 23:00:00	23.6	611.1	82800	1312671600	316578	26.11	8
2011-08-07 00:00:00	23.6	58.2	0	1312675200	51943	25.11	8
2011-08-07 01:00:00	23.6	58.2	3600	1312678800	51943	25.11	8
2011-08-07 02:00:00	23.6	58.2	7200	1312682400	51943	25.11	8
2011-08-07 03:00:00	23.6	58.2	10800	1312686000	51943	25.11	8
2011-08-07 04:00:00	23.5	58.2	14400	1312689600	51801	25.11	8
2011-08-07 05:00:00	23.5	58.2	18000	1312693200	51801	25.11	8
2011-08-07 06:00:00	24.2	58.2	21600	1312696800	52479	26.11	8
2011-08-07 07:00:00	24.3	58.2	25200	1312700400	52528	26.11	8
2011-08-07 08:00:00	25.0	58.2	28800	1312704000	53818	26.11	8
2011-08-07 09:00:00	25.3	58.2	32400	1312707600	55100	26.11	8
2011-08-07 10:00:00	25.9	58.2	36000	1312711200	86691	26.11	8
2011-08-07 11:00:00	25.7	58.2	39600	1312714800	64325	26.11	8
2011-08-07 12:00:00	25.6	58.2	43200	1312718400	59637	26.11	8
2011-08-07 13:00:00	25.3	436.5	46800	1312722000	251096	26.11	8
2011-08-07 14:00:00	25.5	58.2	50400	1312725600	57229	26.11	8
2011-08-07 15:00:00	24.5	58.2	54000	1312729200	52684	26.11	8
2011-08-07 16:00:00	25.5	475.3	57600	1312732800	276600	25.11	8
2011-08-07 17:00:00	25.4	58.2	61200	1312736400	55906	26.11	8
2011-08-07 18:00:00	25.7	58.2	64800	1312740000	64325	26.11	8
