		Twet	Load	Twet_Dis	Load_Dis	Twet+Err	Load+Err	Twet+Err_Dis	Load+Err_Dis	Default	Tset_BN
Twbload	0	4.9	54	10	1	4.9	54.0	10	1	No	15.11
Twbload	1	4.8	55	10	1	4.8	55.0	10	1	No	15.11
Twbload	2	3.8	54	9	1	3.8	54.0	9	1	No	15.11
Twbload	3	3.8	54	9	1	3.8	54.0	9	1	No	15.11
Twbload	4	3.7	53	9	1	3.7	53.0	9	1	No	15.11
Twbload	5	3.7	54	9	1	3.7	54.0	9	1	No	15.11
Twbload	6	3.1	53	9	1	3.1	53.0	9	1	No	15.11
Twbload	7	3.4	54	9	1	3.4	54.0	9	1	No	15.11
Twbload	8	4.5	55	10	1	4.5	55.0	10	1	No	15.11
Twbload	9	6.0	55	12	1	6.0	55.0	12	1	No	15.11
Twbload	10	7.4	54	13	1	7.4	54.0	13	1	No	15.11
Twbload	11	7.9	373	13	2	7.9	373.0	13	2	No	15.11
Twbload	12	8.5	370	14	2	8.5	370.0	14	2	No	15.11
Twbload	13	9.2	383	15	2	9.2	383.0	15	2	No	15.11
Twbload	14	8.7	419	14	3	8.7	419.0	14	3	No	15.11
Twbload	15	9.5	416	15	3	9.5	416.0	15	3	No	15.11
Twbload	16	9.8	421	15	3	9.8	421.0	15	3	No	15.11
Twbload	17	8.6	407	14	2	8.6	407.0	14	2	No	15.11
Twbload	18	9.7	410	15	2	9.7	410.0	15	2	No	15.11
Twbload	19	10.2	421	16	3	10.2	421.0	16	3	No	15.11
Twbload	20	10.7	680	16	4	10.7	680.0	16	4	No	15.11
Twbload	21	8.0	399	14	2	8.0	399.0	14	2	No	15.11
Twbload	22	5.4	414	11	3	5.4	414.0	11	3	No	15.11
Twbload	23	4.4	361	10	2	4.4	361.0	10	2	No	15.11
Twbload	24	3.2	53	9	1	3.2	53.0	9	1	No	15.11
Twbload	25	2.8	55	8	1	2.8	55.0	8	1	No	15.11
Twbload	26	2.5	54	8	1	2.5	54.0	8	1	No	15.11
Twbload	27	1.0	55	7	1	1.0	55.0	7	1	No	15.11
Twbload	28	0.1	54	6	1	0.1	54.0	6	1	No	15.11
Twbload	29	-1.4	54	4	1	-1.4	54.0	4	1	No	15.11
Twbload	30	-1.3	53	4	1	-1.3	53.0	4	1	No	15.11
Twbload	31	-1.5	54	4	1	-1.5	54.0	4	1	No	15.11
Twbload	32	-0.7	54	5	1	-0.7	54.0	5	1	No	15.11
Twbload	33	-0.4	54	5	1	-0.4	54.0	5	1	No	15.11
Twbload	34	0.0	54	6	1	0.0	54.0	6	1	No	15.11
Twbload	35	0.7	398	6	2	0.7	398.0	6	2	No	15.11
Twbload	36	0.6	53	6	1	0.6	53.0	6	1	No	15.11
Twbload	37	0.3	54	6	1	0.3	54.0	6	1	No	15.11
Twbload	38	-0.4	54	5	1	-0.4	54.0	5	1	No	15.11
Twbload	39	-0.4	54	5	1	-0.4	54.0	5	1	No	15.11
Twbload	40	-0.8	55	5	1	-0.8	55.0	5	1	No	15.11
Twbload	41	-1.0	55	5	1	-1.0	55.0	5	1	No	15.11
Twbload	42	-1.2	54	4	1	-1.2	54.0	4	1	No	15.11
Twbload	43	-1.2	54	4	1	-1.2	54.0	4	1	No	15.11
Twbload	44	-1.6	55	4	1	-1.6	55.0	4	1	No	15.11
Twbload	45	-1.8	53	4	1	-1.8	53.0	4	1	No	15.11
Twbload	46	-2.0	55	4	1	-2.0	55.0	4	1	No	15.11
Twbload	47	-2.7	55	3	1	-2.7	55.0	3	1	No	15.11
Twbload	48	-3.0	54	3	1	-3.0	54.0	3	1	No	15.11
Twbload	49	-3.2	54	2	1	-3.2	54.0	2	1	No	15.11
Twbload	50	-3.7	54	2	1	-3.7	54.0	2	1	No	15.11
Twbload	51	-4.2	53	1	1	-4.2	53.0	1	1	No	15.11
Twbload	52	-4.0	54	2	1	-4.0	54.0	2	1	No	15.11
Twbload	53	-4.0	54	2	1	-4.0	54.0	2	1	No	15.11
Twbload	54	-3.7	54	2	1	-3.7	54.0	2	1	No	15.11
Twbload	55	-3.8	54	2	1	-3.8	54.0	2	1	No	15.11
Twbload	56	-4.1	55	1	1	-4.1	55.0	1	1	No	15.11
Twbload	57	-4.2	54	1	1	-4.2	54.0	1	1	No	15.11
Twbload	58	-3.8	54	2	1	-3.8	54.0	2	1	No	15.11
Twbload	59	-3.9	54	2	1	-3.9	54.0	2	1	No	15.11
Twbload	60	-3.9	54	2	1	-3.9	54.0	2	1	No	15.11
Twbload	61	-4.7	54	1	1	-4.7	54.0	1	1	No	15.11
Twbload	62	-5.0	55	1	1	-5.0	55.0	1	1	No	15.11
Twbload	63	-5.9	54	0	1	-5.9	54.0	0	1	Yes	15.11
Twbload	64	-6.2	54	0	1	-6.2	54.0	0	1	Yes	15.11
Twbload	65	-6.6	54	0	1	-6.6	54.0	0	1	Yes	15.11
Twbload	66	-6.7	53	0	1	-6.7	53.0	0	1	Yes	15.11
Twbload	67	-7.0	53	0	1	-7.0	53.0	0	1	Yes	15.11
Twbload	68	-6.5	54	0	1	-6.5	54.0	0	1	Yes	15.11
Twbload	69	-6.9	54	0	1	-6.9	54.0	0	1	Yes	15.11
Twbload	70	-7.6	53	0	1	-7.6	53.0	0	1	Yes	15.11
Twbload	71	-8.6	55	0	1	-8.6	55.0	0	1	Yes	15.11
Twbload	72	-9.3	54	0	1	-9.3	54.0	0	1	Yes	15.11
Twbload	73	-10.3	53	0	1	-10.3	53.0	0	1	Yes	15.11
Twbload	74	-10.8	54	0	1	-10.8	54.0	0	1	Yes	15.11
Twbload	75	-10.6	54	0	1	-10.6	54.0	0	1	Yes	15.11
Twbload	76	-10.5	53	0	1	-10.5	53.0	0	1	Yes	15.11
Twbload	77	-10.4	54	0	1	-10.4	54.0	0	1	Yes	15.11
Twbload	78	-9.9	53	0	1	-9.9	53.0	0	1	Yes	15.11
Twbload	79	-9.3	53	0	1	-9.3	53.0	0	1	Yes	15.11
Twbload	80	-8.4	52	0	1	-8.4	52.0	0	1	Yes	15.11
Twbload	81	-7.6	53	0	1	-7.6	53.0	0	1	Yes	15.11
Twbload	82	-6.9	53	0	1	-6.9	53.0	0	1	Yes	15.11
Twbload	83	-5.3	54	0	1	-5.3	54.0	0	1	Yes	15.11
Twbload	84	-4.5	54	1	1	-4.5	54.0	1	1	No	15.11
Twbload	85	-3.9	54	2	1	-3.9	54.0	2	1	No	15.11
Twbload	86	-3.5	54	2	1	-3.5	54.0	2	1	No	15.11
Twbload	87	-3.0	54	3	1	-3.0	54.0	3	1	No	15.11
Twbload	88	-3.1	55	2	1	-3.1	55.0	2	1	No	15.11
Twbload	89	-2.5	54	3	1	-2.5	54.0	3	1	No	15.11
Twbload	90	-2.5	54	3	1	-2.5	54.0	3	1	No	15.11
Twbload	91	-2.4	54	3	1	-2.4	54.0	3	1	No	15.11
Twbload	92	-2.3	55	3	1	-2.3	55.0	3	1	No	15.11
Twbload	93	-2.4	53	3	1	-2.4	53.0	3	1	No	15.11
Twbload	94	-1.5	54	4	1	-1.5	54.0	4	1	No	15.11
Twbload	95	-2.0	53	4	1	-2.0	53.0	4	1	No	15.11
Twbload	96	-2.0	54	4	1	-2.0	54.0	4	1	No	15.11
Twbload	97	-1.7	54	4	1	-1.7	54.0	4	1	No	15.11
Twbload	98	-1.9	53	4	1	-1.9	53.0	4	1	No	15.11
Twbload	99	-1.5	54	4	1	-1.5	54.0	4	1	No	15.11
Twbload	100	-0.5	53	5	1	-0.5	53.0	5	1	No	15.11
Twbload	101	-0.8	54	5	1	-0.8	54.0	5	1	No	15.11
Twbload	102	-0.5	55	5	1	-0.5	55.0	5	1	No	15.11
Twbload	103	0.0	54	6	1	0.0	54.0	6	1	No	15.11
Twbload	104	0.1	54	6	1	0.1	54.0	6	1	No	15.11
Twbload	105	1.9	53	7	1	1.9	53.0	7	1	No	15.11
Twbload	106	2.0	53	8	1	2.0	53.0	8	1	No	15.11
Twbload	107	2.9	53	8	1	2.9	53.0	8	1	No	15.11
Twbload	108	3.1	55	9	1	3.1	55.0	9	1	No	15.11
Twbload	109	3.1	54	9	1	3.1	54.0	9	1	No	15.11
Twbload	110	3.1	54	9	1	3.1	54.0	9	1	No	15.11
Twbload	111	3.5	55	9	1	3.5	55.0	9	1	No	15.11
Twbload	112	2.8	53	8	1	2.8	53.0	8	1	No	15.11
Twbload	113	2.3	54	8	1	2.3	54.0	8	1	No	15.11
Twbload	114	2.0	54	8	1	2.0	54.0	8	1	No	15.11
Twbload	115	1.3	55	7	1	1.3	55.0	7	1	No	15.11
Twbload	116	1.1	54	7	1	1.1	54.0	7	1	No	15.11
Twbload	117	0.8	54	6	1	0.8	54.0	6	1	No	15.11
Twbload	118	0.5	54	6	1	0.5	54.0	6	1	No	15.11
Twbload	119	0.7	55	6	1	0.7	55.0	6	1	No	15.11
Twbload	120	0.1	54	6	1	0.1	54.0	6	1	No	15.11
Twbload	121	0.1	54	6	1	0.1	54.0	6	1	No	15.11
Twbload	122	0.0	53	6	1	0.0	53.0	6	1	No	15.11
Twbload	123	-0.1	53	5	1	-0.1	53.0	5	1	No	15.11
Twbload	124	0.5	54	6	1	0.5	54.0	6	1	No	15.11
Twbload	125	0.6	54	6	1	0.6	54.0	6	1	No	15.11
Twbload	126	1.0	54	7	1	1.0	54.0	7	1	No	15.11
Twbload	127	1.0	53	7	1	1.0	53.0	7	1	No	15.11
Twbload	128	1.6	54	7	1	1.6	54.0	7	1	No	15.11
Twbload	129	2.9	55	8	1	2.9	55.0	8	1	No	15.11
Twbload	130	4.6	54	10	1	4.6	54.0	10	1	No	15.11
Twbload	131	6.0	54	12	1	6.0	54.0	12	1	No	15.11
Twbload	132	7.6	540	13	3	7.6	540.0	13	3	No	15.11
Twbload	133	8.3	673	14	4	8.3	673.0	14	4	No	15.11
Twbload	134	8.6	732	14	4	8.6	732.0	14	4	No	15.11
Twbload	135	7.6	708	13	4	7.6	708.0	13	4	No	15.11
Twbload	136	7.8	684	13	4	7.8	684.0	13	4	No	15.11
Twbload	137	7.3	636	13	4	7.3	636.0	13	4	No	15.11
Twbload	138	6.1	450	12	3	6.1	450.0	12	3	No	15.11
Twbload	139	5.7	409	11	2	5.7	409.0	11	2	No	15.11
Twbload	140	5.1	398	11	2	5.1	398.0	11	2	No	15.11
Twbload	141	4.6	406	10	2	4.6	406.0	10	2	No	15.11
Twbload	142	4.6	407	10	2	4.6	407.0	10	2	No	15.11
Twbload	143	5.2	862	11	5	5.2	862.0	11	5	No	15.11
Twbload	144	4.8	55	10	1	4.8	55.0	10	1	No	15.11
Twbload	145	3.9	54	9	1	3.9	54.0	9	1	No	15.11
Twbload	146	3.6	54	9	1	3.6	54.0	9	1	No	15.11
Twbload	147	2.4	54	8	1	2.4	54.0	8	1	No	15.11
Twbload	148	2.2	55	8	1	2.2	55.0	8	1	No	15.11
Twbload	149	1.3	55	7	1	1.3	55.0	7	1	No	15.11
Twbload	150	1.4	55	7	1	1.4	55.0	7	1	No	15.11
Twbload	151	0.9	54	6	1	0.9	54.0	6	1	No	15.11
Twbload	152	3.1	54	9	1	3.1	54.0	9	1	No	15.11
Twbload	153	4.4	54	10	1	4.4	54.0	10	1	No	15.11
Twbload	154	5.5	55	11	1	5.5	55.0	11	1	No	15.11
Twbload	155	7.5	404	13	2	7.5	404.0	13	2	No	15.11
Twbload	156	9.4	411	15	2	9.4	411.0	15	2	No	15.11
Twbload	157	12.2	425	18	3	12.2	425.0	18	3	No	15.11
Twbload	158	11.5	414	17	3	11.5	414.0	17	3	No	15.11
Twbload	159	11.7	413	17	2	11.7	413.0	17	2	No	15.11
Twbload	160	11.5	415	17	3	11.5	415.0	17	3	No	15.11
Twbload	161	10.3	399	16	2	10.3	399.0	16	2	No	15.11
Twbload	162	9.2	400	15	2	9.2	400.0	15	2	No	15.11
Twbload	163	7.5	398	13	2	7.5	398.0	13	2	No	15.11
Twbload	164	7.1	400	13	2	7.1	400.0	13	2	No	15.11
Twbload	165	5.7	390	11	2	5.7	390.0	11	2	No	15.11
Twbload	166	4.5	384	10	2	4.5	384.0	10	2	No	15.11
Twbload	167	3.3	653	9	4	3.3	653.0	9	4	No	15.11
Twbload	168	3.7	385	9	2	3.7	385.0	9	2	No	15.11
Twbload	169	3.0	55	9	1	3.0	55.0	9	1	No	15.11
Twbload	170	3.0	54	9	1	3.0	54.0	9	1	No	15.11
Twbload	171	2.7	54	8	1	2.7	54.0	8	1	No	15.11
Twbload	172	2.7	55	8	1	2.7	55.0	8	1	No	15.11
Twbload	173	2.5	54	8	1	2.5	54.0	8	1	No	15.11
Twbload	174	2.2	55	8	1	2.2	55.0	8	1	No	15.11
Twbload	175	3.0	53	9	1	3.0	53.0	9	1	No	15.11
Twbload	176	3.8	55	9	1	3.8	55.0	9	1	No	15.11
Twbload	177	4.3	54	10	1	4.3	54.0	10	1	No	15.11
Twbload	178	4.9	54	10	1	4.9	54.0	10	1	No	15.11
Twbload	179	5.0	384	11	2	5.0	384.0	11	2	No	15.11
Twbload	180	5.2	367	11	2	5.2	367.0	11	2	No	15.11
Twbload	181	5.0	54	11	1	5.0	54.0	11	1	No	15.11
Twbload	182	4.8	403	10	2	4.8	403.0	10	2	No	15.11
Twbload	183	4.5	370	10	2	4.5	370.0	10	2	No	15.11
Twbload	184	3.8	365	9	2	3.8	365.0	9	2	No	15.11
Twbload	185	3.0	369	9	2	3.0	369.0	9	2	No	15.11
Twbload	186	2.1	54	8	1	2.1	54.0	8	1	No	15.11
Twbload	187	1.9	54	7	1	1.9	54.0	7	1	No	15.11
Twbload	188	1.4	54	7	1	1.4	54.0	7	1	No	15.11
Twbload	189	1.2	54	7	1	1.2	54.0	7	1	No	15.11
Twbload	190	0.4	55	6	1	0.4	55.0	6	1	No	15.11
Twbload	191	0.1	510	6	3	0.1	510.0	6	3	No	15.11
Twbload	192	0.0	54	6	1	0.0	54.0	6	1	No	15.11
Twbload	193	-0.2	54	5	1	-0.2	54.0	5	1	No	15.11
Twbload	194	-0.2	54	5	1	-0.2	54.0	5	1	No	15.11
Twbload	195	-1.0	54	5	1	-1.0	54.0	5	1	No	15.11
Twbload	196	-0.7	54	5	1	-0.7	54.0	5	1	No	15.11
Twbload	197	-0.7	55	5	1	-0.7	55.0	5	1	No	15.11
Twbload	198	-0.8	53	5	1	-0.8	53.0	5	1	No	15.11
Twbload	199	-0.5	55	5	1	-0.5	55.0	5	1	No	15.11
Twbload	200	0.3	54	6	1	0.3	54.0	6	1	No	15.11
Twbload	201	0.9	54	6	1	0.9	54.0	6	1	No	15.11
Twbload	202	0.9	54	6	1	0.9	54.0	6	1	No	15.11
Twbload	203	1.2	55	7	1	1.2	55.0	7	1	No	15.11
Twbload	204	1.1	54	7	1	1.1	54.0	7	1	No	15.11
Twbload	205	0.7	54	6	1	0.7	54.0	6	1	No	15.11
Twbload	206	1.3	54	7	1	1.3	54.0	7	1	No	15.11
Twbload	207	0.6	54	6	1	0.6	54.0	6	1	No	15.11
Twbload	208	0.1	55	6	1	0.1	55.0	6	1	No	15.11
Twbload	209	0.6	53	6	1	0.6	53.0	6	1	No	15.11
Twbload	210	0.4	54	6	1	0.4	54.0	6	1	No	15.11
Twbload	211	0.6	54	6	1	0.6	54.0	6	1	No	15.11
Twbload	212	0.6	54	6	1	0.6	54.0	6	1	No	15.11
Twbload	213	1.0	54	7	1	1.0	54.0	7	1	No	15.11
Twbload	214	1.0	54	7	1	1.0	54.0	7	1	No	15.11
Twbload	215	1.2	55	7	1	1.2	55.0	7	1	No	15.11
Twbload	216	1.0	54	7	1	1.0	54.0	7	1	No	15.11
Twbload	217	1.0	54	7	1	1.0	54.0	7	1	No	15.11
Twbload	218	0.4	54	6	1	0.4	54.0	6	1	No	15.11
Twbload	219	0.3	54	6	1	0.3	54.0	6	1	No	15.11
Twbload	220	-0.2	53	5	1	-0.2	53.0	5	1	No	15.11
Twbload	221	-0.2	56	5	1	-0.2	56.0	5	1	No	15.11
Twbload	222	-0.2	54	5	1	-0.2	54.0	5	1	No	15.11
Twbload	223	-0.4	54	5	1	-0.4	54.0	5	1	No	15.11
Twbload	224	0.4	54	6	1	0.4	54.0	6	1	No	15.11
Twbload	225	2.1	54	8	1	2.1	54.0	8	1	No	15.11
Twbload	226	3.5	54	9	1	3.5	54.0	9	1	No	15.11
Twbload	227	5.2	53	11	1	5.2	53.0	11	1	No	15.11
Twbload	228	5.9	54	11	1	5.9	54.0	11	1	No	15.11
Twbload	229	5.9	1089	11	6	5.9	1089.0	11	6	No	15.11
Twbload	230	6.0	478	12	3	6.0	478.0	12	3	No	15.11
Twbload	231	5.7	589	11	3	5.7	589.0	11	3	No	15.11
Twbload	232	5.3	564	11	3	5.3	564.0	11	3	No	15.11
Twbload	233	5.2	561	11	3	5.2	561.0	11	3	No	15.11
Twbload	234	4.5	56	10	1	4.5	56.0	10	1	No	15.11
Twbload	235	4.3	55	10	1	4.3	55.0	10	1	No	15.11
Twbload	236	3.4	54	9	1	3.4	54.0	9	1	No	15.11
Twbload	237	3.0	55	9	1	3.0	55.0	9	1	No	15.11
Twbload	238	2.5	55	8	1	2.5	55.0	8	1	No	15.11
Twbload	239	2.0	54	8	1	2.0	54.0	8	1	No	15.11
Twbload	240	0.2	55	6	1	0.2	55.0	6	1	No	15.11
Twbload	241	1.1	54	7	1	1.1	54.0	7	1	No	15.11
Twbload	242	0.5	54	6	1	0.5	54.0	6	1	No	15.11
Twbload	243	0.0	54	6	1	0.0	54.0	6	1	No	15.11
Twbload	244	0.2	55	6	1	0.2	55.0	6	1	No	15.11
Twbload	245	-0.2	55	5	1	-0.2	55.0	5	1	No	15.11
Twbload	246	0.0	56	6	1	0.0	56.0	6	1	No	15.11
Twbload	247	0.2	54	6	1	0.2	54.0	6	1	No	15.11
Twbload	248	1.5	54	7	1	1.5	54.0	7	1	No	15.11
Twbload	249	2.9	53	8	1	2.9	53.0	8	1	No	15.11
Twbload	250	4.0	54	10	1	4.0	54.0	10	1	No	15.11
Twbload	251	5.1	56	11	1	5.1	56.0	11	1	No	15.11
Twbload	252	5.4	54	11	1	5.4	54.0	11	1	No	15.11
Twbload	253	6.7	54	12	1	6.7	54.0	12	1	No	15.11
Twbload	254	6.9	54	12	1	6.9	54.0	12	1	No	15.11
Twbload	255	6.7	54	12	1	6.7	54.0	12	1	No	15.11
Twbload	256	6.7	54	12	1	6.7	54.0	12	1	No	15.11
Twbload	257	6.4	55	12	1	6.4	55.0	12	1	No	15.11
Twbload	258	6.4	55	12	1	6.4	55.0	12	1	No	15.11
Twbload	259	6.7	54	12	1	6.7	54.0	12	1	No	15.11
Twbload	260	6.9	54	12	1	6.9	54.0	12	1	No	15.11
Twbload	261	6.9	54	12	1	6.9	54.0	12	1	No	15.11
Twbload	262	7.7	55	13	1	7.7	55.0	13	1	No	15.11
Twbload	263	8.8	56	14	1	8.8	56.0	14	1	No	15.11
Twbload	264	8.8	54	14	1	8.8	54.0	14	1	No	15.11
Twbload	265	8.8	56	14	1	8.8	56.0	14	1	No	15.11
Twbload	266	8.3	54	14	1	8.3	54.0	14	1	No	15.11
Twbload	267	8.3	54	14	1	8.3	54.0	14	1	No	15.11
Twbload	268	8.3	56	14	1	8.3	56.0	14	1	No	15.11
Twbload	269	6.9	55	12	1	6.9	55.0	12	1	No	15.11
Twbload	270	6.1	54	12	1	6.1	54.0	12	1	No	15.11
Twbload	271	5.8	54	11	1	5.8	54.0	11	1	No	15.11
Twbload	272	6.4	56	12	1	6.4	56.0	12	1	No	15.11
Twbload	273	6.7	54	12	1	6.7	54.0	12	1	No	15.11
Twbload	274	7.5	54	13	1	7.5	54.0	13	1	No	15.11
Twbload	275	8.0	55	14	1	8.0	55.0	14	1	No	15.11
Twbload	276	9.6	422	15	3	9.6	422.0	15	3	No	15.11
Twbload	277	10.2	518	16	3	10.2	518.0	16	3	No	15.11
Twbload	278	10.7	646	16	4	10.7	646.0	16	4	No	15.11
Twbload	279	10.4	660	16	4	10.4	660.0	16	4	No	15.11
Twbload	280	9.9	652	15	4	9.9	652.0	15	4	No	15.11
Twbload	281	9.1	660	15	4	9.1	660.0	15	4	No	15.11
Twbload	282	9.6	442	15	3	9.6	442.0	15	3	No	15.11
Twbload	283	10.2	408	16	2	10.2	408.0	16	2	No	15.11
Twbload	284	8.1	358	14	2	8.1	358.0	14	2	No	15.11
Twbload	285	9.1	398	15	2	9.1	398.0	15	2	No	15.11
Twbload	286	8.3	402	14	2	8.3	402.0	14	2	No	15.11
Twbload	287	8.1	556	14	3	8.1	556.0	14	3	No	15.11
Twbload	288	8.6	415	14	3	8.6	415.0	14	3	No	15.11
Twbload	289	8.0	410	14	2	8.0	410.0	14	2	No	15.11
Twbload	290	5.6	55	11	1	5.6	55.0	11	1	No	15.11
Twbload	291	3.4	55	9	1	3.4	55.0	9	1	No	15.11
Twbload	292	2.2	54	8	1	2.2	54.0	8	1	No	15.11
Twbload	293	1.6	54	7	1	1.6	54.0	7	1	No	15.11
Twbload	294	0.0	54	6	1	0.0	54.0	6	1	No	15.11
Twbload	295	-1.3	54	4	1	-1.3	54.0	4	1	No	15.11
Twbload	296	-1.0	54	5	1	-1.0	54.0	5	1	No	15.11
Twbload	297	-1.4	54	4	1	-1.4	54.0	4	1	No	15.11
Twbload	298	-1.0	54	5	1	-1.0	54.0	5	1	No	15.11
Twbload	299	-0.8	409	5	2	-0.8	409.0	5	2	No	15.11
Twbload	300	-0.6	54	5	1	-0.6	54.0	5	1	No	15.11
Twbload	301	-0.5	55	5	1	-0.5	55.0	5	1	No	15.11
Twbload	302	-0.2	54	5	1	-0.2	54.0	5	1	No	15.11
Twbload	303	0.0	55	6	1	0.0	55.0	6	1	No	15.11
Twbload	304	-0.2	54	5	1	-0.2	54.0	5	1	No	15.11
Twbload	305	-0.6	54	5	1	-0.6	54.0	5	1	No	15.11
Twbload	306	-0.9	54	5	1	-0.9	54.0	5	1	No	15.11
Twbload	307	-1.1	54	4	1	-1.1	54.0	4	1	No	15.11
Twbload	308	-2.6	54	3	1	-2.6	54.0	3	1	No	15.11
Twbload	309	-3.1	54	2	1	-3.1	54.0	2	1	No	15.11
Twbload	310	-3.6	55	2	1	-3.6	55.0	2	1	No	15.11
Twbload	311	-3.9	55	2	1	-3.9	55.0	2	1	No	15.11
Twbload	312	-3.9	55	2	1	-3.9	55.0	2	1	No	15.11
Twbload	313	-4.2	54	1	1	-4.2	54.0	1	1	No	15.11
Twbload	314	-4.5	54	1	1	-4.5	54.0	1	1	No	15.11
Twbload	315	-4.3	55	1	1	-4.3	55.0	1	1	No	15.11
Twbload	316	-4.4	54	1	1	-4.4	54.0	1	1	No	15.11
Twbload	317	-4.8	54	1	1	-4.8	54.0	1	1	No	15.11
Twbload	318	-5.2	54	0	1	-5.2	54.0	0	1	Yes	15.11
Twbload	319	-4.8	54	1	1	-4.8	54.0	1	1	No	15.11
Twbload	320	-3.6	53	2	1	-3.6	53.0	2	1	No	15.11
Twbload	321	-2.9	54	3	1	-2.9	54.0	3	1	No	15.11
Twbload	322	-2.0	53	4	1	-2.0	53.0	4	1	No	15.11
Twbload	323	-1.6	54	4	1	-1.6	54.0	4	1	No	15.11
Twbload	324	-0.9	55	5	1	-0.9	55.0	5	1	No	15.11
Twbload	325	-1.4	56	4	1	-1.4	56.0	4	1	No	15.11
Twbload	326	-1.4	54	4	1	-1.4	54.0	4	1	No	15.11
Twbload	327	-1.2	54	4	1	-1.2	54.0	4	1	No	15.11
Twbload	328	-1.7	54	4	1	-1.7	54.0	4	1	No	15.11
Twbload	329	-2.3	55	3	1	-2.3	55.0	3	1	No	15.11
Twbload	330	-2.4	55	3	1	-2.4	55.0	3	1	No	15.11
Twbload	331	-3.2	54	2	1	-3.2	54.0	2	1	No	15.11
Twbload	332	-3.7	54	2	1	-3.7	54.0	2	1	No	15.11
Twbload	333	-3.7	54	2	1	-3.7	54.0	2	1	No	15.11
Twbload	334	-3.6	54	2	1	-3.6	54.0	2	1	No	15.11
Twbload	335	-3.6	54	2	1	-3.6	54.0	2	1	No	15.11
Twbload	336	-3.9	53	2	1	-3.9	53.0	2	1	No	15.11
Twbload	337	-3.9	54	2	1	-3.9	54.0	2	1	No	15.11
Twbload	338	-3.9	54	2	1	-3.9	54.0	2	1	No	15.11
Twbload	339	-3.9	53	2	1	-3.9	53.0	2	1	No	15.11
Twbload	340	-4.8	54	1	1	-4.8	54.0	1	1	No	15.11
Twbload	341	-5.2	54	0	1	-5.2	54.0	0	1	Yes	15.11
Twbload	342	-5.2	54	0	1	-5.2	54.0	0	1	Yes	15.11
Twbload	343	-5.0	54	1	1	-5.0	54.0	1	1	No	15.11
Twbload	344	-4.1	54	1	1	-4.1	54.0	1	1	No	15.11
Twbload	345	-3.6	53	2	1	-3.6	53.0	2	1	No	15.11
Twbload	346	-3.4	54	2	1	-3.4	54.0	2	1	No	15.11
Twbload	347	-3.4	55	2	1	-3.4	55.0	2	1	No	15.11
Twbload	348	-3.3	53	2	1	-3.3	53.0	2	1	No	15.11
Twbload	349	-3.0	54	3	1	-3.0	54.0	3	1	No	15.11
Twbload	350	-2.5	54	3	1	-2.5	54.0	3	1	No	15.11
Twbload	351	-3.1	54	2	1	-3.1	54.0	2	1	No	15.11
Twbload	352	-4.3	55	1	1	-4.3	55.0	1	1	No	15.11
Twbload	353	-4.7	54	1	1	-4.7	54.0	1	1	No	15.11
Twbload	354	-4.2	53	1	1	-4.2	53.0	1	1	No	15.11
Twbload	355	-4.1	54	1	1	-4.1	54.0	1	1	No	15.11
Twbload	356	-3.8	53	2	1	-3.8	53.0	2	1	No	15.11
Twbload	357	-4.3	54	1	1	-4.3	54.0	1	1	No	15.11
Twbload	358	-4.9	54	1	1	-4.9	54.0	1	1	No	15.11
Twbload	359	-5.1	53	0	1	-5.1	53.0	0	1	Yes	15.11
Twbload	360	-5.0	53	1	1	-5.0	53.0	1	1	No	15.11
Twbload	361	-5.3	54	0	1	-5.3	54.0	0	1	Yes	15.11
Twbload	362	-5.2	53	0	1	-5.2	53.0	0	1	Yes	15.11
Twbload	363	-5.5	53	0	1	-5.5	53.0	0	1	Yes	15.11
Twbload	364	-6.0	54	0	1	-6.0	54.0	0	1	Yes	15.11
Twbload	365	-6.0	53	0	1	-6.0	53.0	0	1	Yes	15.11
Twbload	366	-5.8	54	0	1	-5.8	54.0	0	1	Yes	15.11
Twbload	367	-5.8	52	0	1	-5.8	52.0	0	1	Yes	15.11
Twbload	368	-3.9	54	2	1	-3.9	54.0	2	1	No	15.11
Twbload	369	-2.8	53	3	1	-2.8	53.0	3	1	No	15.11
Twbload	370	-1.6	54	4	1	-1.6	54.0	4	1	No	15.11
Twbload	371	-1.0	53	5	1	-1.0	53.0	5	1	No	15.11
Twbload	372	-0.4	53	5	1	-0.4	53.0	5	1	No	15.11
Twbload	373	0.0	55	6	1	0.0	55.0	6	1	No	15.11
Twbload	374	0.1	54	6	1	0.1	54.0	6	1	No	15.11
Twbload	375	0.6	54	6	1	0.6	54.0	6	1	No	15.11
Twbload	376	0.9	55	6	1	0.9	55.0	6	1	No	15.11
Twbload	377	0.9	54	6	1	0.9	54.0	6	1	No	15.11
Twbload	378	1.4	54	7	1	1.4	54.0	7	1	No	15.11
Twbload	379	1.6	54	7	1	1.6	54.0	7	1	No	15.11
Twbload	380	1.9	55	7	1	1.9	55.0	7	1	No	15.11
Twbload	381	2.1	54	8	1	2.1	54.0	8	1	No	15.11
Twbload	382	2.4	55	8	1	2.4	55.0	8	1	No	15.11
Twbload	383	2.7	54	8	1	2.7	54.0	8	1	No	15.11
Twbload	384	3.1	54	9	1	3.1	54.0	9	1	No	15.11
Twbload	385	3.3	55	9	1	3.3	55.0	9	1	No	15.11
Twbload	386	3.6	55	9	1	3.6	55.0	9	1	No	15.11
