		Twet	Load	Twet_Dis	Load_Dis	Twet+Err	Load+Err	Twet+Err_Dis	Load+Err_Dis	Default	Tset_BN
Twbload	2381	4.7	577	10	3	4.7	577.0	10	3	No	15.11
Twbload	2382	5.6	569	11	3	5.6	569.0	11	3	No	15.11
Twbload	2383	6.7	842	12	5	6.7	842.0	12	5	No	15.11
Twbload	2384	7.5	572	13	3	7.5	572.0	13	3	No	15.11
Twbload	2385	8.6	668	14	4	8.6	668.0	14	4	No	15.11
Twbload	2386	9.5	435	15	3	9.5	435.0	15	3	No	15.11
Twbload	2387	9.2	734	15	4	9.2	734.0	15	4	No	15.11
Twbload	2388	10.2	790	16	4	10.2	790.0	16	4	No	15.11
Twbload	2389	10.6	785	16	4	10.6	785.0	16	4	No	15.11
Twbload	2390	10.3	773	16	4	10.3	773.0	16	4	No	15.11
Twbload	2391	9.8	718	15	4	9.8	718.0	15	4	No	15.11
Twbload	2392	10.2	668	16	4	10.2	668.0	16	4	No	15.11
Twbload	2393	9.3	493	15	3	9.3	493.0	15	3	No	15.11
Twbload	2394	8.8	449	14	3	8.8	449.0	14	3	No	15.11
Twbload	2395	8.7	438	14	3	8.7	438.0	14	3	No	15.11
Twbload	2396	7.9	430	13	3	7.9	430.0	13	3	No	15.11
Twbload	2397	7.7	426	13	3	7.7	426.0	13	3	No	15.11
Twbload	2398	7.6	701	13	4	7.6	701.0	13	4	No	15.11
Twbload	2399	7.5	433	13	3	7.5	433.0	13	3	No	15.11
Twbload	2400	7.2	421	13	3	7.2	421.0	13	3	No	15.11
Twbload	2401	6.8	519	12	3	6.8	519.0	12	3	No	15.11
Twbload	2402	6.3	543	12	3	6.3	543.0	12	3	No	15.11
Twbload	2403	6.0	509	12	3	6.0	509.0	12	3	No	15.11
Twbload	2404	6.0	489	12	3	6.0	489.0	12	3	No	15.11
Twbload	2405	5.7	495	11	3	5.7	495.0	11	3	No	15.11
Twbload	2406	6.9	842	12	5	6.9	842.0	12	5	No	15.11
Twbload	2407	8.6	761	14	4	8.6	761.0	14	4	No	15.11
Twbload	2408	8.8	807	14	4	8.8	807.0	14	4	No	15.11
Twbload	2409	9.0	607	15	3	9.0	607.0	15	3	No	15.11
Twbload	2410	8.2	444	14	3	8.2	444.0	14	3	No	15.11
Twbload	2411	7.7	662	13	4	7.7	662.0	13	4	No	15.11
Twbload	2412	8.4	708	14	4	8.4	708.0	14	4	No	15.11
Twbload	2413	9.0	722	15	4	9.0	722.0	15	4	No	15.11
Twbload	2414	9.4	755	15	4	9.4	755.0	15	4	No	15.11
Twbload	2415	8.6	731	14	4	8.6	731.0	14	4	No	15.11
Twbload	2416	8.1	667	14	4	8.1	667.0	14	4	No	15.11
Twbload	2417	7.2	460	13	3	7.2	460.0	13	3	No	15.11
Twbload	2418	6.4	420	12	3	6.4	420.0	12	3	No	15.11
Twbload	2419	5.8	417	11	3	5.8	417.0	11	3	No	15.11
Twbload	2420	4.8	411	10	2	4.8	411.0	10	2	No	15.11
Twbload	2421	4.0	412	10	2	4.0	412.0	10	2	No	15.11
Twbload	2422	2.9	675	8	4	2.9	675.0	8	4	No	15.11
Twbload	2423	2.8	413	8	2	2.8	413.0	8	2	No	15.11
Twbload	2424	2.3	54	8	1	2.3	54.0	8	1	No	15.11
Twbload	2425	2.2	54	8	1	2.2	54.0	8	1	No	15.11
Twbload	2426	2.0	55	8	1	2.0	55.0	8	1	No	15.11
Twbload	2427	1.7	53	7	1	1.7	53.0	7	1	No	15.11
Twbload	2428	1.9	54	7	1	1.9	54.0	7	1	No	15.11
Twbload	2429	1.5	54	7	1	1.5	54.0	7	1	No	15.11
Twbload	2430	2.2	52	8	1	2.2	52.0	8	1	No	15.11
Twbload	2431	2.7	54	8	1	2.7	54.0	8	1	No	15.11
Twbload	2432	3.9	53	9	1	3.9	53.0	9	1	No	15.11
Twbload	2433	5.0	52	11	1	5.0	52.0	11	1	No	15.11
Twbload	2434	4.5	411	10	2	4.5	411.0	10	2	No	15.11
Twbload	2435	5.2	665	11	4	5.2	665.0	11	4	No	15.11
Twbload	2436	5.2	53	11	1	5.2	53.0	11	1	No	15.11
Twbload	2437	5.4	53	11	1	5.4	53.0	11	1	No	15.11
Twbload	2438	6.4	53	12	1	6.4	53.0	12	1	No	15.11
Twbload	2439	5.8	53	11	1	5.8	53.0	11	1	No	15.11
Twbload	2440	5.5	52	11	1	5.5	52.0	11	1	No	15.11
Twbload	2441	5.3	54	11	1	5.3	54.0	11	1	No	15.11
Twbload	2442	4.7	54	10	1	4.7	54.0	10	1	No	15.11
Twbload	2443	4.7	54	10	1	4.7	54.0	10	1	No	15.11
Twbload	2444	4.4	53	10	1	4.4	53.0	10	1	No	15.11
Twbload	2445	4.4	54	10	1	4.4	54.0	10	1	No	15.11
Twbload	2446	4.3	53	10	1	4.3	53.0	10	1	No	15.11
Twbload	2447	4.0	55	10	1	4.0	55.0	10	1	No	15.11
Twbload	2448	3.8	54	9	1	3.8	54.0	9	1	No	15.11
Twbload	2449	3.8	54	9	1	3.8	54.0	9	1	No	15.11
Twbload	2450	3.6	53	9	1	3.6	53.0	9	1	No	15.11
Twbload	2451	3.3	54	9	1	3.3	54.0	9	1	No	15.11
Twbload	2452	3.5	53	9	1	3.5	53.0	9	1	No	15.11
Twbload	2453	3.5	53	9	1	3.5	53.0	9	1	No	15.11
Twbload	2454	4.3	54	10	1	4.3	54.0	10	1	No	15.11
Twbload	2455	5.5	52	11	1	5.5	52.0	11	1	No	15.11
Twbload	2456	6.6	53	12	1	6.6	53.0	12	1	No	15.11
Twbload	2457	7.2	801	13	4	7.2	801.0	13	4	No	15.11
Twbload	2458	7.8	53	13	1	7.8	53.0	13	1	No	15.11
Twbload	2459	8.1	568	14	3	8.1	568.0	14	3	No	15.11
Twbload	2460	8.0	581	14	3	8.0	581.0	14	3	No	15.11
Twbload	2461	7.4	612	13	3	7.4	612.0	13	3	No	15.11
Twbload	2462	7.6	626	13	4	7.6	626.0	13	4	No	15.11
Twbload	2463	7.0	597	13	3	7.0	597.0	13	3	No	15.11
Twbload	2464	7.8	587	13	3	7.8	587.0	13	3	No	15.11
Twbload	2465	6.8	455	12	3	6.8	455.0	12	3	No	15.11
Twbload	2466	6.2	409	12	2	6.2	409.0	12	2	No	15.11
Twbload	2467	5.8	413	11	2	5.8	413.0	11	2	No	15.11
Twbload	2468	5.8	408	11	2	5.8	408.0	11	2	No	15.11
Twbload	2469	5.8	398	11	2	5.8	398.0	11	2	No	15.11
Twbload	2470	5.3	716	11	4	5.3	716.0	11	4	No	15.11
Twbload	2471	4.7	411	10	2	4.7	411.0	10	2	No	15.11
Twbload	2472	4.1	405	10	2	4.1	405.0	10	2	No	15.11
Twbload	2473	4.9	456	10	3	4.9	456.0	10	3	No	15.11
Twbload	2474	4.3	535	10	3	4.3	535.0	10	3	No	15.11
Twbload	2475	4.3	501	10	3	4.3	501.0	10	3	No	15.11
Twbload	2476	3.7	480	9	3	3.7	480.0	9	3	No	15.11
Twbload	2477	4.6	475	10	3	4.6	475.0	10	3	No	15.11
Twbload	2478	5.4	492	11	3	5.4	492.0	11	3	No	15.11
Twbload	2479	6.3	544	12	3	6.3	544.0	12	3	No	15.11
Twbload	2480	6.9	817	12	5	6.9	817.0	12	5	No	15.11
Twbload	2481	7.5	863	13	5	7.5	863.0	13	5	No	15.11
Twbload	2482	8.0	410	14	2	8.0	410.0	14	2	No	15.11
Twbload	2483	8.7	670	14	4	8.7	670.0	14	4	No	15.11
Twbload	2484	8.7	701	14	4	8.7	701.0	14	4	No	15.11
Twbload	2485	9.4	714	15	4	9.4	714.0	15	4	No	15.11
Twbload	2486	9.6	706	15	4	9.6	706.0	15	4	No	15.11
Twbload	2487	9.4	713	15	4	9.4	713.0	15	4	No	15.11
Twbload	2488	9.0	631	15	4	9.0	631.0	15	4	No	15.11
Twbload	2489	8.4	464	14	3	8.4	464.0	14	3	No	15.11
Twbload	2490	7.7	417	13	3	7.7	417.0	13	3	No	15.11
Twbload	2491	8.6	421	14	3	8.6	421.0	14	3	No	15.11
Twbload	2492	9.4	416	15	3	9.4	416.0	15	3	No	15.11
Twbload	2493	8.4	416	14	3	8.4	416.0	14	3	No	15.11
Twbload	2494	7.5	637	13	4	7.5	637.0	13	4	No	15.11
Twbload	2495	6.9	409	12	2	6.9	409.0	12	2	No	15.11
Twbload	2496	7.3	408	13	2	7.3	408.0	13	2	No	15.11
Twbload	2497	6.6	427	12	3	6.6	427.0	12	3	No	15.11
Twbload	2498	6.5	415	12	3	6.5	415.0	12	3	No	15.11
Twbload	2499	6.3	415	12	3	6.3	415.0	12	3	No	15.11
Twbload	2500	6.3	413	12	2	6.3	413.0	12	2	No	15.11
Twbload	2501	6.5	412	12	2	6.5	412.0	12	2	No	15.11
Twbload	2502	7.1	415	13	3	7.1	415.0	13	3	No	15.11
Twbload	2503	8.0	441	14	3	8.0	441.0	14	3	No	15.11
Twbload	2504	9.3	429	15	3	9.3	429.0	15	3	No	15.11
Twbload	2505	11.0	424	17	3	11.0	424.0	17	3	No	15.11
Twbload	2506	12.0	419	18	3	12.0	419.0	18	3	No	15.11
Twbload	2507	13.2	454	19	3	13.2	454.0	19	3	No	16.11
Twbload	2508	12.6	454	18	3	12.6	454.0	18	3	No	15.11
Twbload	2509	12.8	478	18	3	12.8	478.0	18	3	No	15.11
Twbload	2510	12.8	456	18	3	12.8	456.0	18	3	No	15.11
Twbload	2511	13.2	456	19	3	13.2	456.0	19	3	No	16.11
Twbload	2512	13.4	430	19	3	13.4	430.0	19	3	No	16.11
Twbload	2513	13.4	434	19	3	13.4	434.0	19	3	No	16.11
Twbload	2514	12.7	423	18	3	12.7	423.0	18	3	No	15.11
Twbload	2515	12.2	428	18	3	12.2	428.0	18	3	No	15.11
Twbload	2516	12.9	422	18	3	12.9	422.0	18	3	No	15.11
Twbload	2517	13.0	421	19	3	13.0	421.0	19	3	No	16.11
Twbload	2518	13.2	445	19	3	13.2	445.0	19	3	No	16.11
Twbload	2519	13.2	422	19	3	13.2	422.0	19	3	No	16.11
Twbload	2520	13.2	419	19	3	13.2	419.0	19	3	No	16.11
Twbload	2521	13.0	421	19	3	13.0	421.0	19	3	No	16.11
Twbload	2522	12.4	420	18	3	12.4	420.0	18	3	No	15.11
Twbload	2523	12.8	417	18	3	12.8	417.0	18	3	No	15.11
Twbload	2524	12.5	418	18	3	12.5	418.0	18	3	No	15.11
Twbload	2525	12.5	422	18	3	12.5	422.0	18	3	No	15.11
Twbload	2526	13.0	420	19	3	13.0	420.0	19	3	No	16.11
Twbload	2527	13.5	425	19	3	13.5	425.0	19	3	No	16.11
Twbload	2528	14.4	428	20	3	14.4	428.0	20	3	No	17.11
Twbload	2529	15.1	435	21	3	15.1	435.0	21	3	No	18.11
Twbload	2530	15.5	427	21	3	15.5	427.0	21	3	No	18.11
Twbload	2531	16.4	453	22	3	16.4	453.0	22	3	No	19.11
Twbload	2532	17.1	469	23	3	17.1	469.0	23	3	No	20.11
Twbload	2533	17.3	467	23	3	17.3	467.0	23	3	No	20.11
Twbload	2534	18.0	479	24	3	18.0	479.0	24	3	No	21.11
Twbload	2535	17.5	493	23	3	17.5	493.0	23	3	No	20.11
Twbload	2536	17.8	477	23	3	17.8	477.0	23	3	No	20.11
Twbload	2537	17.5	496	23	3	17.5	496.0	23	3	No	20.11
Twbload	2538	16.8	495	22	3	16.8	495.0	22	3	No	19.11
Twbload	2539	16.6	468	22	3	16.6	468.0	22	3	No	19.11
Twbload	2540	17.1	465	23	3	17.1	465.0	23	3	No	20.11
Twbload	2541	17.5	468	23	3	17.5	468.0	23	3	No	20.11
Twbload	2542	17.1	446	23	3	17.1	446.0	23	3	No	20.11
Twbload	2543	17.2	524	23	3	17.2	524.0	23	3	No	20.11
Twbload	2544	16.9	494	22	3	16.9	494.0	22	3	No	19.11
Twbload	2545	16.7	1290	22	7	16.7	1290.0	22	7	No	19.11
Twbload	2546	16.4	1227	22	7	16.4	1227.0	22	7	No	19.11
Twbload	2547	16.0	1140	22	6	16.0	1140.0	22	6	No	19.11
Twbload	2548	15.6	1102	21	6	15.6	1102.0	21	6	No	18.11
Twbload	2549	15.6	1098	21	6	15.6	1098.0	21	6	No	18.11
Twbload	2550	16.8	1173	22	6	16.8	1173.0	22	6	No	19.11
Twbload	2551	17.9	1263	23	7	17.9	1263.0	23	7	No	20.11
Twbload	2552	18.2	1255	24	7	18.2	1255.0	24	7	No	21.11
Twbload	2553	18.8	1348	24	7	18.8	1348.0	24	7	No	21.11
Twbload	2554	19.4	462	25	3	19.4	462.0	25	3	No	22.11
Twbload	2555	19.9	1421	25	8	19.9	1421.0	25	8	No	22.11
Twbload	2556	20.7	1457	26	8	20.7	1457.0	26	8	No	23.11
Twbload	2557	20.0	1400	26	7	20.0	1400.0	26	7	No	23.11
Twbload	2558	19.7	1394	25	7	19.7	1394.0	25	7	No	22.11
Twbload	2559	19.5	1342	25	7	19.5	1342.0	25	7	No	22.11
Twbload	2560	19.3	1300	25	7	19.3	1300.0	25	7	No	22.11
Twbload	2561	18.9	622	24	4	18.9	622.0	24	4	No	21.11
Twbload	2562	18.5	515	24	3	18.5	515.0	24	3	No	21.11
Twbload	2563	18.5	501	24	3	18.5	501.0	24	3	No	21.11
Twbload	2564	18.2	494	24	3	18.2	494.0	24	3	No	21.11
Twbload	2565	18.1	493	24	3	18.1	493.0	24	3	No	21.11
Twbload	2566	17.8	1414	23	8	17.8	1414.0	23	8	No	20.11
Twbload	2567	17.4	521	23	3	17.4	521.0	23	3	No	20.11
Twbload	2568	17.1	505	23	3	17.1	505.0	23	3	No	20.11
Twbload	2569	17.1	1260	23	7	17.1	1260.0	23	7	No	20.11
Twbload	2570	16.4	1099	22	6	16.4	1099.0	22	6	No	19.11
Twbload	2571	15.1	819	21	5	15.1	819.0	21	5	No	18.11
Twbload	2572	14.3	748	20	4	14.3	748.0	20	4	No	17.11
Twbload	2573	13.9	726	19	4	13.9	726.0	19	4	No	16.11
Twbload	2574	14.1	763	20	4	14.1	763.0	20	4	No	17.11
Twbload	2575	12.9	788	18	4	12.9	788.0	18	4	No	15.11
Twbload	2576	12.9	818	18	5	12.9	818.0	18	5	No	15.11
Twbload	2577	12.7	836	18	5	12.7	836.0	18	5	No	15.11
Twbload	2578	12.3	488	18	3	12.3	488.0	18	3	No	15.11
Twbload	2579	12.6	880	18	5	12.6	880.0	18	5	No	15.11
Twbload	2580	12.8	883	18	5	12.8	883.0	18	5	No	15.11
Twbload	2581	12.9	946	18	5	12.9	946.0	18	5	No	15.11
Twbload	2582	13.1	936	19	5	13.1	936.0	19	5	No	16.11
Twbload	2583	12.6	890	18	5	12.6	890.0	18	5	No	15.11
Twbload	2584	12.4	830	18	5	12.4	830.0	18	5	No	15.11
Twbload	2585	11.3	530	17	3	11.3	530.0	17	3	No	15.11
Twbload	2586	10.5	453	16	3	10.5	453.0	16	3	No	15.11
Twbload	2587	9.8	450	15	3	9.8	450.0	15	3	No	15.11
Twbload	2588	9.7	445	15	3	9.7	445.0	15	3	No	15.11
Twbload	2589	9.6	447	15	3	9.6	447.0	15	3	No	15.11
Twbload	2590	9.8	805	15	4	9.8	805.0	15	4	No	15.11
Twbload	2591	9.3	461	15	3	9.3	461.0	15	3	No	15.11
Twbload	2592	9.4	454	15	3	9.4	454.0	15	3	No	15.11
Twbload	2593	9.6	958	15	5	9.6	958.0	15	5	No	15.11
Twbload	2594	9.4	629	15	4	9.4	629.0	15	4	No	15.11
Twbload	2595	9.4	619	15	4	9.4	619.0	15	4	No	15.11
Twbload	2596	9.0	591	15	3	9.0	591.0	15	3	No	15.11
Twbload	2597	9.0	595	15	3	9.0	595.0	15	3	No	15.11
Twbload	2598	9.4	613	15	3	9.4	613.0	15	3	No	15.11
Twbload	2599	9.1	606	15	3	9.1	606.0	15	3	No	15.11
Twbload	2600	9.6	618	15	4	9.6	618.0	15	4	No	15.11
Twbload	2601	8.6	596	14	3	8.6	596.0	14	3	No	15.11
Twbload	2602	9.3	440	15	3	9.3	440.0	15	3	No	15.11
Twbload	2603	9.7	607	15	3	9.7	607.0	15	3	No	15.11
Twbload	2604	10.2	591	16	3	10.2	591.0	16	3	No	15.11
Twbload	2605	10.2	584	16	3	10.2	584.0	16	3	No	15.11
Twbload	2606	10.2	584	16	3	10.2	584.0	16	3	No	15.11
Twbload	2607	10.2	561	16	3	10.2	561.0	16	3	No	15.11
Twbload	2608	10.2	565	16	3	10.2	565.0	16	3	No	15.11
Twbload	2609	9.9	454	15	3	9.9	454.0	15	3	No	15.11
Twbload	2610	9.7	423	15	3	9.7	423.0	15	3	No	15.11
Twbload	2611	9.9	418	15	3	9.9	418.0	15	3	No	15.11
Twbload	2612	9.9	416	15	3	9.9	416.0	15	3	No	15.11
Twbload	2613	9.9	422	15	3	9.9	422.0	15	3	No	15.11
Twbload	2614	9.9	598	15	3	9.9	598.0	15	3	No	15.11
Twbload	2615	9.9	438	15	3	9.9	438.0	15	3	No	15.11
Twbload	2616	9.7	417	15	3	9.7	417.0	15	3	No	15.11
Twbload	2617	9.7	511	15	3	9.7	511.0	15	3	No	15.11
Twbload	2618	9.4	812	15	4	9.4	812.0	15	4	No	15.11
Twbload	2619	9.7	526	15	3	9.7	526.0	15	3	No	15.11
Twbload	2620	8.9	540	14	3	8.9	540.0	14	3	No	15.11
Twbload	2621	9.4	538	15	3	9.4	538.0	15	3	No	15.11
Twbload	2622	10.7	515	16	3	10.7	515.0	16	3	No	15.11
Twbload	2623	11.2	671	17	4	11.2	671.0	17	4	No	15.11
Twbload	2624	11.5	609	17	3	11.5	609.0	17	3	No	15.11
Twbload	2625	11.2	691	17	4	11.2	691.0	17	4	No	15.11
Twbload	2626	12.2	416	18	3	12.2	416.0	18	3	No	15.11
Twbload	2627	12.9	770	18	4	12.9	770.0	18	4	No	15.11
Twbload	2628	13.2	797	19	4	13.2	797.0	19	4	No	16.11
Twbload	2629	13.8	825	19	5	13.8	825.0	19	5	No	16.11
Twbload	2630	14.5	856	20	5	14.5	856.0	20	5	No	17.11
Twbload	2631	13.8	858	19	5	13.8	858.0	19	5	No	16.11
Twbload	2632	13.8	796	19	4	13.8	796.0	19	4	No	16.11
Twbload	2633	13.6	519	19	3	13.6	519.0	19	3	No	16.11
Twbload	2634	13.2	451	19	3	13.2	451.0	19	3	No	16.11
Twbload	2635	12.2	441	18	3	12.2	441.0	18	3	No	15.11
Twbload	2636	12.5	440	18	3	12.5	440.0	18	3	No	15.11
Twbload	2637	12.0	439	18	3	12.0	439.0	18	3	No	15.11
Twbload	2638	12.0	738	18	4	12.0	738.0	18	4	No	15.11
Twbload	2639	12.3	459	18	3	12.3	459.0	18	3	No	15.11
Twbload	2640	11.8	452	17	3	11.8	452.0	17	3	No	15.11
Twbload	2641	11.8	451	17	3	11.8	451.0	17	3	No	15.11
Twbload	2642	11.3	481	17	3	11.3	481.0	17	3	No	15.11
Twbload	2643	11.3	487	17	3	11.3	487.0	17	3	No	15.11
Twbload	2644	10.7	570	16	3	10.7	570.0	16	3	No	15.11
Twbload	2645	11.3	586	17	3	11.3	586.0	17	3	No	15.11
Twbload	2646	12.4	586	18	3	12.4	586.0	18	3	No	15.11
Twbload	2647	12.9	660	18	4	12.9	660.0	18	4	No	15.11
Twbload	2648	13.6	716	19	4	13.6	716.0	19	4	No	16.11
Twbload	2649	14.5	806	20	4	14.5	806.0	20	4	No	17.11
Twbload	2650	14.4	839	20	5	14.4	839.0	20	5	No	17.11
Twbload	2651	14.8	826	20	5	14.8	826.0	20	5	No	17.11
Twbload	2652	15.5	907	21	5	15.5	907.0	21	5	No	18.11
Twbload	2653	15.5	894	21	5	15.5	894.0	21	5	No	18.11
Twbload	2654	16.2	933	22	5	16.2	933.0	22	5	No	19.11
Twbload	2655	16.2	906	22	5	16.2	906.0	22	5	No	19.11
Twbload	2656	15.6	731	21	4	15.6	731.0	21	4	No	18.11
Twbload	2657	15.4	521	21	3	15.4	521.0	21	3	No	18.11
Twbload	2658	14.9	452	20	3	14.9	452.0	20	3	No	17.11
Twbload	2659	15.3	447	21	3	15.3	447.0	21	3	No	18.11
Twbload	2660	14.8	440	20	3	14.8	440.0	20	3	No	17.11
Twbload	2661	14.4	440	20	3	14.4	440.0	20	3	No	17.11
Twbload	2662	14.4	459	20	3	14.4	459.0	20	3	No	17.11
Twbload	2663	14.7	438	20	3	14.7	438.0	20	3	No	17.11
Twbload	2664	14.7	438	20	3	14.7	438.0	20	3	No	17.11
Twbload	2665	14.5	465	20	3	14.5	465.0	20	3	No	17.11
Twbload	2666	14.5	458	20	3	14.5	458.0	20	3	No	17.11
Twbload	2667	14.2	455	20	3	14.2	455.0	20	3	No	17.11
Twbload	2668	14.2	452	20	3	14.2	452.0	20	3	No	17.11
Twbload	2669	14.5	452	20	3	14.5	452.0	20	3	No	17.11
Twbload	2670	15.2	462	21	3	15.2	462.0	21	3	No	18.11
Twbload	2671	16.0	497	22	3	16.0	497.0	22	3	No	19.11
Twbload	2672	16.9	496	22	3	16.9	496.0	22	3	No	19.11
Twbload	2673	17.0	493	23	3	17.0	493.0	23	3	No	20.11
Twbload	2674	17.9	437	23	3	17.9	437.0	23	3	No	20.11
Twbload	2675	18.3	508	24	3	18.3	508.0	24	3	No	21.11
Twbload	2676	18.3	522	24	3	18.3	522.0	24	3	No	21.11
Twbload	2677	17.9	542	23	3	17.9	542.0	23	3	No	20.11
Twbload	2678	17.7	523	23	3	17.7	523.0	23	3	No	20.11
Twbload	2679	17.1	502	23	3	17.1	502.0	23	3	No	20.11
Twbload	2680	17.9	482	23	3	17.9	482.0	23	3	No	20.11
Twbload	2681	16.9	477	22	3	16.9	477.0	22	3	No	19.11
Twbload	2682	15.3	455	21	3	15.3	455.0	21	3	No	18.11
Twbload	2683	13.9	436	19	3	13.9	436.0	19	3	No	16.11
Twbload	2684	13.4	444	19	3	13.4	444.0	19	3	No	16.11
Twbload	2685	12.6	433	18	3	12.6	433.0	18	3	No	15.11
Twbload	2686	12.0	494	18	3	12.0	494.0	18	3	No	15.11
Twbload	2687	12.0	437	18	3	12.0	437.0	18	3	No	15.11
Twbload	2688	11.5	421	17	3	11.5	421.0	17	3	No	15.11
Twbload	2689	11.2	411	17	2	11.2	411.0	17	2	No	15.11
Twbload	2690	11.2	414	17	3	11.2	414.0	17	3	No	15.11
Twbload	2691	11.2	416	17	3	11.2	416.0	17	3	No	15.11
Twbload	2692	10.4	411	16	2	10.4	411.0	16	2	No	15.11
Twbload	2693	9.7	410	15	2	9.7	410.0	15	2	No	15.11
Twbload	2694	9.7	395	15	2	9.7	395.0	15	2	No	15.11
Twbload	2695	9.4	403	15	2	9.4	403.0	15	2	No	15.11
Twbload	2696	8.9	400	14	2	8.9	400.0	14	2	No	15.11
Twbload	2697	8.8	402	14	2	8.8	402.0	14	2	No	15.11
Twbload	2698	8.8	439	14	3	8.8	439.0	14	3	No	15.11
Twbload	2699	8.6	410	14	2	8.6	410.0	14	2	No	15.11
Twbload	2700	8.8	413	14	2	8.8	413.0	14	2	No	15.11
Twbload	2701	8.8	409	14	2	8.8	409.0	14	2	No	15.11
Twbload	2702	8.8	413	14	2	8.8	413.0	14	2	No	15.11
Twbload	2703	8.8	406	14	2	8.8	406.0	14	2	No	15.11
Twbload	2704	8.6	406	14	2	8.6	406.0	14	2	No	15.11
Twbload	2705	8.3	409	14	2	8.3	409.0	14	2	No	15.11
Twbload	2706	8.3	406	14	2	8.3	406.0	14	2	No	15.11
Twbload	2707	8.3	408	14	2	8.3	408.0	14	2	No	15.11
Twbload	2708	7.8	407	13	2	7.8	407.0	13	2	No	15.11
Twbload	2709	7.2	53	13	1	7.2	53.0	13	1	No	15.11
Twbload	2710	7.5	415	13	3	7.5	415.0	13	3	No	15.11
Twbload	2711	6.7	53	12	1	6.7	53.0	12	1	No	15.11
Twbload	2712	5.8	55	11	1	5.8	55.0	11	1	No	15.11
Twbload	2713	5.4	53	11	1	5.4	53.0	11	1	No	15.11
Twbload	2714	4.8	54	10	1	4.8	54.0	10	1	No	15.11
Twbload	2715	4.8	54	10	1	4.8	54.0	10	1	No	15.11
Twbload	2716	4.3	56	10	1	4.3	56.0	10	1	No	15.11
Twbload	2717	4.3	54	10	1	4.3	54.0	10	1	No	15.11
Twbload	2718	4.0	53	10	1	4.0	53.0	10	1	No	15.11
Twbload	2719	4.4	53	10	1	4.4	53.0	10	1	No	15.11
Twbload	2720	5.0	54	11	1	5.0	54.0	11	1	No	15.11
Twbload	2721	5.0	53	11	1	5.0	53.0	11	1	No	15.11
Twbload	2722	5.5	53	11	1	5.5	53.0	11	1	No	15.11
Twbload	2723	5.3	54	11	1	5.3	54.0	11	1	No	15.11
Twbload	2724	5.8	54	11	1	5.8	54.0	11	1	No	15.11
Twbload	2725	5.6	55	11	1	5.6	55.0	11	1	No	15.11
Twbload	2726	5.7	54	11	1	5.7	54.0	11	1	No	15.11
Twbload	2727	4.8	54	10	1	4.8	54.0	10	1	No	15.11
Twbload	2728	6.2	55	12	1	6.2	55.0	12	1	No	15.11
Twbload	2729	5.9	53	11	1	5.9	53.0	11	1	No	15.11
Twbload	2730	5.4	54	11	1	5.4	54.0	11	1	No	15.11
Twbload	2731	5.7	54	11	1	5.7	54.0	11	1	No	15.11
Twbload	2732	5.4	54	11	1	5.4	54.0	11	1	No	15.11
Twbload	2733	5.1	55	11	1	5.1	55.0	11	1	No	15.11
Twbload	2734	5.1	54	11	1	5.1	54.0	11	1	No	15.11
Twbload	2735	5.4	54	11	1	5.4	54.0	11	1	No	15.11
Twbload	2736	5.6	54	11	1	5.6	54.0	11	1	No	15.11
Twbload	2737	5.6	55	11	1	5.6	55.0	11	1	No	15.11
Twbload	2738	4.9	54	10	1	4.9	54.0	10	1	No	15.11
Twbload	2739	3.6	55	9	1	3.6	55.0	9	1	No	15.11
Twbload	2740	3.4	53	9	1	3.4	53.0	9	1	No	15.11
Twbload	2741	3.7	53	9	1	3.7	53.0	9	1	No	15.11
Twbload	2742	4.9	54	10	1	4.9	54.0	10	1	No	15.11
Twbload	2743	5.9	54	11	1	5.9	54.0	11	1	No	15.11
Twbload	2744	6.9	715	12	4	6.9	715.0	12	4	No	15.11
Twbload	2745	6.6	588	12	3	6.6	588.0	12	3	No	15.11
Twbload	2746	7.2	54	13	1	7.2	54.0	13	1	No	15.11
Twbload	2747	7.6	597	13	3	7.6	597.0	13	3	No	15.11
Twbload	2748	7.4	609	13	3	7.4	609.0	13	3	No	15.11
Twbload	2749	7.1	628	13	4	7.1	628.0	13	4	No	15.11
Twbload	2750	6.8	614	12	4	6.8	614.0	12	4	No	15.11
Twbload	2751	7.6	605	13	3	7.6	605.0	13	3	No	15.11
Twbload	2752	6.4	580	12	3	6.4	580.0	12	3	No	15.11
Twbload	2753	6.4	457	12	3	6.4	457.0	12	3	No	15.11
Twbload	2754	6.1	419	12	3	6.1	419.0	12	3	No	15.11
Twbload	2755	6.1	420	12	3	6.1	420.0	12	3	No	15.11
Twbload	2756	6.3	413	12	2	6.3	413.0	12	2	No	15.11
Twbload	2757	6.2	410	12	2	6.2	410.0	12	2	No	15.11
Twbload	2758	6.8	802	12	4	6.8	802.0	12	4	No	15.11
Twbload	2759	6.2	410	12	2	6.2	410.0	12	2	No	15.11
Twbload	2760	5.8	412	11	2	5.8	412.0	11	2	No	15.11
Twbload	2761	5.3	478	11	3	5.3	478.0	11	3	No	15.11
Twbload	2762	5.0	522	11	3	5.0	522.0	11	3	No	15.11
Twbload	2763	5.3	54	11	1	5.3	54.0	11	1	No	15.11
Twbload	2764	5.3	55	11	1	5.3	55.0	11	1	No	15.11
Twbload	2765	5.7	54	11	1	5.7	54.0	11	1	No	15.11
Twbload	2766	7.0	54	13	1	7.0	54.0	13	1	No	15.11
