Twet Load Energy Tset
-4.5 540.233153256 187709.0 15.11
-4.0 540.233153256 187720.0 15.11
-3.5 540.233153256 187732.0 15.11
-3.0 540.233153256 187745.0 15.11
-2.5 540.233153256 187760.0 15.11
-2.0 540.233153256 187775.0 15.11
-1.5 540.233153256 187793.0 15.11
-1.0 540.233153256 187812.0 15.11
-0.5 540.233153256 187834.0 15.11
0.0 540.233153256 187858.0 15.11
0.5 540.233153256 187885.0 15.11
1.0 540.233153256 187915.0 15.11
1.5 540.233153256 187950.0 15.11
2.0 540.233153256 187990.0 15.11
2.5 540.233153256 188036.0 15.11
3.0 540.233153256 188090.0 15.11
3.5 540.233153256 188153.0 15.11
4.0 540.233153256 188228.0 15.11
4.5 540.233153256 188319.0 15.11
5.0 540.233153256 188428.0 15.11
5.5 540.233153256 188562.0 15.11
6.0 540.233153256 188719.0 15.11
6.5 540.233153256 188888.0 15.11
7.0 540.233153256 189072.0 15.11
7.5 540.233153256 189276.0 15.11
8.0 540.233153256 189510.0 15.11
8.5 540.233153256 189785.0 15.11
9.0 540.233153256 190123.0 15.11
9.5 540.233153256 190557.0 15.11
10.0 540.233153256 191144.0 15.11
10.5 540.233153256 191983.0 15.11
11.0 540.233153256 193256.0 15.11
11.5 540.233153256 195302.0 15.11
12.0 540.233153256 198706.0 15.11
12.5 540.233153256 204148.0 15.11
13.0 540.233153256 207420.0 16.11
13.5 540.233153256 212265.0 16.11
14.0 540.233153256 215908.0 17.11
14.5 540.233153256 220183.0 17.11
15.0 540.233153256 224114.0 18.11
15.5 540.233153256 227848.0 18.11
16.0 540.233153256 231983.0 19.11
16.5 540.233153256 235209.0 19.11
17.0 540.233153256 239452.0 20.11
17.5 540.233153256 242220.0 20.11
18.0 540.233153256 246475.0 21.11
18.5 540.233153256 248844.0 21.11
19.0 540.233153256 253013.0 22.11
19.5 540.233153256 255049.0 22.11
20.0 540.233153256 259044.0 23.11
20.5 540.233153256 260801.0 23.11
21.0 540.233153256 264330.0 23.11
21.5 540.233153256 266081.0 24.11
22.0 540.233153256 269153.0 24.11
22.5 540.233153256 270884.0 25.11
23.0 540.233153256 273559.0 25.11
23.5 540.233153256 275225.0 26.11
24.0 540.233153256 277563.0 26.11
24.5 540.233153256 283016.0 26.11
25.0 540.233153256 295098.0 26.11
-5.0 554.449815183 193376.0 15.11
-4.5 554.449815183 193387.0 15.11
-4.0 554.449815183 193398.0 15.11
-3.5 554.449815183 193411.0 15.11
-3.0 554.449815183 193425.0 15.11
-2.5 554.449815183 193441.0 15.11
-2.0 554.449815183 193458.0 15.11
-1.5 554.449815183 193476.0 15.11
-1.0 554.449815183 193497.0 15.11
-0.5 554.449815183 193520.0 15.11
0.0 554.449815183 193546.0 15.11
0.5 554.449815183 193575.0 15.11
1.0 554.449815183 193608.0 15.11
1.5 554.449815183 193645.0 15.11
2.0 554.449815183 193689.0 15.11
2.5 554.449815183 193738.0 15.11
3.0 554.449815183 193796.0 15.11
3.5 554.449815183 193865.0 15.11
4.0 554.449815183 193946.0 15.11
4.5 554.449815183 194043.0 15.11
5.0 554.449815183 194162.0 15.11
5.5 554.449815183 194306.0 15.11
6.0 554.449815183 194463.0 15.11
6.5 554.449815183 194633.0 15.11
7.0 554.449815183 194820.0 15.11
7.5 554.449815183 195029.0 15.11
8.0 554.449815183 195270.0 15.11
8.5 554.449815183 195556.0 15.11
9.0 554.449815183 195911.0 15.11
9.5 554.449815183 196370.0 15.11
10.0 554.449815183 196997.0 15.11
10.5 554.449815183 197898.0 15.11
11.0 554.449815183 199269.0 15.11
11.5 554.449815183 201473.0 15.11
12.0 554.449815183 205084.0 15.11
12.5 554.449815183 210752.0 16.11
13.0 554.449815183 213866.0 16.11
13.5 554.449815183 218938.0 16.11
14.0 554.449815183 222424.0 17.11
14.5 554.449815183 226923.0 17.11
15.0 554.449815183 230703.0 18.11
15.5 554.449815183 234657.0 18.11
16.0 554.449815183 238657.0 19.11
16.5 554.449815183 242092.0 19.11
17.0 554.449815183 246227.0 20.11
17.5 554.449815183 249185.0 20.11
18.0 554.449815183 253365.0 21.11
18.5 554.449815183 255899.0 21.11
19.0 554.449815183 260034.0 22.11
19.5 554.449815183 262210.0 22.11
20.0 554.449815183 266212.0 23.11
20.5 554.449815183 268086.0 23.11
21.0 554.449815183 271833.0 23.11
21.5 554.449815183 273511.0 24.11
22.0 554.449815183 276779.0 24.11
22.5 554.449815183 278480.0 25.11
23.0 554.449815183 281326.0 25.11
23.5 554.449815183 283009.0 26.11
24.0 554.449815183 285493.0 26.11
24.5 554.449815183 291209.0 26.11
25.0 554.449815183 303533.0 26.11
-5.0 568.666477111 199204.0 15.11
-4.5 568.666477111 199216.0 15.11
-4.0 568.666477111 199229.0 15.11
-3.5 568.666477111 199243.0 15.11
-3.0 568.666477111 199258.0 15.11
-2.5 568.666477111 199274.0 15.11
-2.0 568.666477111 199292.0 15.11
-1.5 568.666477111 199312.0 15.11
-1.0 568.666477111 199334.0 15.11
-0.5 568.666477111 199359.0 15.11
0.0 568.666477111 199387.0 15.11
0.5 568.666477111 199418.0 15.11
1.0 568.666477111 199453.0 15.11
1.5 568.666477111 199494.0 15.11
2.0 568.666477111 199540.0 15.11
2.5 568.666477111 199594.0 15.11
3.0 568.666477111 199656.0 15.11
3.5 568.666477111 199730.0 15.11
4.0 568.666477111 199818.0 15.11
4.5 568.666477111 199923.0 15.11
5.0 568.666477111 200052.0 15.11
5.5 568.666477111 200199.0 15.11
6.0 568.666477111 200358.0 15.11
6.5 568.666477111 200530.0 15.11
7.0 568.666477111 200720.0 15.11
7.5 568.666477111 200934.0 15.11
8.0 568.666477111 201183.0 15.11
8.5 568.666477111 201481.0 15.11
9.0 568.666477111 201854.0 15.11
9.5 568.666477111 202342.0 15.11
10.0 568.666477111 203011.0 15.11
10.5 568.666477111 203978.0 15.11
11.0 568.666477111 205452.0 15.11
11.5 568.666477111 207821.0 15.11
12.0 568.666477111 211635.0 15.11
12.5 568.666477111 217178.0 16.11
13.0 568.666477111 220489.0 16.11
13.5 568.666477111 225783.0 16.11
14.0 568.666477111 229122.0 17.11
14.5 568.666477111 233839.0 17.11
15.0 568.666477111 237480.0 18.11
15.5 568.666477111 241648.0 18.11
16.0 568.666477111 245519.0 19.11
16.5 568.666477111 249163.0 19.11
17.0 568.666477111 253191.0 20.11
17.5 568.666477111 256342.0 20.11
18.0 568.666477111 260446.0 21.11
18.5 568.666477111 263152.0 21.11
19.0 568.666477111 267248.0 22.11
19.5 568.666477111 269569.0 22.11
20.0 568.666477111 273575.0 23.11
20.5 568.666477111 275573.0 23.11
21.0 568.666477111 279418.0 24.11
21.5 568.666477111 281144.0 24.11
22.0 568.666477111 284614.0 24.11
22.5 568.666477111 286283.0 25.11
23.0 568.666477111 289306.0 25.11
23.5 568.666477111 291004.0 26.11
24.0 568.666477111 293640.0 26.11
24.5 568.666477111 299614.0 26.11
25.0 568.666477111 312161.0 26.11
-5.0 582.883139039 205185.0 15.11
-4.5 582.883139039 205198.0 15.11
-4.0 582.883139039 205211.0 15.11
-3.5 582.883139039 205226.0 15.11
-3.0 582.883139039 205242.0 15.11
-2.5 582.883139039 205259.0 15.11
-2.0 582.883139039 205279.0 15.11
-1.5 582.883139039 205300.0 15.11
-1.0 582.883139039 205324.0 15.11
-0.5 582.883139039 205350.0 15.11
0.0 582.883139039 205380.0 15.11
0.5 582.883139039 205413.0 15.11
1.0 582.883139039 205451.0 15.11
1.5 582.883139039 205495.0 15.11
2.0 582.883139039 205545.0 15.11
2.5 582.883139039 205602.0 15.11
3.0 582.883139039 205670.0 15.11
3.5 582.883139039 205749.0 15.11
4.0 582.883139039 205844.0 15.11
4.5 582.883139039 205958.0 15.11
5.0 582.883139039 206095.0 15.11
5.5 582.883139039 206243.0 15.11
6.0 582.883139039 206403.0 15.11
6.5 582.883139039 206577.0 15.11
7.0 582.883139039 206771.0 15.11
7.5 582.883139039 206991.0 15.11
8.0 582.883139039 207249.0 15.11
8.5 582.883139039 207561.0 15.11
9.0 582.883139039 207954.0 15.11
9.5 582.883139039 208471.0 15.11
10.0 582.883139039 209186.0 15.11
10.5 582.883139039 210224.0 15.11
11.0 582.883139039 211808.0 15.11
11.5 582.883139039 214344.0 15.11
12.0 582.883139039 218356.0 15.11
12.5 582.883139039 223785.0 16.11
13.0 582.883139039 227289.0 16.11
13.5 582.883139039 232796.0 16.11
14.0 582.883139039 236001.0 17.11
14.5 582.883139039 240931.0 17.11
15.0 582.883139039 244443.0 18.11
15.5 582.883139039 248819.0 18.11
16.0 582.883139039 252570.0 19.11
16.5 582.883139039 256419.0 19.11
17.0 582.883139039 260344.0 20.11
17.5 582.883139039 263690.0 20.11
18.0 582.883139039 267718.0 21.11
18.5 582.883139039 270601.0 21.11
19.0 582.883139039 274655.0 22.11
19.5 582.883139039 277129.0 22.11
20.0 582.883139039 281134.0 23.11
20.5 582.883139039 283261.0 23.11
21.0 582.883139039 287148.0 24.11
21.5 582.883139039 288982.0 24.11
22.0 582.883139039 292655.0 24.11
22.5 582.883139039 294293.0 25.11
23.0 582.883139039 297499.0 25.11
23.5 582.883139039 299210.0 26.11
24.0 582.883139039 302005.0 26.11
24.5 582.883139039 308229.0 26.11
25.0 582.883139039 320982.0 26.11
-5.0 597.099800967 211318.0 15.11
-4.5 597.099800967 211331.0 15.11
-4.0 597.099800967 211345.0 15.11
-3.5 597.099800967 211361.0 15.11
-3.0 597.099800967 211378.0 15.11
-2.5 597.099800967 211396.0 15.11
-2.0 597.099800967 211417.0 15.11
-1.5 597.099800967 211440.0 15.11
-1.0 597.099800967 211465.0 15.11
-0.5 597.099800967 211494.0 15.11
0.0 597.099800967 211525.0 15.11
0.5 597.099800967 211561.0 15.11
1.0 597.099800967 211602.0 15.11
1.5 597.099800967 211649.0 15.11
2.0 597.099800967 211702.0 15.11
2.5 597.099800967 211765.0 15.11
3.0 597.099800967 211837.0 15.11
3.5 597.099800967 211923.0 15.11
4.0 597.099800967 212025.0 15.11
4.5 597.099800967 212148.0 15.11
5.0 597.099800967 212288.0 15.11
5.5 597.099800967 212437.0 15.11
6.0 597.099800967 212599.0 15.11
6.5 597.099800967 212776.0 15.11
7.0 597.099800967 212974.0 15.11
7.5 597.099800967 213201.0 15.11
8.0 597.099800967 213468.0 15.11
8.5 597.099800967 213795.0 15.11
9.0 597.099800967 214210.0 15.11
9.5 597.099800967 214760.0 15.11
10.0 597.099800967 215524.0 15.11
10.5 597.099800967 216636.0 15.11
11.0 597.099800967 218336.0 15.11
11.5 597.099800967 221041.0 15.11
12.0 597.099800967 225248.0 15.11
12.5 597.099800967 230570.0 16.11
13.0 597.099800967 234263.0 16.11
13.5 597.099800967 239852.0 17.11
14.0 597.099800967 243059.0 17.11
14.5 597.099800967 248195.0 17.11
15.0 597.099800967 251589.0 18.11
15.5 597.099800967 256170.0 18.11
16.0 597.099800967 259811.0 19.11
16.5 597.099800967 263860.0 19.11
17.0 597.099800967 267688.0 20.11
17.5 597.099800967 271228.0 20.11
18.0 597.099800967 275182.0 21.11
18.5 597.099800967 278245.0 21.11
19.0 597.099800967 282256.0 22.11
19.5 597.099800967 284889.0 22.11
20.0 597.099800967 288890.0 23.11
20.5 597.099800967 291151.0 23.11
21.0 597.099800967 295077.0 24.11
21.5 597.099800967 297025.0 24.11
22.0 597.099800967 300826.0 25.11
22.5 597.099800967 302511.0 25.11
23.0 597.099800967 305904.0 25.11
23.5 597.099800967 307629.0 26.11
24.0 597.099800967 310587.0 26.11
24.5 597.099800967 317053.0 26.11
25.0 597.099800967 329993.0 26.11
-5.0 611.316462895 217602.0 15.11
-4.5 611.316462895 217616.0 15.11
-4.0 611.316462895 217631.0 15.11
-3.5 611.316462895 217648.0 15.11
-3.0 611.316462895 217666.0 15.11
-2.5 611.316462895 217686.0 15.11
-2.0 611.316462895 217708.0 15.11
-1.5 611.316462895 217732.0 15.11
-1.0 611.316462895 217759.0 15.11
-0.5 611.316462895 217790.0 15.11
0.0 611.316462895 217824.0 15.11
0.5 611.316462895 217862.0 15.11
1.0 611.316462895 217906.0 15.11
1.5 611.316462895 217956.0 15.11
2.0 611.316462895 218013.0 15.11
2.5 611.316462895 218080.0 15.11
3.0 611.316462895 218158.0 15.11
3.5 611.316462895 218250.0 15.11
4.0 611.316462895 218360.0 15.11
4.5 611.316462895 218491.0 15.11
5.0 611.316462895 218631.0 15.11
5.5 611.316462895 218782.0 15.11
6.0 611.316462895 218945.0 15.11
6.5 611.316462895 219126.0 15.11
7.0 611.316462895 219329.0 15.11
7.5 611.316462895 219563.0 15.11
8.0 611.316462895 219842.0 15.11
8.5 611.316462895 220184.0 15.11
9.0 611.316462895 220623.0 15.11
9.5 611.316462895 221208.0 15.11
10.0 611.316462895 222024.0 15.11
10.5 611.316462895 223215.0 15.11
11.0 611.316462895 225037.0 15.11
11.5 611.316462895 227910.0 15.11
12.0 611.316462895 232306.0 15.11
12.5 611.316462895 237532.0 16.11
13.0 611.316462895 241410.0 16.11
13.5 611.316462895 246908.0 17.11
14.0 611.316462895 250296.0 17.11
14.5 611.316462895 255632.0 17.11
15.0 611.316462895 258919.0 18.11
15.5 611.316462895 263698.0 18.11
16.0 611.316462895 267239.0 19.11
16.5 611.316462895 271483.0 19.11
17.0 611.316462895 275222.0 20.11
17.5 611.316462895 278954.0 20.11
18.0 611.316462895 282837.0 21.11
18.5 611.316462895 286081.0 21.11
19.0 611.316462895 290051.0 22.11
19.5 611.316462895 292848.0 22.11
20.0 611.316462895 296843.0 23.11
20.5 611.316462895 299244.0 23.11
21.0 611.316462895 303206.0 24.11
21.5 611.316462895 305273.0 24.11
22.0 611.316462895 309153.0 25.11
22.5 611.316462895 310938.0 25.11
23.0 611.316462895 314519.0 25.11
23.5 611.316462895 316259.0 26.11
24.0 611.316462895 319387.0 26.11
24.5 611.316462895 326086.0 26.11
25.0 611.316462895 339195.0 26.11
-5.0 625.533124822 224038.0 15.11
-4.5 625.533124822 224053.0 15.11
-4.0 625.533124822 224069.0 15.11
-3.5 625.533124822 224087.0 15.11
-3.0 625.533124822 224106.0 15.11
-2.5 625.533124822 224127.0 15.11
-2.0 625.533124822 224151.0 15.11
-1.5 625.533124822 224177.0 15.11
-1.0 625.533124822 224206.0 15.11
-0.5 625.533124822 224238.0 15.11
0.0 625.533124822 224275.0 15.11
0.5 625.533124822 224316.0 15.11
1.0 625.533124822 224363.0 15.11
1.5 625.533124822 224416.0 15.11
2.0 625.533124822 224478.0 15.11
2.5 625.533124822 224550.0 15.11
3.0 625.533124822 224633.0 15.11
3.5 625.533124822 224732.0 15.11
4.0 625.533124822 224852.0 15.11
4.5 625.533124822 224984.0 15.11
5.0 625.533124822 225125.0 15.11
5.5 625.533124822 225277.0 15.11
6.0 625.533124822 225443.0 15.11
6.5 625.533124822 225627.0 15.11
7.0 625.533124822 225836.0 15.11
7.5 625.533124822 226078.0 15.11
8.0 625.533124822 226369.0 15.11
8.5 625.533124822 226729.0 15.11
9.0 625.533124822 227193.0 15.11
9.5 625.533124822 227815.0 15.11
10.0 625.533124822 228687.0 15.11
10.5 625.533124822 229961.0 15.11
11.0 625.533124822 231912.0 15.11
11.5 625.533124822 234951.0 15.11
12.0 625.533124822 239531.0 15.11
12.5 625.533124822 244670.0 16.11
13.0 625.533124822 248730.0 16.11
13.5 625.533124822 254145.0 17.11
14.0 625.533124822 257710.0 17.11
14.5 625.533124822 263238.0 17.11
15.0 625.533124822 266430.0 18.11
15.5 625.533124822 271402.0 18.11
16.0 625.533124822 274854.0 19.11
16.5 625.533124822 279289.0 19.11
17.0 625.533124822 282947.0 20.11
17.5 625.533124822 286866.0 20.11
18.0 625.533124822 290685.0 21.11
18.5 625.533124822 294110.0 21.11
19.0 625.533124822 298041.0 22.11
19.5 625.533124822 301003.0 22.11
20.0 625.533124822 304992.0 23.11
20.5 625.533124822 307539.0 23.11
21.0 625.533124822 311536.0 24.11
21.5 625.533124822 313726.0 24.11
22.0 625.533124822 317683.0 25.11
22.5 625.533124822 319572.0 25.11
23.0 625.533124822 323343.0 25.11
23.5 625.533124822 325102.0 26.11
24.0 625.533124822 328402.0 26.11
24.5 625.533124822 335326.0 26.11
25.0 625.533124822 348587.0 26.11
-5.0 639.74978675 230626.0 15.11
-4.5 639.74978675 230642.0 15.11
-4.0 639.74978675 230659.0 15.11
-3.5 639.74978675 230678.0 15.11
-3.0 639.74978675 230698.0 15.11
-2.5 639.74978675 230721.0 15.11
-2.0 639.74978675 230746.0 15.11
-1.5 639.74978675 230774.0 15.11
-1.0 639.74978675 230805.0 15.11
-0.5 639.74978675 230839.0 15.11
0.0 639.74978675 230878.0 15.11
0.5 639.74978675 230922.0 15.11
1.0 639.74978675 230973.0 15.11
1.5 639.74978675 231030.0 15.11
2.0 639.74978675 231096.0 15.11
2.5 639.74978675 231173.0 15.11
3.0 639.74978675 231263.0 15.11
3.5 639.74978675 231370.0 15.11
4.0 639.74978675 231495.0 15.11
4.5 639.74978675 231627.0 15.11
5.0 639.74978675 231769.0 15.11
5.5 639.74978675 231923.0 15.11
6.0 639.74978675 232092.0 15.11
6.5 639.74978675 232281.0 15.11
7.0 639.74978675 232496.0 15.11
7.5 639.74978675 232747.0 15.11
8.0 639.74978675 233051.0 15.11
8.5 639.74978675 233430.0 15.11
9.0 639.74978675 233921.0 15.11
9.5 639.74978675 234583.0 15.11
10.0 639.74978675 235513.0 15.11
10.5 639.74978675 236876.0 15.11
11.0 639.74978675 238960.0 15.11
11.5 639.74978675 242162.0 15.11
12.0 639.74978675 246921.0 15.11
12.5 639.74978675 251983.0 16.11
13.0 639.74978675 256219.0 16.11
13.5 639.74978675 261561.0 17.11
14.0 639.74978675 265299.0 17.11
14.5 639.74978675 270859.0 18.11
15.0 639.74978675 274122.0 18.11
15.5 639.74978675 279281.0 18.11
16.0 639.74978675 282654.0 19.11
16.5 639.74978675 287274.0 19.11
17.0 639.74978675 290862.0 20.11
17.5 639.74978675 294965.0 20.11
18.0 639.74978675 298726.0 21.11
18.5 639.74978675 302330.0 21.11
19.0 639.74978675 306225.0 22.11
19.5 639.74978675 309355.0 22.11
20.0 639.74978675 313339.0 23.11
20.5 639.74978675 316037.0 23.11
21.0 639.74978675 320065.0 24.11
21.5 639.74978675 322384.0 24.11
22.0 639.74978675 326418.0 25.11
22.5 639.74978675 328416.0 25.11
23.0 639.74978675 332375.0 25.11
23.5 639.74978675 334157.0 26.11
24.0 639.74978675 337632.0 26.11
24.5 639.74978675 344772.0 26.11
25.0 639.74978675 358167.0 26.11
-5.0 653.966448678 237366.0 15.11
-4.5 653.966448678 237383.0 15.11
-4.0 653.966448678 237401.0 15.11
-3.5 653.966448678 237421.0 15.11
-3.0 653.966448678 237443.0 15.11
-2.5 653.966448678 237467.0 15.11
-2.0 653.966448678 237494.0 15.11
-1.5 653.966448678 237523.0 15.11
-1.0 653.966448678 237556.0 15.11
-0.5 653.966448678 237593.0 15.11
0.0 653.966448678 237635.0 15.11
0.5 653.966448678 237682.0 15.11
1.0 653.966448678 237735.0 15.11
1.5 653.966448678 237797.0 15.11
2.0 653.966448678 237868.0 15.11
2.5 653.966448678 237950.0 15.11
3.0 653.966448678 238046.0 15.11
3.5 653.966448678 238162.0 15.11
4.0 653.966448678 238287.0 15.11
4.5 653.966448678 238421.0 15.11
5.0 653.966448678 238565.0 15.11
5.5 653.966448678 238721.0 15.11
6.0 653.966448678 238893.0 15.11
6.5 653.966448678 239086.0 15.11
7.0 653.966448678 239308.0 15.11
7.5 653.966448678 239570.0 15.11
8.0 653.966448678 239887.0 15.11
8.5 653.966448678 240287.0 15.11
9.0 653.966448678 240807.0 15.11
9.5 653.966448678 241512.0 15.11
10.0 653.966448678 242504.0 15.11
10.5 653.966448678 243960.0 15.11
11.0 653.966448678 246180.0 15.11
11.5 653.966448678 249541.0 15.11
12.0 653.966448678 254473.0 15.11
12.5 653.966448678 259469.0 16.11
13.0 653.966448678 263877.0 16.11
13.5 653.966448678 269156.0 17.11
14.0 653.966448678 273062.0 17.11
14.5 653.966448678 278565.0 18.11
15.0 653.966448678 281994.0 18.11
15.5 653.966448678 287332.0 18.11
16.0 653.966448678 290638.0 19.11
16.5 653.966448678 295439.0 19.11
17.0 653.966448678 298967.0 20.11
17.5 653.966448678 303248.0 20.11
18.0 653.966448678 306960.0 21.11
18.5 653.966448678 310740.0 21.11
19.0 653.966448678 314604.0 22.11
19.5 653.966448678 317903.0 22.11
20.0 653.966448678 321883.0 23.11
20.5 653.966448678 324735.0 23.11
21.0 653.966448678 328796.0 24.11
21.5 653.966448678 331248.0 24.11
22.0 653.966448678 335358.0 25.11
22.5 653.966448678 337468.0 25.11
23.0 653.966448678 341604.0 26.11
23.5 653.966448678 343425.0 26.11
24.0 653.966448678 347076.0 26.11
24.5 653.966448678 354424.0 26.11
25.0 653.966448678 367936.0 26.11
-5.0 668.183110606 244258.0 15.11
-4.5 668.183110606 244276.0 15.11
-4.0 668.183110606 244295.0 15.11
-3.5 668.183110606 244316.0 15.11
-3.0 668.183110606 244340.0 15.11
-2.5 668.183110606 244365.0 15.11
-2.0 668.183110606 244394.0 15.11
-1.5 668.183110606 244425.0 15.11
-1.0 668.183110606 244460.0 15.11
-0.5 668.183110606 244500.0 15.11
0.0 668.183110606 244544.0 15.11
0.5 668.183110606 244594.0 15.11
1.0 668.183110606 244652.0 15.11
1.5 668.183110606 244717.0 15.11
2.0 668.183110606 244793.0 15.11
2.5 668.183110606 244881.0 15.11
3.0 668.183110606 244986.0 15.11
3.5 668.183110606 245105.0 15.11
4.0 668.183110606 245231.0 15.11
4.5 668.183110606 245365.0 15.11
5.0 668.183110606 245511.0 15.11
5.5 668.183110606 245669.0 15.11
6.0 668.183110606 245845.0 15.11
6.5 668.183110606 246044.0 15.11
7.0 668.183110606 246273.0 15.11
7.5 668.183110606 246546.0 15.11
8.0 668.183110606 246879.0 15.11
8.5 668.183110606 247300.0 15.11
9.0 668.183110606 247852.0 15.11
9.5 668.183110606 248601.0 15.11
10.0 668.183110606 249659.0 15.11
10.5 668.183110606 251212.0 15.11
11.0 668.183110606 253570.0 15.11
11.5 668.183110606 257087.0 15.11
12.0 668.183110606 262186.0 15.11
12.5 668.183110606 267127.0 16.11
13.0 668.183110606 271703.0 16.11
13.5 668.183110606 276927.0 17.11
14.0 668.183110606 280999.0 17.11
14.5 668.183110606 286453.0 18.11
15.0 668.183110606 290043.0 18.11
15.5 668.183110606 295556.0 18.11
16.0 668.183110606 298805.0 19.11
16.5 668.183110606 303781.0 19.11
17.0 668.183110606 307260.0 20.11
17.5 668.183110606 311714.0 20.11
18.0 668.183110606 315387.0 21.11
18.5 668.183110606 319338.0 21.11
19.0 668.183110606 323178.0 22.11
19.5 668.183110606 326644.0 22.11
20.0 668.183110606 330626.0 23.11
20.5 668.183110606 333633.0 23.11
21.0 668.183110606 337728.0 24.11
21.5 668.183110606 340317.0 24.11
22.0 668.183110606 344502.0 25.11
22.5 668.183110606 346729.0 25.11
23.0 668.183110606 350987.0 26.11
23.5 668.183110606 352906.0 26.11
24.0 668.183110606 356733.0 26.11
24.5 668.183110606 364280.0 26.11
25.0 668.183110606 377894.0 26.11
-5.0 682.399772533 251302.0 15.11
-4.5 682.399772533 251321.0 15.11
-4.0 682.399772533 251341.0 15.11
-3.5 682.399772533 251364.0 15.11
-3.0 682.399772533 251388.0 15.11
-2.5 682.399772533 251416.0 15.11
-2.0 682.399772533 251446.0 15.11
-1.5 682.399772533 251480.0 15.11
-1.0 682.399772533 251517.0 15.11
-0.5 682.399772533 251559.0 15.11
0.0 682.399772533 251606.0 15.11
0.5 682.399772533 251660.0 15.11
1.0 682.399772533 251721.0 15.11
1.5 682.399772533 251791.0 15.11
2.0 682.399772533 251872.0 15.11
2.5 682.399772533 251966.0 15.11
3.0 682.399772533 252078.0 15.11
3.5 682.399772533 252198.0 15.11
4.0 682.399772533 252325.0 15.11
4.5 682.399772533 252461.0 15.11
5.0 682.399772533 252608.0 15.11
5.5 682.399772533 252769.0 15.11
6.0 682.399772533 252949.0 15.11
6.5 682.399772533 253154.0 15.11
7.0 682.399772533 253392.0 15.11
7.5 682.399772533 253676.0 15.11
8.0 682.399772533 254026.0 15.11
8.5 682.399772533 254470.0 15.11
9.0 682.399772533 255055.0 15.11
9.5 682.399772533 255852.0 15.11
10.0 682.399772533 256979.0 15.11
10.5 682.399772533 258635.0 15.11
11.0 682.399772533 261130.0 15.11
11.5 682.399772533 264800.0 15.11
12.0 682.399772533 270059.0 15.11
12.5 682.399772533 274957.0 16.11
13.0 682.399772533 279694.0 16.11
13.5 682.399772533 284875.0 17.11
14.0 682.399772533 289107.0 17.11
14.5 682.399772533 294521.0 18.11
15.0 682.399772533 298270.0 18.11
15.5 682.399772533 303869.0 19.11
16.0 682.399772533 307155.0 19.11
16.5 682.399772533 312300.0 19.11
17.0 682.399772533 315739.0 20.11
17.5 682.399772533 320363.0 20.11
18.0 682.399772533 324006.0 21.11
18.5 682.399772533 328124.0 21.11
19.0 682.399772533 331948.0 22.11
19.5 682.399772533 335579.0 22.11
20.0 682.399772533 339566.0 23.11
20.5 682.399772533 342729.0 23.11
21.0 682.399772533 346861.0 24.11
21.5 682.399772533 349591.0 24.11
22.0 682.399772533 353851.0 25.11
22.5 682.399772533 356199.0 25.11
23.0 682.399772533 360578.0 26.11
23.5 682.399772533 362600.0 26.11
24.0 682.399772533 366602.0 26.11
24.5 682.399772533 374340.0 26.11
25.0 682.399772533 388038.0 26.11
-5.0 696.616434461 258497.0 15.11
-4.5 696.616434461 258518.0 15.11
-4.0 696.616434461 258539.0 15.11
-3.5 696.616434461 258563.0 15.11
-3.0 696.616434461 258590.0 15.11
-2.5 696.616434461 258619.0 15.11
-2.0 696.616434461 258651.0 15.11
-1.5 696.616434461 258687.0 15.11
-1.0 696.616434461 258726.0 15.11
-0.5 696.616434461 258771.0 15.11
0.0 696.616434461 258822.0 15.11
0.5 696.616434461 258879.0 15.11
1.0 696.616434461 258944.0 15.11
1.5 696.616434461 259019.0 15.11
2.0 696.616434461 259105.0 15.11
2.5 696.616434461 259208.0 15.11
3.0 696.616434461 259321.0 15.11
3.5 696.616434461 259441.0 15.11
4.0 696.616434461 259569.0 15.11
4.5 696.616434461 259707.0 15.11
5.0 696.616434461 259856.0 15.11
5.5 696.616434461 260021.0 15.11
6.0 696.616434461 260206.0 15.11
6.5 696.616434461 260417.0 15.11
7.0 696.616434461 260664.0 15.11
7.5 696.616434461 260961.0 15.11
8.0 696.616434461 261328.0 15.11
8.5 696.616434461 261798.0 15.11
9.0 696.616434461 262418.0 15.11
9.5 696.616434461 263265.0 15.11
10.0 696.616434461 264465.0 15.11
10.5 696.616434461 266228.0 15.11
11.0 696.616434461 268857.0 15.11
11.5 696.616434461 272677.0 15.11
12.0 696.616434461 278091.0 15.11
12.5 696.616434461 282957.0 16.11
13.0 696.616434461 287851.0 16.11
13.5 696.616434461 292997.0 17.11
14.0 696.616434461 297386.0 17.11
14.5 696.616434461 302769.0 18.11
15.0 696.616434461 306672.0 18.11
15.5 696.616434461 312248.0 19.11
16.0 696.616434461 315685.0 19.11
16.5 696.616434461 320994.0 19.11
17.0 696.616434461 324404.0 20.11
17.5 696.616434461 329192.0 20.11
18.0 696.616434461 332815.0 21.11
18.5 696.616434461 337098.0 21.11
19.0 696.616434461 340913.0 22.11
19.5 696.616434461 344706.0 22.11
20.0 696.616434461 348704.0 23.11
20.5 696.616434461 352023.0 23.11
21.0 696.616434461 356195.0 24.11
21.5 696.616434461 359069.0 24.11
22.0 696.616434461 363406.0 25.11
22.5 696.616434461 365879.0 25.11
23.0 696.616434461 370379.0 26.11
23.5 696.616434461 372507.0 26.11
24.0 696.616434461 376682.0 26.11
