Twet Load Energy Tset
-3.5 99.5166334945 61002 15.11
-3.0 99.5166334945 61002 15.11
-2.5 99.5166334945 61002 15.11
-2.0 99.5166334945 61002 15.11
-1.5 99.5166334945 61002 15.11
-1.0 99.5166334945 61002 15.11
-0.5 99.5166334945 61002 15.11
0.0 99.5166334945 61002 15.11
0.5 99.5166334945 61002 15.11
1.0 99.5166334945 61002 15.11
1.5 99.5166334945 61002 15.11
2.0 99.5166334945 61002 15.11
2.5 99.5166334945 61002 15.11
3.0 99.5166334945 61002 15.11
3.5 99.5166334945 61002 15.11
4.0 99.5166334945 61002 15.11
4.5 99.5166334945 61002 15.11
5.0 99.5166334945 61002 15.11
5.5 99.5166334945 61002 15.11
6.0 99.5166334945 61002 15.11
6.5 99.5166334945 61002 15.11
7.0 99.5166334945 61002 15.11
7.5 99.5166334945 61002 15.11
8.0 99.5166334945 61002 15.11
8.5 99.5166334945 61002 15.11
9.0 99.5166334945 61002 15.11
9.5 99.5166334945 61066.0 15.11
10.0 99.5166334945 61424.0 15.11
10.5 99.5166334945 61458.0 15.11
11.0 99.5166334945 61515.0 15.11
11.5 99.5166334945 61625.0 15.11
12.0 99.5166334945 61890.0 15.11
12.5 99.5166334945 62508.0 15.11
13.0 99.5166334945 63169.0 15.11
13.5 99.5166334945 64215.0 15.11
14.0 99.5166334945 66523.0 16.11
14.5 99.5166334945 67485.0 16.11
15.0 99.5166334945 69691.0 17.11
15.5 99.5166334945 70593.0 17.11
16.0 99.5166334945 72586.0 17.11
16.5 99.5166334945 73532.0 18.11
17.0 99.5166334945 75318.0 18.11
17.5 99.5166334945 76295.0 19.11
18.0 99.5166334945 77925.0 19.11
18.5 99.5166334945 78877.0 20.11
19.0 99.5166334945 80392.0 20.11
19.5 99.5166334945 81276.0 21.11
20.0 99.5166334945 82679.0 22.11
20.5 99.5166334945 83488.0 22.11
21.0 99.5166334945 84747.0 23.11
21.5 99.5166334945 85515.0 23.11
22.0 99.5166334945 86635.0 24.11
22.5 99.5166334945 87353.0 24.11
23.0 99.5166334945 88339.0 25.11
23.5 99.5166334945 89005.0 25.11
24.0 99.5166334945 89853.0 26.11
24.5 99.5166334945 90470.0 26.11
25.0 99.5166334945 91805.0 26.11
-5.0 113.733295422 69717 15.11
-4.5 113.733295422 69717 15.11
-4.0 113.733295422 69717 15.11
-3.5 113.733295422 69717 15.11
-3.0 113.733295422 69717 15.11
-2.5 113.733295422 69717 15.11
-2.0 113.733295422 69717 15.11
-1.5 113.733295422 69717 15.11
-1.0 113.733295422 69717 15.11
-0.5 113.733295422 69717 15.11
0.0 113.733295422 69717 15.11
0.5 113.733295422 69717 15.11
1.0 113.733295422 69717 15.11
1.5 113.733295422 69717 15.11
2.0 113.733295422 69717 15.11
2.5 113.733295422 69717 15.11
3.0 113.733295422 69717 15.11
3.5 113.733295422 69717 15.11
4.0 113.733295422 69717 15.11
4.5 113.733295422 69717 15.11
5.0 113.733295422 69717 15.11
5.5 113.733295422 69717 15.11
6.0 113.733295422 69717 15.11
6.5 113.733295422 69717 15.11
7.0 113.733295422 69717 15.11
7.5 113.733295422 69717 15.11
8.0 113.733295422 69717 15.11
8.5 113.733295422 69717 15.11
9.0 113.733295422 70186.0 15.11
9.5 113.733295422 70207.0 15.11
10.0 113.733295422 70239.0 15.11
10.5 113.733295422 70287.0 15.11
11.0 113.733295422 70370.0 15.11
11.5 113.733295422 70533.0 15.11
12.0 113.733295422 70923.0 15.11
12.5 113.733295422 71509.0 15.11
13.0 113.733295422 72205.0 15.11
13.5 113.733295422 73403.0 15.11
14.0 113.733295422 76054.0 16.11
14.5 113.733295422 77133.0 16.11
15.0 113.733295422 79692.0 17.11
15.5 113.733295422 80685.0 17.11
16.0 113.733295422 83085.0 17.11
16.5 113.733295422 84046.0 18.11
17.0 113.733295422 86174.0 18.11
17.5 113.733295422 87209.0 19.11
18.0 113.733295422 89127.0 19.11
18.5 113.733295422 90168.0 20.11
19.0 113.733295422 91926.0 20.11
19.5 113.733295422 92918.0 21.11
20.0 113.733295422 94556.0 21.11
20.5 113.733295422 95457.0 22.11
21.0 113.733295422 96960.0 23.11
21.5 113.733295422 97782.0 23.11
22.0 113.733295422 99101.0 24.11
22.5 113.733295422 99892.0 24.11
23.0 113.733295422 101034.0 25.11
23.5 113.733295422 101786.0 25.11
24.0 113.733295422 102753.0 26.11
24.5 113.733295422 103466.0 26.11
25.0 113.733295422 104905.0 26.11
-5.0 127.94995735 78431 15.11
-4.5 127.94995735 78431 15.11
-4.0 127.94995735 78431 15.11
-3.5 127.94995735 78431 15.11
-3.0 127.94995735 78431 15.11
-2.5 127.94995735 78431 15.11
-2.0 127.94995735 78431 15.11
-1.5 127.94995735 78431 15.11
-1.0 127.94995735 78431 15.11
-0.5 127.94995735 78431 15.11
0.0 127.94995735 78431 15.11
0.5 127.94995735 78431 15.11
1.0 127.94995735 78431 15.11
1.5 127.94995735 78431 15.11
2.0 127.94995735 78431 15.11
2.5 127.94995735 78431 15.11
3.0 127.94995735 78431 15.11
3.5 127.94995735 78431 15.11
4.0 127.94995735 78431 15.11
4.5 127.94995735 78431 15.11
5.0 127.94995735 78431 15.11
5.5 127.94995735 78431 15.11
6.0 127.94995735 78431 15.11
6.5 127.94995735 78431 15.11
7.0 127.94995735 78431 15.11
7.5 127.94995735 78431 15.11
8.0 127.94995735 78952.0 15.11
8.5 127.94995735 78968.0 15.11
9.0 127.94995735 78989.0 15.11
9.5 127.94995735 79018.0 15.11
10.0 127.94995735 79060.0 15.11
10.5 127.94995735 79127.0 15.11
11.0 127.94995735 79242.0 15.11
11.5 127.94995735 79472.0 15.11
12.0 127.94995735 79960.0 15.11
12.5 127.94995735 80504.0 15.11
13.0 127.94995735 81252.0 15.11
13.5 127.94995735 82643.0 15.11
14.0 127.94995735 85590.0 16.11
14.5 127.94995735 86823.0 16.11
15.0 127.94995735 89693.0 17.11
15.5 127.94995735 90807.0 17.11
16.0 127.94995735 93558.0 18.11
16.5 127.94995735 94583.0 18.11
17.0 127.94995735 97129.0 18.11
17.5 127.94995735 98139.0 19.11
18.0 127.94995735 100413.0 19.11
18.5 127.94995735 101468.0 20.11
19.0 127.94995735 103531.0 20.11
19.5 127.94995735 104565.0 21.11
20.0 127.94995735 106466.0 21.11
20.5 127.94995735 107425.0 22.11
21.0 127.94995735 109190.0 23.11
21.5 127.94995735 110046.0 23.11
22.0 127.94995735 111581.0 24.11
22.5 127.94995735 112425.0 24.11
23.0 127.94995735 113739.0 25.11
23.5 127.94995735 114560.0 25.11
24.0 127.94995735 115661.0 26.11
24.5 127.94995735 116453.0 26.11
25.0 127.94995735 118033.0 26.11
-5.0 142.166619278 87146 15.11
-4.5 142.166619278 87146 15.11
-4.0 142.166619278 87146 15.11
-3.5 142.166619278 87146 15.11
-3.0 142.166619278 87146 15.11
-2.5 142.166619278 87146 15.11
-2.0 142.166619278 87146 15.11
-1.5 142.166619278 87146 15.11
-1.0 142.166619278 87146 15.11
-0.5 142.166619278 87146 15.11
0.0 142.166619278 87146 15.11
0.5 142.166619278 87146 15.11
1.0 142.166619278 87146 15.11
1.5 142.166619278 87146 15.11
2.0 142.166619278 87146 15.11
2.5 142.166619278 87146 15.11
3.0 142.166619278 87146 15.11
3.5 142.166619278 87146 15.11
4.0 142.166619278 87146 15.11
4.5 142.166619278 87146 15.11
5.0 142.166619278 87146 15.11
5.5 142.166619278 87146 15.11
6.0 142.166619278 87146 15.11
6.5 142.166619278 87146 15.11
7.0 142.166619278 87412.0 15.11
7.5 142.166619278 87733.0 15.11
8.0 142.166619278 87749.0 15.11
8.5 142.166619278 87769.0 15.11
9.0 142.166619278 87796.0 15.11
9.5 142.166619278 87834.0 15.11
10.0 142.166619278 87889.0 15.11
10.5 142.166619278 87977.0 15.11
11.0 142.166619278 88133.0 15.11
11.5 142.166619278 88444.0 15.11
12.0 142.166619278 88936.0 15.11
12.5 142.166619278 89497.0 15.11
13.0 142.166619278 90316.0 15.11
13.5 142.166619278 91945.0 15.11
14.0 142.166619278 95136.0 16.11
14.5 142.166619278 96562.0 16.11
15.0 142.166619278 99700.0 17.11
15.5 142.166619278 100969.0 17.11
16.0 142.166619278 104000.0 18.11
16.5 142.166619278 105150.0 18.11
17.0 142.166619278 108032.0 19.11
17.5 142.166619278 109092.0 19.11
18.0 142.166619278 111793.0 20.11
18.5 142.166619278 112786.0 20.11
19.0 142.166619278 115217.0 20.11
19.5 142.166619278 116224.0 21.11
20.0 142.166619278 118444.0 21.11
20.5 142.166619278 119401.0 22.11
21.0 142.166619278 121422.0 23.11
21.5 142.166619278 122313.0 23.11
22.0 142.166619278 124077.0 24.11
22.5 142.166619278 124957.0 24.11
23.0 142.166619278 126457.0 25.11
23.5 142.166619278 127332.0 25.11
24.0 142.166619278 128577.0 26.11
24.5 142.166619278 129435.0 26.11
25.0 142.166619278 131193.0 26.11
-5.0 156.383281206 90921 15.11
-4.5 156.383281206 90921 15.11
-4.0 156.383281206 90921 15.11
-3.5 156.383281206 90921 15.11
-3.0 156.383281206 90921 15.11
-2.5 156.383281206 90921 15.11
-2.0 156.383281206 90921 15.11
-1.5 156.383281206 90921 15.11
-1.0 156.383281206 90921 15.11
-0.5 156.383281206 90921 15.11
0.0 156.383281206 90921 15.11
0.5 156.383281206 90921 15.11
1.0 156.383281206 90921 15.11
1.5 156.383281206 90921 15.11
2.0 156.383281206 90921 15.11
2.5 156.383281206 90921 15.11
3.0 156.383281206 90921 15.11
3.5 156.383281206 90921 15.11
4.0 156.383281206 90921 15.11
4.5 156.383281206 90921 15.11
5.0 156.383281206 90921 15.11
5.5 156.383281206 90921 15.11
6.0 156.383281206 90921 15.11
6.5 156.383281206 91783.0 15.11
7.0 156.383281206 91795.0 15.11
7.5 156.383281206 91810.0 15.11
8.0 156.383281206 91829.0 15.11
8.5 156.383281206 91854.0 15.11
9.0 156.383281206 91888.0 15.11
9.5 156.383281206 91934.0 15.11
10.0 156.383281206 92004.0 15.11
10.5 156.383281206 92117.0 15.11
11.0 156.383281206 92317.0 15.11
11.5 156.383281206 92708.0 15.11
12.0 156.383281206 93173.0 15.11
12.5 156.383281206 93758.0 15.11
13.0 156.383281206 94661.0 15.11
13.5 156.383281206 96551.0 15.11
14.0 156.383281206 101972.0 16.11
14.5 156.383281206 103621.0 16.11
15.0 156.383281206 108384.0 16.11
15.5 156.383281206 110374.0 17.11
16.0 156.383281206 114449.0 18.11
16.5 156.383281206 115756.0 18.11
17.0 156.383281206 118888.0 19.11
17.5 156.383281206 120075.0 19.11
18.0 156.383281206 123030.0 20.11
18.5 156.383281206 124126.0 20.11
19.0 156.383281206 126872.0 21.11
19.5 156.383281206 127899.0 21.11
20.0 156.383281206 130411.0 22.11
20.5 156.383281206 131389.0 22.11
21.0 156.383281206 133646.0 23.11
21.5 156.383281206 134588.0 23.11
22.0 156.383281206 136575.0 24.11
22.5 156.383281206 137495.0 24.11
23.0 156.383281206 139198.0 25.11
23.5 156.383281206 140105.0 25.11
24.0 156.383281206 141514.0 26.11
24.5 156.383281206 142418.0 26.11
25.0 156.383281206 144392.0 26.11
-5.0 170.599943133 92499 15.11
-4.5 170.599943133 92499 15.11
-4.0 170.599943133 92499 15.11
-3.5 170.599943133 92499 15.11
-3.0 170.599943133 92499 15.11
-2.5 170.599943133 92499 15.11
-2.0 170.599943133 92499 15.11
-1.5 170.599943133 92499 15.11
-1.0 170.599943133 92499 15.11
-0.5 170.599943133 92499 15.11
0.0 170.599943133 92499 15.11
0.5 170.599943133 92499 15.11
1.0 170.599943133 92499 15.11
1.5 170.599943133 92499 15.11
2.0 170.599943133 92499 15.11
2.5 170.599943133 92499 15.11
3.0 170.599943133 92499 15.11
3.5 170.599943133 92499 15.11
4.0 170.599943133 92499 15.11
4.5 170.599943133 92499 15.11
5.0 170.599943133 92499 15.11
5.5 170.599943133 93374.0 15.11
6.0 170.599943133 93370.0 15.11
6.5 170.599943133 93382.0 15.11
7.0 170.599943133 93397.0 15.11
7.5 170.599943133 93415.0 15.11
8.0 170.599943133 93438.0 15.11
8.5 170.599943133 93467.0 15.11
9.0 170.599943133 93508.0 15.11
9.5 170.599943133 93565.0 15.11
10.0 170.599943133 93651.0 15.11
10.5 170.599943133 93791.0 15.11
11.0 170.599943133 94041.0 15.11
11.5 170.599943133 94456.0 15.11
12.0 170.599943133 94925.0 15.11
12.5 170.599943133 95542.0 15.11
13.0 170.599943133 96543.0 15.11
13.5 170.599943133 98721.0 15.11
14.0 170.599943133 103860.0 16.11
14.5 170.599943133 105747.0 16.11
15.0 170.599943133 110817.0 17.11
15.5 170.599943133 112472.0 17.11
16.0 170.599943133 117262.0 17.11
16.5 170.599943133 118802.0 18.11
17.0 170.599943133 122999.0 18.11
17.5 170.599943133 124653.0 19.11
18.0 170.599943133 128365.0 19.11
18.5 170.599943133 129953.0 20.11
19.0 170.599943133 133272.0 20.11
19.5 170.599943133 134639.0 21.11
20.0 170.599943133 137599.0 22.11
20.5 170.599943133 138656.0 22.11
21.0 170.599943133 140953.0 23.11
21.5 170.599943133 141959.0 23.11
22.0 170.599943133 143542.0 24.11
22.5 170.599943133 144512.0 24.11
23.0 170.599943133 145340.0 25.11
23.5 170.599943133 145812.0 26.11
24.0 170.599943133 146329.0 26.11
24.5 170.599943133 147262.0 26.11
25.0 170.599943133 149457.0 26.11
-5.0 184.816605061 94227 15.11
-4.5 184.816605061 94227 15.11
-4.0 184.816605061 94227 15.11
-3.5 184.816605061 94227 15.11
-3.0 184.816605061 94227 15.11
-2.5 184.816605061 94227 15.11
-2.0 184.816605061 94227 15.11
-1.5 184.816605061 94227 15.11
-1.0 184.816605061 94227 15.11
-0.5 184.816605061 94227 15.11
0.0 184.816605061 94227 15.11
0.5 184.816605061 94227 15.11
