DATE		Twet	Load	Power_MBO	Tset_MBO	Tset_BN	Power_BN	Default	Tset_BN1	Power_BN1	Default1	Tset_MBO1	Power_MBO1	Tset_BN2	Power_BN2	Default2	Tset_MBO2	Power_MBO2	Tset_BN3	Power_BN3	Default3	Tset_MBO3	Power_MBO3	Tset_BN4	Power_BN4	Default4	Tset_MBO4	Power_MBO4	Tset_BN5	Power_BN5	Default5	Tset_MBO5	Power_MBO5
5/10/2012	15:00:00	11.3	475.3	168717	15.11	15.11	168717	No	15.11	168717	No	15.11	168717	15.11	168717	No	15.11	168717	15.11	168717	No	15.11	168717	18.11	192035	No	18.11	192035	15.11	168717	No	15.11	168717
5/10/2012	16:00:00	11	485	171505	15.11	15.11	171505	No	15.11	171505	No	15.11	171505	15.11	171505	No	15.11	171505	15.11	171505	No	15.11	171505	17.11	187537	No	17.11	187537	15.11	171505	No	15.11	171505
5/10/2012	17:00:00	10.1	485	170029	15.11	15.11	170029	No	15.11	170029	No	15.11	170029	15.11	170029	No	15.11	170029	15.11	170029	No	15.11	170029	18.11	195308	No	18.11	195308	15.11	170029	No	15.11	170029
5/10/2012	18:00:00	9.1	485	169170	15.11	15.11	169170	No	15.11	169170	No	15.11	169170	15.11	169170	No	15.11	169170	15.11	169170	No	15.11	169170	16.11	178073	No	17.11	186711	15.11	169170	No	15.11	169170
5/10/2012	19:00:00	8.2	475.3	165228	15.11	15.11	165228	No	15.11	165228	No	15.11	165228	15.11	165228	No	15.11	165228	15.11	165228	No	15.11	165228	15.11	165228	No	15.11	165228	15.11	165228	No	15.11	165228
5/10/2012	20:00:00	8	475.3	165136	15.11	15.11	165136	No	15.11	165136	No	15.11	165136	15.11	165136	No	15.11	165136	15.11	165136	No	15.11	165136	15.11	165136	No	15.11	165136	15.11	165136	No	15.11	165136
5/10/2012	21:00:00	7.1	436.5	151722	15.11	15.11	151722	No	15.11	151722	No	15.11	151722	15.11	151722	No	15.11	151722	15.11	151722	No	15.11	151722	15.11	151722	No	15.11	151722	15.11	151722	No	15.11	151722
5/10/2012	22:00:00	7.1	465.6	161402	15.11	15.11	161402	No	15.11	161402	No	15.11	161402	15.11	161402	No	15.11	161402	15.11	161402	No	15.11	161402	15.11	161402	No	15.11	161402	15.11	161402	No	15.11	161402
5/10/2012	23:00:00	6.4	475.3	164525	15.11	15.11	164525	No	15.11	164525	No	15.11	164525	15.11	164525	No	15.11	164525	15.11	164525	No	15.11	164525	15.11	164525	No	15.11	164525	15.11	164525	No	15.11	164525
5/11/2012	0:00:00	7.1	465.6	161402	15.11	15.11	161402	No	15.11	161402	No	15.11	161402	15.11	161402	No	15.11	161402	15.11	161402	No	15.11	161402	15.11	161402	No	15.11	161402	15.11	161402	No	15.11	161402
5/11/2012	1:00:00	6.5	465.6	161195	15.11	15.11	161195	No	15.11	161195	No	15.11	161195	15.11	161195	No	15.11	161195	15.11	161195	No	15.11	161195	15.11	161195	No	15.11	161195	15.11	161195	No	15.11	161195
5/11/2012	2:00:00	5.4	446.2	154459	15.11	15.11	154459	No	15.11	154459	No	15.11	154459	15.11	154459	No	15.11	154459	15.11	154459	No	15.11	154459	15.11	154459	No	15.11	154459	15.11	154459	No	15.11	154459
5/11/2012	3:00:00	4.9	446.2	154386	15.11	15.11	154386	No	15.11	154386	No	15.11	154386	15.11	154386	No	15.11	154386	15.11	154386	No	15.11	154386	15.11	154386	No	15.11	154386	15.11	154386	No	15.11	154386
5/11/2012	4:00:00	5.3	446.2	154444	15.11	15.11	154444	No	15.11	154444	No	15.11	154444	15.11	154444	No	15.11	154444	15.11	154444	No	15.11	154444	15.11	154444	No	15.11	154444	15.11	154444	No	15.11	154444
5/11/2012	5:00:00	6.3	436.5	151497	15.11	15.11	151497	No	15.11	151497	No	15.11	151497	15.11	151497	No	15.11	151497	15.11	151497	No	15.11	151497	15.11	151497	No	15.11	151497	15.11	151497	No	15.11	151497
5/11/2012	6:00:00	7.8	436.5	151992	15.11	15.11	151992	No	15.11	151992	No	15.11	151992	15.11	151992	No	15.11	151992	15.11	151992	No	15.11	151992	15.11	151992	No	15.11	151992	15.11	151992	No	15.11	151992
5/11/2012	7:00:00	9.1	426.8	149522	15.11	15.11	149522	No	15.11	149522	No	15.11	149522	15.11	149522	No	15.11	149522	15.11	149522	No	15.11	149522	16.11	157962	No	16.11	157962	15.11	149522	No	15.11	149522
5/11/2012	8:00:00	9.9	436.5	153165	15.11	15.11	153165	No	15.11	153165	No	15.11	153165	15.11	153165	No	15.11	153165	15.11	153165	No	15.11	153165	15.11	153165	No	16.11	161509	15.11	153165	No	15.11	153165
5/11/2012	9:00:00	10.7	436.5	154014	15.11	15.11	154014	No	15.11	154014	No	15.11	154014	15.11	154014	No	15.11	154014	15.11	154014	No	15.11	154014	16.11	161979	No	16.11	161979	15.11	154014	No	15.11	154014
5/11/2012	10:00:00	10.6	58.2	35675	15.11	15.11	35675	No	15.11	35675	No	15.11	35675	15.11	35675	No	15.11	35675	15.11	35675	No	15.11	35675	16.11	35675	No	16.11	35675	15.11	35675	No	15.11	35675
5/11/2012	11:00:00	10.6	58.2	35675	15.11	15.11	35675	No	15.11	35675	No	15.11	35675	15.11	35675	No	15.11	35675	15.11	35675	No	15.11	35675	17.11	35675	No	17.11	35675	15.11	35675	No	15.11	35675
5/11/2012	12:00:00	10.9	611.1	224501	15.11	15.11	224501	No	15.11	224501	No	15.11	224501	15.11	224501	No	15.11	224501	15.11	224501	No	15.11	224501	18.11	250747	No	18.11	250747	15.11	224501	No	15.11	224501
5/11/2012	13:00:00	11.5	640.2	242393	15.11	15.11	242393	No	15.11	242393	No	15.11	242393	15.11	242393	No	15.11	242393	15.11	242393	No	15.11	242393	16.11	247692	No	19.11	274909	15.11	242393	No	15.11	242393
5/11/2012	14:00:00	11.7	683.85	267489	15.11	15.11	267489	No	16.11	271144	No	15.11	267489	15.11	267489	No	15.11	267489	15.11	267489	No	15.11	267489	17.11	279379	No	18.11	288962	15.11	267489	No	15.11	267489
5/11/2012	15:00:00	11.9	742.05	305229	16.11	15.11	305491	No	16.11	305229	No	15.11	305491	15.11	305491	No	15.11	305491	15.11	305491	No	15.11	305491	16.11	305229	No	16.11	305229	15.11	305491	No	15.11	305491
5/11/2012	16:00:00	11.5	727.5	290352	15.11	15.11	290352	No	15.11	290352	No	15.11	290352	15.11	290352	No	15.11	290352	16.11	294723	No	16.11	294723	15.11	290352	No	15.11	290352	15.11	290352	No	15.11	290352
5/11/2012	17:00:00	11.5	727.5	290352	15.11	15.11	290352	No	15.11	290352	No	15.11	290352	15.11	290352	No	15.11	290352	15.11	290352	No	15.11	290352	16.11	294723	No	19.11	323888	15.11	290352	No	15.11	290352
5/11/2012	18:00:00	10.9	727.5	285551	15.11	15.11	285551	No	15.11	285551	No	15.11	285551	15.11	285551	No	15.11	285551	15.11	285551	No	15.11	285551	15.11	285551	No	15.11	285551	15.11	285551	No	15.11	285551
5/11/2012	19:00:00	10.3	727.5	282408	15.11	15.11	282408	No	15.11	282408	No	15.11	282408	15.11	282408	No	15.11	282408	15.11	282408	No	15.11	282408	17.11	302058	No	18.11	312831	15.11	282408	No	15.11	282408
5/11/2012	20:00:00	9.8	669.3	249756	15.11	15.11	249756	No	15.11	249756	No	15.11	249756	15.11	249756	No	15.11	249756	15.11	249756	No	15.11	249756	17.11	269890	No	15.11	249756	15.11	249756	No	15.11	249756
5/11/2012	21:00:00	9	58.2	35675	15.11	15.11	35675	No	15.11	35675	No	15.11	35675	15.11	35675	No	15.11	35675	15.11	35675	No	15.11	35675	15.11	35675	No	15.11	35675	15.11	35675	No	15.11	35675
5/11/2012	22:00:00	8.7	654.75	240860	15.11	15.11	240860	No	15.11	240860	No	15.11	240860	15.11	240860	No	15.11	240860	15.11	240860	No	15.11	240860	16.11	251408	No	16.11	251408	15.11	240860	No	15.11	240860
5/11/2012	23:00:00	8.7	669.3	248061	15.11	15.11	248061	No	15.11	248061	No	15.11	248061	15.11	248061	No	15.11	248061	15.11	248061	No	15.11	248061	17.11	269384	No	17.11	269384	15.11	248061	No	15.11	248061
5/12/2012	0:00:00	8.4	683.85	255112	15.11	15.11	255112	No	15.11	255112	No	15.11	255112	15.11	255112	No	15.11	255112	15.11	255112	No	15.11	255112	16.11	266082	No	16.11	266082	15.11	255112	No	15.11	255112
5/12/2012	1:00:00	8.2	683.85	254929	15.11	15.11	254929	No	15.11	254929	No	15.11	254929	15.11	254929	No	15.11	254929	15.11	254929	No	15.11	254929	15.11	254929	No	15.11	254929	15.11	254929	No	15.11	254929
5/12/2012	2:00:00	8.5	58.2	35675	15.11	15.11	35675	No	15.11	35675	No	15.11	35675	15.11	35675	No	15.11	35675	15.11	35675	No	15.11	35675	15.11	35675	No	15.11	35675	15.11	35675	No	15.11	35675
5/12/2012	3:00:00	7.6	58.2	35675	15.11	15.11	35675	No	15.11	35675	No	15.11	35675	15.11	35675	No	15.11	35675	15.11	35675	No	15.11	35675	15.11	35675	No	15.11	35675	15.11	35675	No	15.11	35675
5/12/2012	4:00:00	7.3	58.2	35675	15.11	15.11	35675	No	15.11	35675	No	15.11	35675	15.11	35675	No	15.11	35675	15.11	35675	No	15.11	35675	15.11	35675	No	15.11	35675	15.11	35675	No	15.11	35675
5/12/2012	5:00:00	8.4	58.2	35675	15.11	15.11	35675	No	15.11	35675	No	15.11	35675	15.11	35675	No	15.11	35675	15.11	35675	No	15.11	35675	15.11	35675	No	15.11	35675	15.11	35675	No	15.11	35675
5/12/2012	6:00:00	11	58.2	35675	15.11	15.11	35675	No	15.11	35675	No	15.11	35675	15.11	35675	No	15.11	35675	15.11	35675	No	15.11	35675	17.11	35675	No	17.11	35675	15.11	35675	No	15.11	35675
5/12/2012	7:00:00	12.7	58.2	36252	15.11	15.11	36252	No	15.11	36252	No	15.11	36252	15.11	36252	No	15.11	36252	15.11	36252	No	15.11	36252	19.11	37419	No	19.11	37419	15.11	36252	No	15.11	36252
5/12/2012	8:00:00	13.8	58.2	38299	16.11	15.11	38439	No	15.11	38439	No	16.11	38299	15.11	38439	No	15.11	38439	16.11	38299	No	16.11	38299	20.11	39577	No	20.11	39577	15.11	38439	No	15.11	38439
5/12/2012	9:00:00	13.4	58.2	37526	15.11	15.11	37526	No	15.11	37526	No	15.11	37526	15.11	37526	No	15.11	37526	15.11	37526	No	16.11	38058	18.11	38803	No	18.11	38803	15.11	37526	No	15.11	37526
5/12/2012	10:00:00	13.4	465.6	179223	16.11	16.11	179223	No	15.11	187598	No	16.11	179223	16.11	179223	No	17.11	182852	15.11	187598	No	15.11	187598	21.11	210183	No	21.11	210183	15.11	187598	No	15.11	187598
5/12/2012	11:00:00	14.7	611.1	256874	18.11	17.11	258368	No	17.11	258368	No	18.11	256874	17.11	258368	No	18.11	256874	17.11	258368	No	17.11	258368	21.11	277786	No	21.11	277786	15.11	268157	No	15.11	268157
5/12/2012	12:00:00	14.5	708.1	309562	18.11	17.11	310695	No	17.11	310695	No	18.11	309562	17.11	310695	No	18.11	309562	17.11	310695	No	17.11	310695	21.11	332843	No	21.11	332843	15.11	317518	No	15.11	317518
5/12/2012	13:00:00	14.3	746.9	331872	17.11	17.11	331872	No	17.11	331872	No	17.11	331872	17.11	331872	No	17.11	331872	17.11	331872	No	17.11	331872	20.11	347604	No	20.11	347604	15.11	338073	No	15.11	338073
5/12/2012	14:00:00	13.7	785.7	318424	15.11	17.11	350112	No	17.11	350112	No	17.11	350112	16.11	322593	No	16.11	322593	17.11	350112	No	17.11	350112	20.11	372210	No	20.11	372210	15.11	318424	No	15.11	318424
5/12/2012	15:00:00	13.5	843.9	327271	16.11	16.11	327271	No	17.11	335157	No	16.11	327271	17.11	335157	No	17.11	335157	15.11	343861	No	15.11	343861	20.11	375073	No	20.11	375073	15.11	343861	No	15.11	343861
5/12/2012	16:00:00	13.9	834.2	331561	16.11	16.11	331561	No	17.11	333796	No	17.11	333796	17.11	333796	No	17.11	333796	17.11	333796	No	17.11	333796	20.11	371931	No	20.11	371931	15.11	363326	No	15.11	363326
5/12/2012	17:00:00	13.4	824.5	319097	16.11	16.11	319097	No	16.11	319097	No	16.11	319097	17.11	328355	No	17.11	328355	16.11	319097	No	16.11	319097	20.11	368308	No	20.11	368308	15.11	331350	No	15.11	331350
5/12/2012	18:00:00	13.4	766.3	319627	15.11	17.11	334482	No	17.11	334482	No	17.11	334482	16.11	335129	No	16.11	335129	17.11	334482	No	15.11	319627	20.11	359274	No	20.11	359274	15.11	319627	No	15.11	319627
5/12/2012	19:00:00	13.2	717.8	302889	16.11	17.11	303391	No	16.11	302889	No	16.11	302889	16.11	302889	No	16.11	302889	16.11	302889	No	15.11	309176	16.11	302889	No	16.11	302889	15.11	309176	No	15.11	309176
5/12/2012	20:00:00	12.7	523.8	198406	16.11	15.11	199538	No	15.11	199538	No	15.11	199538	15.11	199538	No	15.11	199538	16.11	198406	No	16.11	198406	20.11	227440	No	20.11	227440	15.11	199538	No	15.11	199538
5/12/2012	21:00:00	12.5	485	180075	15.11	15.11	180075	No	15.11	180075	No	15.11	180075	15.11	180075	No	15.11	180075	15.11	180075	No	15.11	180075	19.11	203881	No	20.11	211065	15.11	180075	No	15.11	180075
5/12/2012	22:00:00	12	475.3	171820	15.11	15.11	171820	No	15.11	171820	No	15.11	171820	15.11	171820	No	15.11	171820	15.11	171820	No	15.11	171820	18.11	192366	No	18.11	192366	15.11	171820	No	15.11	171820
5/12/2012	23:00:00	11.7	465.6	166587	15.11	15.11	166587	No	15.11	166587	No	15.11	166587	15.11	166587	No	15.11	166587	15.11	166587	No	15.11	166587	19.11	196067	No	19.11	196067	15.11	166587	No	15.11	166587
5/13/2012	0:00:00	11.8	455.9	163496	15.11	15.11	163496	No	15.11	163496	No	15.11	163496	15.11	163496	No	15.11	163496	15.11	163496	No	15.11	163496	18.11	185064	No	18.11	185064	15.11	163496	No	15.11	163496
5/13/2012	1:00:00	11.3	455.9	161752	15.11	15.11	161752	No	15.11	161752	No	15.11	161752	15.11	161752	No	15.11	161752	15.11	161752	No	15.11	161752	19.11	192346	No	19.11	192346	15.11	161752	No	15.11	161752
5/13/2012	3:00:00	11.3	940.9	333886	15.11	15.11	333886	No	15.11	333886	No	15.11	333886	15.11	333886	No	15.11	333886	15.11	333886	No	15.11	333886	18.11	380406	No	18.11	380406	15.11	333886	No	15.11	333886
5/13/2012	4:00:00	11.3	620.8	231238	15.11	15.11	231238	No	15.11	231238	No	15.11	231238	15.11	231238	No	15.11	231238	16.11	237642	No	15.11	231238	16.11	237642	No	19.11	264809	15.11	231238	No	15.11	231238
5/13/2012	5:00:00	12.8	640.2	254551	16.11	16.11	254551	No	17.11	258768	No	16.11	254551	15.11	259340	No	16.11	254551	16.11	254551	No	16.11	254551	19.11	275560	No	19.11	275560	15.11	259340	No	15.11	259340
5/13/2012	6:00:00	14.3	611.1	253103	17.11	17.11	253103	No	17.11	253103	No	17.11	253103	17.11	253103	No	18.11	255081	17.11	253103	No	17.11	253103	21.11	277600	No	21.11	277600	15.11	264334	No	15.11	264334
5/13/2012	7:00:00	15.2	611.1	260452	18.11	16.11	272871	Yes	17.11	267712	No	18.11	260452	17.11	267712	No	18.11	260452	17.11	267712	No	18.11	260452	23.11	292359	No	23.11	292359	15.11	272871	Yes	15.11	272871
5/13/2012	8:00:00	16.1	611.1	267808	19.11	16.11	281163	No	19.11	267808	No	15.11	281163	16.11	281163	No	19.11	267808	19.11	267808	No	19.11	267808	22.11	285806	No	22.11	285806	15.11	281163	Yes	16.11	281163
5/13/2012	9:00:00	17.3	902.1	404292	20.11	20.11	404292	No	20.11	404292	No	19.11	409164	20.11	404292	No	19.11	409164	20.11	404292	No	20.11	404292	23.11	432752	No	23.11	432752	15.11	442046	Yes	17.11	442046
5/13/2012	10:00:00	17.4	455.9	204461	20.11	20.11	204461	No	20.11	204461	No	20.11	204461	20.11	204461	No	20.11	204461	19.11	208440	No	19.11	208440	23.11	218384	No	23.11	218384	15.11	223595	Yes	17.11	223595
5/13/2012	11:00:00	17.9	446.2	203585	20.11	20.11	203585	No	21.11	205468	No	20.11	203585	20.11	203585	No	20.11	203585	20.11	203585	No	19.11	216594	25.11	222963	No	24.11	219034	15.11	223618	Yes	16.11	223618
5/13/2012	12:00:00	18.2	455.9	210005	21.11	21.11	210005	No	21.11	210005	No	20.11	210877	21.11	210005	No	21.11	210005	21.11	210005	No	21.11	210005	25.11	227132	No	25.11	227132	15.11	229433	Yes	16.11	229433
5/13/2012	13:00:00	18.7	455.9	212020	21.11	21.11	212020	No	22.11	214799	No	22.11	214799	21.11	212020	No	21.11	212020	21.11	212020	No	21.11	212020	26.11	230658	No	25.11	227209	15.11	232940	Yes	17.11	232940
5/13/2012	14:00:00	17.7	455.9	206048	20.11	20.11	206048	No	20.11	206048	No	20.11	206048	19.11	215172	No	20.11	206048	19.11	215172	No	19.11	215172	24.11	223016	No	24.11	223016	15.11	225816	Yes	15.11	225816
5/13/2012	15:00:00	17.9	465.6	211654	20.11	20.11	211654	No	21.11	213191	No	20.11	211654	19.11	225389	No	20.11	211654	20.11	211654	No	19.11	225389	24.11	227171	No	24.11	227171	15.11	231015	Yes	16.11	231015
5/13/2012	16:00:00	17.6	465.6	209412	20.11	20.11	209412	No	20.11	209412	No	20.11	209412	20.11	209412	No	20.11	209412	20.11	209412	No	20.11	209412	24.11	227108	No	24.11	227108	15.11	228800	Yes	17.11	228800
5/13/2012	17:00:00	17.1	465.6	207260	20.11	20.11	207260	No	20.11	207260	No	16.11	225028	20.11	207260	No	20.11	207260	19.11	207828	No	19.11	207828	23.11	222303	No	23.11	222303	15.11	225028	Yes	15.11	225028
5/13/2012	18:00:00	16.7	475.3	207662	19.11	19.11	207662	No	19.11	207662	No	19.11	207662	19.11	207662	No	19.11	207662	18.11	218462	No	18.11	218462	23.11	226293	No	23.11	226293	15.11	225685	Yes	15.11	225685
5/13/2012	19:00:00	16.8	465.6	204461	19.11	19.11	204461	No	19.11	204461	No	19.11	204461	20.11	206482	No	20.11	206482	19.11	204461	No	19.11	204461	23.11	222223	No	23.11	222223	15.11	222716	Yes	16.11	222716
5/13/2012	20:00:00	16.6	465.6	202857	19.11	19.11	202857	No	20.11	206088	No	19.11	202857	19.11	202857	No	18.11	211405	20.11	206088	No	19.11	202857	23.11	222177	No	23.11	222177	15.11	221156	Yes	15.11	221156
5/13/2012	21:00:00	17.2	455.9	203711	20.11	20.11	203711	No	20.11	203711	No	20.11	203711	19.11	205085	No	19.11	205085	20.11	203711	No	20.11	203711	23.11	218321	No	22.11	213426	15.11	222094	Yes	15.11	222094
5/13/2012	22:00:00	16.6	465.6	202857	19.11	19.11	202857	No	19.11	202857	No	19.11	202857	19.11	202857	No	19.11	202857	20.11	206088	No	20.11	206088	23.11	222177	No	23.11	222177	15.11	221156	Yes	15.11	221156
5/13/2012	23:00:00	16.1	475.3	204231	19.11	19.11	204231	No	19.11	204231	No	19.11	204231	19.11	204231	No	19.11	204231	19.11	204231	No	19.11	204231	23.11	226167	No	23.11	226167	15.11	220903	Yes	15.11	220903
5/14/2012	0:00:00	16.1	475.3	204231	19.11	19.11	204231	No	19.11	204231	No	18.11	205710	19.11	204231	No	19.11	204231	18.11	205710	No	18.11	205710	22.11	220775	No	21.11	215123	15.11	220903	Yes	15.11	220903
5/14/2012	1:00:00	15.8	475.3	201824	18.11	18.11	201824	No	18.11	201824	No	18.11	201824	18.11	201824	No	18.11	201824	19.11	203280	No	19.11	203280	23.11	226116	No	23.11	226116	15.11	218464	Yes	15.11	218464
5/14/2012	2:00:00	15.9	455.9	194841	18.11	18.11	194841	No	19.11	195946	No	19.11	195946	18.11	194841	No	18.11	194841	19.11	195946	No	19.11	195946	23.11	218045	No	23.11	218045	15.11	211961	Yes	15.11	211961
5/14/2012	3:00:00	15.7	446.2	188989	18.11	18.11	188989	No	18.11	188989	No	18.11	188989	18.11	188989	No	18.11	188989	18.11	188989	No	18.11	188989	22.11	208919	No	21.11	203377	15.11	206816	Yes	15.11	206816
5/14/2012	4:00:00	15.8	446.2	189885	18.11	18.11	189885	No	18.11	189885	No	18.11	189885	17.11	202623	Yes	18.11	189885	19.11	192026	No	19.11	192026	22.11	208945	No	22.11	208945	15.11	207619	Yes	15.11	207619
5/14/2012	5:00:00	15.8	446.2	189885	18.11	18.11	189885	No	18.11	189885	No	18.11	189885	18.11	189885	No	18.11	189885	18.11	189885	No	18.11	189885	21.11	203433	No	21.11	203433	15.11	207619	Yes	15.11	207619
5/14/2012	6:00:00	15.9	446.2	190908	18.11	18.11	190908	No	18.11	190908	No	19.11	192266	18.11	190908	No	18.11	190908	18.11	190908	No	18.11	190908	22.11	208971	No	22.11	208971	15.11	208418	Yes	15.11	208418
5/14/2012	7:00:00	16.2	446.2	193178	19.11	19.11	193178	No	19.11	193178	No	19.11	193178	19.11	193178	No	19.11	193178	18.11	194873	No	18.11	194873	23.11	214180	No	23.11	214180	15.11	210794	Yes	15.11	210794
5/14/2012	8:00:00	16.5	436.5	190793	19.11	19.11	190793	No	19.11	190793	No	18.11	196400	19.11	190793	No	19.11	190793	18.11	196400	No	18.11	196400	24.11	214895	No	24.11	214895	15.11	209641	Yes	15.11	209641
5/14/2012	9:00:00	17.1	446.2	199630	20.11	20.11	199630	No	19.11	199647	No	20.11	199630	19.11	199647	No	19.11	199647	20.11	199630	No	20.11	199630	23.11	214370	No	23.11	214370	15.11	217726	Yes	15.11	217726
5/14/2012	10:00:00	17.3	625.65	285112	20.11	20.11	285112	No	20.11	285112	No	16.11	299341	20.11	285112	No	20.11	285112	20.11	285112	No	20.11	285112	24.11	307864	No	24.11	307864	15.11	299341	Yes	16.11	299341
5/14/2012	11:00:00	17.8	1949.7	950314	17.11	20.11	913712	No	20.11	913712	No	17.11	950314	19.11	950314	Yes	21.11	910749	20.11	913712	No	20.11	913712	22.11	926813	Yes	24.11	967421	16.11	950314	Yes	18.11	950314
5/14/2012	12:00:00	18.7	1978.8	948926	21.11	21.11	948926	No	21.11	948926	No	21.11	948926	19.11	990146	Yes	21.11	948926	21.11	948926	No	21.11	948926	23.11	966879	Yes	25.11	1006283	17.11	990146	Yes	15.11	990146
5/14/2012	13:00:00	18.3	2153.4	1046235	21.11	19.11	1082770	Yes	19.11	1082770	Yes	21.11	1046235	21.11	1046235	No	21.11	1046235	19.11	1082770	Yes	21.11	1046235	24.11	1098055	Yes	25.11	1120988	15.11	1082770	Yes	17.11	1082770
5/14/2012	14:00:00	17.8	2153.4	1068590	17.11	19.11	1068590	Yes	19.11	1068590	Yes	17.11	1068590	19.11	1068590	Yes	17.11	1068590	19.11	1068590	Yes	21.11	1035018	24.11	1097242	Yes	25.11	1120399	15.11	1068590	Yes	15.11	1068590
5/14/2012	15:00:00	17.8	2167.95	1077512	17.11	19.11	1077512	Yes	20.11	1050139	No	17.11	1077512	19.11	1077512	Yes	21.11	1044394	19.11	1077512	Yes	17.11	1077512	23.11	1083259	Yes	25.11	1130444	15.11	1077512	Yes	17.11	1077512
5/14/2012	16:00:00	17.8	2197.05	1095545	17.11	19.11	1095545	Yes	20.11	1069367	No	21.11	1063346	19.11	1095545	Yes	17.11	1095545	19.11	1095545	Yes	17.11	1095545	22.11	1079529	Yes	24.11	1126766	15.11	1095545	Yes	15.11	1095545
5/14/2012	17:00:00	17.8	2197.05	1095545	17.11	19.11	1095545	Yes	19.11	1095545	Yes	20.11	1069367	20.11	1069367	No	17.11	1095545	18.11	1095545	Yes	20.11	1069367	23.11	1102539	Yes	24.11	1126766	15.11	1095545	Yes	16.11	1095545
5/14/2012	18:00:00	17.5	2124.3	1009354	20.11	19.11	1041274	Yes	19.11	1041274	Yes	20.11	1009354	18.11	1042408	Yes	20.11	1009354	19.11	1041274	Yes	21.11	1012142	23.11	1054158	Yes	24.11	1077472	15.11	1042408	Yes	15.11	1042408
5/14/2012	19:00:00	17.8	1949.7	950314	17.11	20.11	913712	No	18.11	950314	Yes	17.11	950314	18.11	950314	Yes	20.11	913712	20.11	913712	No	17.11	950314	24.11	967421	Yes	25.11	987009	15.11	950314	Yes	17.11	950314
5/14/2012	20:00:00	17.5	931.2	417713	20.11	20.11	417713	No	20.11	417713	No	20.11	417713	20.11	417713	No	19.11	429502	20.11	417713	No	20.11	417713	25.11	462533	No	25.11	462533	15.11	456103	Yes	16.11	456103
5/14/2012	21:00:00	17.6	669.3	313561	20.11	20.11	313561	No	20.11	313561	No	20.11	313561	21.11	314112	No	21.11	314112	18.11	325809	Yes	16.11	325809	25.11	341182	No	25.11	341182	15.11	325809	Yes	16.11	325809
5/14/2012	22:00:00	17.5	756.6	377584	17.11	20.11	368419	No	20.11	368419	No	20.11	368419	20.11	368419	No	20.11	368419	18.11	377584	Yes	16.11	377584	25.11	400791	No	25.11	400791	15.11	377584	Yes	15.11	377584
5/14/2012	23:00:00	17.6	756.6	378588	17.11	20.11	369783	No	20.11	369783	No	21.11	369441	20.11	369783	No	17.11	378588	20.11	369783	No	17.11	378588	24.11	392344	No	24.11	392344	15.11	378588	Yes	16.11	378588
5/15/2012	0:00:00	18.2	742.05	363899	21.11	21.11	363899	No	20.11	370389	No	20.11	370389	21.11	363899	No	21.11	363899	21.11	363899	No	18.11	375180	25.11	390601	No	25.11	390601	15.11	375180	Yes	17.11	375180
5/15/2012	1:00:00	18.2	727.5	354207	21.11	21.11	354207	No	20.11	360607	No	17.11	366003	21.11	354207	No	21.11	354207	21.11	354207	No	18.11	366003	24.11	372509	No	24.11	372509	15.11	366003	Yes	17.11	366003
5/15/2012	2:00:00	18.2	654.75	308696	21.11	21.11	308696	No	21.11	308696	No	21.11	308696	21.11	308696	No	21.11	308696	21.11	308696	No	21.11	308696	25.11	332171	No	25.11	332171	16.11	322983	Yes	18.11	322983
5/15/2012	3:00:00	18.2	1440.45	698859	21.11	21.11	698859	No	21.11	698859	No	21.11	698859	21.11	698859	No	21.11	698859	20.11	711557	No	17.11	722962	25.11	750590	No	25.11	750590	16.11	722962	Yes	18.11	722962
5/15/2012	4:00:00	18.2	1003.95	459030	21.11	21.11	459030	No	21.11	459030	No	21.11	459030	21.11	459030	No	21.11	459030	20.11	463331	No	20.11	463331	24.11	486958	No	24.11	486958	16.11	496017	Yes	18.11	496017
5/15/2012	5:00:00	18.2	1047.6	478917	21.11	21.11	478917	No	20.11	484404	No	21.11	478917	20.11	484404	No	20.11	484404	21.11	478917	No	21.11	478917	24.11	507688	No	25.11	517255	15.11	514913	Yes	16.11	514913
5/15/2012	6:00:00	18.5	1062.15	488805	21.11	21.11	488805	No	21.11	488805	No	21.11	488805	21.11	488805	No	21.11	488805	21.11	488805	No	18.11	525952	25.11	524656	No	25.11	524656	15.11	525952	Yes	16.11	525952
5/15/2012	7:00:00	19.2	1120.35	527285	22.11	22.11	527285	No	22.11	527285	No	22.11	527285	22.11	527285	No	22.11	527285	23.11	535277	No	23.11	535277	24.11	545433	No	25.11	555289	17.11	563627	Yes	19.11	563627
5/15/2012	8:00:00	19.3	1222.2	582780	22.11	22.11	582780	No	22.11	582780	No	22.11	582780	22.11	582780	No	22.11	582780	22.11	582780	No	22.11	582780	26.11	623346	No	26.11	623346	16.11	616746	Yes	18.11	616746
5/15/2012	9:00:00	19.7	1775.1	850534	22.11	22.11	850534	No	21.11	885017	Yes	22.11	850534	22.11	850534	No	22.11	850534	22.11	850534	No	22.11	850534	24.11	870020	Yes	25.11	885773	17.11	903939	Yes	18.11	903939
5/15/2012	10:00:00	20.3	543.2	261455	23.11	23.11	261455	No	23.11	261455	No	23.11	261455	23.11	261455	No	23.11	261455	22.11	264727	No	22.11	264727	26.11	273493	No	26.11	273493	18.11	281536	Yes	20.11	281536
