Date	Twet	Load	Tset	Twet+Err	Load+Err
3/1/2012 0:00	11.3	58.2	15.11	10.81	61.01
3/1/2012 1:00	11.9	58.2	15.11	11.89	55.99
3/1/2012 2:00	13.8	58.2	16.11	14.26	62.73
3/1/2012 3:00	13.2	58.2	15.11	13.6	54.99
3/1/2012 4:00	12.7	58.2	15.11	13.16	57.9
3/1/2012 5:00	12.4	669.3	16.11	12.24	693.47
3/1/2012 6:00	12.7	698.4	16.11	12.53	704.5
3/1/2012 7:00	13.2	698.4	16.11	13.1	642.85
3/1/2012 8:00	13.6	717.8	17.11	13.23	706.67
3/1/2012 9:00	11.2	717.8	15.11	10.81	762.93
3/1/2012 10:00	10.5	708.1	15.11	10.7	733.37
3/1/2012 11:00	10.4	708.1	15.11	10.71	758.12
3/1/2012 12:00	11.1	640.2	15.11	11.31	667.84
3/1/2012 13:00	10.6	630.5	15.11	10.64	617.32
3/1/2012 14:00	10.4	58.2	15.11	10.15	55.38
3/1/2012 15:00	10.2	58.2	15.11	10.27	56.33
3/1/2012 16:00	8.9	649.9	15.11	9.39	708.28
3/1/2012 17:00	7.7	58.2	15.11	7.63	61.22
3/1/2012 18:00	6.4	58.2	15.11	6.25	59.09
3/1/2012 19:00	5.7	58.2	15.11	5.98	57.52
3/1/2012 20:00	4.9	58.2	15.11	5.02	59.07
3/1/2012 21:00	3.9	669.3	15.11	3.91	605.01
3/1/2012 22:00	4.2	669.3	15.11	4.27	639.57
3/1/2012 23:00	3.3	669.3	15.11	3.22	695.09
3/2/2012 0:00	2.4	679	15.11	2.28	695.47
3/2/2012 1:00	1.7	679	15.11	1.51	737.29
3/2/2012 2:00	0.5	688.7	15.11	0.48	658.65
3/2/2012 3:00	0.5	698.4	15.11	0.75	697.1
3/2/2012 4:00	0.2	688.7	15.11	0.31	743.91
3/2/2012 5:00	0	58.2	15.11	0.09	58.87
3/2/2012 6:00	-0.6	58.2	15.11	-0.94	58.25
3/2/2012 7:00	2.1	58.2	15.11	2.4	55.91
3/2/2012 8:00	4.4	58.2	15.11	4.57	55.33
3/2/2012 9:00	3.9	58.2	15.11	3.56	63.97
3/2/2012 10:00	4.7	58.2	15.11	5.19	63.72
3/2/2012 11:00	5.5	58.2	15.11	5.35	60.75
3/2/2012 12:00	5.7	58.2	15.11	5.9	62.16
3/2/2012 13:00	6.3	58.2	15.11	6.63	59.41
3/2/2012 14:00	6.4	58.2	15.11	6.64	60.75
3/2/2012 15:00	7.6	58.2	15.11	7.4	56.64
3/2/2012 16:00	7.5	58.2	15.11	7.43	54.91
3/2/2012 17:00	7.2	58.2	15.11	7.05	63.16
3/2/2012 18:00	7.2	58.2	15.11	7.63	55.82
3/2/2012 19:00	7.2	58.2	15.11	7.26	60.85
3/2/2012 20:00	7.2	58.2	15.11	7.38	57.67
3/2/2012 21:00	7.2	58.2	15.11	6.74	54.56
3/2/2012 22:00	7.2	58.2	15.11	7.27	58.22
3/2/2012 23:00	7.2	58.2	15.11	7.4	60.54
3/3/2012 0:00	7.2	58.2	15.11	7.35	53.44
3/3/2012 1:00	7.5	58.2	15.11	7.88	56.92
3/3/2012 2:00	7.5	58.2	15.11	7.06	55.34
3/3/2012 3:00	8	58.2	15.11	7.64	55.17
3/3/2012 4:00	8.3	58.2	15.11	8.73	63.26
3/3/2012 5:00	8	58.2	15.11	7.87	57.52
3/3/2012 6:00	8.6	58.2	15.11	8.59	63.19
3/3/2012 7:00	8.8	58.2	15.11	9.16	62.95
3/3/2012 8:00	9.4	58.2	15.11	9.66	62.74
3/3/2012 9:00	9.7	58.2	15.11	9.43	58.24
3/3/2012 10:00	7.9	58.2	15.11	7.86	60.58
3/3/2012 11:00	7.3	58.2	15.11	7.4	63.71
3/3/2012 12:00	5.5	58.2	15.11	5.8	56.37
3/3/2012 13:00	7.1	58.2	15.11	7.37	63.8
3/3/2012 14:00	7.7	58.2	15.11	7.42	61.59
3/3/2012 15:00	7.4	58.2	15.11	7.67	60.25
3/3/2012 16:00	6.4	58.2	15.11	6.55	63.72
3/3/2012 17:00	5.4	58.2	15.11	5.06	58.98
3/3/2012 18:00	4.1	58.2	15.11	4.23	63.8
3/3/2012 19:00	3.3	58.2	15.11	3.6	53.69
3/3/2012 20:00	3.5	58.2	15.11	3.66	59.27
3/3/2012 21:00	3.2	58.2	15.11	3.3	58.36
3/3/2012 22:00	3.5	58.2	15.11	3.53	56.15
3/3/2012 23:00	3.5	58.2	15.11	3.93	54.59
3/4/2012 0:00	3.1	58.2	15.11	3.33	52.53
3/4/2012 1:00	2.7	58.2	15.11	2.44	60.77
3/4/2012 2:00	3	58.2	15.11	2.71	56.85
3/4/2012 3:00	2.6	58.2	15.11	2.78	61.51
3/4/2012 4:00	2.3	58.2	15.11	2.15	54.62
3/4/2012 5:00	2	58.2	15.11	1.71	59.83
3/4/2012 6:00	1.5	58.2	15.11	1.06	59.28
3/4/2012 7:00	1.2	58.2	15.11	1.38	63.48
3/4/2012 8:00	1.2	58.2	15.11	1.08	55.03
3/4/2012 9:00	1.6	58.2	15.11	1.87	56.18
3/4/2012 10:00	1.8	58.2	15.11	1.5	58.51
3/4/2012 12:00	2.3	368.6	15.11	2.79	340.06
3/4/2012 13:00	1.6	465.6	15.11	1.49	435.03
3/4/2012 14:00	2.4	58.2	15.11	2.15	60.58
3/4/2012 15:00	1.5	58.2	15.11	1.34	52.4
3/4/2012 16:00	1.3	58.2	15.11	1.61	53.96
3/4/2012 17:00	0.9	58.2	15.11	0.9	55.05
3/4/2012 18:00	0.2	58.2	15.11	0.4	55.09
3/4/2012 19:00	0	58.2	15.11	-0.39	62.72
3/4/2012 20:00	-0.5	58.2	15.11	-0.83	59.22
3/4/2012 21:00	-0.5	58.2	15.11	-0.55	54.93
3/4/2012 22:00	-0.8	58.2	15.11	-0.99	54.51
3/4/2012 23:00	-1.2	58.2	15.11	-1.12	62.67
3/5/2012 0:00	-1.5	58.2	15.11	-1.63	58.3
3/5/2012 1:00	-1.5	58.2	15.11	-1.84	54.36
3/5/2012 2:00	-1.9	58.2	15.11	-1.86	52.67
3/5/2012 3:00	-2.2	58.2	15.11	-1.72	56.42
3/5/2012 4:00	-3.3	58.2	15.11	-3.46	63.86
3/5/2012 5:00	-2.9	58.2	15.11	-3.26	59.59
3/5/2012 6:00	-2.4	58.2	15.11	-2.33	54.97
3/5/2012 7:00	-1	378.3	15.11	-1.07	402.52
3/5/2012 8:00	-0.5	533.5	15.11	-0.95	515.77
3/5/2012 9:00	0.4	756.6	15.11	0.45	698.59
3/5/2012 10:00	0.2	766.3	15.11	0.51	827.65
3/5/2012 11:00	0.6	805.1	15.11	0.8	759.78
3/5/2012 12:00	0.9	834.2	15.11	0.99	755.57
3/5/2012 13:00	1.7	843.9	15.11	2.14	862.99
3/5/2012 14:00	1.5	776	15.11	1.08	800.62
3/5/2012 15:00	1.7	465.6	15.11	1.28	471.42
3/5/2012 16:00	1.7	446.2	15.11	1.91	486.13
3/5/2012 17:00	0.3	58.2	15.11	0.63	56.09
3/5/2012 18:00	-0.6	446.2	15.11	-0.64	447.59
3/5/2012 19:00	-1.2	446.2	15.11	-1.57	487.81
3/5/2012 20:00	-2.2	446.2	15.11	-1.73	409.69
3/5/2012 21:00	-2.4	446.2	15.11	-2.45	426.33
3/5/2012 22:00	-2.9	58.2	15.11	-2.45	53.28
3/5/2012 23:00	-3.2	58.2	15.11	-2.98	52.58
3/6/2012 0:00	-3.6	58.2	15.11	-3.65	58.96
3/6/2012 1:00	-3.9	58.2	15.11	-3.91	63.12
3/6/2012 2:00	-4.1	58.2	15.11	-3.77	54.59
3/6/2012 3:00	-4.3	58.2	15.11	-4.48	62.75
3/6/2012 4:00	-5	58.2	15.11	-5.37	56.15
3/6/2012 5:00	-5.1	58.2	15.11	-5.52	55.52
3/6/2012 6:00	-5	58.2	15.11	-4.62	53.57
3/6/2012 7:00	-3.1	58.2	15.11	-3.16	56.91
3/6/2012 8:00	-1.5	58.2	15.11	-1.8	60.54
3/6/2012 9:00	-1	58.2	15.11	-1.09	59.81
3/6/2012 10:00	0	58.2	15.11	0.14	58.54
3/6/2012 11:00	0.3	58.2	15.11	0.24	54.25
3/6/2012 12:00	1.4	58.2	15.11	1.07	63.18
3/6/2012 13:00	1.8	58.2	15.11	1.38	54.94
3/6/2012 14:00	2.2	58.2	15.11	1.77	58.96
3/6/2012 15:00	2.5	58.2	15.11	2.97	58.47
3/6/2012 16:00	2	58.2	15.11	1.61	59.75
3/6/2012 17:00	1.7	58.2	15.11	1.76	53.39
3/6/2012 18:00	1.4	58.2	15.11	1.45	58.17
3/6/2012 19:00	1.5	58.2	15.11	1.26	53.12
3/6/2012 20:00	1.3	58.2	15.11	1.42	57.39
3/6/2012 21:00	0.6	58.2	15.11	0.37	59.49
3/6/2012 22:00	0.6	58.2	15.11	0.86	58.73
3/6/2012 23:00	1.1	58.2	15.11	0.62	59.16
3/7/2012 0:00	0.8	58.2	15.11	1.2	59.17
3/7/2012 1:00	1.3	58.2	15.11	1.16	63.84
3/7/2012 2:00	1	58.2	15.11	0.73	59.14
3/7/2012 3:00	0.5	58.2	15.11	0.57	60.93
3/7/2012 4:00	-0.1	58.2	15.11	-0.07	62.13
3/7/2012 5:00	-0.6	58.2	15.11	-0.83	62.73
3/7/2012 6:00	-1.2	58.2	15.11	-0.81	61.74
3/7/2012 7:00	2	58.2	15.11	2.14	61.56
3/7/2012 8:00	4.2	58.2	15.11	3.72	53.43
3/7/2012 9:00	5.6	523.8	15.11	5.54	524.18
3/7/2012 10:00	6.6	591.7	15.11	6.86	555.31
3/7/2012 11:00	7.6	58.2	15.11	7.35	61.57
3/7/2012 12:00	8.5	504.4	15.11	8.59	489.93
3/7/2012 13:00	9.2	523.8	15.11	9.65	567.19
3/7/2012 14:00	10.5	659.6	15.11	10.73	627.91
3/7/2012 15:00	11.4	58.2	15.11	11.52	62.83
3/7/2012 16:00	11.8	58.2	15.11	11.84	62.29
3/7/2012 17:00	11.1	58.2	15.11	11.55	59.16
3/7/2012 18:00	11	58.2	15.11	10.61	54.97
3/7/2012 19:00	10.5	58.2	15.11	10.68	57.39
3/7/2012 20:00	10.3	58.2	15.11	10.43	53.46
3/7/2012 21:00	10.2	58.2	15.11	9.76	57.58
3/7/2012 22:00	10.5	58.2	15.11	10.34	56.42
3/7/2012 23:00	10.2	58.2	15.11	9.72	61.29
3/8/2012 0:00	10.2	58.2	15.11	10.43	59.17
3/8/2012 1:00	10.2	58.2	15.11	10.57	56.75
3/8/2012 2:00	10.2	58.2	15.11	10.16	55.07
3/8/2012 3:00	9.9	58.2	15.11	10.32	52.59
3/8/2012 4:00	10.2	58.2	15.11	10.4	54.99
3/8/2012 5:00	10.2	446.2	15.11	10.13	401.9
3/8/2012 6:00	10.7	785.7	15.11	11.13	800.93
3/8/2012 7:00	11.5	843.9	15.11	11.25	894.09
3/8/2012 8:00	12.8	892.4	15.11	13.12	850.94
3/8/2012 9:00	13	970	16.11	13.41	873.43
3/8/2012 10:00	13.9	979.7	17.11	13.83	940.91
3/8/2012 11:00	14.4	931.2	17.11	14.45	937.65
3/8/2012 12:00	14.6	960.3	17.11	14.75	934.69
3/8/2012 13:00	14.8	892.4	17.11	15.07	978.66
3/8/2012 14:00	14.3	843.9	17.11	13.98	881.03
3/8/2012 15:00	14.3	552.9	17.11	14.08	597.16
3/8/2012 16:00	13.6	455.9	16.11	14.08	416.86
3/8/2012 17:00	13.6	494.7	16.11	13.13	508.1
3/8/2012 18:00	13.4	475.3	16.11	13.47	494.01
3/8/2012 19:00	13.4	475.3	16.11	13.83	456.1
3/8/2012 20:00	13.1	475.3	16.11	12.84	469.74
3/8/2012 21:00	13.1	455.9	16.11	12.63	418.53
3/8/2012 22:00	13.6	552.9	17.11	13.9	589.84
3/8/2012 23:00	13.9	649.9	17.11	13.49	595.53
3/9/2012 0:00	13.7	640.2	17.11	13.36	579.59
3/9/2012 1:00	9.9	649.9	15.11	9.89	622.95
3/9/2012 2:00	7.7	572.3	15.11	7.61	559.2
3/9/2012 3:00	6	649.9	15.11	6.35	678.45
3/9/2012 4:00	5.1	679	15.11	4.67	675.7
3/9/2012 5:00	4.1	58.2	15.11	4.05	60
3/9/2012 6:00	3.2	58.2	15.11	3.07	53.28
3/9/2012 7:00	2.5	58.2	15.11	2.52	57.03
3/9/2012 8:00	2.6	58.2	15.11	2.81	55.09
3/9/2012 9:00	2.5	58.2	15.11	2.92	54.36
3/9/2012 10:00	3.1	58.2	15.11	3.26	63.64
3/9/2012 11:00	3.8	58.2	15.11	3.7	58.32
3/9/2012 12:00	4.6	58.2	15.11	4.92	59.48
3/9/2012 13:00	5	58.2	15.11	5.28	53.31
3/9/2012 14:00	5.9	58.2	15.11	5.89	61.16
3/9/2012 15:00	5.3	58.2	15.11	5.66	61.22
3/9/2012 16:00	4.9	58.2	15.11	4.9	59.54
3/9/2012 17:00	3.7	58.2	15.11	3.54	54.46
3/9/2012 18:00	2.6	58.2	15.11	2.89	60.84
3/9/2012 19:00	2	58.2	15.11	1.79	59.33
3/9/2012 20:00	1.4	58.2	15.11	1.64	62.96
3/9/2012 21:00	0.8	58.2	15.11	0.63	58.3
3/9/2012 22:00	0.1	58.2	15.11	0.14	56.74
3/9/2012 23:00	-0.6	58.2	15.11	-0.16	63.42
3/10/2012 0:00	-1.2	58.2	15.11	-1.04	53.05
3/10/2012 1:00	-1.5	58.2	15.11	-1.07	56.27
3/10/2012 2:00	-2.1	58.2	15.11	-1.74	59.71
3/10/2012 3:00	-2.2	58.2	15.11	-2.6	62.78
3/10/2012 4:00	-2.6	58.2	15.11	-2.65	58.61
3/10/2012 5:00	-3.1	58.2	15.11	-3.01	62.28
3/10/2012 6:00	-3.1	58.2	15.11	-3.58	58.91
3/10/2012 7:00	-2	58.2	15.11	-1.51	58.89
3/10/2012 8:00	-1.3	58.2	15.11	-0.86	62.53
3/10/2012 9:00	-1.1	58.2	15.11	-1.1	62.97
3/10/2012 10:00	-0.6	58.2	15.11	-0.72	61.91
3/10/2012 11:00	0.2	58.2	15.11	0.28	63.75
3/10/2012 12:00	0.4	58.2	15.11	0.01	57.75
3/10/2012 13:00	1.2	58.2	15.11	1.52	57.5
3/10/2012 14:00	1.5	58.2	15.11	1.22	61.38
3/10/2012 15:00	1.1	58.2	15.11	0.96	53.87
3/10/2012 16:00	1	58.2	15.11	1.33	53.2
3/10/2012 17:00	0.6	58.2	15.11	0.16	56.16
3/10/2012 18:00	0	58.2	15.11	0.49	56.28
3/10/2012 19:00	-0.6	58.2	15.11	-0.93	56.22
3/10/2012 20:00	-0.9	58.2	15.11	-0.94	56.75
3/10/2012 21:00	-1.6	58.2	15.11	-1.31	63.98
3/10/2012 22:00	-1.8	58.2	15.11	-2.27	61.87
3/10/2012 23:00	-2.2	58.2	15.11	-1.92	60.01
3/11/2012 0:00	-2.7	58.2	15.11	-2.32	54.9
3/11/2012 1:00	-2.7	58.2	15.11	-2.59	62.5
3/11/2012 3:00	-2.2	58.2	15.11	-2.59	54.8
3/11/2012 4:00	-2.7	58.2	15.11	-3.03	60.32
3/11/2012 5:00	-3.1	58.2	15.11	-2.81	55.56
3/11/2012 6:00	-2	475.3	15.11	-2.2	497.63
3/11/2012 7:00	0.4	58.2	15.11	0.59	62.44
3/11/2012 8:00	2.4	58.2	15.11	2.86	63.81
3/11/2012 9:00	4.1	58.2	15.11	4.05	57.46
3/11/2012 10:00	4.5	58.2	15.11	4.35	54.44
3/11/2012 11:00	5.7	824.5	15.11	5.48	788
3/11/2012 12:00	6.7	640.2	15.11	6.29	657.91
3/11/2012 13:00	7.6	688.7	15.11	7.99	624.03
3/11/2012 14:00	8.3	659.6	15.11	8.29	639.48
3/11/2012 15:00	7.9	582	15.11	7.41	617.22
3/11/2012 16:00	7.9	475.3	15.11	7.54	429.06
3/11/2012 17:00	7.6	504.4	15.11	7.27	554.45
3/11/2012 18:00	6.5	426.8	15.11	6.04	448.57
3/11/2012 19:00	6.2	58.2	15.11	6.55	56.89
3/11/2012 20:00	5.1	58.2	15.11	5.07	57.01
3/11/2012 21:00	4.2	58.2	15.11	3.98	60.49
3/11/2012 22:00	3.9	475.3	15.11	4.16	516.7
3/11/2012 23:00	3.1	582	15.11	3.6	548.8
3/12/2012 0:00	2.7	630.5	15.11	2.2	672.06
3/12/2012 1:00	2.8	572.3	15.11	2.53	542.91
3/12/2012 2:00	1.8	611.1	15.11	1.96	584.24
3/12/2012 3:00	1.3	58.2	15.11	1.21	62.97
