Date	Twet	Load	Twet+Err	Load+Err
3/14/2012 4:00	9.9	58.2	14.24	55.93
3/14/2012 5:00	10.4	58.2	14.11	66.25
3/14/2012 6:00	11	436.5	14.77	371.7
3/14/2012 7:00	13	446.2	17.78	408.17
3/14/2012 8:00	12	426.8	16.48	411.39
3/14/2012 9:00	11.4	426.8	15.4	421.85
3/14/2012 10:00	12	446.2	15.83	433.3
3/14/2012 11:00	12.2	446.2	16.19	439.11
3/14/2012 12:00	12.5	446.2	17.08	521.56
3/14/2012 13:00	12.7	446.2	16.07	454.27
3/14/2012 14:00	13.3	455.9	17.86	426.17
3/14/2012 15:00	13.3	446.2	16.92	478.74
3/14/2012 16:00	13.5	455.9	16.89	518.38
3/14/2012 17:00	12.7	436.5	17.31	453.84
3/14/2012 18:00	11.8	465.6	16.34	519.54
3/14/2012 19:00	10.9	455.9	15.89	475.71
3/14/2012 20:00	11.6	446.2	15.02	471.43
3/14/2012 21:00	11.3	446.2	14.98	384.8
3/14/2012 22:00	10	436.5	14.6	517.82
3/14/2012 23:00	11.2	446.2	15.61	457.57
3/15/2012 0:00	11.2	436.5	15.06	379.99
3/15/2012 1:00	9.2	436.5	13.47	474.06
3/15/2012 2:00	8.7	436.5	13.27	511.87
3/15/2012 3:00	8.1	436.5	12.71	379.78
3/15/2012 4:00	8.1	436.5	12.93	354.52
3/15/2012 5:00	7.3	446.2	11.41	508.25
3/15/2012 6:00	8.1	683.85	12.71	763.1
3/15/2012 7:00	11	669.3	14.66	726.02
3/15/2012 8:00	13	698.4	16.5	799.51
3/15/2012 9:00	13.9	712.95	18.05	805.3
3/15/2012 10:00	14.2	742.05	17.28	672.07
3/15/2012 11:00	14.4	742.05	18.23	846.07
3/15/2012 12:00	15.6	756.6	20.23	640.86
3/15/2012 13:00	15.6	756.6	20.13	768.38
3/15/2012 14:00	16.1	756.6	19.98	830.73
3/15/2012 15:00	15.4	771.15	19.41	808.78
3/15/2012 16:00	14.9	771.15	19.37	893.32
3/15/2012 17:00	13.5	683.85	16.55	601.61
3/15/2012 18:00	13	771.15	17.85	724.67
3/15/2012 19:00	12	756.6	16.12	814.08
3/15/2012 20:00	11.2	756.6	14.67	692.62
3/15/2012 21:00	10.2	756.6	14.54	903.17
3/15/2012 22:00	9.9	683.85	14.76	819.35
3/15/2012 23:00	9.9	683.85	14.38	731.29
3/16/2012 0:00	9.7	683.85	13.61	685.87
3/16/2012 1:00	9.4	683.85	13.92	574.71
3/16/2012 2:00	9.4	683.85	12.98	585.89
3/16/2012 3:00	9.4	698.4	12.76	824.22
3/16/2012 4:00	9.4	683.85	13.45	739.8
3/16/2012 5:00	9.4	669.3	12.94	582.16
3/16/2012 6:00	9.4	475.3	13.62	448.69
3/16/2012 7:00	9.4	853.6	12.98	1020.39
3/16/2012 8:00	9.7	649.9	13.4	741.44
3/16/2012 9:00	9.9	717.8	14.06	627.2
3/16/2012 10:00	10.2	708.1	13.58	792.24
3/16/2012 11:00	11	756.6	15.08	790.93
3/16/2012 12:00	11.8	766.3	16.23	833.73
3/16/2012 13:00	12.3	805.1	16.81	871.35
3/16/2012 14:00	12.8	776	16.94	822.07
3/16/2012 15:00	13.5	708.1	16.75	752.86
3/16/2012 16:00	13.5	494.7	16.75	477.09
3/16/2012 17:00	13	465.6	17.91	409.41
3/16/2012 18:00	12	446.2	16.03	395.94
3/16/2012 19:00	11.5	446.2	15.87	491.8
3/16/2012 20:00	11	436.5	14.99	368.78
3/16/2012 21:00	11	436.5	15.24	480.06
3/16/2012 22:00	10.7	446.2	15.01	406.56
3/16/2012 23:00	10.5	552.9	15.07	527.85
3/17/2012 0:00	9.9	582	13.69	586.43
3/17/2012 1:00	9.9	543.2	13.29	630.38
3/17/2012 2:00	9.1	523.8	13.52	562.41
3/17/2012 3:00	8.8	523.8	12.85	464.51
3/17/2012 4:00	8.3	902.1	11.87	1062.74
3/17/2012 5:00	8	805.1	12.51	816.41
3/18/2012 8:00	9.7	771.15	14.28	668.41
3/18/2012 9:00	10.2	1236.75	13.82	1034.6
3/18/2012 10:00	10.8	1338.6	14.61	1289.61
3/18/2012 11:00	11.8	1338.6	15.07	1195.11
3/18/2012 12:00	13	1353.15	16.52	1324.28
3/18/2012 13:00	13.8	1353.15	16.9	1336.29
3/18/2012 14:00	13.8	1382.25	17.14	1355.66
3/18/2012 15:00	13.8	1382.25	18.55	1390.17
3/18/2012 16:00	13.3	1396.8	16.47	1581.31
3/18/2012 17:00	12.3	1367.7	16.88	1541.04
3/18/2012 18:00	11.8	960.3	16.04	993.14
3/18/2012 19:00	11.3	800.25	14.36	648.67
3/18/2012 20:00	10.7	814.8	14.52	958.85
3/18/2012 21:00	10.5	814.8	13.92	906.09
3/18/2012 22:00	10.5	814.8	15.5	708.21
3/18/2012 23:00	9.7	829.35	13.85	769.99
3/19/2012 0:00	9.9	800.25	13.45	755.22
3/19/2012 1:00	9.4	1033.05	13.83	849.39
3/19/2012 2:00	8.8	1105.8	13.17	1120.31
3/19/2012 3:00	8.8	1105.8	12.36	1106.19
3/19/2012 4:00	8.3	1120.35	12.77	1011.31
3/19/2012 5:00	8.3	1178.55	11.51	1180.04
3/19/2012 6:00	9.7	1236.75	14.2	1118.97
3/19/2012 7:00	11.6	1251.3	14.68	1488.62
3/19/2012 8:00	13.4	436.5	17.35	415.07
3/19/2012 9:00	14.6	58.2	18.96	51.71
3/19/2012 10:00	16.1	58.2	21.09	65.74
3/19/2012 11:00	17.2	58.2	21.08	53.39
3/19/2012 12:00	17.4	708.1	20.46	778.82
3/19/2012 13:00	17.4	58.2	21.72	58.58
3/19/2012 14:00	16.9	58.2	20.69	66.03
3/19/2012 15:00	17.6	58.2	21.61	60.41
3/19/2012 16:00	16.7	58.2	19.73	61.21
3/19/2012 17:00	16.4	58.2	19.6	67.6
3/19/2012 18:00	16.3	58.2	19.65	63.15
3/19/2012 19:00	16.2	446.2	20.27	466.92
3/19/2012 20:00	16.2	58.2	20.64	47.85
3/19/2012 21:00	16.1	58.2	19.44	67.33
3/19/2012 22:00	16.2	58.2	19.54	67.59
3/19/2012 23:00	16.3	58.2	21.14	69.58
3/20/2012 0:00	16	58.2	19.65	50.62
3/20/2012 1:00	15.7	58.2	20.6	52.94
3/20/2012 2:00	15.7	58.2	20.68	51.69
3/20/2012 3:00	15.2	58.2	19.5	66.96
3/20/2012 4:00	15.2	58.2	19.9	58.31
3/20/2012 5:00	15.2	58.2	18.27	68.98
3/20/2012 6:00	15.2	58.2	18.23	60.32
3/20/2012 7:00	14.6	58.2	18.51	58.31
3/20/2012 8:00	14.9	814.8	18.09	934.61
3/20/2012 9:00	15.4	1164	18.91	1300.08
3/20/2012 10:00	15.6	1164	19	1198.72
3/20/2012 11:00	15.6	1164	19.29	1070.55
3/20/2012 12:00	16.6	1207.65	20.73	1119.01
3/20/2012 13:00	16.8	1178.55	21.22	1145.31
3/20/2012 14:00	17.2	2328	20.69	2315.78
3/20/2012 15:00	17.7	2240.7	22.17	2024.59
3/20/2012 16:00	17.3	2153.4	20.33	2069.88
3/20/2012 17:00	17.1	2095.2	20.47	1997.64
3/20/2012 18:00	16	1600.5	20.74	1483.51
3/20/2012 19:00	15.3	858.45	19.46	819.08
3/20/2012 20:00	15.6	1455	20	1271.98
3/20/2012 21:00	14.6	1542.3	18.7	1841.04
3/20/2012 22:00	14.9	1542.3	18.05	1447.8
3/20/2012 23:00	14.6	1542.3	17.81	1471.77
3/21/2012 0:00	14.4	843.9	18.73	725.99
3/21/2012 1:00	14.4	1193.1	18.61	1273.66
3/21/2012 2:00	14.4	1207.65	17.58	1386.49
3/21/2012 3:00	14.4	1149.45	19.17	1161.92
3/21/2012 4:00	14.3	1120.35	17.64	1041.17
3/21/2012 5:00	14.6	1134.9	19.02	1290.8
3/21/2012 6:00	14.3	1164	18.01	1226.28
3/21/2012 7:00	14.9	1164	19.52	1226.76
3/21/2012 8:00	15.1	58.2	19.8	63.2
3/21/2012 9:00	15.3	58.2	18.71	67.56
3/21/2012 10:00	15.7	853.6	20.19	823.34
3/21/2012 11:00	16.2	766.3	19.57	648.67
3/21/2012 12:00	16.5	611.1	20.67	550.24
3/21/2012 13:00	16.7	620.8	21.21	738.48
3/21/2012 14:00	16.5	649.9	21.1	740.52
3/21/2012 15:00	16.7	669.3	21.43	658.75
3/21/2012 16:00	16.4	640.2	20.84	592.31
3/21/2012 17:00	16.5	630.5	20.62	596.09
3/21/2012 18:00	15.6	485	20	493.11
3/21/2012 19:00	14.8	58.2	18.01	61.59
3/21/2012 20:00	13.8	436.5	17.91	447.89
3/21/2012 21:00	13.8	446.2	17.23	386.49
3/21/2012 22:00	13.8	436.5	18.09	350.35
3/21/2012 23:00	13.5	426.8	18.04	479.05
3/22/2012 0:00	13.5	58.2	16.96	61.87
3/22/2012 1:00	13.5	58.2	16.67	49.39
3/22/2012 2:00	12.4	58.2	16	58.47
3/22/2012 3:00	13.8	58.2	18.04	48.62
3/22/2012 4:00	13.8	58.2	17.21	49.51
3/22/2012 5:00	14.1	58.2	18.43	54.11
3/22/2012 6:00	14.4	58.2	18.21	49.87
3/22/2012 7:00	14.4	58.2	19.32	54.92
3/22/2012 8:00	15	1513.2	19	1521.26
3/22/2012 9:00	15.6	2240.7	18.75	2090.6
3/22/2012 10:00	16.1	2211.6	19.57	2241.31
3/22/2012 11:00	16.9	2037	20.17	1944.5
3/22/2012 12:00	17.7	1658.7	21.43	1889.25
3/22/2012 13:00	18.3	1658.7	23.22	1333.96
3/22/2012 14:00	18.4	1746	21.44	2066.14
3/22/2012 15:00	18.2	1775.1	22.92	1627.63
3/22/2012 16:00	17.9	1949.7	22.83	2226.53
3/22/2012 17:00	17.7	2153.4	22.54	1911.15
3/22/2012 18:00	17.1	1571.4	20.6	1695.98
3/22/2012 19:00	16.5	1542.3	20.17	1750.64
3/22/2012 20:00	15.9	1425.9	20.51	1599.07
3/22/2012 21:00	15.3	1455	20.2	1659.47
3/22/2012 22:00	15.1	1455	19.83	1473.69
3/22/2012 23:00	15.6	1396.8	20.14	1415.3
3/23/2012 0:00	14.3	1571.4	18.84	1445.13
3/23/2012 1:00	14.9	1978.8	18.6	1985.32
3/23/2012 2:00	13.8	2037	18.43	1736.09
3/23/2012 3:00	13	2037	17.12	1771.14
3/23/2012 4:00	12.7	2095.2	16.01	2008.97
3/23/2012 5:00	11.9	2124.3	15.92	2463.43
3/23/2012 6:00	12.4	2298.9	16.6	1867.57
3/23/2012 7:00	16.1	2386.2	20.47	2563.44
3/23/2012 8:00	17.8	436.5	21.84	354.79
3/23/2012 9:00	18.6	873	21.75	803.53
3/23/2012 10:00	18.8	921.5	22.81	755.31
3/23/2012 11:00	18.6	679	21.62	557.64
3/23/2012 12:00	18	717.8	22.12	746.16
3/23/2012 13:00	17.4	746.9	20.44	882.19
3/23/2012 14:00	17.4	766.3	22.19	814.5
3/23/2012 15:00	17.2	756.6	21.72	659.07
