	Hour	DayofWeek	Twet	Tset
1149	14	4	5	17.11
1150	14	4	6	15.11
1151	14	4	7	16.11
1152	14	4	9	21.11
1153	14	4	10	22.11
1154	14	4	11	20.11
1155	14	4	12	24.11
1156	14	4	13	25.11
1157	14	4	14	26.11
1158	14	4	15	26.11
1159	14	4	16	26.11
1160	14	5	0	15.11
1161	14	5	2	15.11
1162	14	5	3	15.11
1163	14	5	4	15.11
1164	14	5	5	17.11
1165	14	5	6	18.11
1166	14	5	7	19.11
1167	14	5	9	21.11
1168	14	5	10	22.11
1169	14	5	11	23.11
1170	14	5	12	24.11
1171	14	5	14	26.11
1172	14	5	15	26.11
1173	14	6	0	15.11
1174	14	6	1	15.11
1175	14	6	2	15.11
1176	14	6	3	15.11
1177	14	6	6	18.11
1178	14	6	7	16.11
1179	14	6	8	20.11
1180	14	6	9	21.11
1181	14	6	10	22.11
1182	14	6	11	23.11
1183	14	6	12	24.11
1184	14	6	13	25.11
1185	14	6	14	26.11
1186	14	6	15	26.11
1187	14	6	16	26.11
1188	15	0	0	15.11
1189	15	0	2	15.11
1190	15	0	3	16.11
1191	15	0	5	18.11
1192	15	0	6	15.11
1193	15	0	8	19.11
1194	15	0	10	22.11
1195	15	0	11	23.11
1196	15	0	12	24.11
1197	15	0	13	25.11
1198	15	0	14	25.11
1199	15	0	15	26.11
1200	15	1	0	15.11
1201	15	1	1	15.11
1202	15	1	3	16.11
1203	15	1	7	19.11
1204	15	1	9	21.11
1205	15	1	10	19.11
1206	15	1	11	23.11
1207	15	1	12	23.11
1208	15	1	13	25.11
1209	15	1	14	26.11
1210	15	1	16	26.11
1211	15	2	0	15.11
1212	15	2	3	16.11
1213	15	2	4	16.11
1214	15	2	5	18.11
1215	15	2	6	18.11
1216	15	2	7	16.11
1217	15	2	8	20.11
1218	15	2	9	18.11
1219	15	2	10	22.11
1220	15	2	11	23.11
1221	15	2	12	24.11
1222	15	2	13	25.11
1223	15	2	14	26.11
1224	15	2	15	26.11
1225	15	3	0	15.11
1226	15	3	1	15.11
1227	15	3	2	15.11
1228	15	3	4	16.11
1229	15	3	5	18.11
1230	15	3	6	18.11
1231	15	3	7	18.11
1232	15	3	10	21.11
1233	15	3	11	23.11
1234	15	3	12	24.11
1235	15	3	14	26.11
1236	15	3	16	26.11
1237	15	4	0	15.11
1238	15	4	2	16.11
1239	15	4	5	17.11
1240	15	4	6	15.11
1241	15	4	7	19.11
1242	15	4	9	21.11
1243	15	4	10	22.11
1244	15	4	11	23.11
1245	15	4	12	24.11
1246	15	4	13	25.11
1247	15	4	14	26.11
1248	15	4	15	26.11
1249	15	4	16	26.11
1250	15	5	0	15.11
1251	15	5	1	16.11
1252	15	5	2	15.11
1253	15	5	4	17.11
1254	15	5	5	17.11
1255	15	5	7	18.11
1256	15	5	9	21.11
1257	15	5	10	22.11
1258	15	5	12	24.11
1259	15	5	13	25.11
1260	15	5	14	26.11
1261	15	5	16	25.11
1262	15	6	0	15.11
1263	15	6	1	15.11
1264	15	6	2	15.11
1265	15	6	6	18.11
1266	15	6	7	19.11
1267	15	6	8	20.11
1268	15	6	9	21.11
1269	15	6	11	23.11
1270	15	6	12	24.11
1271	15	6	13	25.11
1272	15	6	14	26.11
1273	15	6	15	26.11
1274	15	6	16	25.11
1275	16	0	0	15.11
1276	16	0	3	15.11
1277	16	0	4	16.11
1278	16	0	5	18.11
1279	16	0	7	19.11
1280	16	0	8	17.11
1281	16	0	10	22.11
1282	16	0	11	23.11
1283	16	0	12	23.11
1284	16	0	13	25.11
1285	16	0	14	26.11
1286	16	0	15	26.11
1287	16	1	0	15.11
1288	16	1	1	15.11
1289	16	1	3	15.11
1290	16	1	6	15.11
1291	16	1	9	21.11
1292	16	1	10	21.11
1293	16	1	11	23.11
1294	16	1	12	24.11
1295	16	1	13	25.11
1296	16	1	14	26.11
1297	16	1	15	26.11
1298	16	2	0	15.11
1299	16	2	3	16.11
1300	16	2	5	17.11
1301	16	2	7	19.11
1302	16	2	9	21.11
1303	16	2	10	22.11
1304	16	2	11	23.11
1305	16	2	12	24.11
1306	16	2	13	25.11
1307	16	2	16	26.11
1308	16	3	0	15.11
1309	16	3	1	15.11
1310	16	3	2	15.11
1311	16	3	4	15.11
1312	16	3	6	15.11
1313	16	3	7	19.11
1314	16	3	8	20.11
1315	16	3	10	21.11
1316	16	3	11	23.11
1317	16	3	13	25.11
1318	16	3	14	26.11
1319	16	3	16	26.11
1320	16	4	0	15.11
1321	16	4	2	15.11
1322	16	4	5	17.11
1323	16	4	6	18.11
1324	16	4	7	19.11
1325	16	4	8	17.11
1326	16	4	10	22.11
1327	16	4	11	23.11
1328	16	4	12	24.11
1329	16	4	13	25.11
1330	16	4	14	25.11
1331	16	4	15	26.11
1332	16	4	16	26.11
1333	16	5	0	15.11
1334	16	5	1	15.11
1335	16	5	2	15.11
1336	16	5	3	16.11
1337	16	5	4	16.11
1338	16	5	5	18.11
1339	16	5	7	18.11
1340	16	5	9	21.11
1341	16	5	10	19.11
1342	16	5	11	23.11
1343	16	5	14	26.11
1344	16	5	16	25.11
1345	16	6	0	15.11
1346	16	6	1	15.11
1347	16	6	2	15.11
1348	16	6	5	18.11
1349	16	6	7	19.11
1350	16	6	8	20.11
1351	16	6	9	21.11
1352	16	6	10	19.11
1353	16	6	11	23.11
1354	16	6	13	25.11
1355	16	6	14	26.11
1356	16	6	15	26.11
1357	16	6	16	25.11
1358	17	0	0	15.11
1359	17	0	2	15.11
1360	17	0	5	18.11
1361	17	0	7	16.11
1362	17	0	8	17.11
1363	17	0	10	22.11
1364	17	0	11	23.11
1365	17	0	12	24.11
1366	17	0	13	25.11
1367	17	0	14	26.11
1368	17	0	15	26.11
1369	17	1	0	15.11
1370	17	1	1	15.11
1371	17	1	3	16.11
1372	17	1	6	18.11
1373	17	1	8	20.11
1374	17	1	10	22.11
1375	17	1	11	23.11
1376	17	1	12	24.11
1377	17	1	13	25.11
1378	17	1	14	26.11
1379	17	1	15	26.11
1380	17	2	0	15.11
1381	17	2	2	15.11
1382	17	2	3	16.11
1383	17	2	4	17.11
1384	17	2	5	17.11
1385	17	2	6	18.11
1386	17	2	8	17.11
1387	17	2	9	21.11
1388	17	2	10	22.11
1389	17	2	11	23.11
1390	17	2	12	21.11
1391	17	2	13	25.11
1392	17	2	15	26.11
1393	17	2	16	26.11
1394	17	3	0	15.11
1395	17	3	1	15.11
1396	17	3	3	15.11
1397	17	3	4	15.11
1398	17	3	5	18.11
1399	17	3	6	18.11
1400	17	3	7	19.11
1401	17	3	8	20.11
1402	17	3	10	22.11
1403	17	3	11	23.11
1404	17	3	13	25.11
1405	17	3	15	26.11
1406	17	3	16	26.11
1407	17	4	0	15.11
1408	17	4	2	15.11
1409	17	4	5	18.11
1410	17	4	7	19.11
1411	17	4	8	20.11
1412	17	4	10	19.11
1413	17	4	11	23.11
1414	17	4	12	24.11
1415	17	4	13	25.11
1416	17	4	14	26.11
1417	17	4	15	26.11
1418	17	5	0	15.11
1419	17	5	1	15.11
1420	17	5	2	15.11
1421	17	5	4	16.11
1422	17	5	5	17.11
1423	17	5	7	19.11
1424	17	5	9	21.11
1425	17	5	10	21.11
1426	17	5	13	25.11
1427	17	5	14	26.11
1428	17	5	15	26.11
1429	17	5	16	25.11
1430	17	6	0	15.11
1431	17	6	1	15.11
1432	17	6	5	18.11
1433	17	6	7	19.11
1434	17	6	8	20.11
1435	17	6	9	18.11
1436	17	6	10	22.11
1437	17	6	12	23.11
1438	17	6	13	25.11
1439	17	6	14	26.11
1440	17	6	15	26.11
1441	17	6	16	25.11
1442	18	0	0	15.11
1443	18	0	1	15.11
1444	18	0	2	15.11
1445	18	0	5	17.11
1446	18	0	6	18.11
1447	18	0	8	20.11
1448	18	0	9	21.11
1449	18	0	10	22.11
1450	18	0	12	24.11
1451	18	0	13	25.11
1452	18	0	14	26.11
1453	18	0	15	26.11
1454	18	1	0	15.11
1455	18	1	1	15.11
1456	18	1	3	15.11
1457	18	1	6	18.11
1458	18	1	8	20.11
1459	18	1	9	20.11
1460	18	1	11	23.11
1461	18	1	12	24.11
1462	18	1	13	25.11
1463	18	1	14	26.11
1464	18	2	0	15.11
1465	18	2	1	15.11
1466	18	2	3	15.11
1467	18	2	4	16.11
1468	18	2	5	17.11
1469	18	2	8	17.11
1470	18	2	10	22.11
1471	18	2	11	23.11
1472	18	2	12	24.11
1473	18	2	13	25.11
1474	18	2	14	26.11
1475	18	2	16	26.11
1476	18	3	0	15.11
1477	18	3	2	15.11
1478	18	3	3	16.11
1479	18	3	5	18.11
1480	18	3	6	15.11
1481	18	3	7	16.11
1482	18	3	9	21.11
1483	18	3	10	22.11
1484	18	3	11	22.11
1485	18	3	13	25.11
1486	18	3	14	26.11
1487	18	3	15	26.11
1488	18	3	16	26.11
1489	18	4	0	15.11
1490	18	4	1	15.11
1491	18	4	4	17.11
1492	18	4	5	18.11
1493	18	4	7	19.11
1494	18	4	8	20.11
1495	18	4	9	18.11
1496	18	4	11	23.11
1497	18	4	12	24.11
1498	18	4	13	25.11
1499	18	4	14	26.11
1500	18	4	15	26.11
1501	18	5	0	15.11
1502	18	5	1	15.11
1503	18	5	2	15.11
1504	18	5	4	15.11
1505	18	5	5	17.11
1506	18	5	6	18.11
1507	18	5	7	19.11
1508	18	5	8	20.11
1509	18	5	10	21.11
1510	18	5	12	24.11
1511	18	5	13	25.11
1512	18	5	14	26.11
1513	18	5	15	26.11
1514	18	6	0	15.11
1515	18	6	1	15.11
1516	18	6	2	15.11
1517	18	6	5	17.11
1518	18	6	6	15.11
1519	18	6	7	18.11
1520	18	6	10	22.11
1521	18	6	11	23.11
1522	18	6	12	24.11
1523	18	6	13	25.11
1524	18	6	14	26.11
1525	18	6	15	26.11
1526	18	6	16	25.11
1527	19	0	0	15.11
1528	19	0	2	15.11
1529	19	0	5	18.11
1530	19	0	6	18.11
1531	19	0	8	17.11
1532	19	0	9	21.11
1533	19	0	10	22.11
1534	19	0	11	22.11
1535	19	0	12	24.11
1536	19	0	14	26.11
1537	19	1	0	15.11
1538	19	1	1	15.11
1539	19	1	3	15.11
1540	19	1	5	17.11
1541	19	1	8	19.11
1542	19	1	9	21.11
1543	19	1	10	22.11
1544	19	1	11	23.11
1545	19	1	13	25.11
1546	19	1	14	26.11
1547	19	2	0	15.11
1548	19	2	1	15.11
1549	19	2	2	15.11
1550	19	2	4	16.11
1551	19	2	5	17.11
1552	19	2	7	16.11
1553	19	2	9	21.11
1554	19	2	10	22.11
1555	19	2	11	23.11
1556	19	2	12	24.11
1557	19	2	13	25.11
1558	19	2	14	26.11
1559	19	2	16	26.11
1560	19	3	0	15.11
1561	19	3	2	15.11
1562	19	3	5	18.11
1563	19	3	6	17.11
1564	19	3	8	18.11
1565	19	3	10	22.11
1566	19	3	12	24.11
1567	19	3	13	25.11
1568	19	3	15	26.11
1569	19	3	16	25.11
1570	19	4	0	15.11
1571	19	4	1	15.11
1572	19	4	3	16.11
1573	19	4	5	17.11
1574	19	4	6	18.11
1575	19	4	7	18.11
1576	19	4	9	21.11
1577	19	4	10	22.11
1578	19	4	11	23.11
1579	19	4	12	24.11
1580	19	4	13	25.11
1581	19	4	14	26.11
1582	19	4	15	26.11
1583	19	5	0	15.11
1584	19	5	1	15.11
1585	19	5	2	15.11
1586	19	5	4	16.11
1587	19	5	5	18.11
1588	19	5	8	20.11
1589	19	5	10	22.11
1590	19	5	11	23.11
1591	19	5	12	24.11
1592	19	5	13	25.11
1593	19	5	14	26.11
1594	19	5	15	26.11
1595	19	6	0	15.11
1596	19	6	1	15.11
1597	19	6	2	15.11
1598	19	6	5	18.11
1599	19	6	6	18.11
1600	19	6	7	19.11
1601	19	6	9	18.11
1602	19	6	10	22.11
1603	19	6	11	23.11
1604	19	6	12	24.11
1605	19	6	14	26.11
1606	19	6	15	26.11
1607	20	0	0	15.11
1608	20	0	2	15.11
1609	20	0	3	15.11
1610	20	0	4	17.11
1611	20	0	5	18.11
1612	20	0	8	19.11
1613	20	0	9	21.11
1614	20	0	10	22.11
1615	20	0	11	23.11
1616	20	0	12	24.11
1617	20	0	13	25.11
1618	20	0	14	26.11
1619	20	1	0	15.11
1620	20	1	2	15.11
1621	20	1	3	15.11
1622	20	1	5	17.11
1623	20	1	8	19.11
1624	20	1	9	21.11
1625	20	1	10	22.11
1626	20	1	11	23.11
1627	20	1	12	21.11
1628	20	1	13	25.11
1629	20	1	14	26.11
1630	20	2	0	15.11
1631	20	2	1	15.11
1632	20	2	3	16.11
1633	20	2	5	16.11
1634	20	2	6	15.11
1635	20	2	9	18.11
1636	20	2	10	22.11
1637	20	2	11	23.11
1638	20	2	12	24.11
1639	20	2	13	25.11
1640	20	2	14	26.11
1641	20	2	16	26.11
1642	20	3	0	15.11
1643	20	3	1	15.11
1644	20	3	2	16.11
1645	20	3	5	17.11
1646	20	3	6	18.11
1647	20	3	7	19.11
1648	20	3	8	20.11
1649	20	3	9	21.11
1650	20	3	10	22.11
1651	20	3	11	23.11
1652	20	3	12	24.11
1653	20	3	14	26.11
1654	20	3	15	26.11
1655	20	4	0	15.11
1656	20	4	3	15.11
1657	20	4	5	17.11
1658	20	4	6	18.11
1659	20	4	7	19.11
1660	20	4	8	20.11
1661	20	4	10	22.11
1662	20	4	11	23.11
1663	20	4	12	24.11
1664	20	4	13	25.11
1665	20	4	14	26.11
1666	20	4	15	26.11
1667	20	5	0	15.11
1668	20	5	2	15.11
1669	20	5	3	16.11
1670	20	5	4	17.11
1671	20	5	5	17.11
1672	20	5	8	20.11
1673	20	5	10	22.11
1674	20	5	11	23.11
1675	20	5	12	24.11
1676	20	5	13	25.11
1677	20	5	15	26.11
1678	20	6	0	15.11
1679	20	6	2	15.11
1680	20	6	5	17.11
1681	20	6	6	18.11
1682	20	6	7	19.11
1683	20	6	9	21.11
1684	20	6	10	22.11
1685	20	6	11	23.11
1686	20	6	12	24.11
1687	20	6	14	26.11
1688	20	6	15	26.11
1689	21	0	0	15.11
1690	21	0	2	15.11
1691	21	0	3	15.11
1692	21	0	6	18.11
1693	21	0	8	19.11
1694	21	0	9	21.11
1695	21	0	10	22.11
1696	21	0	11	22.11
1697	21	0	12	24.11
1698	21	0	13	25.11
1699	21	0	14	26.11
1700	21	1	0	15.11
1701	21	1	2	15.11
1702	21	1	3	16.11
1703	21	1	4	17.11
1704	21	1	7	19.11
1705	21	1	8	20.11
1706	21	1	9	21.11
1707	21	1	10	22.11
1708	21	1	11	23.11
1709	21	1	12	24.11
1710	21	1	13	25.11
1711	21	2	0	15.11
1712	21	2	3	15.11
1713	21	2	5	17.11
1714	21	2	7	19.11
1715	21	2	9	20.11
1716	21	2	10	22.11
1717	21	2	11	23.11
1718	21	2	12	24.11
1719	21	2	13	25.11
1720	21	2	15	26.11
1721	21	3	0	15.11
1722	21	3	1	15.11
1723	21	3	6	18.11
1724	21	3	7	19.11
1725	21	3	8	19.11
1726	21	3	10	22.11
1727	21	3	11	23.11
1728	21	3	12	23.11
1729	21	3	13	25.11
1730	21	3	15	26.11
1731	21	4	0	15.11
1732	21	4	2	15.11
1733	21	4	4	17.11
1734	21	4	5	18.11
1735	21	4	6	18.11
1736	21	4	7	19.11
1737	21	4	8	20.11
1738	21	4	10	22.11
1739	21	4	11	23.11
1740	21	4	12	24.11
1741	21	4	13	25.11
1742	21	4	14	26.11
1743	21	5	0	15.11
1744	21	5	2	15.11
1745	21	5	3	16.11
1746	21	5	4	17.11
1747	21	5	7	19.11
1748	21	5	10	22.11
1749	21	5	11	23.11
1750	21	5	12	24.11
1751	21	5	13	25.11
1752	21	5	15	26.11
1753	21	6	0	15.11
1754	21	6	2	15.11
1755	21	6	5	17.11
1756	21	6	6	18.11
1757	21	6	8	20.11
1758	21	6	9	21.11
1759	21	6	10	22.11
1760	21	6	11	23.11
1761	21	6	12	24.11
1762	21	6	13	25.11
1763	21	6	14	26.11
1764	21	6	15	26.11
1765	22	0	0	15.11
1766	22	0	2	15.11
1767	22	0	5	18.11
1768	22	0	6	18.11
1769	22	0	8	18.11
1770	22	0	9	21.11
1771	22	0	10	22.11
1772	22	0	11	23.11
1773	22	0	12	24.11
1774	22	0	13	25.11
1775	22	0	14	26.11
1776	22	1	0	15.11
1777	22	1	2	15.11
1778	22	1	3	15.11
1779	22	1	4	17.11
1780	22	1	6	15.11
1781	22	1	8	20.11
1782	22	1	9	21.11
1783	22	1	10	22.11
1784	22	1	11	23.11
1785	22	1	12	24.11
1786	22	1	13	25.11
1787	22	2	0	15.11
1788	22	2	1	15.11
1789	22	2	3	15.11
1790	22	2	5	16.11
1791	22	2	7	19.11
1792	22	2	8	20.11
1793	22	2	9	20.11
1794	22	2	10	22.11
1795	22	2	11	23.11
1796	22	2	12	24.11
1797	22	2	13	25.11
1798	22	2	15	26.11
1799	22	3	0	15.11
1800	22	3	1	15.11
1801	22	3	5	18.11
1802	22	3	6	17.11
1803	22	3	7	19.11
1804	22	3	8	19.11
1805	22	3	9	21.11
1806	22	3	10	22.11
1807	22	3	11	23.11
1808	22	3	12	24.11
1809	22	3	13	25.11
1810	22	3	14	26.11
1811	22	4	0	15.11
1812	22	4	1	15.11
1813	22	4	4	17.11
1814	22	4	5	17.11
1815	22	4	6	15.11
1816	22	4	8	20.11
1817	22	4	9	21.11
1818	22	4	11	23.11
1819	22	4	12	24.11
1820	22	4	13	25.11
1821	22	4	14	26.11
1822	22	5	0	15.11
1823	22	5	2	15.11
1824	22	5	3	15.11
1825	22	5	4	16.11
1826	22	5	5	17.11
1827	22	5	7	19.11
1828	22	5	10	22.11
1829	22	5	11	23.11
1830	22	5	12	24.11
1831	22	5	13	25.11
1832	22	5	14	26.11
1833	22	5	15	26.11
1834	22	6	0	15.11
1835	22	6	1	15.11
1836	22	6	2	15.11
1837	22	6	4	16.11
1838	22	6	6	18.11
1839	22	6	7	19.11
1840	22	6	9	20.11
1841	22	6	10	22.11
1842	22	6	11	23.11
1843	22	6	12	24.11
1844	22	6	13	25.11
1845	22	6	14	26.11
1846	22	6	15	26.11
1847	23	0	0	15.11
1848	23	0	1	15.11
1849	23	0	3	15.11
1850	23	0	6	18.11
1851	23	0	8	18.11
1852	23	0	9	21.11
1853	23	0	10	22.11
1854	23	0	11	23.11
1855	23	0	12	24.11
1856	23	0	13	25.11
1857	23	0	14	26.11
1858	23	1	0	15.11
1859	23	1	2	15.11
1860	23	1	3	15.11
1861	23	1	4	16.11
1862	23	1	6	18.11
1863	23	1	8	20.11
1864	23	1	9	21.11
1865	23	1	11	23.11
1866	23	1	12	24.11
1867	23	1	13	25.11
1868	23	2	0	15.11
1869	23	2	2	15.11
1870	23	2	3	15.11
1871	23	2	4	16.11
1872	23	2	7	19.11
1873	23	2	8	20.11
1874	23	2	9	20.11
1875	23	2	10	22.11
1876	23	2	11	20.11
1877	23	2	12	24.11
1878	23	2	13	25.11
1879	23	3	0	15.11
1880	23	3	2	15.11
1881	23	3	5	18.11
1882	23	3	6	18.11
1883	23	3	7	19.11
1884	23	3	8	19.11
1885	23	3	9	20.11
1886	23	3	10	21.11
1887	23	3	11	24.11
1888	23	3	12	24.11
1889	23	3	13	24.11
1890	23	3	14	26.11
1891	23	4	0	15.11
1892	23	4	1	15.11
1893	23	4	3	16.11
1894	23	4	5	18.11
1895	23	4	6	18.11
1896	23	4	10	22.11
1897	23	4	11	23.11
1898	23	4	12	24.11
1899	23	4	13	25.11
1900	23	4	14	26.11
1901	23	4	15	26.11
1902	23	5	0	15.11
1903	23	5	2	15.11
1904	23	5	3	15.11
1905	23	5	4	16.11
1906	23	5	6	18.11
1907	23	5	7	19.11
1908	23	5	10	22.11
1909	23	5	11	23.11
1910	23	5	12	24.11
1911	23	5	14	26.11
1912	23	5	15	26.11
1913	23	6	0	15.11
1914	23	6	1	15.11
1915	23	6	2	15.11
1916	23	6	4	16.11
1917	23	6	6	15.11
1918	23	6	7	19.11
1919	23	6	8	20.11
1920	23	6	9	21.11
1921	23	6	10	21.11
1922	23	6	11	24.11
1923	23	6	12	24.11
1924	23	6	13	25.11
1925	23	6	14	26.11
1926	23	6	15	26.11
