	Twet	Load	Hour(s)	TimeStamp(s)	Power	Tset	Hour	month	DayofWeek
2012-12-01 00:00:00	2.6	1804.2	0	1354320000	640994	15.11	0	12	5
2012-12-01 01:00:00	2.3	58.2	3600	1354323600	35675	15.11	1	12	5
2012-12-01 02:00:00	2.7	1469.55	7200	1354327200	558855	15.11	2	12	5
2012-12-01 03:00:00	2.2	1440.45	10800	1354330800	542987	15.11	3	12	5
2012-12-01 04:00:00	2.4	1440.45	14400	1354334400	543074	15.11	4	12	5
2012-12-01 05:00:00	2.0	1396.8	18000	1354338000	520031	15.11	5	12	5
2012-12-01 06:00:00	3.1	1425.9	21600	1354341600	535688	15.11	6	12	5
2012-12-01 07:00:00	3.9	58.2	25200	1354345200	35675	15.11	7	12	5
2012-12-01 08:00:00	4.7	58.2	28800	1354348800	35675	15.11	8	12	5
2012-12-01 09:00:00	5.0	1876.95	32400	1354352400	675512	15.11	9	12	5
2012-12-01 10:00:00	5.0	1115.5	36000	1354356000	391020	15.11	10	12	5
2012-12-01 11:00:00	5.6	1464.7	39600	1354359600	557895	15.11	11	12	5
2012-12-01 12:00:00	6.2	1493.8	43200	1354363200	557486	15.11	12	12	5
2012-12-01 13:00:00	7.0	1464.7	46800	1354366800	559226	15.11	13	12	5
2012-12-01 14:00:00	7.4	1513.2	50400	1354370400	535800	15.11	14	12	5
2012-12-01 15:00:00	7.4	1522.9	54000	1354374000	526614	15.11	15	12	5
2012-12-01 16:00:00	6.3	1532.6	57600	1354377600	517944	15.11	16	12	5
2012-12-01 18:00:00	3.9	1348.3	64800	1354384800	496313	15.11	18	12	5
2012-12-01 19:00:00	2.8	1222.2	68400	1354388400	436044	15.11	19	12	5
2012-12-01 20:00:00	3.0	1125.2	72000	1354392000	394263	15.11	20	12	5
2012-12-01 21:00:00	2.8	1096.1	75600	1354395600	382360	15.11	21	12	5
2012-12-01 22:00:00	1.4	1125.2	79200	1354399200	393931	15.11	22	12	5
2012-12-01 23:00:00	1.9	1115.5	82800	1354402800	390037	15.11	23	12	5
2012-12-02 00:00:00	2.2	1125.2	0	1354406400	394078	15.11	0	12	6
2012-12-02 01:00:00	3.0	1125.2	3600	1354410000	394263	15.11	1	12	6
2012-12-02 02:00:00	1.9	1096.1	7200	1354413600	382181	15.11	2	12	6
2012-12-02 03:00:00	3.8	1105.8	10800	1354417200	386552	15.11	3	12	6
2012-12-02 04:00:00	4.4	1193.1	14400	1354420800	423747	15.11	4	12	6
2012-12-02 05:00:00	4.4	1193.1	18000	1354424400	423747	15.11	5	12	6
2012-12-02 06:00:00	4.4	1202.8	21600	1354428000	428036	15.11	6	12	6
2012-12-02 07:00:00	4.4	1222.2	25200	1354431600	436721	15.11	7	12	6
2012-12-02 08:00:00	4.4	1270.7	28800	1354435200	459043	15.11	8	12	6
2012-12-02 09:00:00	5.0	1387.1	32400	1354438800	516544	15.11	9	12	6
2012-12-02 10:00:00	6.1	58.2	36000	1354442400	35675	15.11	10	12	6
2012-12-02 11:00:00	6.7	1440.45	39600	1354446000	545815	15.11	11	12	6
2012-12-02 12:00:00	8.3	58.2	43200	1354449600	35675	15.11	12	12	6
2012-12-02 13:00:00	9.4	58.2	46800	1354453200	35675	15.11	13	12	6
2012-12-02 14:00:00	9.9	58.2	50400	1354456800	35675	15.11	14	12	6
2012-12-02 15:00:00	9.9	58.2	54000	1354460400	35675	15.11	15	12	6
2012-12-02 16:00:00	8.3	58.2	57600	1354464000	35675	15.11	16	12	6
2012-12-02 17:00:00	8.8	58.2	61200	1354467600	35675	15.11	17	12	6
2012-12-02 18:00:00	8.6	58.2	64800	1354471200	35675	15.11	18	12	6
2012-12-02 19:00:00	8.6	1484.1	68400	1354474800	576231	15.11	19	12	6
2012-12-02 20:00:00	9.1	1455.0	72000	1354478400	558246	15.11	20	12	6
2012-12-02 21:00:00	8.8	58.2	75600	1354482000	35675	15.11	21	12	6
2012-12-02 22:00:00	8.8	1382.25	79200	1354485600	518567	15.11	22	12	6
2012-12-02 23:00:00	8.6	1353.15	82800	1354489200	503216	15.11	23	12	6
2012-12-03 00:00:00	8.0	1396.8	0	1354492800	524496	15.11	0	12	0
2012-12-03 01:00:00	7.5	1367.7	3600	1354496400	508809	15.11	1	12	0
2012-12-03 02:00:00	6.6	58.2	7200	1354500000	35675	15.11	2	12	0
2012-12-03 03:00:00	6.6	1731.45	10800	1354503600	612449	15.11	3	12	0
2012-12-03 04:00:00	5.5	1644.15	14400	1354507200	575085	15.11	4	12	0
2012-12-03 05:00:00	5.5	1294.95	18000	1354510800	471183	15.11	5	12	0
2012-12-03 06:00:00	5.3	1294.95	21600	1354514400	471055	15.11	6	12	0
2012-12-03 07:00:00	5.8	1338.6	25200	1354518000	492635	15.11	7	12	0
2012-12-03 08:00:00	9.7	1309.5	28800	1354521600	484495	15.11	8	12	0
2012-12-03 09:00:00	12.0	1367.7	32400	1354525200	541733	15.11	9	12	0
