	Twet	Load	Hour(s)	TimeStamp(s)	Power	Tset	Hour	month	DayofWeek
2011-11-01 00:00:00	7.8	58.2	0	1320105600	35675	15.11	0	11	1
2011-11-01 01:00:00	7.7	58.2	3600	1320109200	35675	15.11	1	11	1
2011-11-01 02:00:00	7.2	58.2	7200	1320112800	35675	15.11	2	11	1
2011-11-01 03:00:00	6.9	58.2	10800	1320116400	35675	15.11	3	11	1
2011-11-01 04:00:00	6.4	58.2	14400	1320120000	35675	15.11	4	11	1
2011-11-01 05:00:00	6.1	58.2	18000	1320123600	35675	15.11	5	11	1
2011-11-01 06:00:00	5.3	58.2	21600	1320127200	35675	15.11	6	11	1
2011-11-01 07:00:00	6.1	58.2	25200	1320130800	35675	15.11	7	11	1
2011-11-01 08:00:00	7.8	58.2	28800	1320134400	35675	15.11	8	11	1
2011-11-01 09:00:00	8.7	58.2	32400	1320138000	35675	15.11	9	11	1
2011-11-01 10:00:00	9.5	58.2	36000	1320141600	35675	15.11	10	11	1
2011-11-01 11:00:00	9.8	58.2	39600	1320145200	35675	15.11	11	11	1
2011-11-01 12:00:00	9.3	620.8	43200	1320148800	225331	15.11	12	11	1
2011-11-01 13:00:00	9.4	562.6	46800	1320152400	199668	15.11	13	11	1
2011-11-01 14:00:00	9.2	533.5	50400	1320156000	187591	15.11	14	11	1
2011-11-01 15:00:00	8.9	533.5	54000	1320159600	187364	15.11	15	11	1
2011-11-01 16:00:00	8.1	543.2	57600	1320163200	190751	15.11	16	11	1
2011-11-01 17:00:00	7.1	523.8	61200	1320166800	182653	15.11	17	11	1
2011-11-01 18:00:00	6.2	523.8	64800	1320170400	182332	15.11	18	11	1
2011-11-01 19:00:00	5.4	504.4	68400	1320174000	174749	15.11	19	11	1
2011-11-01 20:00:00	5.1	58.2	72000	1320177600	35675	15.11	20	11	1
2011-11-01 21:00:00	4.2	58.2	75600	1320181200	35675	15.11	21	11	1
2011-11-01 22:00:00	3.9	58.2	79200	1320184800	35675	15.11	22	11	1
2011-11-01 23:00:00	2.8	58.2	82800	1320188400	35675	15.11	23	11	1
2011-11-02 00:00:00	2.5	58.2	0	1320192000	35675	15.11	0	11	2
2011-11-02 01:00:00	2.8	58.2	3600	1320195600	35675	15.11	1	11	2
2011-11-02 02:00:00	2.3	58.2	7200	1320199200	35675	15.11	2	11	2
2011-11-02 03:00:00	1.4	58.2	10800	1320202800	35675	15.11	3	11	2
2011-11-02 04:00:00	1.2	58.2	14400	1320206400	35675	15.11	4	11	2
2011-11-02 05:00:00	0.8	58.2	18000	1320210000	35675	15.11	5	11	2
2011-11-02 06:00:00	1.2	58.2	21600	1320213600	35675	15.11	6	11	2
2011-11-02 07:00:00	3.7	58.2	25200	1320217200	35675	15.11	7	11	2
2011-11-02 08:00:00	7.3	58.2	28800	1320220800	35675	15.11	8	11	2
2011-11-02 09:00:00	8.5	58.2	32400	1320224400	35675	15.11	9	11	2
2011-11-02 10:00:00	9.3	58.2	36000	1320228000	35675	15.11	10	11	2
2011-11-02 11:00:00	9.3	58.2	39600	1320231600	35675	15.11	11	11	2
2011-11-02 12:00:00	10.1	58.2	43200	1320235200	35675	15.11	12	11	2
2011-11-02 13:00:00	10.1	58.2	46800	1320238800	35675	15.11	13	11	2
2011-11-02 14:00:00	10.1	58.2	50400	1320242400	35675	15.11	14	11	2
2011-11-02 15:00:00	10.1	58.2	54000	1320246000	35675	15.11	15	11	2
2011-11-02 16:00:00	9.2	58.2	57600	1320249600	35675	15.11	16	11	2
2011-11-02 17:00:00	8.0	58.2	61200	1320253200	35675	15.11	17	11	2
2011-11-02 18:00:00	7.1	58.2	64800	1320256800	35675	15.11	18	11	2
2011-11-02 19:00:00	6.2	58.2	68400	1320260400	35675	15.11	19	11	2
2011-11-02 20:00:00	5.4	58.2	72000	1320264000	35675	15.11	20	11	2
2011-11-02 21:00:00	5.3	58.2	75600	1320267600	35675	15.11	21	11	2
2011-11-02 22:00:00	4.5	58.2	79200	1320271200	35675	15.11	22	11	2
2011-11-02 23:00:00	4.2	58.2	82800	1320274800	35675	15.11	23	11	2
