	Twet	Load	Hour(s)	TimeStamp(s)	Power	Tset	Hour	month	DayofWeek
2011-12-01 00:00:00	0.8	58.2	0	1322697600	35675	15.11	0	12	3
2011-12-01 01:00:00	0.6	58.2	3600	1322701200	35675	15.11	1	12	3
2011-12-01 02:00:00	0.2	58.2	7200	1322704800	35675	15.11	2	12	3
2011-12-01 03:00:00	0.2	58.2	10800	1322708400	35675	15.11	3	12	3
2011-12-01 04:00:00	0.2	58.2	14400	1322712000	35675	15.11	4	12	3
2011-12-01 05:00:00	0.2	58.2	18000	1322715600	35675	15.11	5	12	3
2011-12-01 06:00:00	0.4	58.2	21600	1322719200	35675	15.11	6	12	3
2011-12-01 07:00:00	0.8	58.2	25200	1322722800	35675	15.11	7	12	3
2011-12-01 08:00:00	1.9	58.2	28800	1322726400	35675	15.11	8	12	3
2011-12-01 09:00:00	3.4	746.9	32400	1322730000	277949	15.11	9	12	3
2011-12-01 10:00:00	4.1	58.2	36000	1322733600	35675	15.11	10	12	3
2011-12-01 11:00:00	5.0	58.2	39600	1322737200	35675	15.11	11	12	3
2011-12-01 12:00:00	4.9	58.2	43200	1322740800	35675	15.11	12	12	3
2011-12-01 13:00:00	5.6	698.4	46800	1322744400	260977	15.11	13	12	3
2011-12-01 14:00:00	5.6	649.9	50400	1322748000	236794	15.11	14	12	3
2011-12-01 15:00:00	5.7	649.9	54000	1322751600	236827	15.11	15	12	3
2011-12-01 16:00:00	4.4	698.4	57600	1322755200	260598	15.11	16	12	3
2011-12-01 17:00:00	2.8	58.2	61200	1322758800	35675	15.11	17	12	3
2011-12-01 18:00:00	2.8	58.2	64800	1322762400	35675	15.11	18	12	3
2011-12-01 19:00:00	2.2	58.2	68400	1322766000	35675	15.11	19	12	3
2011-12-01 20:00:00	1.9	58.2	72000	1322769600	35675	15.11	20	12	3
2011-12-01 21:00:00	0.3	58.2	75600	1322773200	35675	15.11	21	12	3
2011-12-01 22:00:00	-0.1	58.2	79200	1322776800	35675	15.11	22	12	3
2011-12-01 23:00:00	-0.6	58.2	82800	1322780400	35675	15.11	23	12	3
2011-12-02 00:00:00	-0.8	58.2	0	1322784000	35675	15.11	0	12	4
2011-12-02 01:00:00	-0.8	58.2	3600	1322787600	35675	15.11	1	12	4
2011-12-02 02:00:00	-1.7	58.2	7200	1322791200	35675	15.11	2	12	4
2011-12-02 03:00:00	-2.8	58.2	10800	1322794800	35675	15.11	3	12	4
2011-12-02 04:00:00	-2.2	58.2	14400	1322798400	35675	15.11	4	12	4
2011-12-02 05:00:00	-3.1	58.2	18000	1322802000	35675	15.11	5	12	4
2011-12-02 06:00:00	-2.4	58.2	21600	1322805600	35675	15.11	6	12	4
2011-12-02 07:00:00	-2.2	58.2	25200	1322809200	35675	15.11	7	12	4
2011-12-02 08:00:00	1.7	58.2	28800	1322812800	35675	15.11	8	12	4
