	Twet	Load	Hour(s)	TimeStamp(s)	Power	Tset	Hour	month	DayofWeek
2013-03-01 00:00:00	1.9	1270.7	0	1362096000	458022	15.11	0	3	4
2013-03-01 01:00:00	2.1	58.2	3600	1362099600	35675	15.11	1	3	4
2013-03-01 02:00:00	2.4	1561.7	7200	1362103200	500052	15.11	2	3	4
2013-03-01 03:00:00	2.4	1231.9	10800	1362106800	440302	15.11	3	3	4
2013-03-01 04:00:00	2.0	1212.5	14400	1362110400	431481	15.11	4	3	4
2013-03-01 05:00:00	1.8	58.2	18000	1362114000	35675	15.11	5	3	4
2013-03-01 06:00:00	1.8	1241.6	21600	1362117600	444554	15.11	6	3	4
2013-03-01 07:00:00	2.2	58.2	25200	1362121200	35675	15.11	7	3	4
2013-03-01 08:00:00	2.8	1338.6	28800	1362124800	490971	15.11	8	3	4
2013-03-01 09:00:00	3.0	771.15	32400	1362128400	254735	15.11	9	3	4
2013-03-01 10:00:00	2.7	1906.05	36000	1362132000	687394	15.11	10	3	4
2013-03-01 11:00:00	3.0	1906.05	39600	1362135600	687557	15.11	11	3	4
2013-03-01 12:00:00	2.6	2037.0	43200	1362139200	750806	15.11	12	3	4
2013-03-01 13:00:00	2.3	1993.35	46800	1362142800	729001	15.11	13	3	4
2013-03-01 14:00:00	2.3	1891.5	50400	1362146400	680420	15.11	14	3	4
2013-03-01 15:00:00	2.0	1876.95	54000	1362150000	673569	15.11	15	3	4
2013-03-01 16:00:00	1.7	1455.0	57600	1362153600	550561	15.11	16	3	4
2013-03-01 17:00:00	1.8	1425.9	61200	1362157200	535117	15.11	17	3	4
2013-03-01 18:00:00	1.5	873.0	64800	1362160800	302021	15.11	18	3	4
2013-03-01 19:00:00	1.4	1236.75	68400	1362164400	442254	15.11	19	3	4
2013-03-01 20:00:00	0.9	771.15	72000	1362168000	254303	15.11	20	3	4
2013-03-01 21:00:00	0.4	945.75	75600	1362171600	325976	15.11	21	3	4
2013-03-01 22:00:00	-0.4	1033.05	79200	1362175200	357377	15.11	22	3	4
2013-03-01 23:00:00	-0.9	1047.6	82800	1362178800	362859	15.11	23	3	4
2013-03-02 00:00:00	-1.5	1018.5	0	1362182400	351857	15.11	0	3	5
2013-03-02 01:00:00	-1.7	756.6	3600	1362186000	265296	15.11	1	3	5
2013-03-02 02:00:00	-2.4	1542.3	7200	1362189600	507725	15.11	2	3	5
2013-03-02 03:00:00	-2.6	1178.55	10800	1362193200	415980	15.11	3	3	5
2013-03-02 04:00:00	-1.9	1265.85	14400	1362196800	455119	15.11	4	3	5
2013-03-02 05:00:00	-1.7	1411.35	18000	1362200400	526670	15.11	5	3	5
2013-03-02 06:00:00	-1.4	1425.9	21600	1362204000	534310	15.11	6	3	5
2013-03-02 07:00:00	-1.0	1440.45	25200	1362207600	542055	15.11	7	3	5
2013-03-02 08:00:00	-1.2	1469.55	28800	1362211200	557608	15.11	8	3	5
2013-03-02 09:00:00	-1.2	620.8	32400	1362214800	222031	15.11	9	3	5
2013-03-02 10:00:00	-1.0	708.1	36000	1362218400	264661	15.11	10	3	5
2013-03-02 11:00:00	-0.5	727.5	39600	1362222000	274965	15.11	11	3	5
2013-03-02 12:00:00	-0.7	766.3	43200	1362225600	257259	15.11	12	3	5
2013-03-02 13:00:00	-0.2	805.1	46800	1362229200	281271	15.11	13	3	5
2013-03-02 14:00:00	-0.2	58.2	50400	1362232800	35675	15.11	14	3	5
2013-03-02 15:00:00	-0.7	717.8	54000	1362236400	269781	15.11	15	3	5
2013-03-02 16:00:00	-0.4	785.7	57600	1362240000	247988	15.11	16	3	5
2013-03-02 17:00:00	-1.3	814.8	61200	1362243600	284064	15.11	17	3	5
2013-03-02 18:00:00	-2.0	834.2	64800	1362247200	289824	15.11	18	3	5
2013-03-02 19:00:00	-2.0	58.2	68400	1362250800	35675	15.11	19	3	5
2013-03-02 20:00:00	-2.4	611.1	72000	1362254400	217593	15.11	20	3	5
2013-03-02 21:00:00	-2.7	1852.7	75600	1362258000	661446	15.11	21	3	5
2013-03-02 22:00:00	-2.6	620.8	79200	1362261600	221962	15.11	22	3	5
2013-03-02 23:00:00	-2.9	620.8	82800	1362265200	221949	15.11	23	3	5
2013-03-03 00:00:00	-2.6	611.1	0	1362268800	217585	15.11	0	3	6
2013-03-03 01:00:00	-3.1	591.7	3600	1362272400	209026	15.11	1	3	6
2013-03-03 02:00:00	-3.1	591.7	7200	1362276000	209026	15.11	2	3	6
2013-03-03 03:00:00	-2.7	582.0	10800	1362279600	204876	15.11	3	3	6
2013-03-03 04:00:00	-3.1	582.0	14400	1362283200	204862	15.11	4	3	6
2013-03-03 05:00:00	-2.6	582.0	18000	1362286800	204879	15.11	5	3	6
2013-03-03 06:00:00	-2.9	572.3	21600	1362290400	200776	15.11	6	3	6
2013-03-03 07:00:00	-2.5	611.1	25200	1362294000	217589	15.11	7	3	6
2013-03-03 08:00:00	-1.9	630.5	28800	1362297600	226443	15.11	8	3	6
2013-03-03 09:00:00	-1.7	1047.6	32400	1362301200	362802	15.11	9	3	6
2013-03-03 10:00:00	-1.5	989.4	36000	1362304800	341217	15.11	10	3	6
2013-03-03 11:00:00	-1.6	1047.6	39600	1362308400	362809	15.11	11	3	6
2013-03-03 13:00:00	-0.7	1134.9	46800	1362315600	397675	15.11	13	3	6
2013-03-03 14:00:00	-0.7	1280.4	50400	1362319200	462060	15.11	14	3	6
2013-03-03 15:00:00	-0.3	1455.0	54000	1362322800	549958	15.11	15	3	6
2013-03-03 16:00:00	-0.8	1847.85	57600	1362326400	659542	15.11	16	3	6
2013-03-03 17:00:00	-1.2	1687.8	61200	1362330000	590426	15.11	17	3	6
2013-03-03 18:00:00	-1.5	1571.4	64800	1362333600	495638	15.11	18	3	6
2013-03-03 19:00:00	-2.0	1498.65	68400	1362337200	547416	15.11	19	3	6
2013-03-03 20:00:00	-2.2	1047.6	72000	1362340800	362771	15.11	20	3	6
2013-03-03 21:00:00	-2.2	1425.9	75600	1362344400	534188	15.11	21	3	6
2013-03-03 22:00:00	-2.5	1382.25	79200	1362348000	511621	15.11	22	3	6
2013-03-03 23:00:00	-2.5	1382.25	82800	1362351600	511621	15.11	23	3	6
2013-03-04 00:00:00	-2.5	1353.15	0	1362355200	497002	15.11	0	3	0
2013-03-04 01:00:00	-2.5	1018.5	3600	1362358800	351800	15.11	1	3	0
2013-03-04 02:00:00	-3.2	1003.95	7200	1362362400	346409	15.11	2	3	0
2013-03-04 03:00:00	-4.2	989.4	10800	1362366000	341092	15.11	3	3	0
2013-03-04 04:00:00	-4.7	989.4	14400	1362369600	341074	15.11	4	3	0
2013-03-04 05:00:00	-4.5	974.85	18000	1362373200	335885	15.11	5	3	0
2013-03-04 06:00:00	-4.8	974.85	21600	1362376800	335875	15.11	6	3	0
2013-03-04 07:00:00	-3.8	974.85	25200	1362380400	335910	15.11	7	3	0
2013-03-04 08:00:00	-3.2	945.75	28800	1362384000	325776	15.11	8	3	0
2013-03-04 09:00:00	-2.8	1261.0	32400	1362387600	452788	15.11	9	3	0
2013-03-04 10:00:00	-1.6	1484.1	36000	1362391200	568907	15.11	10	3	0
2013-03-04 11:00:00	-1.1	1464.7	39600	1362394800	555007	15.11	11	3	0
2013-03-04 12:00:00	-0.1	1542.3	43200	1362398400	508270	15.11	12	3	0
2013-03-04 13:00:00	-0.3	1610.2	46800	1362402000	559379	15.11	13	3	0
2013-03-04 14:00:00	0.7	1571.4	50400	1362405600	496215	15.11	14	3	0
2013-03-04 15:00:00	0.3	1600.5	54000	1362409200	555677	15.11	15	3	0
2013-03-04 16:00:00	0.0	1619.9	57600	1362412800	563237	15.11	16	3	0
2013-03-04 17:00:00	-0.6	1513.2	61200	1362416400	530993	15.11	17	3	0
2013-03-04 18:00:00	-1.2	1435.6	64800	1362420000	539451	15.11	18	3	0
2013-03-04 19:00:00	-1.4	1387.1	68400	1362423600	514238	15.11	19	3	0
2013-03-04 20:00:00	-2.0	1251.3	72000	1362427200	448396	15.11	20	3	0
2013-03-04 21:00:00	-2.3	1358.0	75600	1362430800	499440	15.11	21	3	0
2013-03-04 22:00:00	-2.7	1338.6	79200	1362434400	489791	15.11	22	3	0
2013-03-04 23:00:00	-3.2	1299.8	82800	1362438000	470965	15.11	23	3	0
2013-03-05 00:00:00	-3.2	1309.5	0	1362441600	475606	15.11	0	3	1
2013-03-05 01:00:00	-2.9	1241.6	3600	1362445200	443885	15.11	1	3	1
2013-03-05 02:00:00	-3.2	979.7	7200	1362448800	337657	15.11	2	3	1
2013-03-05 03:00:00	-3.2	58.2	10800	1362452400	35675	15.11	3	3	1
2013-03-05 04:00:00	-2.9	1542.3	14400	1362456000	507699	15.11	4	3	1
2013-03-05 05:00:00	-4.1	1212.5	18000	1362459600	430728	15.11	5	3	1
2013-03-05 06:00:00	-3.7	1261.0	21600	1362463200	452716	15.11	6	3	1
2013-03-05 07:00:00	-2.3	1358.0	25200	1362466800	499440	15.11	7	3	1
2013-03-05 08:00:00	-1.3	1396.8	28800	1362470400	519218	15.11	8	3	1
2013-03-05 09:00:00	-0.9	1353.15	32400	1362474000	497215	15.11	9	3	1
2013-03-05 10:00:00	0.0	1949.7	36000	1362477600	707032	15.11	10	3	1
2013-03-05 11:00:00	0.2	2037.0	39600	1362481200	749741	15.11	11	3	1
2013-03-05 12:00:00	1.5	2066.1	43200	1362484800	764894	15.11	12	3	1
2013-03-05 13:00:00	1.7	2182.5	46800	1362488400	825832	15.11	13	3	1
2013-03-05 14:00:00	1.1	2197.05	50400	1362492000	833344	15.11	14	3	1
2013-03-05 15:00:00	2.3	2269.8	54000	1362495600	797843	15.11	15	3	1
